Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,Design,Heating,Total number of floors,Condition,PENB,Age,Front garden,Renovation,New building,Administration fee,Developer name,Project name,Kód jednotky
395770,"CZK 12,900",50.071136,14.4595507,Prague - Vršovice,1 bedroom with open-plan kitchen,36 m²,"CZK 1,400",Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,105,627,88,397,55,401,215,265,701,238,"CZK 30,000",Personal,Brick building,,Gas boiler,Middle floor,Excellent,,,,,,,,,
698486,"CZK 33,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,100 m²,"CZK 5,500",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,14. 02. 2022,52,989,268,730,310,684,316,930,"1,088",443,"CZK 33,500",Personal,Other,Standard materials and solutions,Central heating,Middle floor,New build,B,1 to 10 years years,,Overall,,,,,
705508,"CZK 8,000",50.04658,14.48867,"Bělčická, Prague - Záběhlice",Studio,28 m²,"CZK 3,000",Partially furnished,9,No,No,Yes,No,No,Yes,No,08. 02. 2022,123,213,322,259,213,468,685,"1,253",522,,"CZK 11,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
583876,"CZK 12,000",50.111861,14.515958,"Moravcových, Prague - Vysočany",Studio,34 m²,"CZK 3,100",Furnished,6,Yes,No,Yes,No,No,Yes,Yes,07. 02. 2022,255,"1,489",390,"1,255",399,"1,425","1,082","1,181",491,318,"CZK 20,000",Personal,Low-energy building,,District heating,,New build,B,1 to 10 years years,,,,,,,
695439,"CZK 13,000",50.01627,14.62809,"Bazalková, Prague - Kolovraty",Studio,44 m²,"CZK 2,749",Furnished,1,Yes,No,Yes,No,Yes,No,No,10. 12. 2021,444,505,930,863,607,901,526,"1,071",157,,"CZK 26,000",Personal,Brick building,,,,New build,G,,,,,,,,
704879,"CZK 11,000",50.09968,14.48366,"Novovysočanská, Prague - Libeň",Studio,32 m²,"CZK 2,600",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,228,"1,314",395,"1,166",348,"1,209",539,532,699,278,"CZK 15,000",Personal,Other,,,,New build,B,,,,Yes,,,,
690884,"CZK 73,500",50.0805317,14.4221981,"Jungmannova, Prague - Nové Město",3 bedroom with open-plan kitchen,150 m²,"CZK 24,500",Furnished,7,No,Yes,No,No,No,Yes,No,11. 02. 2022,169,732,178,131,123,203,271,773,414,383,,,,,,,,,,,,,,,,
680045,"CZK 32,250",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,57 m²,"CZK 10,750",Furnished,5,No,No,No,No,No,Yes,No,11. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
695844,"CZK 25,500",50.06294,14.44052,"Táborská, Prague - Nusle",3 bedroom,102 m²,"CZK 5,000",Partially furnished,4,Yes,Yes,No,No,No,Yes,No,01. 02. 2022,38,363,17,179,39,63,96,513,295,234,"CZK 30,500",Personal,Brick building,Standard materials and solutions,Central heating,Top floor,New build,G,1 to 10 years years,,,,,,,
705502,"CZK 15,000",50.09815,14.36447,"Liberijská, Prague - Vokovice",2 bedroom,50 m²,"CZK 3,900",Partially furnished,3,No,No,No,No,No,No,No,14. 02. 2022,154,342,390,150,331,294,767,389,"1,197",263,"CZK 30,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
690884,"CZK 73,500",50.0805317,14.4221981,"Jungmannova, Prague - Nové Město",3 bedroom with open-plan kitchen,150 m²,"CZK 24,500",Furnished,7,No,Yes,No,No,No,Yes,No,11. 02. 2022,169,732,178,131,123,203,271,773,414,383,,,,,,,,,,,,,,,,
680045,"CZK 32,250",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,57 m²,"CZK 10,750",Furnished,5,No,No,No,No,No,Yes,No,11. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
695844,"CZK 25,500",50.06294,14.44052,"Táborská, Prague - Nusle",3 bedroom,102 m²,"CZK 5,000",Partially furnished,4,Yes,Yes,No,No,No,Yes,No,01. 02. 2022,38,363,17,179,39,63,96,513,295,234,"CZK 30,500",Personal,Brick building,Standard materials and solutions,Central heating,Top floor,New build,G,1 to 10 years years,,,,,,,
705502,"CZK 15,000",50.09815,14.36447,"Liberijská, Prague - Vokovice",2 bedroom,50 m²,"CZK 3,900",Partially furnished,3,No,No,No,No,No,No,No,14. 02. 2022,154,342,390,150,331,294,767,389,"1,197",263,"CZK 30,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
448290,"CZK 16,000",50.0385227,14.3237865,"Kakosova, Prague - Řeporyje",Studio,44 m²,"CZK 4,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,15. 02. 2022,172,"1,161",900,"1,090",432,989,710,"1,131",571,68,"CZK 20,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,New build,A,1 to 10 years years,,,Yes,,,,
448306,"CZK 12,500",50.082058,14.4457941,"Ježkova, Prague - Žižkov",1 bedroom,33 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,No,No,,529,534,64,561,15,240,275,263,588,355,"CZK 20,000",Cooperative,Brick building,Standard materials and solutions,Other,Middle floor,Excellent,G,10 to 30 years years,,,,,,,
534306,"CZK 10,900",50.0839945,14.4485314,"Vlkova, Prague - Žižkov",Studio,34 m²,CZK 900,Partially furnished,1,No,No,No,No,No,No,No,09. 02. 2022,298,136,126,163,118,157,80,230,296,462,"CZK 13,100",Personal,Brick building,Standard materials and solutions,Gas boiler,Ground floor,Excellent,,1 to 10 years years,,Overall,,,,,
705495,"CZK 13,500",50.03651,14.51711,"Schulhoffova, Prague - Háje",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Partially furnished,4,No,No,No,Yes,No,Yes,No,08. 02. 2022,151,718,181,"1,219",229,667,224,284,270,34,"CZK 27,000",Personal,Prefab concrete building,,,,Excellent,G,,,,,,,,
663262,"CZK 13,000",50.04267,14.31281,"Toufarova, Prague - Stodůlky",Small studio,34 m²,"CZK 2,000",Unfurnished,4,No,No,No,Yes,No,Yes,No,15. 02. 2022,285,513,258,826,814,456,722,586,"1,058",609,"CZK 15,000",Personal,Brick building,Standard materials and solutions,District heating,Middle floor,New build,B,1 to 10 years years,,,Yes,,,,
679667,"CZK 13,000",50.06164,14.36178,"Naskové, Prague - Košíře",Studio,30 m²,"CZK 2,000",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,15. 08. 2021,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,"CZK 15,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,New build,B,1 to 10 years years,,,,,,,
696032,"CZK 24,000",50.07848,14.42791,"Krakovská, Prague - Nové Město",1 bedroom with open-plan kitchen,58 m²,"CZK 3,800",Furnished,4,No,No,No,No,Yes,Yes,No,04. 01. 2022,243,661,215,230,104,322,458,539,202,445,"CZK 24,000",Personal,Brick building,Premium materials and solutions,Central heating,Middle floor,Excellent,G,1 to 10 years years,,Overall,,,,,
704859,"CZK 16,000",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,02. 02. 2022,238,381,167,363,126,349,116,183,253,654,"CZK 32,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,63 m²,"CZK 5,300",Furnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,198,690,414,653,675,694,"1,120",923,679,93,"CZK 12,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,Excellent,G,10 to 30 years years,,Overall,,,,,
198973,"CZK 10,000",50.0464879,14.4427116,"U nových domů III, Prague - Krč",Studio,31 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,291,414,111,356,137,313,174,583,593,332,"CZK 15,000",Personal,Brick building,Standard materials and solutions,Gas boiler,Raised ground floor,Excellent,C,,300 m²,Overall,,,,,
672927,"CZK 16,400",50.08022,14.41747,"V Jirchářích, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,500",Furnished,1,Yes,No,No,No,Yes,No,No,28. 12. 2021,305,714,105,269,22,247,171,367,180,542,"CZK 20,000",Personal,Brick building,,,,New build,G,,,,,,,,
597702,"CZK 7,500",50.077415,14.474404,"Soběslavská, Prague - Vinohrady",Small studio,23 m²,"CZK 1,500",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,133,837,86,238,24,246,493,960,236,138,"CZK 15,000",Personal,Brick building,Standard materials and solutions,District heating,Middle floor,Good,D,over 50 years years,60 m²,Interior,,,,,
653951,"CZK 10,000",50.0773535,14.4743644,Prague - Vinohrady,1 bedroom with open-plan kitchen,45 m²,"CZK 1,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,133,837,86,238,24,246,493,960,235,138,"CZK 20,000",Personal,Brick building,Standard materials and solutions,District heating,Middle floor,Good,F,over 50 years years,50 m²,Overall,,,,,
705478,"CZK 45,000",50.07848,14.42791,"Krakovská, Prague - Nové Město",2 bedroom with open-plan kitchen,110 m²,"CZK 9,000",Furnished,5,Yes,Yes,No,No,No,Yes,Yes,07. 02. 2022,243,661,215,230,104,322,458,539,202,445,"CZK 45,000",Personal,Prefab concrete building,,,,New build,A,,,,,,,,
705479,"CZK 11,400",50.13923,14.51988,"Miroslava Hajna, Prague - Letňany",Studio,35 m²,"CZK 3,600",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,07. 02. 2022,378,511,"1,062","1,079",375,616,905,"1,090","1,167",127,"CZK 15,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,New build,B,1 to 10 years years,,,Yes,,,,
705477,"CZK 11,500",50.12212,14.45149,"Trojská, Prague - Kobylisy",1 bedroom with open-plan kitchen,40 m²,"CZK 2,300",Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,93,765,2,323,69,51,497,701,"1,111",388,"CZK 15,000",Personal,Brick building,,,,Excellent,C,,,,,,,,
705476,"CZK 14,500",50.06809,14.45674,"Na Spojce, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 1,600",Furnished,2,No,No,No,No,No,Yes,No,10. 02. 2022,146,265,26,168,55,194,285,436,361,313,"CZK 14,500",Personal,Brick building,,,,Good,G,,,,,,,,
423835,"CZK 10,000",50.1270946,14.4765722,Prague - Libeň,1 bedroom with open-plan kitchen,19 m²,"CZK 1,000",Partially furnished,2,No,No,No,No,No,No,No,07. 01. 2022,167,626,373,658,352,427,350,323,"1,071",355,"CZK 11,000",Personal,Brick building,Standard materials and solutions,Central heating,,Excellent,A,,,,,,,,
465515,"CZK 9,000",50.0208875,14.412449,"Pod Lysinami, Prague - Hodkovičky",Small studio,30 m²,"CZK 1,985",Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,578,"1,423","1,101","1,482",917,"1,172",30,,,,"CZK 30,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,,,,,Overall,,,,,
683931,"CZK 20,160",50.0631412,14.4044623,"Radlická, Prague - Smíchov",Studio,35 m²,"CZK 6,720",Furnished,2,No,No,No,No,No,No,No,11. 02. 2022,28,453,78,852,18,206,643,616,794,538,,,,,,,,,,,,,,,,
691034,"CZK 19,298",50.0583559,14.421281,"Podolská, Prague - Podolí",2 bedroom,54 m²,"CZK 6,432",Furnished,4,No,No,No,No,No,Yes,No,11. 02. 2022,147,167,51,1,38,164,120,602,545,210,,,,,,,,,,,,,,,,
184301,"CZK 20,000",50.104264,14.3717157,"Na Hanspaulce, Prague - Dejvice",2 bedroom,68 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,137,"1,357",115,993,123,69,401,534,434,79,"CZK 20,000",Personal,Brick building,,Gas boiler,Raised ground floor,,,,,,,,,,
705468,"CZK 19,000",50.1041,14.43555,"U Smaltovny, Prague - Holešovice",2 bedroom,68 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,394,990,250,527,217,332,640,269,795,,"CZK 20,000",Cooperative,Brick building,,,,Excellent,G,,,,,,,,
369891,"CZK 11,900",50.091361116053,14.539940255572,"Dářská, Prague - Kyje",Studio,26 m²,,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,207,407,413,943,"1,122","1,359",367,,,,"CZK 11,900",Personal,Brick building,,Central heating,Raised ground floor,,,,,,,,,,
690719,"CZK 47,235",50.0824664,14.4140344,"Divadelní, Prague - Staré Město",4 bedroom,110 m²,"CZK 15,745",Furnished,7,No,Yes,No,No,No,Yes,No,27. 02. 2022,260,938,207,294,98,143,489,445,401,362,,,,,,,,,,,,,,,,
705461,"CZK 19,900",50.06194,14.43608,"Petra Rezka, Prague - Nusle",3 bedroom,97 m²,"CZK 3,400",Unfurnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,167,614,151,528,121,457,121,445,399,278,"CZK 46,600",Personal,Other,,,,Excellent,G,,,,,,,,
219179,"CZK 13,000",50.0520127,14.3340922,"Wiedermannova, Prague - Stodůlky",Studio,48 m²,"CZK 2,300",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,07. 02. 2022,279,664,214,629,617,184,597,712,857,444,"CZK 15,000",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,Excellent,C,10 to 30 years years,,,,,,,
704819,"CZK 18,000",50.03258,14.58219,"Blšanecká, Prague - Uhříněves",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,Yes,02. 02. 2022,644,"1,467","1,318","1,234","1,419","1,317","1,293",,,,"CZK 20,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
694842,"CZK 29,228",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,32 m²,"CZK 9,742",Furnished,4,No,No,No,No,No,Yes,Yes,11. 02. 2022,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,,,,
692479,"CZK 20,880",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,960",Furnished,2,No,No,No,No,No,Yes,No,11. 02. 2022,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,,,,,,
704481,"CZK 16,200",50.086972,14.4554985,"Rokycanova, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,"CZK 5,400",Furnished,2,Yes,No,No,No,No,Yes,No,21. 02. 2022,90,96,45,567,44,161,206,255,106,371,,,,,,,,,,,,,,,,
72896,"CZK 12,000",50.0768004519,14.4043958187,"Arbesovo náměstí, Prague - Smíchov",Studio,37 m²,"CZK 2,200",Unfurnished,3,No,No,No,No,No,No,No,01. 03. 2022,77,217,16,68,72,104,224,909,729,358,"CZK 14,200",Personal,Brick building,,Central heating,Middle floor,,G,,,,,,,,
307617,"CZK 15,000",50.0983929,14.4063804,"Muchova, Prague - Dejvice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,02. 02. 2022,86,829,143,258,151,243,394,"1,030",182,503,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
705447,"CZK 24,500",50.07468,14.3949,"Švédská, Prague - Smíchov",1 bedroom with open-plan kitchen,65 m²,"CZK 4,300",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,07. 02. 2022,52,989,268,730,310,684,316,930,"1,088",443,"CZK 24,500",Personal,Brick building,Premium materials and solutions,Gas boiler,Middle floor,New build,B,1 to 10 years years,,,,,,,
699335,"CZK 10,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",Studio,31 m²,"CZK 3,300",Partially furnished,11,No,No,Yes,No,No,Yes,No,13. 01. 2022,97,753,403,335,416,420,281,383,249,43,"CZK 20,000",Personal,Low-energy building,,,,New build,B,,,,,,,,
704730,"CZK 18,500",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,59 m²,"CZK 4,300",Partially furnished,3,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,209,553,208,189,154,225,399,287,851,218,"CZK 37,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Furnished,2,No,Yes,No,No,Yes,No,No,01. 02. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,"CZK 24,900",Personal,Brick building,,District heating,,Excellent,A,,,,,,,,
459369,"CZK 11,900",50.1059828,14.5231839,"Modrého, Prague - Hloubětín",Studio,33 m²,"CZK 2,000",Furnished,5,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,524,"1,249",639,"1,230",801,775,"1,178","1,246",934,202,"CZK 20,000",Personal,Brick building,Premium materials and solutions,,,New build,B,,,,Yes,,,,
696416,"CZK 36,000",50.0740202,14.4399148,"Francouzská, Prague - Vinohrady",2 bedroom with open-plan kitchen,87 m²,"CZK 12,000",Furnished,7,No,Yes,No,No,No,Yes,No,02. 03. 2022,154,287,73,428,33,408,72,565,703,470,,,,,,,,,,,,,,,,
591000,"CZK 15,000",50.059621,14.435073,"Lounských, Prague - Nusle",1 bedroom with open-plan kitchen,38 m²,,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,205,898,181,576,104,535,406,639,468,494,"CZK 17,000",Personal,Brick building,Standard materials and solutions,,Middle floor,Excellent,F,,500 m²,Bathroom unit,,,,,
644651,"CZK 13,500",50.13575,14.55461,"Letců, Prague - Kbely",2 bedroom,55 m²,"CZK 2,500",Unfurnished,,No,No,Yes,No,No,No,No,01. 02. 2022,233,764,293,546,805,"1,020",416,"1,108",33,,"CZK 13,500",Cooperative,Brick building,Standard materials and solutions,,Raised ground floor,Excellent,G,,,,,,,,
691087,"CZK 10,990",50.0851483,14.4512417,"Štítného, Prague - Žižkov",Studio,30 m²,CZK 760,Partially furnished,1,No,No,No,No,No,Yes,No,15. 02. 2022,173,144,56,115,75,165,167,383,199,457,"CZK 20,000",Personal,Other,Premium materials and solutions,Central heating,Middle floor,Excellent,B,1 to 10 years years,,Overall,,,,,
696838,"CZK 45,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,Yes,20. 02. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
694835,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,30 m²,"CZK 8,693",Furnished,5,No,No,No,No,No,Yes,Yes,11. 02. 2022,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,,,,
705429,"CZK 16,000",50.13357,14.51031,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,14. 02. 2022,90,775,396,357,409,413,274,376,242,36,"CZK 32,000",Personal,Brick building,,,,New build,G,,,,,,,,
705428,"CZK 15,500",50.08287,14.44889,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,300",Partially furnished,3,No,No,No,No,No,Yes,No,08. 02. 2022,401,236,77,263,120,206,241,348,395,539,"CZK 25,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
577002,"CZK 17,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,399,778,398,794,980,582,"1,071",806,,,"CZK 51,000",Personal,Brick building,,,,,C,,,,,,,,
191528,"CZK 13,500",50.066729016086,14.3962244431,"U Nikolajky, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,CZK 440,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,262,374,215,739,155,460,351,563,578,355,"CZK 13,500",Personal,Brick building,,,,,,,,,,,,,
705423,"CZK 15,000",50.0598,14.49882,"Narcisová, Prague - Záběhlice",3 bedroom,80 m²,"CZK 4,000",Unfurnished,9,No,No,No,Yes,No,Yes,No,07. 02. 2022,489,588,505,605,639,551,653,627,669,333,"CZK 30,000",Personal,Prefab concrete building,,,,Excellent,G,,,,,,,,
699413,"CZK 34,000",50.07847,14.42443,"Školská, Prague - Nové Město",1 bedroom with open-plan kitchen,80 m²,"CZK 4,627",Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,265,776,62,201,0,278,221,459,442,396,"CZK 60,000",Personal,Brick building,Premium materials and solutions,Central heating,Top floor,Excellent,G,,,Overall,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,50 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 11. 2021,190,255,21,254,95,282,123,285,713,150,"CZK 23,000",Cooperative,Brick building,,,,Excellent,G,over 50 years years,,Overall,,,,,
627593,"CZK 19,000",50.123424,14.4558,"Klapkova, Prague - Kobylisy",2 bedroom with open-plan kitchen,89 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 03. 2022,79,654,50,128,21,177,74,469,849,541,"CZK 25,000",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,Excellent,G,1 to 10 years years,,,Yes,,,,
625188,"CZK 10,500",50.05592335,14.5109252,"Jasmínová, Prague - Záběhlice",1 bedroom,33 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,382,835,311,775,354,"1,036",453,608,"1,285",236,"CZK 13,000",Personal,Prefab concrete building,,,,Excellent,G,,,,,,,,
428100,"CZK 16,000",50.0468629,14.5196633,"Chudenická, Prague - Hostivař",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,296,"1,251",311,"1,213",293,433,594,320,"1,084",110,"CZK 20,000",Cooperative,Other,Standard materials and solutions,District heating,Middle floor,New build,C,1 to 10 years years,,,,,,,
682341,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",1 bedroom,45 m²,"CZK 7,000",Furnished,4,No,No,No,No,No,Yes,Yes,11. 02. 2022,41,255,33,612,69,567,246,441,558,371,,,,,,,,,,,,,,,,
399585,"CZK 13,500",50.1457833,14.4415677,"Spořická, Prague - Dolní Chabry",Studio,39 m²,"CZK 2,334",Furnished,1,No,No,Yes,No,Yes,No,Yes,,23,870,89,339,930,91,599,118,,,"CZK 13,500",Personal,Prefab concrete building,,,,,,,,,Yes,,,,
537748,"CZK 10,000",50.0342667,14.5010226,"Kahovská, Prague - Chodov",1 bedroom,30 m²,"CZK 2,000",Partially furnished,9,No,No,No,No,No,Yes,No,01. 02. 2022,181,239,240,893,271,332,380,333,686,130,"CZK 12,000",Personal,Prefab concrete building,,District heating,Middle floor,,,,,,,,,,
680052,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,3,No,No,No,No,No,Yes,No,11. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
682344,"CZK 13,823",50.1044601,14.5518792,"Slévačská, Prague - Hloubětín",1 bedroom,54 m²,"CZK 4,607",Furnished,2,No,No,No,No,No,Yes,No,11. 02. 2022,256,674,499,"1,325",205,584,277,"1,192",804,230,,,,,,,,,,,,,,,,
704701,"CZK 14,500",50.01986,14.46292,"Tavolníková, Prague - Krč",1 bedroom with open-plan kitchen,50 m²,"CZK 2,900",Furnished,5,No,No,No,No,No,No,No,01. 04. 2022,75,950,828,373,438,662,"1,461",465,,,"CZK 29,000",Cooperative,Prefab concrete building,,,,Excellent,G,,,,,,,,
699548,"CZK 45,000",50.0885763,14.423344,"Týnská, Prague - Staré Město",3 bedroom,100 m²,"CZK 15,000",Furnished,3,No,No,No,No,No,No,No,17. 03. 2022,143,354,108,199,36,219,154,136,9,154,,,,,,,,,,,,,,,,
699855,"CZK 24,750",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,54 m²,"CZK 8,250",Furnished,5,No,No,No,No,No,No,No,11. 03. 2022,222,829,176,605,99,603,417,336,724,245,,,,,,,,,,,,,,,,
680002,"CZK 56,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 18,750",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,11. 02. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
680086,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,90 m²,"CZK 8,500",Furnished,1,No,No,No,No,No,No,No,11. 02. 2022,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,,,,,,
680079,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 18,750",Furnished,4,No,No,No,No,No,No,No,11. 02. 2022,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,,,,,,
682349,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",3 bedroom,80 m²,"CZK 12,500",Furnished,2,Yes,No,No,No,No,No,No,11. 02. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,,,,,
680071,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,80 m²,"CZK 17,250",Furnished,6,No,No,No,No,No,Yes,No,11. 02. 2022,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,,,,,
700639,"CZK 41,850",50.0883535,14.4185437,"Maiselova, Prague - Josefov",2 bedroom,89 m²,"CZK 13,950",Furnished,3,No,No,No,No,No,No,No,05. 03. 2022,190,239,178,330,3,452,307,572,33,553,,,,,,,,,,,,,,,,
695226,"CZK 17,456",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,35 m²,"CZK 5,819",Furnished,3,No,No,No,No,No,Yes,No,11. 02. 2022,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,,,,
694794,"CZK 13,490",50.07192222222,14.47158388888,"Bělocerkevská, Prague - Vršovice",2 bedroom,49 m²,"CZK 4,439",Furnished,4,No,No,Yes,No,No,Yes,No,,121,508,132,379,334,15,487,364,621,248,"CZK 17,929",Personal,Brick building,,,,Excellent,G,,,,,"CZK 17,929

                                
                                
                
i",,,
694799,"CZK 12,990",50.10092305555,14.44716444444,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,51 m²,"CZK 1,166",Unfurnished,4,No,No,No,No,No,Yes,No,,252,219,143,409,133,140,152,304,575,98,"CZK 15,956",Personal,Brick building,,,,Good,G,,,,,"CZK 15,956

                                
                                
                
i",,,
695612,"CZK 11,990",50.05661972222,14.50325333333,"Jabloňová, Prague - Záběhlice",2 bedroom,60 m²,"CZK 3,924",Furnished,4,No,No,No,No,No,No,No,,112,159,472,655,251,495,551,521,692,131,"CZK 15,914",Personal,Brick building,,,,Good,G,,,,,"CZK 15,914

                                
                                
                
i",,,
680095,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,70 m²,"CZK 21,037",Furnished,3,No,Yes,No,No,No,No,No,11. 02. 2022,100,264,66,90,3,201,314,391,396,647,,,,,,,,,,,,,,,,
