Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Floor space,Fully furnished,Condition,Ownership,Heating,Balcony,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Enclosed balcony,Cellar,Reconstruction,Designe,New-build,Parking,Domácí mazlíčci vítáni,Age,Garage,Terrace,Administrative fee
"CZK 18,500","CZK 6,481","CZK 30,000",735779,2 bedroom,9/9/2022,2,Brick,56 m²,Partly,Very good,,,1.0,1.0,41.98,356.63,4.86,100.0,232.49,376.19,313.21,397.14,644.72,464.72,Prague - Vršovice,50.06972,14.47084,D,1.0,,,,,,,,,,
"CZK 9,000","CZK 5,000","CZK 14,000",740394,Small studio,10/1/2022,3,Brick,25 m²,Partly,Very good,,,,,422.68,799.39,296.43,615.61,482.52,539.81,509.78,623.31,378.97,435.56,Prague - Košíře,50.06671,14.369,D,,,,,,,,,,,
"CZK 18,852","CZK 5,148","CZK 24,000",497125,2+kk,1/24/2021,1,Brick,55 m²,Fully furnished,New-build,Personal,Central,1.0,1.0,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,,,,,,1.0,1.0,,Up to 10 years,,,
"CZK 20,900","CZK 5,000","CZK 25,000",740339,3+1,12/1/2022,6,Prefab concrete,85 m²,Partly,Good,,,,1.0,295.99,1387.26,288.89,1322.47,196.37,544.47,184.59,421.81,481.75,131.87,Prague - Střížkov,50.12565,14.48266,G,1.0,,,,,,1.0,,,,
"CZK 24,000","CZK 5,000","CZK 29,000",389695,3+1,10/1/2022,4,Prefab concrete,103 m²,Partly,,Personal,Central,1.0,1.0,213.95,640.16,267.15,268.06,207.81,187.11,185.54,362.22,1395.5,129.39,"Nušlova, Prague - Stodůlky",50.0529616,14.3490188,C,1.0,,,,,,,,,,
"CZK 28,900","CZK 6,900","CZK 40,000",597277,2+kk,10/1/2022,1,Brick,163 m²,Fully furnished,Very good,Personal,Central,,1.0,204.78,220.55,344.6,739.69,326.74,248.67,634.81,422.18,334.29,77.67,"Olšanská, Prague - Žižkov",50.083151,14.46693,G,,,,Luxurious,,,,Up to 10 years,1.0,1.0,
"CZK 17,000","CZK 3,750","CZK 20,000",740374,2 bedroom,9/14/2022,3,Brick,63 m²,Partly,Good,,,,1.0,1.56,745.18,82.04,521.84,185.39,520.18,334.78,202.28,657.67,201.61,Prague - Vršovice,50.07251,14.46021,G,1.0,1.0,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 25,000",554687,2+kk,10/15/2022,2,Brick,40 m²,Fully furnished,New-build,Personal,Distance,,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,1.0,,Luxurious,1.0,,,Up to 10 years,,1.0,
"CZK 24,900","CZK 5,000","CZK 50,000",732234,3+kk,9/15/2022,2,Brick,100 m²,Fully furnished,Very good,Personal,Central,1.0,,407.13,1424.18,250.92,1362.56,410.67,783.94,319.99,524.97,364.23,289.83,Prague - Střížkov,50.12272,14.48252,C,,,Complete,Standard,,,,Up to 10 years,1.0,,
"CZK 18,500","CZK 3,500","CZK 18,500",735762,Studio,11/1/2022,4,Low-energy,34 m²,Partly,New-build,,,1.0,1.0,83.61,286.87,307.67,548.93,128.4,923.2,336.01,528.94,943.22,725.47,Prague - Michle,50.05357,14.45175,A,,1.0,,,1.0,,,,1.0,,
"CZK 17,250","CZK 5,750",,740359,3+1,10/26/2022,5,,90 m²,Fully furnished,,,,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,
"CZK 25,000","CZK 1,500","CZK 30,000",726920,2+kk,10/1/2022,4,Brick,57 m²,Fully furnished,New-build,,,,1.0,64.45,541.35,120.34,386.58,181.4,454.53,411.15,252.51,657.82,401.25,Prague - Vinohrady,50.07509,14.45867,C,,1.0,,,1.0,,,,1.0,1.0,
"CZK 12,500","CZK 3,000","CZK 12,500",740343,1 bedroom,9/14/2022,9,Prefab concrete,40 m²,Unfurnished,Very good,,,,1.0,103.12,503.23,120.27,247.07,173.67,235.12,513.41,287.53,295.22,324.07,Prague - Háje,50.02997,14.52903,G,1.0,1.0,,,,,,,,,
"CZK 18,500","CZK 3,800","CZK 35,000",740337,2 bedroom,10/1/2022,3,Brick,56 m²,Fully furnished,Very good,,,1.0,,76.12,1347.56,668.51,1260.1,121.31,1301.67,1478.26,1459.58,1446.21,187.52,Prague - Hlubočepy,50.03134,14.39228,E,,,,,,,1.0,,,,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,2,,26 m²,Fully furnished,,,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",,729938,Studio,11/10/2022,1,,32 m²,Fully furnished,,,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,
"CZK 24,900","CZK 4,000","CZK 28,900",153530,2 bedroom,10/10/2022,2,Brick,85 m²,Fully furnished,Very good,Personal,Gas boiler,,,245.33,611.13,107.57,188.33,75.28,314.53,191.31,437.46,425.83,374.5,"Řeznická, Prague - Nové Město",50.0779312,14.4236575,C,,,,,,,,,,,
"CZK 22,000","CZK 2,000","CZK 22,000",732494,4+1,9/19/2022,4,Brick,109 m²,Unfurnished,Good,,,,,48.5,696.65,44.54,182.75,130.46,200.48,212.5,566.1,277.8,240.64,Prague - Libeň,50.10621,14.47257,G,,,,,,1.0,,,,1.0,
"CZK 18,000","CZK 4,000","CZK 18,000",446124,2+kk,9/1/2022,2,Brick,49 m²,Unfurnished,,Personal,Distance,1.0,1.0,157.46,257.4,165.89,178.58,118.89,40.15,630.43,746.42,827.82,72.27,"Soukalova, Prague - Modřany",50.0058372,14.4149292,B,,1.0,,Luxurious,1.0,1.0,,Up to 10 years,1.0,,
"CZK 13,950","CZK 3,000","CZK 24,999",611835,Studio,10/17/2022,11,Prefab concrete,32 m²,Fully furnished,Very good,Personal,Central,,1.0,115.98,538.68,324.1,627.99,88.61,929.68,411.74,435.65,124.79,161.54,"Topolová, Prague - Záběhlice",50.056364,14.508174,C,,,Complete,Luxurious,,,,Up to 10 years,,,
"CZK 41,250","CZK 13,750",,719999,2+kk,10/16/2022,1,,55 m²,Fully furnished,,,,,1.0,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,,,,,,,,,,
"CZK 73,500","CZK 24,500",,732122,4+kk,11/1/2022,7,,150 m²,Fully furnished,,,,1.0,1.0,151.96,732.59,114.81,122.42,123.15,23.69,324.18,773.09,503.18,376.18,"Jungmannova, Prague - Nové Město",50.0805317,14.4221981,,,,,,,,,,,1.0,
"CZK 60,000","CZK 20,000",,717693,2+kk,10/2/2022,3,,,Fully furnished,,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",,720848,4+kk,10/2/2022,4,,112 m²,Fully furnished,,,,1.0,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,,,,,,,,,,,1.0,
"CZK 24,323","CZK 8,107",,734259,1 bedroom,11/6/2022,5,,34 m²,Fully furnished,,,,,,192.54,684.55,33.13,461.2,44.3,459.54,274.15,304.32,543.36,239.67,"Bulharská, Prague - Vršovice",50.0717467,14.4598954,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",,728695,4+1,10/4/2022,2,,102 m²,Fully furnished,,,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,
"CZK 24,938","CZK 8,312",,732307,1 bedroom,10/4/2022,2,,16 m²,Fully furnished,,,,,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",,728709,2+kk,10/8/2022,6,,45 m²,Fully furnished,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",,731156,2+kk,10/24/2022,2,,49 m²,Fully furnished,,,,,1.0,84.02,732.97,86.86,659.07,276.51,744.0,408.19,306.62,634.43,198.98,"Na Míčánkách, Prague - Vršovice",50.0713305,14.4638794,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,3,,35 m²,Fully furnished,,,,,1.0,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,1.0,,
"CZK 37,500","CZK 12,500",,730647,Studio,9/26/2022,2,,40 m²,Fully furnished,,,,1.0,,87.49,353.69,89.13,198.59,58.79,391.02,424.91,274.28,259.74,601.22,"Zborovská, Prague - Smíchov",50.0730353,14.4083714,,,,,,,,,,,1.0,
"CZK 52,500","CZK 17,500",,731817,2+kk,10/2/2022,3,,80 m²,Fully furnished,,,,,1.0,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,
"CZK 51,840","CZK 17,280",,728059,3+1,9/30/2022,2,,85 m²,Fully furnished,,,,,1.0,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,10/11/2022,3,,60 m²,Fully furnished,,,,1.0,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,1.0,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,3,,30 m²,Fully furnished,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",,732720,3+1,9/19/2022,2,,55 m²,Fully furnished,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,
"CZK 24,728","CZK 8,242",,731157,Studio,10/24/2022,3,,30 m²,Fully furnished,,,,,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,1.0,,
"CZK 25,000","CZK 1,500","CZK 30,000",273648,2 bedroom,12/15/2022,1,Brick,60 m²,Partly,Very good,Personal,Gas boiler,,1.0,129.22,395.25,20.23,54.94,42.64,72.26,160.9,178.8,247.73,267.17,"V kolkovně, Prague - Staré Město",50.089521,14.4222709,,,1.0,Exterior,,,,,,,,
"CZK 16,500","CZK 1,007","CZK 33,000",710208,1 bedroom,10/1/2022,3,Brick,50 m²,Fully furnished,Good,Personal,Electric boiler,,1.0,112.71,414.13,348.89,141.65,130.37,1184.61,250.27,660.28,512.62,330.24,"Nuselská, Prague - Michle",50.05693,14.45058,G,,1.0,,,,,,,,,
"CZK 14,000","CZK 1,000","CZK 17,000",740315,Studio,10/1/2022,2,Brick,32 m²,Partly,Good,,,,1.0,28.26,769.36,14.05,474.48,49.52,15.93,729.5,225.87,172.18,144.93,Prague - Vinohrady,50.07791,14.47677,G,,,,,,,,,,,
"CZK 17,000","CZK 1,000","CZK 25,000",735637,Small studio,9/20/2022,-1,Brick,27 m²,Fully furnished,Very good,,Electric boiler,,,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,D,,1.0,Complete,Standard,,,1.0,Over 50 years,,1.0,
"CZK 19,900","CZK 4,900","CZK 24,800",740307,2+kk,10/15/2022,2,Low-energy,47 m²,Fully furnished,New-build,,,1.0,1.0,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,G,,1.0,,,1.0,1.0,,,1.0,,
"CZK 25,000","CZK 1,000",CZK 0,220267,4+kk,10/1/2022,3,Brick,103 m²,Unfurnished,,Personal,Electric boiler,1.0,,49.94,361.1,51.58,161.04,54.31,377.01,432.32,281.68,267.14,677.91,"Zborovská, Prague - Smíchov",50.0728017,14.4080496,E,,,,,,,,,,,
"CZK 19,110","CZK 6,370",,734261,2+kk,11/6/2022,-1,,35 m²,Fully furnished,,,,1.0,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,,,,,,,,,1.0,
"CZK 81,750","CZK 27,250",,735517,3+kk,11/7/2022,6,,110 m²,Fully furnished,,,,,1.0,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,,,,,,,,,,
"CZK 21,675","CZK 7,225",,740303,2+kk,9/22/2022,2,,37 m²,Fully furnished,,,,,,225.17,389.32,85.52,291.11,21.43,182.66,399.09,407.81,264.34,338.91,"Prvního pluku, Prague - Karlín",50.0921776,14.4422993,,,,,,,,,,,,
"CZK 37,350","CZK 12,450",,740301,3+1,10/1/2022,1,,85 m²,Fully furnished,,,,,,216.39,493.32,88.49,464.51,94.0,302.83,170.63,436.86,676.2,502.87,"Legerova, Prague - Nové Město",50.0712192,14.4310182,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/19/2022,6,,69 m²,Fully furnished,,,,1.0,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,,,,,,,1.0,
"CZK 27,195","CZK 9,065",,730051,2+kk,10/15/2022,1,,50 m²,Fully furnished,,,,1.0,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,,,,,,,1.0,
"CZK 37,125","CZK 12,375",,726070,2 bedroom,10/17/2022,2,,90 m²,Fully furnished,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 42,075","CZK 14,025",,726062,2 bedroom,10/27/2022,6,,80 m²,Fully furnished,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 63,413","CZK 21,137",,732321,3+kk,10/29/2022,3,,62 m²,Fully furnished,,,,,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,10/28/2022,2,,46 m²,Fully furnished,,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,
"CZK 74,813","CZK 24,937",,740299,4+1,11/13/2022,3,,136 m²,Fully furnished,,,,,1.0,305.35,603.07,123.44,366.02,52.59,406.0,368.79,628.46,396.1,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,9/19/2022,2,,67 m²,Fully furnished,,,,1.0,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,1.0,
"CZK 26,070","CZK 8,690",,740296,2+kk,10/24/2022,1,,46 m²,Fully furnished,,,,,1.0,398.77,1101.82,147.31,665.45,292.55,528.58,163.83,1077.37,579.1,95.11,"Na Střelnici, Prague - Karlín",50.0934489,14.4603259,,,,,,,,,,,,
"CZK 31,050","CZK 10,350",,730431,3+1,11/1/2022,1,,111 m²,Fully furnished,,,,1.0,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,,,,,1.0,
"CZK 48,128","CZK 16,042",,733049,3+kk,10/10/2022,5,,78 m²,Fully furnished,,,,1.0,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,,,,,1.0,1.0,
"CZK 56,250","CZK 18,750",,730578,2+kk,10/19/2022,3,,47 m²,Fully furnished,,,,,1.0,145.3,409.63,254.35,292.12,59.28,309.45,136.5,419.43,177.03,511.6,"Elišky Krásnohorské, Prague - Josefov",50.0906304,14.4198248,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,740295,2+kk,11/11/2022,4,,60 m²,Fully furnished,,,,,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",,731228,Studio,9/19/2022,2,,30 m²,Fully furnished,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 36,750","CZK 12,250",,719175,2 bedroom,9/21/2022,-1,,50 m²,Fully furnished,,,,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,10/11/2022,5,,45 m²,Fully furnished,,,,,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",,740293,2 bedroom,10/1/2022,5,,65 m²,Fully furnished,,,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,1,,180 m²,Fully furnished,,,,1.0,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,,,1.0,1.0,
"CZK 37,350","CZK 12,450",,730539,2+kk,9/19/2022,2,,68 m²,Fully furnished,,,,,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 10,000",740283,2 bedroom,9/14/2022,2,Brick,40 m²,Unfurnished,Wrong,,,,1.0,41.66,728.45,87.4,945.74,24.13,269.62,640.07,446.23,819.52,649.07,Prague - Smíchov,50.06138,14.40084,G,,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 24,000",470843,2+kk,10/1/2022,2,Brick,58 m²,Fully furnished,New-build,Personal,Central,1.0,1.0,80.22,958.19,274.76,966.54,466.28,911.02,483.21,986.41,628.98,180.71,"K Netlukám, Prague - Uhříněves",50.0322565,14.6089774,,,1.0,,Standard,1.0,1.0,,10 to 30 years,1.0,,
"CZK 25,000","CZK 3,000","CZK 28,000",740274,2+kk,10/1/2022,3,Other,50 m²,Fully furnished,Very good,,,1.0,,316.29,2255.72,674.36,1994.02,118.25,1093.54,1345.47,1784.1,804.06,967.69,Prague - Motol,50.06708,14.34391,A,,1.0,,,,,,,1.0,,
"CZK 19,000","CZK 5,000","CZK 38,000",733267,3+1,9/19/2022,6,Prefab concrete,66 m²,Partly,Very good,Personal,,,1.0,224.08,922.37,434.67,1592.85,284.95,264.63,705.34,1143.7,773.85,157.27,Prague - Horní Počernice,50.11099,14.6042,C,1.0,1.0,,,,1.0,,,,,
"CZK 16,900","CZK 4,900","CZK 21,800",732166,Studio,10/1/2022,1,Brick,40 m²,Partly,New-build,,,,1.0,431.98,1790.04,192.2,1091.3,358.27,456.8,743.28,258.45,328.61,778.19,Prague - Dejvice,50.11174,14.39087,B,,1.0,,,,1.0,,,1.0,1.0,
"CZK 25,000","CZK 6,000","CZK 62,000",740273,3+kk,9/14/2022,2,Brick,75 m²,Fully furnished,Very good,,,1.0,,306.51,1179.53,410.07,1895.18,122.8,1225.98,778.85,1362.88,1258.73,88.5,Prague - Kyje,50.11,14.56032,E,,1.0,,,,,,,1.0,,
"CZK 20,000","CZK 4,000","CZK 25,000",735629,2+kk,10/1/2022,5,Other,66 m²,Partly,Very good,,,1.0,1.0,214.43,454.85,301.64,222.66,263.56,95.28,727.66,874.15,307.27,377.88,Prague - Vysočany,50.11143,14.4972,C,,,,,,1.0,,,,,
"CZK 28,000","CZK 5,000","CZK 40,000",731753,3+kk,10/1/2022,9,Prefab concrete,62 m²,Partly,New-build,Personal,Central,,1.0,282.04,976.86,137.68,1624.39,519.38,742.9,629.66,1257.83,99.38,73.97,Prague - Krč,50.02579,14.4531,B,1.0,,Complete,Luxurious,,,,30 - 50 years,,,
"CZK 18,000","CZK 5,500","CZK 23,500",740264,2+kk,9/13/2022,1,Brick,47 m²,Partly,Very good,,,,1.0,47.78,188.22,36.83,126.53,117.75,271.26,35.21,165.37,353.58,279.19,Prague - Libeň,50.10235,14.47493,G,,1.0,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 30,000",740263,2+kk,9/13/2022,2,Brick,56 m²,Partly,Very good,Personal,Distance,,1.0,508.94,939.25,148.17,918.31,746.83,665.98,438.81,535.34,1344.59,196.4,Prague - Střížkov,50.13048,14.49656,G,1.0,,,Standard,,1.0,,10 to 30 years,,,
"CZK 27,000","CZK 4,000","CZK 54,000",740240,3+kk,9/14/2022,3,Low-energy,84 m²,Fully furnished,New-build,,,1.0,1.0,231.77,294.75,152.66,568.98,331.54,570.64,401.09,115.12,542.99,114.84,Prague - Strašnice,50.07788,14.49567,B,,1.0,,,1.0,1.0,,,1.0,,
"CZK 16,000","CZK 2,500","CZK 16,000",462082,1 bedroom,11/1/2022,5,Brick,36 m²,Fully furnished,Good,Personal,Gas boiler,,1.0,86.51,317.7,82.53,284.41,118.01,123.98,100.56,208.31,473.02,258.41,"Lipanská, Prague - Žižkov",50.0843187,14.4541252,C,,1.0,,Standard,,,1.0,Up to 10 years,,,
"CZK 16,000","CZK 4,500","CZK 21,000",634083,2+kk,10/1/2022,2,Brick,65 m²,Unfurnished,Very good,Personal,Central,,,85.61,218.94,23.75,72.42,79.73,113.55,227.25,279.42,538.77,366.16,Prague - Smíchov,50.076804,14.404503,G,,,Interior,Standard,,,,Over 50 years,,,
"CZK 20,500","CZK 4,500","CZK 41,000",152409,2+kk,11/1/2022,3,Brick,59 m²,Partly,Very good,Personal,Central,1.0,,119.75,61.4,80.0,134.67,77.64,182.98,344.37,261.31,388.97,211.35,"Chrudimská, Prague - Vinohrady",50.0770799,14.462622,,,,,,,,,10 to 30 years,,,
"CZK 15,500","CZK 5,000","CZK 25,000",740226,2+kk,9/23/2022,2,Low-energy,52 m²,Unfurnished,New-build,,,1.0,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,G,,,,,1.0,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",740217,2+kk,10/1/2022,3,Brick,51 m²,Partly,Very good,,,1.0,,66.95,660.67,244.26,86.75,112.54,136.38,341.77,200.62,215.83,282.89,Prague - Vinohrady,50.07759,14.47252,G,,,,,,,,,,,
"CZK 12,000","CZK 4,700","CZK 12,000",732311,Studio,9/4/2022,4,Brick,21 m²,Fully furnished,Very good,,,,1.0,218.58,1120.37,177.35,538.81,22.86,0.18,49.51,432.88,106.29,197.71,Prague - Vyšehrad,50.06697,14.41656,G,,,,,,,,,,,
"CZK 27,750","CZK 4,050","CZK 30,000",735596,2+kk,9/8/2022,4,Brick,55 m²,Partly,Very good,,,,1.0,255.26,443.02,204.3,366.36,123.82,505.56,447.22,390.7,376.15,681.6,Prague - Smíchov,50.07376,14.4094,G,,,,,,,,,,,
"CZK 21,900","CZK 6,500","CZK 30,000",288880,1 bedroom,9/16/2022,3,Brick,40 m²,Fully furnished,,Personal,,,,155.43,635.73,116.88,416.91,211.27,239.55,65.19,711.04,125.56,503.16,"Umělecká, Prague - Holešovice",50.1022043,14.4276994,,,,,,,,,,,,
"CZK 16,001","CZK 1,000","CZK 28,000",540339,2+kk,10/1/2022,1,Brick,44 m²,Unfurnished,,Personal,,,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,G,,,,,,,,,,,
"CZK 18,300","CZK 1,500","CZK 39,600",624279,3+1,12/1/2022,2,Brick,52 m²,,Good,Personal,,,,215.16,586.2,164.17,470.6,188.39,302.5,110.53,688.16,172.84,443.61,"Umělecká, Prague - Holešovice",50.102638,14.427271,G,,,,,,,,,,,
"CZK 13,900","CZK 2,900","CZK 21,000",740178,Studio,9/13/2022,5,Prefab concrete,33 m²,Partly,Very good,,,,,394.69,845.57,258.55,783.94,569.03,470.76,192.74,191.91,353.99,236.83,Prague - Prosek,50.12189,14.48855,G,1.0,,,,,,,,,,
"CZK 15,925","CZK 4,575","CZK 33,000",740173,2+kk,9/13/2022,4,Brick,52 m²,Unfurnished,Good,,,1.0,1.0,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,"Buzulucká, Prague - Dejvice",50.0991457,14.3938064,F,,,,,,,,,,,
"CZK 14,001",CZK 500,"CZK 26,000",627804,Studio,10/1/2022,1,Brick,35 m²,Partly,New-build,Personal,Gas boiler,,,243.09,1970.14,252.89,1866.0,635.27,1498.09,1421.75,499.88,463.59,522.93,"Čistovická, Prague - Řepy",50.07479,14.324004,G,,,,Standard,,,,Up to 10 years,,1.0,
"CZK 21,000","CZK 6,090","CZK 40,000",740162,3+kk,9/13/2022,3,Prefab concrete,75 m²,Partly,Very good,,,,1.0,164.87,439.16,432.66,463.74,426.4,592.04,195.68,76.72,1353.66,169.08,Prague - Prosek,50.12534,14.49986,G,1.0,1.0,,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 17,000",613818,2+kk,10/1/2022,1,Brick,38 m²,Partly,New-build,Personal,Central,,1.0,486.81,716.01,249.42,532.23,435.51,492.8,428.83,576.31,443.1,352.18,"Lovčenská, Prague - Košíře",50.066707,14.369458,B,,,,Standard,1.0,,,Up to 10 years,,,
"CZK 28,000","CZK 8,500","CZK 29,500",740167,2 bedroom,10/1/2022,2,Brick,80 m²,Fully furnished,Good,,,,,388.09,370.72,221.81,343.13,41.23,618.21,375.66,616.81,682.72,239.59,Prague - Malá Strana,50.08615,14.40739,G,,,,,,,1.0,,,,
