Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
650378,"CZK 29,000",50.075118,14.458767,Prague - Vinohrady,1 bedroom with open-plan kitchen,New build,67 m²,"CZK 6,000","CZK 35,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,15. 02. 2021,B,100,582,99,321,142,484,393,300,742,353,,,,,,,,,,,,
717694,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,05. 06. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,
717668,"CZK 37,058",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,,88 m²,"CZK 12,352",,,,Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,
717649,"CZK 32,918",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",Studio,,35 m²,"CZK 10,972",,,,Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,
717637,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,475",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
717623,"CZK 22,478",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,,30 m²,"CZK 7,492",,,,Furnished,3,No,No,No,No,No,No,Yes,01. 07. 2022,,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,
717603,"CZK 23,625",50.097327,14.4663608,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,,40 m²,"CZK 7,875",,,,Furnished,7,No,No,No,No,No,Yes,Yes,01. 07. 2022,,148,"1,069",121,"1,015",205,744,547,541,774,101,,,,,,,,,,,,
354812,"CZK 18,000",50.0859725,14.4409509,"Řehořova, Prague - Žižkov",2 bedroom,,60 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,
718595,"CZK 53,544",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,,160 m²,"CZK 17,848",,,,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,,,,,,,,,,,,,,,,,,,,,,,
718594,"CZK 33,750",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,49 m²,"CZK 11,250",,,,Furnished,3,No,No,No,No,No,Yes,No,14. 07. 2022,,,,,,,,,,,,,,,,,,,,,,,
717972,"CZK 14,900",50.04112,14.31989,"Holýšovská, Prague - Stodůlky",Studio,New build,28 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,01. 06. 2022,A,334,989,650,621,895,685,322,744,564,207,,,,,,,,,,,,
718125,"CZK 26,925",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,,65 m²,"CZK 8,975",,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,,88,519,253,482,504,524,542,798,830,228,,,,,,,,,,,,
682537,"CZK 20,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 6,000","CZK 50,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,15. 05. 2022,G,453,853,667,"1,183",669,619,816,589,523,166,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Interior,,,,,,,
718589,"CZK 15,000",50.10888,14.47254,"Zenklova, Prague - Libeň",1 bedroom,Excellent,40 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,15. 05. 2022,G,32,928,10,412,360,21,156,822,98,276,,,,,,,,,,,,
47085,"CZK 18,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,000","CZK 25,000",Personal,Prefab concrete building,Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,D,334,911,391,933,378,811,317,275,364,,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,,,,,,,,
718581,"CZK 19,000",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 3,500",,Personal,Other,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,G,106,957,476,769,459,555,413,"1,232",686,354,,,,,,,,,,,,
717949,"CZK 20,000",50.09112,14.45175,"Pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000",,Personal,Low-energy building,Partially furnished,2,No,No,Yes,No,No,Yes,Yes,01. 06. 2022,B,193,443,279,269,137,333,180,994,330,333,,,,,,,,,,,,
673365,"CZK 18,000",50.10855,14.52602,"Laponská, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 2,500","CZK 21,000",Personal,Low-energy building,Unfurnished,6,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,B,273,"1,313",712,"1,294",976,"1,109","1,220","1,024","1,177",517,1 to 10 years years,,,,,,,,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,New build,32 m²,"CZK 2,000","CZK 27,000",Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,,,,,,,
376531,"CZK 18,000",50.0713399,14.4867799,Prague - Strašnice,1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 1,900","CZK 18,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,C,46,774,390,514,130,77,432,612,408,328,,Standard materials and solutions,,Middle floor,Interior,,,,,,,
454993,"CZK 14,000",50.0462954,14.4431616,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,,B,315,480,146,303,120,260,235,545,654,284,,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,,,
505910,"CZK 14,600",50.1257948,14.4834971,"Děčínská, Prague - Střížkov",1 bedroom with open-plan kitchen,,46 m²,"CZK 2,900","CZK 19,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,No,No,,D,273,"1,385",300,"1,284",213,560,196,434,494,145,,,,,,,,,,,,
598298,"CZK 19,990",50.111861,14.515958,"Moravcových, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,450","CZK 23,450",Personal,Low-energy building,Furnished,3,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,A,255,"1,489",390,"1,255",399,"1,425","1,082","1,181",491,318,1 to 10 years years,,District heating,Middle floor,,Yes,,,,,,
718573,"CZK 10,000",50.06395,14.4458,"Bartoškova, Prague - Nusle",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Furnished,-1,No,No,No,No,No,No,No,14. 05. 2022,G,368,575,64,318,302,325,616,753,821,727,,,,,,,,,,,,
718110,"CZK 13,500",50.1075612,14.5270548,"Saarinenova, Prague - Hloubětín",Studio,New build,37 m²,"CZK 2,700","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,15. 05. 2022,,112,"1,152",552,"1,134",815,949,"1,099",898,"1,025",371,1 to 10 years years,Standard materials and solutions,,Middle floor,,,,,,,,
718572,"CZK 27,000",50.0933532,14.5034682,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 4,700","CZK 27,000",Personal,Other,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,15. 05. 2022,B,402,897,518,"1,246",528,565,753,676,"1,304",447,,,,,,,,,,,,
116882,"CZK 9,000",50.073526,14.444901,"Luzicka, Prague - Vinohrady",Studio,Excellent,15 m²,CZK 750,"CZK 12,000",Personal,Brick building,Furnished,,No,No,No,No,Yes,No,No,01. 03. 2021,,282,248,199,741,215,518,425,398,428,215,1 to 10 years years,Standard materials and solutions,District heating,,,,200 m²,,,,,
245150,"CZK 13,000",50.0688833,14.4339181,"Pod Zvonařkou, Prague - Vinohrady",Studio,Good,30 m²,CZK 800,"CZK 15,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,18. 05. 2022,C,90,622,113,712,173,657,489,522,335,422,30 to 50 years years,Standard materials and solutions,Central heating,Middle floor,Interior,,100 m²,,,,,
647743,"CZK 24,900",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,Personal,Brick building,,6,No,Yes,No,No,Yes,Yes,No,31. 05. 2022,G,322,273,32,180,43,69,245,976,163,571,,Premium materials and solutions,Central heating,Top floor,Overall,,,,,,,
718567,"CZK 17,000",50.06681,14.43301,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,55 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,16. 05. 2022,G,365,619,246,753,138,392,393,447,164,294,,,,,,,,,,,,
717905,"CZK 13,500",50.05833,14.42498,"Sinkulova, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,30 m²,"CZK 3,500","CZK 13,500",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,09. 05. 2022,C,176,395,162,374,207,373,392,384,244,308,,,,,,,,,,,,
609192,"CZK 13,500",50.027439,14.609663,Prague - Uhříněves,1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,364","CZK 30,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,Yes,01. 01. 1970,A,146,"1,222",867,"1,231",766,"1,175",856,590,603,682,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,,
717896,"CZK 29,000",50.10181,14.52994,"Nademlejnská, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 6,000","CZK 60,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,Yes,Yes,Yes,16. 05. 2022,G,302,951,437,933,553,659,647,920,799,24,,,,,,,,,,,,
718558,"CZK 12,000",50.05514,14.52465,"Fojtova, Prague - Hostivař",Studio,New build,32 m²,"CZK 2,500","CZK 24,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,22. 05. 2022,B,244,711,327,674,621,716,"1,139",732,580,355,,,,,,,,,,,,
415092,"CZK 15,000",50.0852733,14.5625575,Prague - Hostavice,1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,100","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,,319,352,552,214,,,,,,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
713119,"CZK 19,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 1,900","CZK 19,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,C,64,90,87,106,154,99,118,495,711,218,,,,,,,,,,,,
718556,"CZK 11,000",50.0220546,14.5148329,"Radimovická, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 5,049","CZK 11,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,15. 06. 2022,G,246,"1,375",159,669,281,373,930,149,,,,,,,,,,,,,,
717886,"CZK 17,000",50.0757441,14.419910107829,Prague - Nové Město,3 bedroom,Excellent,83 m²,"CZK 1,900","CZK 17,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,16. 05. 2022,C,70,148,147,161,110,90,176,420,754,244,,,,,,,,,,,,
223403,"CZK 15,500",50.1331108,14.4861759,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,000",CZK 2,Personal,Prefab concrete building,Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,C,574,822,443,815,518,917,"1,422",168,,,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,,,
713641,"CZK 21,000",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,000","CZK 42,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,220,"1,072",524,783,465,671,407,341,958,277,,Standard materials and solutions,Gas boiler,,,,,,,,,
717425,"CZK 14,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,Excellent,30 m²,CZK 950,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,C,184,143,6,326,135,425,130,356,84,98,,,,,,,,,,,,
718550,"CZK 18,000",50.08032,14.42395,"Vodičkova, Prague - Nové Město",2 bedroom,Excellent,44 m²,CZK 500,"CZK 36,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,14. 05. 2022,B,81,592,124,39,5,72,76,697,363,331,,,,,,,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",Personal,Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,15. 05. 2022,C,414,428,459,605,193,334,656,302,197,59,,,,,,,,,,,,
660829,"CZK 14,990",50.06493,14.2731,"Želetická, Prague - Sobín",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 3,558","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,B,397,"1,213",377,"1,020",,,,,,,1 to 10 years years,Premium materials and solutions,,,,Yes,,,,,,
416524,"CZK 13,000",50.0136513,14.4544814,"Mirotická, Prague - Libuš",1 bedroom with open-plan kitchen,Excellent,40 m²,,,Personal,Prefab concrete building,Furnished,6,Yes,No,No,No,No,Yes,No,09. 05. 2022,C,125,771,621,213,"1,098","1,035","1,153","1,079",555,,1 to 10 years years,Premium materials and solutions,District heating,,Interior,,,,,,,
718545,"CZK 15,000",50.08243,14.44578,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,50 m²,CZK 650,"CZK 30,000",Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,01. 06. 2022,G,510,516,148,543,0,221,256,347,672,306,,,,,,,,,,,,
547868,"CZK 22,000",50.0862258,14.4593371,Prague - Žižkov,1 bedroom with open-plan kitchen,,62 m²,"CZK 2,200","CZK 40,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,,186,307,58,537,346,280,213,249,381,105,,Premium materials and solutions,Gas boiler,Middle floor,,Yes,,,,,,
306444,"CZK 12,000",50.040397,14.5678974,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,,34 m²,"CZK 2,500","CZK 14,500",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,,196,841,448,653,522,356,495,513,"1,296",405,1 to 10 years years,Standard materials and solutions,,,,,,,,,,
716390,"CZK 19,200",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 2,500",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 08. 2022,B,102,622,257,413,274,484,238,58,551,172,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,Yes,,,,,,
184787,"CZK 15,000",50.086448,14.4460189,"Orebitská, Prague - Žižkov",1 bedroom,Excellent,38 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,09. 05. 2022,,85,599,358,553,76,566,334,373,415,567,,,,,,,,,,,,
718540,"CZK 15,600",50.07954,14.45404,"Jagellonská, Prague - Vinohrady",2 bedroom,Excellent,50 m²,CZK 650,"CZK 32,500",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,01. 07. 2022,G,422,355,43,305,22,567,442,553,842,328,,,,,,,,,,,,
718538,"CZK 8,000",50.10197,14.42585,"U Studánky, Prague - Bubeneč",Studio,Excellent,37 m²,"CZK 1,900",,Personal,Brick building,Furnished,1,No,No,Yes,No,Yes,No,No,14. 05. 2022,G,295,410,45,296,178,255,194,84,383,,,,,,,,,,,,,
500352,"CZK 23,000",50.0897943,14.3844614,"Za Hládkovem, Prague - Střešovice",2 bedroom,,60 m²,"CZK 2,800","CZK 30,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,No,No,01. 06. 2019,G,150,341,529,"1,429",123,"1,394",408,303,311,305,,Premium materials and solutions,District heating,Top floor,Overall,,,,,,,
717582,"CZK 18,000",50.13087,14.48337,"Černého, Prague - Střížkov",3 bedroom,Excellent,62 m²,"CZK 4,500","CZK 36,000",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,07. 05. 2022,G,265,"1,283",504,"1,367",191,498,131,663,"1,210",191,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
718534,"CZK 6,500",50.0431,14.46086,"Jihlavská, Prague - Michle",Small studio,Excellent,21 m²,"CZK 1,100","CZK 6,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,16. 05. 2022,C,177,769,332,798,56,230,685,594,692,333,,,,,,,,,,,,
717642,"CZK 35,925",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,,30 m²,"CZK 11,975",,,,Furnished,6,No,No,No,No,No,Yes,No,21. 05. 2022,,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,
717699,"CZK 21,000",50.1234603,14.456174,"Klapkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,,56 m²,"CZK 7,000",,,,Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,,69,650,120,98,122,196,92,456,836,528,,,,,,,,,,,,
717705,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,,55,370,51,238,66,242,352,396,158,122,,,,,,,,,,,,
717701,"CZK 39,000",50.0783085,14.4591283,"Sudoměřská, Prague - Žižkov",2 bedroom,,55 m²,"CZK 13,000",,,,Furnished,1,No,No,No,No,No,Yes,No,04. 07. 2022,,162,361,105,219,131,171,646,471,736,206,,,,,,,,,,,,
717681,"CZK 29,664",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 9,888",,,,Furnished,5,Yes,No,No,No,No,Yes,Yes,09. 06. 2022,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,
717676,"CZK 30,096",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,40 m²,"CZK 10,032",,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,03. 06. 2022,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,
717693,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,06. 06. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,
717662,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 28,875",,,,Furnished,4,No,No,No,No,No,No,No,11. 06. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,
717666,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 21,000",,,,Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,,138,70,36,61,45,257,146,128,234,214,,,,,,,,,,,,
717644,"CZK 43,500",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,,82 m²,"CZK 14,500",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,
717653,"CZK 43,710",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",3 bedroom,,55 m²,"CZK 14,570",,,,Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,,158,249,155,246,113,320,391,409,155,114,,,,,,,,,,,,
717626,"CZK 22,493",50.1013638,14.4546402,"V Háji, Prague - Holešovice",Studio,,30 m²,"CZK 7,497",,,,Furnished,3,No,No,No,No,No,Yes,Yes,01. 07. 2022,,236,686,234,408,154,248,547,510,133,319,,,,,,,,,,,,
717598,"CZK 29,700",50.0778888,14.4403889,"Mánesova, Prague - Vinohrady",Studio,,60 m²,"CZK 9,900",,,,Furnished,7,No,No,No,No,No,Yes,No,01. 07. 2022,,229,544,212,97,87,308,108,378,237,578,,,,,,,,,,,,
718531,"CZK 53,510",50.0824664,14.4140344,"Divadelní, Prague - Staré Město",4 bedroom,,110 m²,"CZK 17,836",,,,Furnished,7,No,Yes,No,No,No,Yes,No,13. 07. 2022,,260,938,207,294,98,143,489,445,401,362,,,,,,,,,,,,
717804,"CZK 33,000",50.05311,14.39944,"Tetínská, Prague - Radlice",2 bedroom with open-plan kitchen,New build,71 m²,"CZK 4,000","CZK 33,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,Yes,01. 08. 2022,B,250,"1,303",844,"1,220",833,"1,406",925,919,868,,,,,,,,,,,,,
717796,"CZK 17,500",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,800","CZK 40,000",Personal,Low-energy building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,09. 05. 2022,B,79,953,290,"1,197",615,"1,258","1,259",537,,,,Premium materials and solutions,Central heating,,,Yes,,,,,,
718149,"CZK 15,500",50.08464,14.36294,"Patočkova, Prague - Břevnov",2 bedroom,Excellent,51 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,No,No,01. 07. 2022,G,146,139,210,233,263,229,276,627,230,494,,,District heating,Middle floor,Interior,,,,,,,
718506,"CZK 14,000",50.13845,14.42821,"Vánková, Prague - Čimice",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 5,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,B,217,647,534,330,630,642,594,"1,335",36,,,Premium materials and solutions,District heating,,,,,,,,,
711888,"CZK 20,500",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",2 bedroom with open-plan kitchen,New build,84 m²,"CZK 4,500","CZK 30,000",Cooperative,Brick building,Unfurnished,4,No,No,No,Yes,No,Yes,Yes,14. 05. 2022,B,150,845,468,387,639,"1,165",809,100,,,,,,,,Yes,,,,,,
527854,"CZK 24,000",50.0714479,14.449111,"Krymská, Prague - Vršovice",2 bedroom with open-plan kitchen,,80 m²,"CZK 3,140","CZK 24,000",Personal,Brick building,Unfurnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,,192,729,198,304,139,563,246,531,248,369,,Premium materials and solutions,Central heating,Middle floor,Overall,,,,,,,
718505,"CZK 17,990",50.107299804688,14.526399612427,"Saarinenova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,675","CZK 20,665",Personal,Brick building,,2,Yes,No,Yes,No,Yes,No,Yes,,B,263,"1,204",603,"1,185",867,"1,000","1,151",949,"1,076",334,,,,,,Yes,,"CZK 20,665

                                
                                
                
i",,,,
718504,"CZK 17,000",50.1011,14.41888,"Korunovační, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,000","CZK 34,000",Personal,Low-energy building,Unfurnished,2,No,Yes,No,No,No,Yes,No,01. 06. 2022,A,138,351,185,230,17,436,106,186,211,,,,,,,,,,,,,
357522,"CZK 15,000",50.0761854,14.4314938,"Vocelova, Prague - Vinohrady",2 bedroom,,60 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,,45,354,45,80,54,132,402,477,353,504,,Standard materials and solutions,Other,Middle floor,,,,,,,,
718394,"CZK 28,000",50.07433,14.43571,"Belgická, Prague - Vinohrady",3 bedroom,Excellent,102 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,13. 05. 2022,G,174,203,115,212,4,103,154,311,768,893,,,,,,,,,,,,
717770,"CZK 16,000",50.0239,14.42678,"Vavřenova, Prague - Braník",3 bedroom,Excellent,73 m²,"CZK 3,800","CZK 32,000",Personal,Prefab concrete building,Partially furnished,9,Yes,No,No,No,No,Yes,No,09. 05. 2022,G,236,617,72,610,194,225,281,367,977,86,,,District heating,Middle floor,,,,,,,,
717772,"CZK 10,500",50.0849244,14.3741148,"Pod Marjánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,000","CZK 12,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,10. 05. 2022,B,106,626,197,387,182,89,117,302,395,277,,,,,,,,,,,,
718500,"CZK 16,500",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 33,000",Cooperative,Brick building,Furnished,5,Yes,No,No,No,No,Yes,No,01. 06. 2022,A,150,845,468,387,639,"1,165",809,100,,,,,,,,,,,,,,
693924,"CZK 9,990",50.05306694444,14.51150777777,"Mikanova, Prague - Záběhlice",Studio,Excellent,28 m²,"CZK 3,112","CZK 13,102",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,G,148,797,786,745,562,793,835,842,805,268,,,,,,,,"CZK 13,102

                                
                                
                
i",,,,
716838,"CZK 23,000",50.07665,14.36829,"Zdíkovská, Prague - Smíchov",3 bedroom,Excellent,67 m²,"CZK 5,500","CZK 46,000",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,No,No,Yes,06. 06. 2022,G,89,"1,287","1,035","1,149",693,"1,159","1,131","1,332",419,464,,Standard materials and solutions,,Middle floor,,,,,,,,
131105,"CZK 25,000",50.0830177,14.4394326,"Italská, Prague - Vinohrady",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 5,500","CZK 61,000",Personal,Low-energy building,Furnished,2,Yes,No,No,No,Yes,Yes,No,01. 07. 2022,,125,777,394,114,169,464,557,383,655,495,,,Gas boiler,,,,,,,,,
718496,"CZK 21,000",50.07294,14.46445,"Ruská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,700","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,306,769,371,685,300,633,448,333,603,279,,,,,,,,,,,,
413102,"CZK 5,000",50.0842092,14.5135598,Prague - Malešice,Studio,,24 m²,"CZK 3,000","CZK 8,000",Personal,Prefab concrete building,Furnished,2,Yes,No,No,No,No,No,No,12. 05. 2021,,254,"1,034",373,992,265,395,869,995,313,78,,,,,,,,,,,,
