Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Renovation,Kindergarten,Sports field,Playground,Developer name,Project name,Kód jednotky,Administration fee
486870,"CZK 13,500",50.139860715432,14.449032675147,"K Beranovu, Prague - Dolní Chabry",Studio,New build,41 m²,"CZK 2,200","CZK 20,000",Personal,Brick building,Yes,Furnished,1,No,Yes,Yes,No,No,Yes,No,08. 01. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Raised ground floor,27 m²,B,321,969,163,697,545,"1,052",176,,,,,,,,
501995,"CZK 16,000",50.0149613,14.4420497,"Liškova, Prague - Kamýk",3 bedroom,Excellent,60 m²,"CZK 3,500","CZK 25,000",Personal,Prefab concrete building,,Unfurnished,5,Yes,No,Yes,Yes,No,Yes,No,24. 01. 2022,,,,,,,290,973,335,877,435,650,59,Overall,837,82,,,,,
528527,"CZK 21,000",50.1005731,14.3900914,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,,75 m²,"CZK 3,500","CZK 21,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,No,Yes,Yes,No,10. 01. 2022,,,Gas boiler,Middle floor,,,22,596,99,156,97,530,698,,298,603,163,,,,
697706,"CZK 13,500",50.09689,14.3627,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,32 m²,"CZK 2,000","CZK 17,000",Personal,Brick building,,Unfurnished,1,No,No,No,No,No,No,No,10. 01. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,G,295,99,187,303,211,244,479,Interior,485,"1,223",258,,,,
698516,"CZK 13,000",50.020725,14.4576053,"V Štíhlách, Prague - Krč",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,000","CZK 13,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,Yes,No,No,No,10. 01. 2022,,,,,,D,392,782,660,527,355,606,"1,243",,"1,005",729,,,,,
513941,"CZK 11,000",50.0910537,14.4910937,Prague - Žižkov,2 bedroom,Excellent,54 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,,Partially furnished,6,Yes,No,No,No,No,Yes,No,01. 01. 1970,,,District heating,Top floor,,,205,197,342,439,254,202,460,Overall,380,586,38,,,,
473442,"CZK 14,000",50.0137321,14.4866846,"Velenická, Prague - Kunratice",2 bedroom,Excellent,53 m²,"CZK 4,000","CZK 36,000",Personal,Brick building,,Furnished,1,No,Yes,No,No,Yes,No,No,15. 01. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Ground floor,15 m²,B,55,370,40,157,413,692,575,,175,352,,,,,
680095,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,,70 m²,"CZK 21,037",,,,,Furnished,3,No,Yes,No,No,No,No,No,08. 01. 2022,,,,,,,100,264,66,90,3,201,314,,391,396,647,,,,
680048,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,,,Furnished,4,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,156,408,244,342,59,242,281,,281,533,788,,,,
697692,"CZK 20,000",50.07025,14.41663,"Pod Slovany, Prague - Nové Město",3 bedroom,Excellent,67 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,Yes,No,02. 01. 2022,,,Electric boiler,Middle floor,,G,248,730,35,222,163,156,255,,89,309,278,,,,
543883,"CZK 14,000",50.1149656,14.5633267,"Sicherova, Prague - Kyje",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Yes,Furnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,,,,,,C,174,824,599,"1,193","1,278",611,,,,,,,,,
225253,"CZK 10,000",50.1252431145,14.4691799952,"U Slovanky, Prague - Libeň",Studio,New build,38 m²,"CZK 3,000","CZK 26,000",Personal,Brick building,Yes,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,225,577,311,379,180,389,516,,675,743,184,,,,
587813,"CZK 13,000",50.036257,14.411461,"Ke Krči, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,over 50 years years,Standard materials and solutions,Gas boiler,Middle floor,400 m²,D,53,263,88,152,340,293,292,Overall,"1,239",253,,,,,
697691,"CZK 13,000",50.09276,14.33047,"Evropská, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 13,000",Personal,Brick building,,Furnished,3,No,No,Yes,No,No,No,No,01. 02. 2022,,,,,,C,36,184,611,328,"1,226",759,601,,236,491,,,,,
697344,"CZK 13,000",50.057545601454,14.292103009263,"Do Zahrádek I, Prague - Třebonice",Studio,New build,28 m²,"CZK 2,000","CZK 13,000",Personal,Other,,Partially furnished,1,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,1 to 10 years years,,Central heating,,,G,642,"1,224",448,970,407,771,989,,"1,494",258,830,,,,
587424,"CZK 13,700",50.100692,14.43413,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 7,300","CZK 25,000",Personal,Brick building,,Partially furnished,4,No,No,Yes,No,Yes,Yes,No,01. 11. 2021,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,D,122,892,110,81,92,239,188,Overall,394,731,,,,,
456867,"CZK 19,000",50.1057228,14.4736072,Prague - Libeň,2 bedroom,Good,68 m²,"CZK 2,500","CZK 20,000",Cooperative,Brick building,,Partially furnished,1,Yes,No,No,No,No,No,No,,,Standard materials and solutions,Other,Middle floor,,,79,629,77,114,62,131,240,,475,385,286,,,,
694733,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,08. 01. 2022,,,,,,,299,437,281,449,312,304,607,,789,18,459,,,,
317791,"CZK 10,500",50.0520151,14.4283123,Prague - Podolí,1 bedroom,Excellent,39 m²,"CZK 1,450","CZK 20,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,,Standard materials and solutions,District heating,,,,25,"1,265",107,373,173,552,658,Interior,494,492,384,,,,
698504,"CZK 24,000",50.05622,14.4983,"Jabloňová, Prague - Záběhlice",2 bedroom,Excellent,60 m²,"CZK 4,843","CZK 28,843",Personal,Prefab concrete building,,Furnished,1,No,No,No,No,Yes,Yes,No,13. 01. 2022,over 50 years years,Premium materials and solutions,District heating,Raised ground floor,,C,87,395,74,891,384,98,178,Overall,521,294,370,,,,
698503,"CZK 11,000",50.00138,14.429,"Vokrojova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 14,000",Personal,Prefab concrete building,,Partially furnished,10,No,No,No,Yes,No,Yes,No,10. 01. 2022,,,,,,G,249,"1,321","1,388",600,"1,395",317,215,,"1,367",427,,,,,
386973,"CZK 12,500",50.0841261,14.3786415,"Šlikova, Prague - Břevnov",Studio,Excellent,32 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,Yes,No,15. 02. 2022,10 to 30 years years,,Central heating,Middle floor,,,259,979,200,748,128,486,406,Overall,411,128,286,,,,
680181,"CZK 15,000",50.10319,14.43449,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,,,Gas boiler,Top floor,,C,207,862,110,374,110,191,414,Overall,434,934,,,,,
586299,"CZK 15,000",50.109737,14.557212,"Lipnická, Prague - Kyje",2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,,Unfurnished,2,Yes,No,No,No,No,Yes,No,02. 12. 2019,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,D,231,"1,049",390,73,"1,002",505,"1,267",Overall,485,,,,,,
631717,"CZK 9,900",50.10411,14.452461,"Na Maninách, Prague - Holešovice",Studio,Excellent,23 m²,"CZK 1,600","CZK 9,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2021,,,Gas boiler,Middle floor,,G,107,325,75,153,51,176,599,,561,282,355,,,,
698499,"CZK 14,000",50.04017,14.33576,"Tlumačovská, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 4,000","CZK 14,000",Personal,Brick building,,Furnished,2,No,No,Yes,No,Yes,Yes,No,07. 01. 2022,,,,,,C,111,636,0,607,386,13,353,,618,377,360,,,,
697668,"CZK 12,500",50.11813,14.49587,"Trmická, Prague - Prosek",Studio,New build,39 m²,"CZK 3,400","CZK 12,500",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,Yes,No,10. 01. 2022,,,,,,A,124,888,372,329,116,398,369,,295,993,336,,,,
642265,"CZK 57,500",50.103053,14.448298,"Dělnická, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,250 m²,"CZK 7,500","CZK 130,000",Personal,Brick building,,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,10 to 30 years years,Premium materials and solutions,Gas boiler,Top floor,,G,69,154,119,137,20,195,256,,385,585,317,,,,
498475,"CZK 11,500",50.0897074,14.4626969,Prague - Žižkov,Studio,Excellent,36 m²,"CZK 3,000","CZK 23,000",Personal,Brick building,,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,,,,,,,150,702,388,184,133,535,747,,860,361,224,,,,
680071,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,250",,,,,Furnished,6,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,288,586,250,131,26,252,214,,638,273,511,,,,
680059,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,,Furnished,1,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,198,801,15,163,39,141,121,,304,55,465,,,,
680051,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,,Furnished,4,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,156,408,244,342,59,242,281,,281,533,788,,,,
698494,"CZK 17,250",50.0848162,14.4690502,"Pitterova, Prague - Žižkov",Studio,,50 m²,"CZK 5,750",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,01. 02. 2022,,,,,,,130,178,103,494,73,222,671,,527,372,445,,,,
513246,"CZK 19,000",50.09296,14.50079,"Učňovská, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 4,000","CZK 38,000",Personal,Brick building,,Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,,,District heating,,,B,355,864,485,"1,213",489,532,576,,643,"1,271",445,,,,
697665,"CZK 15,000",50.02643,14.43007,"Novodvorská, Prague - Braník",3 bedroom,Excellent,52 m²,"CZK 2,000","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,2,No,No,No,No,No,No,No,02. 01. 2022,,,,,,G,80,428,359,435,325,296,135,,97,"1,019",379,,,,
531906,"CZK 12,000",50.0669585,14.3431593,Prague - Motol,Studio,New build,34 m²,"CZK 3,680","CZK 12,000",Personal,Brick building,Yes,Furnished,4,Yes,No,No,No,No,Yes,No,01. 02. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,A,387,788,229,"1,209","1,422",801,"1,410",,,,,,,,
697661,"CZK 16,500",50.09042,14.47067,"Rečkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,06. 02. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,D,80,949,45,294,106,232,368,Interior,323,521,391,,,,
698485,"CZK 19,900",50.06361,14.47514,"Pod Bohdalcem I, Prague - Michle",Studio,New build,55 m²,"CZK 4,000",,Personal,Brick building,,Furnished,7,No,No,Yes,No,Yes,Yes,Yes,07. 01. 2022,,,,,,C,771,"1,154",182,"1,199",956,"1,221","1,408",,"1,056","1,134",594,,,,
639142,"CZK 6,000",50.049512,14.3264238,"Na Dolnici, Prague - Stodůlky",Small studio,Excellent,20 m²,"CZK 1,990",,Personal,Brick building,,Furnished,2,No,No,No,No,Yes,No,No,10. 01. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Attic,,C,210,852,708,805,201,705,594,Overall,349,669,409,,,,
698098,"CZK 14,500",50.04099,14.42687,"Roškotova, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,719","CZK 26,000",Personal,Prefab concrete building,,Furnished,5,No,No,No,No,No,Yes,No,14. 02. 2022,,,,,,G,169,"1,331",483,"1,190",235,"1,346","1,084",,660,816,273,,,,
343623,"CZK 11,000",50.0447151,14.4378787,"Stallichova, Prague - Krč",1 bedroom,,30 m²,"CZK 3,000","CZK 20,000",Cooperative,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,,,District heating,Top floor,,,275,538,103,680,393,638,347,,348,362,160,,,,
698486,"CZK 36,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,100 m²,"CZK 5,500","CZK 36,500",Personal,Other,,Partially furnished,2,Yes,No,Yes,Yes,Yes,Yes,Yes,07. 01. 2022,1 to 10 years years,,Central heating,Middle floor,,B,52,989,268,730,310,684,316,,930,"1,088",443,,,,
680073,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,55 m²,"CZK 10,000",,,,,Furnished,3,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,469,"1,480",408,"1,340",370,"1,305",889,,"1,194",334,309,,,,
397778,"CZK 12,000",50.0126848,14.4000794,"Vorařská, Prague - Modřany",1 bedroom with open-plan kitchen,,52 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,,,,,Ground floor,,,233,"1,114",451,"1,357",775,"1,419","1,353",,697,,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,Excellent,18 m²,"CZK 1,600","CZK 15,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,,Standard materials and solutions,Central heating,Middle floor,,,120,965,134,"1,386",19,188,126,Interior,"1,242","1,005",331,,,,
698479,"CZK 13,000",50.09015,14.30737,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,12,No,No,No,Yes,No,Yes,No,07. 01. 2022,,,,,,C,157,225,132,119,238,176,353,Overall,"1,387","1,394",136,,,,
689775,"CZK 23,000",50.10396,14.43448,"Schnirchova, Prague - Holešovice",3 bedroom,Good,105 m²,"CZK 5,000","CZK 23,000",Cooperative,Brick building,,Unfurnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,,,B,296,913,188,465,166,202,487,,363,890,,,,,
694939,"CZK 12,000",50.12621,14.49452,"Varnsdorfská, Prague - Střížkov",Studio,Excellent,27 m²,"CZK 1,500","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,No,No,Yes,No,10. 01. 2022,,Standard materials and solutions,District heating,,,C,383,493,105,392,173,150,348,Overall,201,936,157,,,,
697649,"CZK 16,000",50.08234,14.44649,"Bořivojova, Prague - Žižkov",2 bedroom,Excellent,50 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,Yes,No,10. 01. 2022,,,,,,G,466,416,128,443,43,177,212,,319,576,351,,,,
571789,"CZK 12,600",50.0713444,14.3926417,"Duškova, Prague - Smíchov",1 bedroom,Excellent,33 m²,"CZK 2,300","CZK 14,900",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,20. 01. 2022,,Standard materials and solutions,Gas boiler,,,C,230,886,247,645,316,795,410,Overall,"1,225",891,219,,,,
697593,"CZK 18,900",50.04428,14.51449,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,500","CZK 37,800",Personal,Brick building,,Furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,,,District heating,Middle floor,,B,236,377,442,431,"1,160",511,"1,293",,142,,,,,,
386568,"CZK 16,000",50.0852942,14.4414501,"Seifertova, Prague - Žižkov",2 bedroom,,56 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,,Furnished,5,No,No,Yes,Yes,No,Yes,No,13. 12. 2021,,,Gas boiler,Middle floor,,,218,542,89,201,46,541,464,,291,642,469,,,,
680096,"CZK 63,113",50.079674,14.4269813,"Ve Smečkách, Prague - Nové Město",2 bedroom with open-plan kitchen,,63 m²,"CZK 21,037",,,,,Furnished,6,No,Yes,No,No,No,No,No,08. 01. 2022,,,,,,,310,576,95,235,18,250,217,,643,397,538,,,,
673330,"CZK 24,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,70 m²,CZK 133,"CZK 48,600",Personal,Other,Yes,Furnished,14,No,Yes,Yes,No,Yes,Yes,No,07. 01. 2022,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,,,,,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1408,
690538,"CZK 13,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,New build,27 m²,CZK 133,"CZK 27,000",Personal,Other,Yes,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,26. 11. 2021,,,,,,A,,,,,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,708,
693963,"CZK 20,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,Excellent,52 m²,CZK 133,"CZK 40,200",Personal,Other,Yes,Furnished,13,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,,,,,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1315,
693967,"CZK 26,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",3 bedroom,New build,79 m²,CZK 133,"CZK 53,800",Personal,Other,Yes,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,20. 01. 2022,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,,,,,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,418,
693971,"CZK 18,600",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,New build,40 m²,CZK 133,"CZK 37,200",Personal,Other,Yes,Furnished,4,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,,,,,,A,,,,,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,401,
691974,"CZK 17,199",50.1006418,14.4875772,"Skloněná, Prague - Vysočany",1 bedroom with open-plan kitchen,Good,71 m²,"CZK 2,477","CZK 20,000",,Other,,,1,No,No,No,No,No,No,No,22. 10. 2021,,,,,,,115,"1,052",121,904,135,"1,221",265,,258,437,297,,,,
693515,"CZK 14,219",50.046684,14.4391279,"Na Strži, Prague - Krč",1 bedroom with open-plan kitchen,Good,43 m²,"CZK 2,935","CZK 17,000",Personal,Other,,,1,No,No,No,No,No,No,No,16. 11. 2021,,,,,,,65,417,271,541,289,567,274,,397,344,83,,,,
691965,"CZK 19,000",50.0112896,14.5466177,"Formanská, Prague - Újezd u Průhonic",1 bedroom with open-plan kitchen,Good,52 m²,"CZK 3,224","CZK 23,224",,Other,,,1,No,No,No,No,No,No,No,05. 11. 2021,,,,,,,175,142,219,762,188,,,,,,,,,,
694790,"CZK 23,000",50.0529129,14.3417717,"Dominova, Prague - Stodůlky",4 bedroom with open-plan kitchen,Good,119 m²,"CZK 5,000","CZK 30,605",Personal,Other,,,1,No,No,No,No,No,No,No,01. 11. 2021,,,,,,,298,375,408,381,384,372,264,,129,"1,127",15,,,,
695587,"CZK 10,490",50.0671206,14.4573236,"Minská, Prague - Vršovice",Studio,Good,37 m²,"CZK 2,516","CZK 13,100",Personal,Other,,,1,No,No,No,No,No,No,No,07. 12. 2021,,,,,,,96,251,112,246,127,336,427,,550,412,336,,,,
697461,"CZK 14,824",50.063086,14.4469891,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 3,247","CZK 18,071",Personal,Other,,,1,No,No,No,No,No,No,No,17. 12. 2021,,,,,,,310,735,349,439,325,481,624,,636,802,693,,,,
695677,"CZK 24,999",50.1017178,14.419654,"Havanská, Prague - Bubeneč",3 bedroom,Good,101 m²,"CZK 2,950","CZK 27,000",Personal,Other,,,1,No,No,No,No,No,No,No,23. 11. 2021,,,,,,,217,399,16,267,151,484,94,,280,290,,,,,
697776,"CZK 26,500",50.0783621,14.4415313,"Polská, Prague - Vinohrady",3 bedroom with open-plan kitchen,Good,100 m²,"CZK 2,409","CZK 28,909",Personal,Other,,,1,No,No,No,No,No,No,No,01. 12. 2021,,,,,,,224,540,240,297,83,267,259,,366,91,432,,,,
698291,"CZK 15,000",50.13366,14.47286,"Šimůnkova, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 20,000",Cooperative,Prefab concrete building,,Partially furnished,4,No,No,No,No,Yes,Yes,No,15. 01. 2022,,,,,,G,163,841,209,939,169,817,316,,224,"1,262",135,,,,
697785,"CZK 8,824",50.0230294,14.4564669,"Sládkovičova, Prague - Krč",1 bedroom,Good,30 m²,"CZK 3,417","CZK 12,241",Personal,Other,,,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,519,862,614,444,397,479,"1,304",,637,586,,,,,
697789,"CZK 23,824",50.0678112,14.3414932,"Plzeňská, Prague - Motol",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 3,896","CZK 27,720",,Other,,,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,11,780,239,739,"1,414",801,939,,,,,,,,
697829,"CZK 22,571",50.0400084,14.4319253,"Zelený pruh, Prague - Krč",4 bedroom,Good,93 m²,"CZK 2,693","CZK 25,264",Cooperative,Other,,,5,Yes,No,Yes,Yes,No,Yes,No,01. 01. 2022,,,,,,,173,"1,023",318,604,273,832,"1,110",,372,639,43,,,,
698465,"CZK 10,990",50.12479861111,14.49639388888,"Českolipská, Prague - Střížkov",1 bedroom,Excellent,27 m²,,"CZK 14,109",Personal,Prefab concrete building,,Unfurnished,2,No,No,No,No,No,Yes,No,,,,,,,C,270,240,260,191,182,345,444,,290,"1,062",235,,,,"CZK 14,109

                                
                                
                
i"
697765,"CZK 17,191",50.0279063,14.5196401,"Jeřábková, Prague - Chodov",2 bedroom with open-plan kitchen,Good,64 m²,"CZK 3,538","CZK 20,729",Personal,Other,,,1,No,No,No,No,No,No,No,27. 12. 2021,,,,,,,292,659,352,921,427,422,607,,404,988,434,,,,
697572,"CZK 10,890",50.12758,14.4157,"Mazurská, Prague - Troja",1 bedroom,Excellent,30 m²,"CZK 2,500","CZK 18,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,No,No,No,Yes,No,06. 01. 2022,,,District heating,Middle floor,,G,172,258,253,193,193,236,410,,617,320,,,,,
599048,"CZK 21,000",50.074957,14.430502,"Legerova, Prague - Vinohrady",1 bedroom,Excellent,35 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,1 to 10 years years,Premium materials and solutions,District heating,,,C,23,464,81,96,73,159,362,,436,384,451,,,,
462595,"CZK 13,000",50.0429519,14.5498332,"Padovská, Prague - Horní Měcholupy",Studio,New build,33 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,6,Yes,No,No,No,No,No,No,01. 02. 2022,,,,,,C,395,616,474,921,847,839,531,,610,652,294,,,,
695225,"CZK 17,670",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,33 m²,"CZK 5,890",,,,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,,132,574,130,206,94,143,358,,427,494,560,,,,
435642,"CZK 12,000",50.0387485,14.4540283,"Rosečská, Prague - Krč",2 bedroom,,50 m²,"CZK 1,600","CZK 24,998",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,07. 01. 2022,,Standard materials and solutions,Gas boiler,,,,146,"1,319",767,"1,046",508,678,993,Overall,"1,173","1,390",762,,,,
547958,"CZK 9,000",50.0271152,14.4283683,"Novodvorská, Prague - Braník",Studio,,26 m²,"CZK 1,500","CZK 9,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,No,No,No,Yes,No,07. 01. 2022,,Standard materials and solutions,,Middle floor,,,132,593,359,566,394,367,244,,188,"1,184",256,,,,
446081,"CZK 14,990",50.0675396,14.3964309,"Tomkova, Prague - Smíchov",Studio,,42 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,,Furnished,1,Yes,No,No,No,No,Yes,No,01. 02. 2022,,,,,,,315,260,253,649,55,347,405,,617,470,409,,,,
698456,"CZK 10,000",50.05759,14.53231,"Štěrboholská, Prague - Hostivař",1 bedroom,Good,35 m²,"CZK 1,500","CZK 10,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,15. 01. 2022,,,,,,G,218,515,327,"1,148","1,230","1,136",413,,449,,,,,,
697632,"CZK 15,000",50.10566,14.48235,"náměstí Na Balabence, Prague - Libeň",2 bedroom,Excellent,50 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,,,,,,G,121,603,138,235,361,720,117,,622,486,75,,,,
698455,"CZK 12,000",50.0847279,14.4488467,"Cimburkova, Prague - Žižkov",2 bedroom,Excellent,41 m²,"CZK 2,300","CZK 15,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,10. 01. 2022,,,,,,G,240,123,5,150,31,90,146,,179,178,583,,,,
423835,"CZK 10,000",50.1270946,14.4765722,Prague - Libeň,1 bedroom with open-plan kitchen,Excellent,19 m²,"CZK 1,000","CZK 11,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,07. 01. 2022,,Standard materials and solutions,Central heating,,,A,167,626,373,658,352,427,350,,323,"1,071",355,,,,
698322,"CZK 17,000",50.07683,14.46802,"náměstí Jiřího z Lobkovic, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 2,200","CZK 40,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,04. 01. 2022,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,D,147,439,67,299,57,280,20,Overall,784,143,118,,,,
383015,"CZK 8,000",50.0892002,14.4618837,Prague - Žižkov,Small studio,Excellent,15 m²,"CZK 1,300","CZK 16,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,,Ground floor,,E,79,524,330,205,92,474,569,,803,290,356,,,,
