Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Design,Heating,Total number of floors,PENB,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
436257,"CZK 15,000",50.0966077,14.3572678,"Africká, Prague - Vokovice",2 bedroom,75 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,07. 03. 2022,301,333,198,223,248,196,332,481,"1,054",89,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,,,Overall,,,,,,,,
551673,"CZK 16,000",50.086153,14.449524,Prague - Žižkov,1 bedroom with open-plan kitchen,48 m²,"CZK 2,000",Furnished,,No,Yes,No,No,No,No,No,01. 03. 2022,251,377,224,385,63,345,89,301,89,727,Excellent,"CZK 18,000",Personal,Brick building,Standard materials and solutions,Electric boiler,Ground floor,C,,1 to 10 years years,,,20 m²,,,,
709590,"CZK 17,178",50.0142496,14.4462334,"Pšenčíkova, Prague - Kamýk",2 bedroom,42 m²,"CZK 1,777",,6,No,No,No,No,No,No,No,07. 03. 2022,395,897,395,618,536,572,391,578,134,,Good,"CZK 18,955",Personal,Other,,,,,,,,"CZK 2,577",,,,,
709589,"CZK 25,000",50.07683,14.46025,"Slezská, Prague - Vinohrady",3 bedroom,90 m²,"CZK 6,000",Furnished,1,No,No,No,Yes,Yes,Yes,No,01. 04. 2022,175,255,130,201,86,157,488,422,532,89,Good,"CZK 50,000",Personal,Brick building,,,,G,,,,,,,,,
586037,"CZK 13,300",50.076915,14.486097,"Vinohradská, Prague - Strašnice",Studio,33 m²,"CZK 2,950",Furnished,3,Yes,No,No,Yes,No,Yes,No,01. 04. 2022,53,529,156,231,117,164,489,840,700,222,New build,"CZK 30,000",Personal,Other,Premium materials and solutions,District heating,Middle floor,B,Overall,1 to 10 years years,Yes,,,,,,
285346,"CZK 15,500",50.0127154,14.623104,Prague - Kolovraty,1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,78,498,293,157,95,181,502,409,176,,,,Personal,Brick building,,Central heating,,,Interior,,,,,,,,
709584,"CZK 14,000",50.078279,14.5085045,"Limuzská, Prague - Strašnice",Studio,33 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,07. 03. 2022,53,915,509,892,123,769,934,"1,058","1,195",526,New build,"CZK 28,000",Personal,Prefab concrete building,,,,C,,,,,,,,,
514636,"CZK 14,000",50.0861821,14.448717,"Dalimilova, Prague - Žižkov",Studio,47 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,ihned,210,387,202,394,7,354,121,246,145,732,,"CZK 17,500",Personal,Brick building,,,,,,,,,,,,,
503670,"CZK 23,000",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,,192,631,163,127,120,528,670,921,837,397,,"CZK 46,000",Personal,Brick building,Premium materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,,,
13982,"CZK 14,000",50.0842281,14.379125,"Za Strahovem, Prague - Břevnov",1 bedroom with open-plan kitchen,35 m²,"CZK 1,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,21. 03. 2022,208,948,149,724,76,462,382,359,181,235,Excellent,"CZK 20,000",Personal,Brick building,,,Middle floor,,,,,,,,,,
708291,"CZK 15,000",50.0892554,14.4450532,"Pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,60 m²,"CZK 1,800",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,157,679,317,579,11,554,231,859,666,202,Good,"CZK 15,000",Personal,Brick building,Standard materials and solutions,Gas boiler,Middle floor,G,Interior,10 to 30 years years,,,,,,,
709576,"CZK 9,500",50.13512,14.51009,"Třinecká, Prague - Letňany",Studio,40 m²,"CZK 3,500",Partially furnished,6,No,No,Yes,No,No,Yes,No,12. 03. 2022,125,722,292,570,257,201,278,688,331,429,Good,"CZK 10,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
681458,"CZK 17,000",50.08224,14.41475,"Krocínova, Prague - Staré Město",1 bedroom,55 m²,"CZK 3,900",Furnished,3,Yes,No,No,No,No,Yes,No,01. 03. 2022,251,923,174,197,38,175,385,341,297,346,Excellent,"CZK 25,000",Personal,Brick building,,,,B,,,,,,,,,
141750,"CZK 24,500",50.1037102,14.4103911,"Wolkerova, Prague - Bubeneč",3 bedroom,130 m²,"CZK 2,500",Furnished,1,Yes,Yes,No,No,No,No,No,07. 03. 2022,359,"1,049",677,928,578,"1,017",303,713,560,377,Excellent,"CZK 24,500",Personal,Brick building,,,,,,,,,,,,,
709572,"CZK 15,900",50.06814,14.55724,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,600",Furnished,3,Yes,No,No,No,No,Yes,Yes,14. 03. 2022,834,671,590,850,"1,352","1,492",650,,,,New build,"CZK 15,000",Cooperative,Brick building,,,,B,,,,,,,,,
593402,"CZK 29,000",50.043649,14.5135,"Bratislavská, Prague - Hostivař",3 bedroom with open-plan kitchen,93 m²,"CZK 5,500",,6,Yes,Yes,Yes,No,Yes,Yes,Yes,15. 03. 2022,186,346,412,401,"1,200",547,"1,045",229,,,New build,"CZK 58,000",Personal,Brick building,,,,B,,,,,,,,,
690354,"CZK 15,000",50.10803,14.44562,"Plynární, Prague - Holešovice",1 bedroom with open-plan kitchen,58 m²,"CZK 2,500",Partially furnished,2,No,No,Yes,No,No,No,No,20. 11. 2021,114,582,185,594,83,223,275,937,453,203,Excellent,"CZK 15,000",Personal,Brick building,Premium materials and solutions,Gas boiler,,E,Overall,,,,,,,,
709566,"CZK 13,000",50.07608,14.46828,"Šrobárova, Prague - Vinohrady",Small studio,30 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,07. 03. 2022,256,606,177,409,53,389,90,716,75,228,Excellent,"CZK 13,000",Cooperative,Brick building,,Gas boiler,,G,Overall,,,,,,,,
708724,"CZK 17,625",50.1245336,14.4947443,"Jablonecká, Prague - Střížkov",1 bedroom with open-plan kitchen,45 m²,"CZK 5,875",Furnished,10,Yes,No,No,No,No,Yes,No,01. 04. 2022,258,317,139,255,130,153,532,446,849,24,,,,,,,,,,,,,,,,,
448142,"CZK 20,000",50.0950956,14.3489584,"Adamova, Prague - Veleslavín",1 bedroom with open-plan kitchen,49 m²,"CZK 4,500",Furnished,4,No,No,No,No,Yes,No,Yes,07. 03. 2022,88,945,144,863,279,96,299,407,608,326,,"CZK 48,000",Personal,Brick building,Premium materials and solutions,Central heating,,B,,,Yes,,,,,,
706736,"CZK 17,000",50.10131,14.37756,"Komornická, Prague - Dejvice",2 bedroom,58 m²,"CZK 3,500",Unfurnished,1,Yes,No,Yes,No,No,No,No,12. 03. 2022,366,"1,413",453,993,566,605,489,623,522,553,Excellent,"CZK 17,000",Cooperative,Brick building,Premium materials and solutions,Central heating,Raised ground floor,G,Overall,30 to 50 years years,,,,,,,
709557,"CZK 33,308",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom,93 m²,"CZK 11,103",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
709553,"CZK 29,000",50.07869,14.42557,"Štěpánská, Prague - Nové Město",4 bedroom with open-plan kitchen,182 m²,CZK 500,Partially furnished,4,No,Yes,No,No,No,Yes,No,07. 03. 2022,366,767,307,317,1,330,23,447,454,379,Excellent,"CZK 29,000",Personal,Brick building,,,,G,,,,,,,,,
670897,"CZK 15,000",50.06129,14.43673,"Táborská, Prague - Nusle",Studio,40 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,No,No,30. 04. 2022,13,703,5,541,14,462,303,601,245,182,Excellent,"CZK 15,000",Personal,Brick building,,,,D,,,,,,,,,
424779,"CZK 6,000",50.0471093,14.4629767,"Na úlehli, Prague - Michle",Studio,32 m²,"CZK 3,500",Unfurnished,7,Yes,No,No,Yes,No,No,No,07. 03. 2022,296,707,196,768,254,737,213,248,468,366,Good,"CZK 6,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,,,,,,,,,,
708880,"CZK 13,000",50.08612,14.40832,"Na Kampě, Prague - Malá Strana",1 bedroom,30 m²,"CZK 1,240",Partially furnished,,No,No,No,No,No,No,No,01. 04. 2022,418,408,198,387,16,673,444,556,737,181,Good,"CZK 13,000",Personal,Brick building,,Other,Ground floor,G,,,,,,,,,
689177,"CZK 19,000",50.07306,14.43085,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,600",Furnished,4,No,No,No,No,No,Yes,No,07. 03. 2022,183,529,119,213,30,197,368,453,637,687,Excellent,"CZK 19,000",Personal,Brick building,Premium materials and solutions,Central heating,,G,Overall,1 to 10 years years,,,,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,25 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,216,344,70,346,22,280,306,274,647,724,Good,,Other,Brick building,,,,E,,,,,,,,,
694572,"CZK 11,000",50.04393,14.56686,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 2,500",Partially furnished,2,No,Yes,No,No,Yes,Yes,No,30. 04. 2022,0,"1,000",189,812,714,181,663,661,"1,150",527,New build,"CZK 13,500",Personal,Brick building,,,,C,,,,,,,,,
544322,"CZK 16,000",50.0822768,14.4501047,"Kubelíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,65 m²,"CZK 4,000",Partially furnished,4,No,No,No,No,No,No,No,,395,174,145,350,13,163,377,485,529,532,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
468820,"CZK 13,000",50.0684978,14.3880015,"Nad Popelkou, Prague - Smíchov",1 bedroom,55 m²,"CZK 2,800",Partially furnished,2,Yes,No,No,No,No,No,No,,46,980,655,"1,173",630,"1,067",691,"1,059",531,171,,"CZK 27,000",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,C,Overall,1 to 10 years years,,,,,,,
561837,"CZK 12,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,500",Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,254,593,117,280,345,406,382,271,466,165,,"CZK 15,500",Personal,Prefab concrete building,,,,A,,,,,,,,,
709538,"CZK 12,000",50.11006,14.55839,"Lipnická, Prague - Kyje",1 bedroom with open-plan kitchen,41 m²,"CZK 1,600",Partially furnished,2,Yes,No,No,No,No,Yes,No,14. 03. 2022,208,993,195,153,947,482,"1,313",290,,,Excellent,"CZK 15,000",Personal,Other,,,,D,,,,,,,,,
502639,"CZK 29,000",50.0705362,14.45,"Charkovská, Prague - Vršovice",2 bedroom with open-plan kitchen,96 m²,"CZK 4,829",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,,156,669,167,215,94,511,208,468,398,384,Excellent,,Personal,Other,,,,,,,,,,,,,
686530,"CZK 34,000",50.10149,14.56361,"Mrázkova, Prague - Černý Most",3 bedroom with open-plan kitchen,106 m²,"CZK 5,000",Furnished,2,No,No,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,232,708,418,"1,146",772,624,389,926,86,,New build,"CZK 50,000",Personal,Brick building,,District heating,Middle floor,B,,1 to 10 years years,Yes,,,,,,
566894,"CZK 15,000",50.0909257,14.3078094,"Ciolkovského, Prague - Ruzyně",2 bedroom,42 m²,"CZK 4,100",Partially furnished,2,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,238,234,140,127,246,184,289,"1,396","1,483",150,Excellent,"CZK 20,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,,C,,,,,,,,,
699391,"CZK 13,000",50.10558,14.54778,"Rochovská, Prague - Hloubětín",1 bedroom with open-plan kitchen,43 m²,"CZK 5,000",Furnished,2,No,No,No,No,Yes,Yes,No,01. 03. 2022,147,924,268,942,552,930,275,668,946,205,Excellent,"CZK 24,000",Personal,Prefab concrete building,,District heating,,G,,,,,,,,,
707378,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,"CZK 11,250",Furnished,3,No,No,No,No,No,No,No,12. 03. 2022,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,,,,,,,
709531,"CZK 22,500",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,35 m²,"CZK 7,500",Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,202,523,119,828,248,936,219,756,"1,073",529,,,,,,,,,,,,,,,,,
709529,"CZK 17,990",50.07929,14.45809,"Lucemburská, Prague - Žižkov",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Furnished,3,No,No,Yes,No,No,Yes,No,15. 05. 2022,264,555,135,335,36,366,458,402,730,173,Excellent,"CZK 23,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,D,,,,,,,,,
709113,"CZK 15,800",50.08694,14.34524,"Brunclíkova, Prague - Břevnov",2 bedroom,53 m²,"CZK 3,400",Furnished,5,Yes,No,No,Yes,No,Yes,No,08. 03. 2022,128,491,177,252,177,270,235,100,583,76,Excellent,"CZK 38,400",Personal,Prefab concrete building,,,,E,,,,,,,,,
704642,"CZK 14,000",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,27 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,"CZK 16,999",Personal,Brick building,,,,G,,,,,,,,,
704809,"CZK 11,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,17 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,Yes,No,15. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,,Personal,Brick building,,,,G,,,,,,,,,
491626,"CZK 17,500",50.0715736,14.4762758,"Bajkalská, Prague - Vršovice",2 bedroom,59 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,,178,65,183,341,66,155,203,284,443,287,,"CZK 35,000",Personal,Brick building,,,,,,,,,,,,,
704676,"CZK 13,700",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,25 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,,Personal,Brick building,,,,G,,,,,,,,,
709520,"CZK 17,000",50.10618,14.48583,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,46 m²,CZK 1,Partially furnished,3,No,No,No,Yes,No,Yes,No,07. 03. 2022,162,309,9,343,155,527,305,466,351,233,Excellent,"CZK 17,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
708902,"CZK 59,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",2 bedroom with open-plan kitchen,100 m²,"CZK 19,750",Furnished,7,No,Yes,No,No,No,Yes,No,13. 03. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,,
709041,"CZK 67,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 22,500",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,04. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
708383,"CZK 26,000",50.10063,14.4349,"Heřmanova, Prague - Holešovice",3 bedroom,85 m²,"CZK 3,200",Partially furnished,,No,No,No,No,No,Yes,No,01. 04. 2022,150,947,98,136,75,293,156,"1,469",449,763,Excellent,"CZK 29,000",Personal,Brick building,,,,G,,,,,,,,,
709469,"CZK 24,900",50.06703,14.46242,"Uzbecká, Prague - Vršovice",2 bedroom with open-plan kitchen,81 m²,"CZK 1,632",Unfurnished,18,No,No,Yes,Yes,Yes,Yes,No,14. 03. 2022,120,617,133,442,113,673,553,108,366,490,New build,"CZK 49,800",Personal,Prefab concrete building,,,,C,,,,,,,,,
478149,"CZK 15,500",50.0541364,14.4837901,"Podle náhonu, Prague - Záběhlice",1 bedroom with open-plan kitchen,51 m²,"CZK 3,900",Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,190,"1,150",551,"1,092",231,"1,176",938,747,373,191,Excellent,"CZK 30,000",Personal,Brick building,,,,,,,Yes,,,,,,
598559,"CZK 13,499",50.064342,14.442252,"Čestmírova, Prague - Nusle",1 bedroom with open-plan kitchen,55 m²,"CZK 1,500",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,15. 03. 2022,90,311,92,91,15,61,367,597,576,437,New build,"CZK 15,000",Personal,Brick building,Premium materials and solutions,,,B,Overall,1 to 10 years years,,,,,,,
580526,"CZK 11,500",50.076584,14.378298,"Pod Hybšmankou, Prague - Smíchov",Studio,32 m²,"CZK 1,200",Partially furnished,7,Yes,No,No,No,No,Yes,No,09. 03. 2022,326,"1,272",783,"1,353",895,"1,448","1,040",844,835,489,Excellent,"CZK 11,500",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,F,Interior,,,,,,,,
704250,"CZK 15,000",50.0947805,14.463317,"Molákova, Prague - Karlín",1 bedroom with open-plan kitchen,35 m²,"CZK 3,500",,7,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,239,"1,160",399,900,165,781,84,772,831,289,,"CZK 45,000",Personal,Prefab concrete building,,,,,,,,,,,,,
709517,"CZK 19,000",50.09709,14.36965,"U Dejvického rybníčku, Prague - Dejvice",2 bedroom,52 m²,"CZK 1,500",Unfurnished,5,No,No,Yes,Yes,Yes,Yes,No,01. 04. 2022,181,608,336,631,192,283,943,664,745,119,Excellent,"CZK 38,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
709514,"CZK 10,000",50.04487,14.46429,"Na Záhonech, Prague - Michle",Studio,50 m²,"CZK 3,500",Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 04. 2022,235,978,329,"1,036",354,510,340,396,668,273,Excellent,"CZK 10,000",Personal,Brick building,,District heating,Ground floor,A,Interior,1 to 10 years years,,,10 m²,,,,
707379,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
707402,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,
707370,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,30 m²,"CZK 8,750",Furnished,7,No,No,No,No,No,Yes,Yes,12. 03. 2022,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,,,,,,
707345,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,75 m²,"CZK 13,250",Furnished,3,No,No,No,No,No,Yes,No,12. 03. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,,
707349,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,2,No,No,No,No,No,Yes,No,12. 03. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,,
707313,"CZK 40,500",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,44 m²,"CZK 13,500",Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,,
707300,"CZK 42,075",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 14,025",Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
707401,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,
707347,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,4,No,No,No,No,No,Yes,No,12. 03. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,,
707380,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
707368,"CZK 33,750",50.0790219,14.4245347,"Školská, Prague - Nové Město",Studio,26 m²,"CZK 11,250",Furnished,1,Yes,No,No,No,No,Yes,No,13. 03. 2022,326,716,122,141,29,217,161,519,502,456,,,,,,,,,,,,,,,,,
707325,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 14,991",Furnished,6,Yes,Yes,No,No,No,Yes,No,12. 03. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
707337,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,65 m²,"CZK 7,612",Furnished,2,No,No,No,No,No,Yes,No,12. 03. 2022,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,,,,,,,,,,,
707297,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,18. 03. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
707276,"CZK 22,800",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 7,600",Furnished,4,No,No,No,No,No,Yes,No,27. 03. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,,
707265,"CZK 60,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 20,000",Furnished,4,No,No,No,No,No,Yes,Yes,01. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
707258,"CZK 50,250",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,72 m²,"CZK 16,750",Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,,,,,,,
707249,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,750",Furnished,4,No,No,No,No,No,Yes,Yes,01. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
709495,"CZK 14,000",50.08043,14.49866,"Nad Úžlabinou, Prague - Malešice",2 bedroom,55 m²,"CZK 3,800",Furnished,2,No,No,Yes,No,No,No,No,14. 03. 2022,219,305,202,237,176,256,316,697,931,88,Excellent,"CZK 14,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
707399,"CZK 28,688",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,26 m²,"CZK 9,562",Furnished,2,No,No,No,No,No,No,No,18. 04. 2022,224,529,123,232,36,222,310,471,467,408,,,,,,,,,,,,,,,,,
707403,"CZK 22,500",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 7,500",Furnished,4,No,No,No,No,No,No,No,07. 04. 2022,100,437,82,124,1,340,531,"1,038","1,232",691,,,,,,,,,,,,,,,,,
707344,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,75 m²,"CZK 13,250",Furnished,4,No,No,No,No,No,Yes,No,12. 03. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,,
707346,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,75 m²,"CZK 13,250",Furnished,2,No,No,No,No,No,Yes,No,12. 03. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,,
707339,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,32 m²,"CZK 7,000",Furnished,1,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,,,,,,
707312,"CZK 48,750",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,80 m²,"CZK 16,250",Furnished,6,No,Yes,No,No,No,Yes,No,01. 04. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,,
708890,"CZK 9,000",50.0677075,14.5189136,"Mokřanská, Prague - Strašnice",Studio,20 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,168,769,821,899,"1,058",898,"1,469",728,,,,,,,,,,,,,,,,,,,
708885,"CZK 15,319",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,28 m²,"CZK 5,106",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,192,792,137,285,93,475,243,337,508,82,,,,,,,,,,,,,,,,,
222435,"CZK 16,000",50.0978111,14.3664045,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,469,373,470,379,43,249,763,601,911,95,Excellent,"CZK 18,000",Personal,Brick building,,,Middle floor,,,,,,,,,,
709488,"CZK 14,500",50.04577,14.44959,"Batelovská, Prague - Michle",Studio,32 m²,"CZK 3,379",Furnished,2,No,No,No,No,No,Yes,No,01. 01. 1970,123,567,167,198,41,231,153,579,568,157,Excellent,"CZK 20,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,G,,1 to 10 years years,,,,,,,
709485,"CZK 9,000",50.10872,14.53412,"Zelenečská, Prague - Hloubětín",Small studio,20 m²,"CZK 3,000",Furnished,-1,No,No,No,No,No,No,No,06. 03. 2022,395,625,293,606,522,442,441,238,735,279,New build,"CZK 15,000",Personal,Brick building,,,,G,,,,,,,,,
709484,"CZK 12,000",50.05702105,14.292262248137,"Do Zahrádek I, Prague - Třebonice",Studio,31 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,Yes,Yes,08. 03. 2022,289,"1,204",586,530,842,640,640,864,481,,New build,"CZK 31,000",Personal,Brick building,Premium materials and solutions,Other,Top floor,A,,,Yes,,,,,,
510345,"CZK 14,000",50.0132652,14.4007748,"Pískařská, Prague - Modřany",Studio,42 m²,"CZK 3,500",Furnished,3,No,Yes,Yes,No,No,Yes,Yes,08. 03. 2022,124,"1,056",401,"1,353",770,"1,414","1,215",693,,,Excellent,"CZK 25,000",Personal,Brick building,,,,B,,,,,,,,,
709481,"CZK 11,000",50.1098178,14.3865326,"Na Šťáhlavce, Prague - Dejvice",Studio,28 m²,"CZK 2,800",Furnished,-1,No,No,No,No,Yes,No,No,21. 03. 2022,46,515,"1,240",509,673,32,466,388,706,,Excellent,"CZK 10,000",Personal,Brick building,Standard materials and solutions,Gas boiler,Ground floor,G,,,,,,,,,
