Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Heating,Total number of floors,Renovation,PENB,New building,Age,Design,Front garden,Administration fee,Developer name,Project name,Kód jednotky
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,05. 04. 2022,326,689,159,654,642,209,622,604,946,558,New build,"CZK 20,000",Personal,Brick building,,,,C,,,,,,,,
712988,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,No,No,19. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
711305,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 10,750",Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,
712987,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,Yes,No,17. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
21516,"CZK 11,900",50.0694717,14.3743535,"Na Zámyšli, Prague - Košíře",Studio,29 m²,"CZK 1,200",Partially furnished,3,No,No,No,No,No,No,No,15. 04. 2022,236,169,275,250,175,357,472,882,803,245,,"CZK 15,000",Other,Brick building,Other,,,,,,Standard materials and solutions,,,,,
712978,"CZK 11,500",50.07602,14.33295,"Bělohorská, Prague - Břevnov",Studio,40 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 05. 2022,26,556,383,651,330,"1,494",168,,,,New build,"CZK 11,500",Personal,Brick building,,,,A,,,,,,,,
587796,"CZK 28,500",50.013689,14.400643,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,95 m²,"CZK 4,000",Furnished,1,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,196,"1,129",313,"1,425",843,"1,434","1,179",765,,,New build,"CZK 32,500",Personal,Brick building,Central heating,Middle floor,,C,,1 to 10 years years,Premium materials and solutions,,,,,
603343,"CZK 45,000",50.085203,14.428022,"Nekázanka, Prague - Nové Město",Other,114 m²,"CZK 5,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,232,136,116,213,140,227,297,701,403,667,Excellent,"CZK 50,000",Personal,Brick building,Central heating,Top floor,Overall,G,,30 to 50 years years,Premium materials and solutions,,,,,
169558,"CZK 12,000",50.0847006,14.5116856,"Malešické náměstí, Prague - Malešice",1 bedroom,60 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,,83,936,377,955,220,465,817,793,312,189,,,Personal,Brick building,,,,,,,,,,,,
712698,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,725",Furnished,3,No,No,No,No,No,Yes,No,27. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
708290,"CZK 20,000",50.07264,14.3888,"Holečkova, Prague - Smíchov",3 bedroom,84 m²,"CZK 5,000",Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,205,"1,222",188,961,230,"1,108",467,760,"1,277",223,Excellent,"CZK 20,000",Personal,Brick building,,,,B,,,,,,,,
494972,"CZK 22,000",50.0886626,14.4840047,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,74 m²,"CZK 6,300",Unfurnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,389,818,431,631,145,673,498,365,363,121,,,Personal,Brick building,,,,B,,,,,,,,
712962,"CZK 20,000",50.06434,14.3123,"Nevanova, Prague - Řepy",4 bedroom,100 m²,"CZK 5,000",Partially furnished,1,No,No,Yes,Yes,No,No,No,11. 04. 2022,311,505,402,572,613,678,374,496,"1,328",319,Good,"CZK 40,000",Personal,Prefab concrete building,District heating,Middle floor,,,,,,,,,,
342199,"CZK 11,800",50.0584062,14.4233332,Prague - Podolí,Studio,33 m²,"CZK 2,200",Partially furnished,3,No,No,No,No,Yes,Yes,Yes,01. 05. 2022,197,274,211,252,137,251,271,506,365,255,New build,"CZK 23,600",Personal,Other,Central heating,Middle floor,Overall,C,Yes,1 to 10 years years,Premium materials and solutions,,,,,
547868,"CZK 22,000",50.0862258,14.4593371,Prague - Žižkov,1 bedroom with open-plan kitchen,62 m²,"CZK 2,200",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,186,307,58,537,346,280,213,249,381,105,,"CZK 40,000",Personal,Brick building,Gas boiler,Middle floor,,,Yes,,Premium materials and solutions,,,,,
624813,"CZK 17,000",50.088739,14.459929,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,Yes,Yes,01. 05. 2022,69,391,237,352,57,326,454,624,141,458,New build,"CZK 34,000",Personal,Brick building,Central heating,Middle floor,,A,Yes,1 to 10 years years,Premium materials and solutions,,,,,
354702,"CZK 16,500",50.0887467765,14.4096580943,"U lužického semináře, Prague - Malá Strana",1 bedroom with open-plan kitchen,45 m²,"CZK 1,000",Partially furnished,2,No,Yes,No,No,No,No,No,01. 06. 2022,307,449,122,428,10,727,485,332,967,185,Excellent,"CZK 35,000",Personal,Brick building,Gas boiler,Middle floor,Overall,G,,,Standard materials and solutions,,,,,
712607,"CZK 57,000",50.0859057,14.4200254,"Michalská, Prague - Staré Město",3 bedroom,130 m²,"CZK 19,000",Furnished,3,No,No,No,No,No,No,Yes,01. 06. 2022,314,347,72,145,13,210,197,621,445,403,,,,,,,,,,,,,,,,
712186,"CZK 30,000",50.0771423,14.417396,"Na Zbořenci, Prague - Nové Město",1 bedroom,35 m²,"CZK 10,000",Furnished,1,No,No,No,No,No,No,No,29. 05. 2022,127,382,112,188,72,409,281,298,590,484,,,,,,,,,,,,,,,,
708822,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,38 m²,"CZK 12,875",Furnished,4,No,No,No,No,No,Yes,No,09. 05. 2022,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,,,,,
712609,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,39 m²,"CZK 7,650",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,203,332,57,333,25,268,328,262,694,682,,,,,,,,,,,,,,,,
712603,"CZK 36,338",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,180 m²,"CZK 12,112",Furnished,1,Yes,Yes,No,No,No,No,Yes,01. 06. 2022,695,843,921,,,,,,,,,,,,,,,,,,,,,,,
712606,"CZK 27,900",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,41 m²,"CZK 9,300",Furnished,5,No,No,No,No,No,No,No,01. 06. 2022,394,499,253,432,280,389,317,725,696,412,,,,,,,,,,,,,,,,
712605,"CZK 25,459",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,54 m²,"CZK 8,486",Furnished,5,No,No,No,No,No,No,No,01. 06. 2022,222,829,176,605,99,603,417,336,724,245,,,,,,,,,,,,,,,,
708790,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 16,550",Furnished,6,No,No,No,No,No,Yes,No,12. 04. 2022,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,,,,,,
712597,"CZK 17,213",50.0529811,14.5019574,"Práčská   f, Prague - Záběhlice",1 bedroom,40 m²,"CZK 5,737",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 06. 2022,117,763,781,"1,230",239,789,727,207,"1,037",659,,,,,,,,,,,,,,,,
712182,"CZK 18,500",50.09333,14.44922,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,54 m²,,Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,102,101,146,164,17,266,443,"1,402",421,147,Excellent,"CZK 18,500",Cooperative,Brick building,Central heating,,,G,,,,,,,,
712043,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,30 m²,"CZK 11,225",Furnished,2,No,No,No,No,No,Yes,No,04. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,58 m²,"CZK 2,773",Partially furnished,2,No,No,No,No,Yes,Yes,No,21. 05. 2022,348,583,98,393,284,341,406,"1,061",433,249,Excellent,"CZK 16,600",Personal,Brick building,,Middle floor,,,,1 to 10 years years,,,,,,
709921,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,725",Furnished,3,No,No,No,No,No,Yes,No,18. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
708760,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 15,367",Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,298,541,99,261,14,253,193,593,251,217,,,,,,,,,,,,,,,,
661279,"CZK 7,700",49.98329,14.36373,"Zbynická, Prague - Radotín",Studio,21 m²,"CZK 2,000",Unfurnished,2,No,No,No,No,No,No,No,08. 04. 2022,146,619,156,211,205,137,438,809,626,265,Good,"CZK 9,700",Personal,Brick building,,,,,,,,,,,,
712923,"CZK 10,500",50.04567,14.43783,"Stallichova, Prague - Krč",1 bedroom,32 m²,"CZK 3,410",Partially furnished,2,No,No,Yes,Yes,No,No,No,05. 04. 2022,144,609,218,714,399,739,179,252,249,125,Excellent,"CZK 20,000",Cooperative,Brick building,,,,G,,,,,,,,
4555,"CZK 12,000",50.0295782115,14.6062803268,"Uhříněves, Prague - Uhříněves",Studio,30 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,06. 04. 2022,124,651,324,660,101,604,231,661,264,442,Excellent,"CZK 12,000",Personal,Brick building,Central heating,Raised ground floor,,,,10 to 30 years years,,,,,,
712918,"CZK 12,000",50.07794,14.47652,"Vinohradská, Prague - Vinohrady",Studio,32 m²,"CZK 2,300",Furnished,1,No,No,No,No,No,No,No,15. 04. 2022,10,965,32,465,31,2,720,876,154,132,Excellent,"CZK 12,000",Personal,Brick building,,,,G,,,,,,,,
578495,"CZK 17,000",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,615,"1,408",706,812,484,"1,495","1,407",943,,,New build,"CZK 34,000",Personal,Brick building,Gas boiler,Middle floor,,C,,1 to 10 years years,Standard materials and solutions,,,,,
712915,"CZK 12,500",50.0714,14.44025,"Máchova, Prague - Vinohrady",1 bedroom,41 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,08. 04. 2022,291,490,137,748,93,652,269,188,652,460,Excellent,"CZK 15,000",Personal,Brick building,,,,G,,,,,,,,
510434,"CZK 8,700",50.0781421,14.3026439,"Pod Karlovarskou silnicí, Prague - Ruzyně",Small studio,22 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,No,No,,262,963,691,842,,,,,,,,"CZK 10,800",Personal,Brick building,Central heating,Middle floor,,F,,,Standard materials and solutions,,,,,
707989,"CZK 20,000",50.07247,14.40411,"Štefánikova, Prague - Smíchov",1 bedroom with open-plan kitchen,66 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,No,No,11. 04. 2022,73,468,151,4,31,15,550,"1,212","1,222",459,New build,"CZK 40,000",Personal,Brick building,,,,G,,,,,,,,
709919,"CZK 18,000",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,65 m²,"CZK 4,500",Furnished,1,No,No,No,Yes,No,Yes,No,01. 05. 2022,419,363,210,351,"1,148","1,116",743,904,84,,New build,"CZK 18,000",Personal,Brick building,,,,G,,,,,,,,
299755,"CZK 12,000",50.106866,14.502587,"Freyova, Prague - Vysočany",Small studio,33 m²,"CZK 3,000",Partially furnished,11,Yes,No,Yes,No,No,Yes,No,,419,570,412,204,72,523,405,328,647,151,,,Personal,Other,District heating,,,B,,,,,,,,
551287,"CZK 15,500",50.070071111253,14.382951626459,Prague - Košíře,1 bedroom with open-plan kitchen,53 m²,"CZK 3,000",Furnished,5,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,264,583,183,763,311,870,175,727,"1,010",466,New build,"CZK 20,000",Personal,Other,Central heating,Middle floor,,,Yes,1 to 10 years years,,,,,,
588563,"CZK 19,000",50.050294,14.365574,"Butovická, Prague - Jinonice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,874",Furnished,2,No,Yes,No,No,Yes,No,No,01. 07. 2022,139,715,954,"1,458",448,"1,022",232,"1,299",156,436,New build,"CZK 38,000",Personal,Other,Other,Middle floor,,B,Yes,1 to 10 years years,,,,,,
712911,"CZK 15,990",50.04725,14.32024222222,"Kettnerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,46 m²,"CZK 4,189",Partially furnished,4,No,No,Yes,Yes,No,Yes,No,,198,"1,133",368,379,625,371,706,67,627,39,Excellent,"CZK 20,179",Personal,Prefab concrete building,,,,C,,,,,"CZK 20,179

                                
                                
                
i",,,
712275,"CZK 17,900",50.0948513,14.504276,"Nad Smetankou, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,56 m²,"CZK 4,370",Partially furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,554,910,520,"1,455",731,567,847,884,"1,348",232,Excellent,"CZK 30,000",Personal,Brick building,,,,A,,,,,,,,
712907,"CZK 11,500",50.05362,14.54479,"Kytínská, Prague - Hostivař",Studio,34 m²,"CZK 4,300",Partially furnished,7,Yes,No,No,No,No,Yes,No,01. 05. 2022,448,717,533,544,729,755,456,622,324,,Excellent,"CZK 11,500",Personal,Brick building,,,,B,,,,,,,,
620984,"CZK 16,000",50.103043,14.51308,"Podkovářská, Prague - Vysočany",1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,37,351,"1,305",864,353,687,"1,189",912,333,,Excellent,"CZK 20,000",Personal,Other,,Middle floor,Interior,,,,Premium materials and solutions,,,,,
707651,"CZK 13,500",50.12695,14.49098,"Jablonecká, Prague - Střížkov",1 bedroom with open-plan kitchen,49 m²,"CZK 4,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,09. 04. 2022,183,701,364,601,216,257,696,537,752,20,Excellent,"CZK 27,000",Personal,Prefab concrete building,,,Overall,,,,,,,,,
712902,"CZK 14,990",50.13288388888,14.50686666666,"Tupolevova, Prague - Letňany",1 bedroom with open-plan kitchen,58 m²,"CZK 3,581",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,,188,"1,145",308,470,487,624,402,216,307,472,New build,"CZK 18,571",Personal,Brick building,,,,B,Yes,,,,"CZK 18,571

                                
                                
                
i",,,
711098,"CZK 14,275",50.0478296,14.5599363,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,45 m²,"CZK 1,949",,1,No,No,No,No,No,No,No,14. 03. 2022,348,959,491,"1,037",69,"1,104",231,238,749,85,Good,"CZK 16,224",Personal,Other,,,,,,,,,"CZK 2,341",,,
520854,"CZK 14,000",50.0382031,14.3889379,Prague - Hlubočepy,1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,52,"1,149",940,"1,063",778,"1,094","1,024","1,021",956,632,,"CZK 5,000",Personal,Brick building,,,,C,,10 to 30 years years,,,,,,
542674,"CZK 13,000",50.0819649,14.5047324,Prague - Malešice,2 bedroom,56 m²,"CZK 3,500",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,171,446,367,403,300,401,586,521,"1,053",86,Excellent,"CZK 16,500",Cooperative,Prefab concrete building,District heating,,,G,,,,,,,,
712900,"CZK 14,500",50.04423,14.40009,"Žvahovská, Prague - Hlubočepy",1 bedroom with open-plan kitchen,56 m²,CZK 700,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,151,714,841,718,808,"1,202",386,,,,Excellent,,Personal,Brick building,,,,E,,,,,,,,
365812,"CZK 12,000",50.0992033,14.4269883,"Dobrovského, Prague - Holešovice",2 bedroom,38 m²,"CZK 5,000",Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,178,405,38,125,111,313,364,"1,463",323,389,Excellent,,Personal,Brick building,Gas boiler,Middle floor,Interior,,,,Standard materials and solutions,,,,,
709327,"CZK 16,125",50.1138866,14.4798456,"U Pekařky, Prague - Libeň",Studio,30 m²,"CZK 5,375",Furnished,2,No,No,No,No,No,No,No,02. 05. 2022,185,178,"1,337",331,979,"1,134","1,351",938,317,,,,,,,,,,,,,,,,,
326108,"CZK 35,000",50.0899603,14.329462,"Naardenská, Prague - Liboc",3 bedroom with open-plan kitchen,144 m²,"CZK 7,280",Furnished,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31. 05. 2022,315,296,"1,201",230,"1,240","1,061",179,588,23,,Excellent,CZK 3,Personal,Brick building,District heating,Middle floor,Interior,B,,1 to 10 years years,Premium materials and solutions,,,,,
712894,"CZK 18,000",50.0744,14.50464,Prague - Strašnice,1 bedroom with open-plan kitchen,76 m²,"CZK 2,000",Furnished,3,Yes,No,No,No,No,Yes,No,02. 05. 2022,225,"1,146",268,"1,059",536,955,321,714,"1,128",468,Excellent,"CZK 40,000",Personal,Other,Gas boiler,Middle floor,Overall,C,,10 to 30 years years,Premium materials and solutions,,,,,
712896,"CZK 12,990",50.12419944444,14.48515805555,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,41 m²,"CZK 2,290",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,123,"1,187",163,"1,125",250,459,241,204,211,152,Excellent,"CZK 15,280",Personal,Prefab concrete building,,,,G,,,,,"CZK 15,280

                                
                                
                
i",,,
70257,"CZK 17,000",50.0757383,14.440774,Prague - Vinohrady,1 bedroom with open-plan kitchen,40 m²,"CZK 1,000",Furnished,,No,No,No,No,No,No,No,01. 05. 2022,158,379,53,236,73,407,143,378,576,691,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
709390,"CZK 109,910",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",4 bedroom with open-plan kitchen,219 m²,"CZK 36,636",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
711334,"CZK 36,979",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,95 m²,"CZK 12,326",Furnished,3,No,Yes,No,No,No,Yes,Yes,02. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
712741,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 11,000",Furnished,5,No,No,No,No,No,No,No,02. 05. 2022,120,534,85,337,48,344,183,195,543,341,,,,,,,,,,,,,,,,
711728,"CZK 25,500",50.0876289,14.3978335,"Šporkova, Prague - Malá Strana",Studio,40 m²,"CZK 8,500",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,29,634,152,537,130,317,388,899,984,129,,,,,,,,,,,,,,,,
712244,"CZK 12,500",50.03834,14.51506,"Hekrova, Prague - Háje",1 bedroom with open-plan kitchen,42 m²,"CZK 2,300",Partially furnished,5,No,No,Yes,No,No,Yes,No,31. 03. 2022,443,"1,010",106,151,811,516,105,524,177,,Excellent,"CZK 12,500",Personal,Prefab concrete building,,,,C,,,,,,,,
117003,"CZK 12,500",50.0464088,14.3331737,"Zázvorkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,11,No,No,No,No,No,Yes,No,01. 06. 2022,365,362,267,391,264,383,639,209,391,221,,"CZK 15,000",Cooperative,Prefab concrete building,District heating,,,,,,,,,,,
692107,"CZK 20,000",50.07592,14.40553,"Arbesovo náměstí, Prague - Smíchov",Studio,28 m²,"CZK 3,200",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,77,64,152,107,11,143,97,"1,032",852,494,Excellent,"CZK 25,000",Personal,Brick building,,,,C,,,,,,,,
712876,"CZK 11,900",50.05454,14.4196,"Podolská, Prague - Podolí",Studio,24 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,220,619,96,401,134,598,382,"1,010",137,79,Excellent,"CZK 11,900",Personal,Brick building,,,,G,,,,,,,,
188676,"CZK 10,000",50.0727944,14.5477211,"Andersenova, Prague - Štěrboholy",Studio,37 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,Yes,No,No,01. 01. 1970,459,540,505,544,486,"1,017","1,064","1,037",,,Excellent,"CZK 15,000",Personal,Brick building,Central heating,Middle floor,,,,,Standard materials and solutions,,,,,
707360,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,"CZK 20,096",Furnished,1,No,No,No,No,No,No,No,09. 04. 2022,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,,,,,,
700313,"CZK 16,000",50.0905,14.47422,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 1970,169,"1,035",158,235,39,140,297,356,334,397,Excellent,"CZK 25,000",Personal,Brick building,Other,Middle floor,Overall,G,,1 to 10 years years,Standard materials and solutions,,,,,
712856,"CZK 15,000",50.0796,14.49353,"Hostýnská, Prague - Strašnice",2 bedroom,53 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,Yes,No,No,No,04. 04. 2022,319,561,344,649,589,306,619,498,882,364,Excellent,"CZK 15,000",Cooperative,Prefab concrete building,District heating,Middle floor,Bathroom unit,G,,,,,,,,
712866,"CZK 24,800",50.11094,14.39438,"Podbabská, Prague - Bubeneč",2 bedroom with open-plan kitchen,87 m²,"CZK 3,500",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,04. 04. 2022,199,"1,442",198,829,396,604,735,502,592,448,Excellent,"CZK 50,000",Personal,Brick building,,,,G,,,,,,,,
617411,"CZK 17,000",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",2 bedroom,51 m²,CZK 500,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 35,000",Personal,Brick building,Other,Middle floor,Overall,G,,1 to 10 years years,Premium materials and solutions,,,,,
707377,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 18,750",Furnished,4,No,No,No,No,No,No,No,09. 04. 2022,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,,,,,,
707307,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,850",Furnished,4,Yes,No,No,No,No,Yes,Yes,09. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
52689,"CZK 12,000",50.0798736,14.4868594,"Počernická, Prague - Strašnice",Studio,36 m²,"CZK 2,215",Furnished,1,Yes,Yes,No,No,No,No,No,01. 05. 2022,133,695,208,479,369,294,718,599,359,290,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
228019,"CZK 15,500",50.0363726,14.3282926,"Přeučilova, Prague - Stodůlky",1 bedroom with open-plan kitchen,55 m²,"CZK 2,800",Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,05. 04. 2022,414,"1,016",700,"1,094",389,967,743,866,595,139,New build,"CZK 18,300",Personal,Brick building,Central heating,Middle floor,,,,1 to 10 years years,Standard materials and solutions,,,,,
597076,"CZK 13,000",50.055288,14.441894,"Nad Studánkou, Prague - Nusle",1 bedroom with open-plan kitchen,58 m²,"CZK 3,900",Furnished,2,No,No,No,No,No,No,No,01. 04. 2020,110,"1,054",174,490,137,600,313,287,"1,006",261,,"CZK 26,000",Personal,Brick building,Gas boiler,Middle floor,,D,,,Standard materials and solutions,,,,,
596800,"CZK 11,500",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",Studio,29 m²,CZK 490,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,9,"1,082",6,933,86,"1,250",154,209,467,248,Excellent,"CZK 23,980",Personal,Brick building,Other,Raised ground floor,Overall,G,,1 to 10 years years,,,,,,
537538,"CZK 65,000",50.0794233,14.3794742,"Atletická, Prague - Břevnov",2 bedroom with open-plan kitchen,100 m²,"CZK 15,000",Furnished,1,Yes,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,302,"1,223",778,"1,104",193,"1,214","1,134",989,377,610,,"CZK 70,000",,Other,,,,,,,Premium materials and solutions,50 m²,,,,
629592,"CZK 14,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,Yes,Yes,Yes,No,01. 07. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 28,000",Personal,Brick building,District heating,Middle floor,,B,Yes,,Standard materials and solutions,6 m²,,,,
630182,"CZK 17,500",50.055756,14.433425,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,54 m²,"CZK 1,400",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,15. 05. 2022,86,"1,182",26,252,263,280,586,312,216,97,Excellent,"CZK 17,500",Personal,Brick building,Gas boiler,Middle floor,Overall,C,,over 50 years years,Standard materials and solutions,,,,,
712844,"CZK 28,000",50.05301,14.49077,"Záběhlická, Prague - Záběhlice",2 bedroom with open-plan kitchen,130 m²,"CZK 4,800",Partially furnished,1,No,Yes,No,Yes,No,No,No,01. 07. 2022,255,"1,227",274,"1,200",287,700,476,882,518,332,Excellent,"CZK 28,000",Personal,Brick building,,,,,,,,,,,,
657178,"CZK 14,000",50.1105273,14.4507356,"Jankovcova, Prague - Holešovice",Studio,47 m²,"CZK 2,400",Partially furnished,5,No,No,No,No,Yes,Yes,No,01. 06. 2022,43,973,494,785,474,571,428,"1,247",701,348,New build,"CZK 16,000",Personal,Brick building,Central heating,Middle floor,Overall,G,Yes,1 to 10 years years,Standard materials and solutions,,,,,
670707,"CZK 25,000",50.07067,14.37649,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,67 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,218,64,199,439,230,546,213,620,691,325,Excellent,"CZK 40,000",Personal,Brick building,,,,B,,,,,,,,
709588,"CZK 17,000",50.044637241492,14.303398704245,Prague - Stodůlky,1 bedroom with open-plan kitchen,53 m²,"CZK 3,900",Partially furnished,2,Yes,No,No,No,Yes,No,No,16. 05. 2022,270,209,261,243,"1,040","1,137",743,903,196,,New build,"CZK 20,000",Cooperative,Brick building,,Middle floor,,G,Yes,1 to 10 years years,Standard materials and solutions,,,,,
