Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Heating,Total number of floors,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
709032,"CZK 18,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,500","CZK 18,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,01. 06. 2022,B,,,,,,,,,,,,,,,,,,,,,,
708105,"CZK 15,675",50.080004,14.422058,"Jungmannova, Prague - Nové Město",1 bedroom with open-plan kitchen,,62 m²,"CZK 5,225",,,,Furnished,4,No,No,No,No,No,Yes,No,25. 04. 2022,,110,673,119,76,124,213,214,730,474,393,,,,,,,,,,,,
708677,"CZK 6,000",50.11474,14.47017,"Zenklova, Prague - Libeň",Small studio,Good,20 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,28. 02. 2022,C,152,"1,057",50,"1,251",109,350,216,"1,286",897,260,,,,,,,,,,,,
509348,"CZK 16,000",50.0431233,14.4606124,"Jihlavská, Prague - Michle",2 bedroom,Good,70 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,,193,753,290,872,73,247,702,577,676,389,,,,,,,,,,,,
586138,"CZK 15,500",50.090389,14.47392,"Viklefova, Prague - Žižkov",Studio,New build,36 m²,"CZK 4,000","CZK 31,000",Personal,Low-energy building,Unfurnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,A,198,"1,019",141,262,9,110,321,339,361,424,Yes,1 to 10 years years,Premium materials and solutions,Electric boiler,Attic,Overall,,,,,,
709031,"CZK 33,750",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,,82 m²,"CZK 11,250",,,,Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,
709030,"CZK 14,400",50.06328,14.42556,"Krokova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,07. 03. 2022,G,335,720,316,351,338,477,383,261,385,293,,,,,,,,,,,,
588276,"CZK 12,000",50.121331,14.4572,"Na Hlinách, Prague - Kobylisy",Studio,New build,32 m²,CZK 700,"CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,B,376,383,300,470,249,264,649,401,915,473,,1 to 10 years years,Premium materials and solutions,,,Overall,,,,,,
708308,"CZK 12,000",50.1054,14.48955,"U Svobodárny, Prague - Libeň",1 bedroom,Excellent,40 m²,"CZK 3,500","CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,03. 03. 2022,G,175,68,11,223,148,316,251,464,95,128,,,Standard materials and solutions,Other,Middle floor,,,,,,,
709010,"CZK 10,990",50.11708,14.44808,"Nad Rokoskou, Prague - Libeň",Studio,Excellent,33 m²,"CZK 2,250","CZK 21,980",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,G,78,"1,194",442,"1,233",580,958,277,578,56,353,,,,,,,,,,,,
709009,"CZK 19,000",50.04466,14.51691,"Berlínská, Prague - Hostivař",2 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,500","CZK 38,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,02. 03. 2022,C,213,113,167,156,963,315,"1,286",64,,,,,,,,,,,,,,
709003,"CZK 9,000",50.07435,14.4866477,"Nad Primaskou, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 3,770","CZK 13,500",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,04. 03. 2022,G,287,582,135,296,303,346,238,597,679,190,,,Standard materials and solutions,Other,Middle floor,Overall,,,,,,
633593,"CZK 29,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 5,500","CZK 50,000",Personal,Brick building,Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,B,188,806,833,819,685,637,730,"1,285",528,,,,Premium materials and solutions,Central heating,Ground floor,Overall,400 m²,,,,,
496859,"CZK 18,000",50.0562016,14.3484456,Prague - Jinonice,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,834","CZK 18,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,B,305,"1,121",449,817,603,599,470,705,78,,Yes,,,,,,,,,,,
653131,"CZK 16,500",50.05755,14.42509,"Na Dolinách, Prague - Podolí",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 1,200","CZK 29,550",Cooperative,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,07. 03. 2022,G,129,515,88,393,186,493,411,525,390,281,,,Standard materials and solutions,Gas boiler,Raised ground floor,Overall,,,,,,
575851,"CZK 16,000",50.0773123,14.4690568,"Kouřimská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,900","CZK 20,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,04. 04. 2022,B,192,503,70,163,195,146,158,920,280,175,,,Standard materials and solutions,District heating,Middle floor,,,,,,,
634818,"CZK 10,000",50.102926,14.584562,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 5,000","CZK 20,000",Personal,Prefab concrete building,Furnished,7,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,C,506,844,416,710,703,996,"1,395",814,484,,,,Standard materials and solutions,District heating,Middle floor,Exterior,,,,,,
704764,"CZK 12,500",50.0543898,14.441744,"Nad Jezerkou, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,01. 04. 2022,D,66,977,175,413,17,608,314,288,"1,007",262,,,,Central heating,Middle floor,,,,,,,
708995,"CZK 12,000",50.11852,14.50724,"Čakovická, Prague - Prosek",2 bedroom,Excellent,58 m²,"CZK 4,500","CZK 12,000",Cooperative,Brick building,Partially furnished,1,No,No,No,No,No,No,No,02. 03. 2022,G,170,"1,006",372,525,238,523,713,507,975,295,,,,,,,,,,,,
673752,"CZK 19,000",50.02275,14.49511,"Zlešická, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,000","CZK 23,000",Personal,Prefab concrete building,Partially furnished,6,Yes,No,No,No,No,Yes,No,20. 09. 2021,D,192,736,191,835,515,667,257,497,336,83,,,,,,,,,,,,
708992,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,
681098,"CZK 19,900",50.04305,14.50172,"Šternovská, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,Yes,Yes,Yes,30. 10. 2021,G,285,"1,315",723,"1,481",316,793,716,746,565,137,,,Premium materials and solutions,,Top floor,,,,,,,
708856,"CZK 11,500",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Small studio,New build,33 m²,"CZK 1,600","CZK 23,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,02. 03. 2022,B,176,800,136,48,754,418,"1,323","1,438",483,,Yes,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
708984,"CZK 17,000",50.06963,14.43155,"Lublaňská, Prague - Vinohrady",2 bedroom,Excellent,80 m²,CZK 650,"CZK 35,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,04. 04. 2022,G,295,584,288,586,153,492,226,533,422,472,,,,,,,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",Personal,Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,01. 03. 2022,C,414,428,459,605,193,334,656,302,197,59,,,,,,,,,,,,
454022,"CZK 6,490",50.035351,14.5098249,Prague - Chodov,Studio,,25 m²,"CZK 1,000","CZK 7,490",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,,,167,514,180,"1,490",387,679,466,480,472,405,,,,,,,,,,,,
705467,"CZK 17,647",50.0450873,14.31337468771,"Heranova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Good,77 m²,"CZK 3,061","CZK 20,708",Personal,Other,,4,No,No,No,No,No,No,No,07. 02. 2022,,355,500,389,777,479,193,775,247,616,37,,,,,,,,"CZK 2,647",,,,
491626,"CZK 17,500",50.0715736,14.4762758,"Bajkalská, Prague - Vršovice",2 bedroom,,59 m²,"CZK 2,500","CZK 35,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,,178,65,183,341,66,155,203,284,443,287,,,,,,,,,,,,
633488,"CZK 12,000",50.053457,14.48892,"Záběhlická, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,184","CZK 24,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,B,177,"1,102",201,"1,044",353,732,631,860,362,312,,1 to 10 years years,Standard materials and solutions,Central heating,Top floor,,,,,,,
708727,"CZK 10,369",50.13580005,14.50691408186,"Rýmařovská, Prague - Letňany",Studio,Good,25 m²,"CZK 2,245","CZK 12,614",Personal,Other,,1,No,No,No,No,No,No,No,01. 03. 2022,,99,803,163,285,345,281,282,532,226,392,,,,,,,,"CZK 1,555",,,,
671001,"CZK 17,000",50.10294,14.55224,"Sklenská, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000","CZK 17,000",Personal,Other,Furnished,1,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,B,259,742,402,"1,228",354,643,425,"1,074",601,344,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
704020,"CZK 8,804",50.03969895,14.45848458331,"Budějovická, Prague - Krč",Studio,Good,22 m²,"CZK 2,562","CZK 12,366",Personal,Other,,1,No,No,No,No,No,No,No,25. 05. 2019,,245,"1,205",382,928,252,528,887,"1,030","1,163",582,,,,,,,,"CZK 1,471",,,,
700399,"CZK 16,000",50.125936,14.4236053,Prague - Troja,3 bedroom,Excellent,72 m²,"CZK 3,900","CZK 25,000",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,,234,533,230,603,396,547,631,946,"1,032",245,,,,District heating,,,,,,,,
620723,"CZK 12,000",50.029126,14.363101,"Hugo Haase, Prague - Hlubočepy",Studio,New build,29 m²,"CZK 2,000","CZK 15,000",Cooperative,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,B,380,"1,262",503,"1,242",244,"1,280",473,713,798,486,Yes,1 to 10 years years,,District heating,Middle floor,,,,,,,
704857,"CZK 12,802",50.0594205,14.4500825,"Nuselská, Prague - Michle",1 bedroom,Good,36 m²,"CZK 1,947","CZK 16,369",Personal,Other,,1,No,No,No,No,No,No,No,26. 01. 2022,,51,760,54,167,28,730,214,387,732,216,,,,,,,,"CZK 1,920",,,,
708738,"CZK 13,338",50.14144095,14.5061245359,"Malkovského, Prague - Letňany",Studio,Good,32 m²,"CZK 1,000","CZK 14,338",Personal,Other,,8,No,No,No,No,No,No,No,01. 03. 2022,,216,973,163,857,450,179,512,356,378,29,,,,,,,,"CZK 2,001",,,,
699392,"CZK 23,000",50.0372335,14.5076748,"Donovalská, Prague - Chodov",3 bedroom,Good,95 m²,"CZK 3,251","CZK 26,000",Personal,Other,,3,No,No,No,No,No,No,No,10. 01. 2022,,91,842,183,263,420,425,414,258,142,,,,,,,,,"CZK 3,565",,,,
691990,"CZK 16,300",50.05393,14.44023,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 3,823","CZK 21,000",,Other,,1,No,No,No,No,Yes,No,No,01. 12. 2021,,40,177,122,399,130,154,109,657,647,271,,,,,,,,,,,,
704852,"CZK 10,300",50.0590151,14.496039,"Chmelová, Prague - Záběhlice",Studio,Good,27 m²,"CZK 2,099","CZK 12,712",Personal,Other,,1,No,No,No,No,No,No,No,25. 01. 2022,,264,618,299,821,536,322,452,831,366,145,,,,,,,,"CZK 1,592",,,,
708732,"CZK 10,941",50.0290081,14.3616798,"Vítové, Prague - Hlubočepy",Studio,Good,26 m²,"CZK 2,185","CZK 13,126",Cooperative,Other,,4,No,No,No,No,No,No,No,01. 03. 2022,,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,,,,,,,,"CZK 1,641",,,,
513154,"CZK 14,900",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,250","CZK 18,500",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 01. 1970,,3,676,93,678,33,557,383,658,659,379,,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,
708079,"CZK 17,294",50.0678961,14.4361074,"Fričova, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 2,717","CZK 20,011",Personal,Other,,1,No,No,No,No,No,No,No,23. 02. 2022,,61,539,58,555,24,663,467,500,479,566,,,,,,,,"CZK 2,894",,,,
708976,"CZK 13,000",50.08271,14.46634,"Olšanská, Prague - Žižkov",Studio,New build,33 m²,"CZK 2,520","CZK 15,520",Personal,Other,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,02. 03. 2022,C,154,381,505,689,441,367,584,600,445,518,,,,,,,,,,,,
529719,"CZK 15,000",50.0666053,14.5132924,"Vyžlovská, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,Furnished,2,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,C,222,381,"1,432",375,364,444,92,726,158,,,,,District heating,Middle floor,Overall,,,,,,
707127,"CZK 11,500",50.056675,14.4689133,"U Plynárny, Prague - Michle",Studio,Good,33 m²,"CZK 2,508","CZK 14,964",Personal,Other,,3,No,No,No,No,No,No,No,01. 03. 2022,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,,,,"CZK 1,868",,,,
706901,"CZK 13,990",50.0452067,14.3329921,"Zázvorkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,46 m²,"CZK 3,516","CZK 16,000",Personal,Other,,11,No,No,No,No,No,No,No,01. 03. 2022,,184,182,100,210,84,203,419,162,393,143,,,,,,,,"CZK 2,118",,,,
708277,"CZK 15,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,953","CZK 20,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,G,176,168,143,114,939,958,584,745,127,,,,,,,,,,,,,
707123,"CZK 14,000",50.05468,14.52622,"Vladycká, Prague - Hostivař",Studio,Excellent,33 m²,"CZK 3,080","CZK 15,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,21. 02. 2022,G,317,805,171,768,465,809,"1,201",576,424,427,,1 to 10 years years,,District heating,Raised ground floor,Overall,,,,,,
603192,"CZK 15,000",50.071586,14.406861,"Staropramenná, Prague - Smíchov",Studio,Excellent,40 m²,"CZK 2,000","CZK 17,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,01. 12. 2020,G,120,467,30,128,37,308,560,"1,040","1,080",505,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Interior,,,,,,
708972,"CZK 8,000",50.07408,14.4918,"Věšínova, Prague - Strašnice",1 bedroom,Excellent,25 m²,"CZK 1,000","CZK 8,000",Personal,Brick building,Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 04. 2022,G,189,310,136,76,210,90,198,520,530,247,,,,,,,,,,,,
704847,"CZK 19,990",50.0678112,14.3414932,"Plzeňská, Prague - Motol",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 3,896","CZK 24,000",,Other,,1,No,No,No,No,No,No,No,01. 03. 2022,,11,780,239,739,"1,414",801,939,,,,,,,,,,,"CZK 3,353",,,,
708741,"CZK 11,706",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,Good,32 m²,"CZK 2,221","CZK 13,927",Personal,Other,,1,No,No,No,No,No,No,No,17. 03. 2022,,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,,,"CZK 1,756",,,,
704714,"CZK 14,500",50.1079046,14.5464423,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,Good,56 m²,"CZK 5,034","CZK 21,128",Personal,Other,,1,No,No,No,No,No,No,No,01. 03. 2022,,47,825,82,844,397,816,555,419,"1,060",533,,,,,,,,"CZK 2,294",,,,
706007,"CZK 14,700",50.0411455,14.4366713,"Vikova, Prague - Krč",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 1,594","CZK 16,334",Personal,Other,,1,No,No,No,No,No,No,No,07. 02. 2022,,115,591,63,301,176,493,828,327,561,166,,,,,,,,"CZK 2,211",,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,251,321,336,323,663,,,,,,,,,,,,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,251,321,336,323,663,,,,,,,,,,,,,,,,,
74022,"CZK 19,000",50.0493268,14.4825161,Prague - Záběhlice,3 bedroom,,67 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,No,No,01. 04. 2022,,86,477,65,490,178,"1,241",422,365,921,309,,,,,,,,,,,,
527124,"CZK 17,000",50.0655687,14.4278338,"Oldřichova, Prague - Nusle",1 bedroom,Excellent,34 m²,"CZK 2,950","CZK 17,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 04. 2022,,242,875,155,452,120,300,585,696,417,246,,,,,,,,,,,,
140674,"CZK 13,000",50.0715118,14.4692524,Prague - Vršovice,1 bedroom with open-plan kitchen,,46 m²,"CZK 3,500","CZK 17,000",Personal,Brick building,Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,G,129,503,233,371,218,246,272,149,730,198,,,,District heating,Top floor,,,,,,,
618506,"CZK 17,000",50.101962,14.443915,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 2,500","CZK 17,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,D,184,309,94,554,131,275,269,421,550,115,,,,Electric boiler,,Overall,,,,,,
708041,"CZK 33,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,99 m²,CZK 133,"CZK 67,000",Personal,Other,Furnished,14,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,Yes,1 to 10 years years,Premium materials and solutions,,Top floor,,,,Luka Residential s.r.o.,Luka Living Rental apartments,1405,
707732,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,48 m²,CZK 133,"CZK 40,600",Personal,Other,Furnished,5,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,Yes,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,513,
672978,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,47 m²,CZK 133,"CZK 40,600",Personal,Other,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,Yes,1 to 10 years years,Premium materials and solutions,,Middle floor,,,,Luka Residential s.r.o.,Luka Living Rental apartments,410,
684383,"CZK 17,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 133,"CZK 35,000",Personal,Other,Unfurnished,6,No,Yes,Yes,No,Yes,Yes,No,08. 04. 2022,A,,,,,,,,,,,Yes,1 to 10 years years,Premium materials and solutions,,Middle floor,,,,Luka Residential s.r.o.,Luka Living Rental apartments,605,
708954,"CZK 14,167",50.05667,14.46891,"U Plynárny, Prague - Michle",Studio,Good,38 m²,"CZK 2,681","CZK 16,848",Personal,Other,,1,No,No,No,No,No,No,No,01. 04. 2022,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,,,,"CZK 2,125",,,,
708953,"CZK 12,000",50.05787,14.42592,"Doudova, Prague - Podolí",1 bedroom,Excellent,36 m²,CZK 800,"CZK 12,800",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,15. 03. 2022,G,241,512,45,491,272,458,509,414,278,237,,,,,,,,,,,,
708951,"CZK 16,176",50.0304313,14.5340501,"Steinerova, Prague - Háje",1 bedroom,Good,45 m²,"CZK 2,287","CZK 18,463",Personal,Other,,12,No,No,No,No,No,No,No,01. 04. 2022,,130,272,154,198,351,500,232,347,560,259,,,,,,,,"CZK 2,426",,,,
495904,"CZK 15,300",50.1160791,14.4949329,"Prosecká, Prague - Prosek",Studio,New build,48 m²,"CZK 2,900","CZK 19,400",Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,Yes,,,208,"1,054",451,445,114,441,173,248,700,430,Yes,1 to 10 years years,,District heating,Ground floor,,27 m²,,,,,
693574,"CZK 9,500",50.08744,14.46328,"Jeseniova, Prague - Žižkov",Studio,Excellent,43 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,Partially furnished,,No,No,Yes,No,No,Yes,No,20. 03. 2022,G,183,616,75,373,121,551,521,637,507,400,,,,,,,,,,,,
708949,"CZK 14,118",50.0882812,14.4579809,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 4,516","CZK 18,634",Personal,Other,,4,No,No,No,No,No,No,No,01. 04. 2022,,217,246,152,307,105,180,308,479,161,418,,,,,,,,"CZK 2,118",,,,
708947,"CZK 11,765",50.0793089,14.4341077,"Španělská, Prague - Vinohrady",Studio,Good,24 m²,"CZK 1,873","CZK 13,638",,Other,,1,No,No,No,No,No,No,No,01. 04. 2022,,148,452,187,402,165,154,377,377,596,750,,,,,,,,"CZK 1,765",,,,
708932,"CZK 12,500",50.0814,14.35271,"Bělohorská, Prague - Břevnov",1 bedroom,Excellent,42 m²,"CZK 2,200","CZK 12,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,14. 03. 2022,A,637,895,711,765,490,784,894,836,379,559,,,,,,,,,,,,
708942,"CZK 10,533",50.11464,14.6269,"U Věže, Prague - Horní Počernice",Studio,Good,25 m²,"CZK 1,561","CZK 12,094",Personal,Other,,1,No,No,No,No,No,No,No,01. 04. 2022,,163,221,215,307,33,272,258,733,594,348,,,,,,,,"CZK 1,580",,,,
708938,"CZK 10,706",50.0501104,14.5465898,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 5,016","CZK 15,722",Personal,Other,,7,No,No,No,No,No,No,No,01. 04. 2022,,271,269,294,275,118,704,235,586,174,,,,,,,,,"CZK 1,606",,,,
566145,"CZK 16,000",50.0844139,14.3468361,"Brunclíkova, Prague - Břevnov",2 bedroom,,52 m²,"CZK 4,340","CZK 16,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,112,696,47,549,238,567,260,285,380,173,,,,,,,,,,,,
708935,"CZK 12,500",50.06104,14.44294,"Pod Vilami, Prague - Nusle",Small studio,Excellent,26 m²,CZK 500,"CZK 12,500",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,03. 03. 2022,G,277,692,165,397,317,420,455,880,391,353,,,,,,,,,,,,
582001,"CZK 13,000",50.04171,14.56964,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,627","CZK 26,000",Personal,Prefab concrete building,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,B,248,989,534,801,687,504,651,641,"1,291",551,Yes,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
583096,"CZK 10,000",50.080924,14.496629,"Počernická, Prague - Malešice",Small studio,Excellent,27 m²,"CZK 1,800","CZK 11,800",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,B,111,386,195,339,263,436,287,523,907,149,,,,,,,,,,,,
708933,"CZK 15,294",50.0883868,14.468265,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 4,940","CZK 20,234",Personal,Other,,4,No,No,No,No,No,No,No,01. 04. 2022,,58,601,90,27,70,180,273,347,293,390,,,,,,,,"CZK 2,294",,,,
706124,"CZK 12,000",50.08898,14.30448,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 15,500",Personal,Prefab concrete building,Furnished,3,No,No,No,No,Yes,Yes,No,15. 03. 2022,B,225,486,448,435,346,492,357,"1,259",47,,,,Standard materials and solutions,District heating,,Overall,,,,,,
708931,"CZK 14,935",50.056675,14.4689133,"U Plynárny, Prague - Michle",1 bedroom with open-plan kitchen,Good,51 m²,"CZK 2,764","CZK 17,699",Personal,Other,,1,No,No,No,No,No,No,No,01. 04. 2022,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,,,,"CZK 2,845",,,,
699704,"CZK 18,000",50.08153,14.41342,"Národní, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 2,000","CZK 18,000",Other,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,18. 01. 2022,G,48,685,237,149,38,171,250,294,366,337,,,,,,,,,,,,
708248,"CZK 13,000",50.04817,14.56117,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 13,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,489,"1,084",601,"1,161",204,"1,043",286,362,874,91,,,,,,Overall,,,,,,
547671,"CZK 17,000",50.1180409,14.4538356,Prague - Libeň,3 bedroom,,99 m²,"CZK 2,000","CZK 40,000",Personal,Brick building,Unfurnished,2,No,Yes,No,No,No,No,No,11. 04. 2022,,214,807,724,951,346,688,315,"1,021",499,229,,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,
589871,"CZK 8,890",50.104181,14.451361,"Přístavní, Prague - Holešovice",Studio,Excellent,23 m²,"CZK 1,690","CZK 15,000",Personal,Brick building,,1,No,No,No,No,No,Yes,No,05. 03. 2022,,145,239,129,194,128,189,539,501,336,409,,,,Central heating,,Overall,,,,,,
