Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,New building,Design,Heating,Total number of floors,Renovation,Administration fee,Age,Developer name,Project name,Kód jednotky,Front garden,Investment Advisor
717677,"CZK 28,793",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 9,597",Furnished,2,No,Yes,No,No,No,Yes,Yes,08. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
717599,"CZK 59,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 19,750",Furnished,2,No,No,No,No,No,Yes,No,15. 05. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,,
717633,"CZK 26,775",50.0911861,14.4228786,"U Obecního dvora, Prague - Staré Město",1 bedroom with open-plan kitchen,50 m²,"CZK 8,925",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,154,470,120,271,120,288,315,411,239,203,,,,,,,,,,,,,,,,,
710132,"CZK 8,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,28 m²,"CZK 2,859",Unfurnished,1,No,No,No,No,No,No,No,,216,681,568,922,838,635,868,471,,,Good,"CZK 11,849",Personal,Brick building,G,,,,,,"CZK 11,849

                                
                                
                
i",,,,,,
717705,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,55,370,51,238,66,242,352,396,158,122,,,,,,,,,,,,,,,,,
717701,"CZK 39,000",50.0783085,14.4591283,"Sudoměřská, Prague - Žižkov",2 bedroom,55 m²,"CZK 13,000",Furnished,1,No,No,No,No,No,Yes,No,04. 07. 2022,162,361,105,219,131,171,646,471,736,206,,,,,,,,,,,,,,,,,
717693,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,06. 06. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
717694,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,05. 06. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
717679,"CZK 30,956",50.0726658,14.3919787,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 10,318",Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,185,"1,028",126,719,138,845,205,903,"1,057",128,,,,,,,,,,,,,,,,,
717682,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 15,780",Furnished,6,Yes,Yes,No,No,No,Yes,No,15. 05. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
717668,"CZK 37,058",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",2 bedroom,88 m²,"CZK 12,352",Furnished,5,No,No,No,No,No,Yes,Yes,01. 06. 2022,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,,,,,,
717666,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,86 m²,"CZK 21,000",Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,138,70,36,61,45,257,146,128,234,214,,,,,,,,,,,,,,,,,
717653,"CZK 43,710",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",3 bedroom,55 m²,"CZK 14,570",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,158,249,155,246,113,320,391,409,155,114,,,,,,,,,,,,,,,,,
717656,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 13,000",Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
717648,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,07. 06. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
717649,"CZK 32,918",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",Studio,35 m²,"CZK 10,972",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
717652,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,90 m²,"CZK 12,375",Furnished,2,No,No,No,No,No,Yes,No,30. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
717597,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,30 m²,"CZK 12,475",Furnished,2,No,No,No,No,No,Yes,No,30. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,,
717646,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,56 m²,"CZK 13,324",Furnished,1,No,Yes,No,No,No,No,No,03. 06. 2022,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,,,,,,,
717636,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,Yes,No,23. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717637,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,475",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717632,"CZK 28,688",50.0730353,14.4083714,"Zborovská, Prague - Smíchov",Studio,40 m²,"CZK 9,562",Furnished,2,Yes,Yes,No,No,No,No,No,27. 06. 2022,94,401,89,199,59,403,430,911,"1,115",601,,,,,,,,,,,,,,,,,
717629,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,38 m²,"CZK 12,875",Furnished,4,No,No,No,No,No,Yes,No,25. 05. 2022,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,,,,,,
717623,"CZK 22,478",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,30 m²,"CZK 7,492",Furnished,3,No,No,No,No,No,No,Yes,01. 07. 2022,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,,,,,,
717616,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,075",Furnished,4,No,No,No,No,No,Yes,Yes,05. 06. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
717608,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,67 m²,"CZK 13,775",Furnished,4,Yes,Yes,No,No,No,Yes,No,30. 06. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717613,"CZK 18,081",50.1030733,14.4335679,"Šimáčkova, Prague - Holešovice",Studio,30 m²,"CZK 6,027",Furnished,3,Yes,No,No,No,No,Yes,No,01. 07. 2022,139,794,157,306,80,123,368,481,882,,,,,,,,,,,,,,,,,,
717607,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,No,No,23. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
717603,"CZK 23,625",50.097327,14.4663608,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,40 m²,"CZK 7,875",Furnished,7,No,No,No,No,No,Yes,Yes,01. 07. 2022,148,"1,069",121,"1,015",205,744,547,541,774,101,,,,,,,,,,,,,,,,,
717604,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,40 m²,"CZK 10,625",Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,124,153,54,67,17,194,209,158,151,202,,,,,,,,,,,,,,,,,
247968,"CZK 15,500",50.0413133,14.4366007,"Vikova, Prague - Krč",1 bedroom with open-plan kitchen,43 m²,"CZK 1,700",Partially furnished,1,Yes,No,No,No,No,No,No,01. 06. 2022,135,611,82,320,195,512,847,346,580,185,,"CZK 17,200",Personal,Prefab concrete building,,,,District heating,,,,,,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,120 m²,"CZK 8,000",Partially furnished,3,Yes,No,No,No,Yes,No,No,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,"CZK 18,000",Personal,Prefab concrete building,,,,,Top floor,,,,,,,,
718125,"CZK 26,925",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,65 m²,"CZK 8,975",Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,88,519,253,482,504,524,542,798,830,228,,,,,,,,,,,,,,,,,
718124,"CZK 59,000",50.09419,14.44737,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,125 m²,"CZK 12,000",Furnished,6,No,Yes,No,No,Yes,Yes,Yes,16. 05. 2022,235,264,224,210,158,467,552,"1,303",610,317,Excellent,"CZK 150,000",Personal,Brick building,A,,,,,,,,,,,,
613183,"CZK 17,000",50.063138,14.447026,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Furnished,4,No,Yes,No,No,No,Yes,Yes,16. 06. 2020,278,735,249,438,352,481,623,637,801,694,New build,"CZK 51,000",Personal,Brick building,B,,Premium materials and solutions,Central heating,Middle floor,Overall,,1 to 10 years years,,,,,
717952,"CZK 26,000",50.05404,14.36564,"U Kříže, Prague - Jinonice",2 bedroom with open-plan kitchen,74 m²,"CZK 4,000",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,09. 05. 2022,147,156,551,413,622,326,849,723,298,,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
704707,"CZK 14,000",50.06597,14.49684,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Partially furnished,5,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,162,159,"1,182",251,525,370,326,898,414,,Excellent,"CZK 28,000",Personal,Brick building,B,,Premium materials and solutions,District heating,Middle floor,,,10 to 30 years years,,,,,
654187,"CZK 23,000",50.08634,14.48319,"U Staré cihelny, Prague - Žižkov",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 07. 2022,228,"1,188",419,"1,051",519,"1,085",918,562,725,543,New build,"CZK 46,000",Personal,Brick building,C,Yes,,Central heating,Middle floor,,,1 to 10 years years,,,,,
717196,"CZK 13,900",50.0461736,14.4163598,"Jeremenkova, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Partially furnished,3,No,No,No,No,No,Yes,No,09. 05. 2022,99,"1,400",110,"1,431",104,"1,269","1,373",598,697,,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
717808,"CZK 16,500",50.07055,14.47977,"Na Stezce, Prague - Vršovice",2 bedroom,58 m²,"CZK 1,500",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,08. 05. 2022,195,312,240,53,228,317,447,404,387,207,Excellent,"CZK 16,500",Personal,Brick building,G,,,,,,,,,,,,
716384,"CZK 32,000",50.08123,14.42982,"Opletalova, Prague - Nové Město",2 bedroom with open-plan kitchen,77 m²,"CZK 3,000",Partially furnished,7,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,333,299,46,200,55,39,271,954,190,583,Excellent,"CZK 50,000",Personal,Brick building,G,,Premium materials and solutions,District heating,Middle floor,Interior,,1 to 10 years years,,,,,
718099,"CZK 18,000",50.08423,14.44751,"Přibyslavská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,200",Partially furnished,1,No,No,No,No,No,No,No,15. 05. 2022,270,240,69,266,60,260,86,108,339,467,Good,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
717181,"CZK 22,000",50.044853653232,14.303649926543,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Partially furnished,7,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,270,209,261,243,"1,040","1,137",743,903,196,,New build,"CZK 22,000",Cooperative,Brick building,G,,,,,,,,,,,,
718098,"CZK 27,848",50.0640089,14.5104168,"Konojedská, Prague - Strašnice",1 bedroom with open-plan kitchen,114 m²,"CZK 9,282",Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,321,574,"1,181",15,565,319,392,406,312,,,,,,,,,,,,,,,,,,
718097,"CZK 29,000",50.1178403,14.4735782,"Čertův vršek, Prague - Libeň",2 bedroom with open-plan kitchen,93 m²,"CZK 5,500",Unfurnished,2,No,Yes,Yes,No,No,Yes,Yes,10. 05. 2022,162,"1,471",505,508,764,848,"1,179","1,383",639,,New build,"CZK 50,000",Personal,Brick building,B,,,,,,,,,,,,
14333,"CZK 9,000",50.055527,14.4447555,"Na lepším, Praha, Prague - Nusle",Studio,31 m²,"CZK 1,035",Partially furnished,3,No,No,No,No,No,No,No,,242,969,90,650,295,842,206,122,786,214,,"CZK 11,500",Other,Other,,,,,,,,,,,,,
338699,"CZK 11,500",50.0413999822,14.5664030331,"Janovská, Prague - Horní Měcholupy",Small studio,33 m²,"CZK 2,500",Partially furnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,181,685,292,617,417,200,347,356,"1,081",283,,"CZK 11,500",Personal,Brick building,B,,Standard materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
718094,"CZK 14,990",50.06549305555,14.30254805555,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,48 m²,"CZK 4,926",Unfurnished,9,Yes,No,Yes,No,No,Yes,No,,93,551,284,512,122,607,534,328,"1,442",298,Excellent,"CZK 19,916",Personal,Prefab concrete building,G,,,,,,"CZK 19,916

                                
                                
                
i",,,,,,
718090,"CZK 17,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,126,589,273,189,186,90,541,"1,080",637,392,Excellent,"CZK 17,000",Personal,Prefab concrete building,B,,Standard materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
717170,"CZK 14,000",49.98824,14.44641,"Kestřanská, Prague - Cholupice",2 bedroom with open-plan kitchen,63 m²,"CZK 3,800",Partially furnished,3,No,No,No,No,Yes,No,Yes,01. 07. 2022,340,597,354,365,,,,,,,New build,"CZK 20,000",Personal,Brick building,C,Yes,Standard materials and solutions,Gas boiler,Top floor,,,1 to 10 years years,,,,,
441070,"CZK 15,000",50.136196,14.380704,"Internacionální, Prague - Suchdol",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 06. 2022,10,77,384,65,50,97,579,468,903,736,Excellent,"CZK 15,000",Personal,Brick building,B,,Standard materials and solutions,Gas boiler,Ground floor,,,,,,,,
717932,"CZK 44,625",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom with open-plan kitchen,75 m²,"CZK 14,875",Furnished,6,No,Yes,No,No,No,Yes,No,31. 05. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,,
570139,"CZK 18,900",50.0438401,14.5166021,Prague - Hostivař,1 bedroom with open-plan kitchen,66 m²,"CZK 3,900",Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,174,187,254,243,"1,057",289,"1,146",104,,,Excellent,"CZK 45,600",Personal,Brick building,B,,Standard materials and solutions,Central heating,Raised ground floor,,,1 to 10 years years,,,,,
718087,"CZK 20,000",50.07264,14.3888,"Holečkova, Prague - Smíchov",3 bedroom,84 m²,"CZK 5,900",Partially furnished,3,No,No,No,No,No,No,No,25. 08. 2022,205,"1,222",188,961,230,"1,108",467,760,"1,277",223,Excellent,"CZK 20,000",Personal,Brick building,B,,,,,,,,,,,,
526565,"CZK 14,200",50.0428927,14.5489151,Prague - Horní Měcholupy,Studio,48 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,458,678,536,983,807,902,586,673,760,344,Excellent,"CZK 29,000",Personal,Brick building,,,Standard materials and solutions,District heating,Middle floor,,,10 to 30 years years,,,,,
718084,"CZK 22,990",50.07173333333,14.41967055555,"Na hrádku, Prague - Nové Město",2 bedroom,62 m²,"CZK 1,984",Partially furnished,1,No,No,No,No,No,Yes,No,,138,518,100,168,159,79,339,287,459,360,Good,"CZK 24,974",Personal,Brick building,C,,,,,,"CZK 24,974

                                
                                
                
i",,,,,,
718079,"CZK 15,000",50.06235,14.42631,"Na Bučance, Prague - Nusle",Studio,30 m²,"CZK 2,500",Partially furnished,4,No,No,Yes,No,Yes,No,No,16. 05. 2022,383,729,282,246,174,527,341,115,442,208,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
717163,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",4 bedroom with open-plan kitchen,250 m²,"CZK 17,000",Unfurnished,7,No,No,No,No,No,Yes,No,05. 05. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,"CZK 167,000",Personal,Brick building,G,,,,,,,,,,,,
662735,"CZK 13,000",50.11501,14.4714,"Vosmíkových, Prague - Libeň",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,97,"1,149",147,"1,226",85,441,312,"1,327",872,339,Excellent,"CZK 14,500",Personal,Brick building,G,,,,,,,,,,,,
658806,"CZK 17,000",50.02491,14.41322,"Jitřní, Prague - Hodkovičky",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,31,"1,435","1,207","1,428",714,916,87,"1,116",928,353,New build,"CZK 38,000",Personal,Other,C,Yes,,District heating,,,,,,,,,
699061,"CZK 15,000",50.07247,14.46345,"Na Míčánkách, Prague - Vršovice",1 bedroom,38 m²,CZK 800,Furnished,1,No,No,No,No,No,No,No,05. 05. 2022,212,822,215,773,266,723,536,421,550,70,Excellent,"CZK 15,000",Personal,Brick building,G,,Standard materials and solutions,,,Interior,,,,,,,
684097,"CZK 15,000",50.10617,14.55979,"Bratří Venclíků, Prague - Černý Most",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,Yes,No,Yes,No,15. 09. 2021,50,142,2,"1,497",337,174,249,650,"1,059",251,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,,,
540170,"CZK 14,154",50.0594647,14.4472136,"Horní, Prague - Nusle",Studio,35 m²,CZK 846,Furnished,7,No,No,Yes,No,No,Yes,No,01. 07. 2022,231,905,56,356,196,707,439,604,840,175,Excellent,"CZK 25,000",Personal,Brick building,D,,Standard materials and solutions,Gas boiler,Attic,Overall,,1 to 10 years years,,,,,
718040,"CZK 14,000",50.07048,14.40701,"Jindřicha Plachty, Prague - Smíchov",1 bedroom,40 m²,CZK 700,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,224,597,151,251,119,255,690,"1,170",981,467,Excellent,"CZK 14,000",Personal,Brick building,G,,,,,,,,,,,,
717147,"CZK 17,500",50.01248,14.42814,"Hasova, Prague - Modřany",3 bedroom,65 m²,"CZK 3,600",Unfurnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,373,"1,423",284,"1,284",564,"1,025",309,368,565,110,Good,"CZK 35,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
551630,"CZK 14,000",50.04782783895,14.559218611114,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 2,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,279,927,421,"1,005",138,"1,072",300,206,717,128,Excellent,"CZK 28,000",Personal,Prefab concrete building,,,,District heating,Middle floor,Overall,,,,,,,
695406,"CZK 18,500",50.11547,14.47512,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,55 m²,"CZK 4,590",Furnished,2,Yes,No,No,No,No,Yes,Yes,15. 05. 2022,239,"1,402",434,"1,312",234,696,610,"1,352",958,282,Excellent,"CZK 30,000",Personal,Brick building,C,,Standard materials and solutions,Gas boiler,Middle floor,,,10 to 30 years years,,,,,
449124,"CZK 11,400",50.139249872201,14.518846536792,"Pavla Beneše, Prague - Letňany",Studio,35 m²,"CZK 2,300",Unfurnished,5,No,No,Yes,No,No,No,No,,282,450,953,"1,037",484,574,850,981,"1,112",148,,"CZK 15,000",Personal,Brick building,A,,Premium materials and solutions,District heating,Top floor,,,1 to 10 years years,,,,,
321538,"CZK 30,000",50.0714204,14.4383192,"Jana Masaryka, Prague - Vinohrady",3 bedroom,90 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,Yes,Yes,No,,319,353,94,651,82,553,137,271,827,586,,,Personal,Brick building,,,,,,,,,,,,,
322551,"CZK 19,000",50.1014198,14.370781,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,No,No,01. 07. 2022,292,927,443,563,443,348,745,852,777,315,,,Personal,Brick building,G,,,,,,,,,,,,
259141,"CZK 15,000",50.0693066,14.4201969,Prague - Nové Město,1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Unfurnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,79,726,170,233,214,287,308,335,210,525,Good,"CZK 30,000",Personal,Brick building,,,Standard materials and solutions,Central heating,,Interior,,,,,,,
555193,"CZK 13,000",50.1177897,14.4711221,"Střížkovská, Prague - Libeň",Studio,37 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2019,178,"1,097",236,"1,448",197,482,609,"1,130","1,312",689,,"CZK 13,000",Personal,Brick building,B,Yes,,,,,,,,,,,
713139,"CZK 28,000",50.06552,14.37806,"U Vojanky, Prague - Košíře",2 bedroom with open-plan kitchen,91 m²,"CZK 7,000",Furnished,5,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,98,731,678,978,708,"1,085",857,846,"1,407",934,Excellent,"CZK 35,000",Personal,Brick building,G,,Premium materials and solutions,Gas boiler,Top floor,Overall,,10 to 30 years years,,,,,
574105,"CZK 11,000",50.1276017,14.4148121,"Mazurská, Prague - Troja",Studio,32 m²,"CZK 3,400",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,96,321,218,256,256,173,346,554,383,,Excellent,"CZK 11,000",Personal,Prefab concrete building,,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,,,
652949,"CZK 14,000",50.05227,14.451992,"Ohradní, Prague - Michle",1 bedroom with open-plan kitchen,45 m²,"CZK 2,215",Furnished,3,No,No,Yes,Yes,Yes,Yes,No,01. 03. 2021,179,464,194,811,104,777,157,203,829,577,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,B,,Standard materials and solutions,Central heating,Middle floor,Overall,,10 to 30 years years,,,,,
306444,"CZK 12,000",50.040397,14.5678974,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,34 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,196,841,448,653,522,356,495,513,"1,296",405,,"CZK 14,500",Personal,Brick building,,,Standard materials and solutions,,,,,1 to 10 years years,,,,,
559411,"CZK 18,000",50.1311625,14.491996,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,56 m²,"CZK 4,300",Furnished,2,Yes,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,490,"1,228",363,"1,153",763,609,728,604,"1,317",77,New build,"CZK 36,000",Personal,Brick building,B,,Premium materials and solutions,Central heating,,,,1 to 10 years years,,,,,
651246,"CZK 16,000",50.131103,14.465863,"Bojasova, Prague - Kobylisy",2 bedroom,65 m²,"CZK 2,900",Unfurnished,4,No,No,No,Yes,No,Yes,No,01. 05. 2022,332,564,168,489,540,464,274,123,"1,273",231,Excellent,"CZK 25,000",Personal,Prefab concrete building,D,,,,,,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,01. 01. 1970,39,336,123,153,117,153,645,534,689,73,Excellent,"CZK 37,000",Personal,Brick building,A,,,,,,,,,,,,
578495,"CZK 16,500",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,615,"1,408",706,812,484,"1,495","1,407",943,,,New build,"CZK 34,000",Personal,Brick building,C,,Standard materials and solutions,Gas boiler,Middle floor,,,1 to 10 years years,,,,,
497578,"CZK 10,998",50.127579,14.448847,"Havlínova, Prague - Kobylisy",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Furnished,10,Yes,No,No,Yes,No,Yes,No,10. 05. 2022,350,"1,433",262,587,236,254,680,244,"1,111",110,Good,"CZK 14,000",Personal,Prefab concrete building,,,,,,,,,,,,,
378961,"CZK 11,000",50.0629278,14.3800684,"Černochova, Prague - Košíře",Studio,30 m²,"CZK 3,500",Furnished,5,No,No,No,No,Yes,Yes,No,01. 06. 2022,340,"1,245",672,"1,032",660,958,347,"1,228",618,,Excellent,"CZK 11,000",Personal,Brick building,C,,Standard materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
698899,"CZK 18,000",50.0774,14.50504,"Černokostelecká, Prague - Strašnice",1 bedroom with open-plan kitchen,52 m²,"CZK 4,400",Partially furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,33,808,482,699,157,575,614,733,605,,Excellent,"CZK 20,000",Personal,Brick building,,,Standard materials and solutions,Other,,Interior,,1 to 10 years years,,,,,
718031,"CZK 22,500",50.0908591,14.471919,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 7,500",Furnished,6,Yes,No,No,No,No,No,No,24. 06. 2022,137,"1,056",102,289,54,112,349,397,388,279,,,,,,,,,,,,,,,,,
718027,"CZK 12,000",50.03891,14.50712,"Leopoldova, Prague - Chodov",1 bedroom,46 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,15. 07. 2022,346,"1,043",282,386,72,476,185,436,93,,Good,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
209418,"CZK 17,500",50.1062237,14.4470997,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2020,189,305,149,318,63,211,378,666,371,305,Excellent,"CZK 16,500",Personal,Brick building,,Yes,,District heating,Middle floor,,,,,,,,
717642,"CZK 35,925",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,30 m²,"CZK 11,975",Furnished,6,No,No,No,No,No,Yes,No,21. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,,
