Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Administration fee,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Front garden,Investment Advisor,Developer name,Project name,Kód jednotky
703689,"CZK 8,500",50.07485,14.49166,"Nad Primaskou, Prague - Strašnice",Small studio,19 m²,"CZK 1,900",Unfurnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,145,226,123,194,139,170,134,452,649,183,Excellent,"CZK 10,400",,Personal,Brick building,,,Other,,,G,,,,,,
710797,"CZK 16,000",50.05115,14.45767,"Michelská, Prague - Michle",2 bedroom with open-plan kitchen,78 m²,"CZK 6,000",Furnished,2,No,No,No,Yes,No,No,No,15. 04. 2022,128,650,96,653,133,531,348,604,641,358,Good,"CZK 21,000",,Personal,Brick building,,,,,,G,,,,,,
710794,"CZK 37,500",50.075535,14.4452886,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 12,500",Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,96,290,15,494,73,336,519,216,542,280,,,,,,,,,,,,,,,,,
709041,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 24,950",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
710019,"CZK 26,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 8,750",Furnished,2,No,No,No,No,No,Yes,No,19. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
710791,"CZK 15,000",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",1 bedroom with open-plan kitchen,54 m²,CZK 550,Partially furnished,3,No,Yes,Yes,No,No,No,No,01. 01. 1970,204,452,"1,443",518,876,531,472,763,482,,Excellent,"CZK 15,000",,Personal,Brick building,,,,,,G,,,,,,
710788,"CZK 12,000",50.0415059,14.443105,"Antala Staška, Prague - Krč",2 bedroom,58 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,Yes,No,No,No,01. 05. 2022,51,341,189,271,116,171,332,201,854,251,Excellent,"CZK 12,000",,Cooperative,Brick building,,,,,,G,,,,,,
710787,"CZK 7,900",50.07281,14.39202,"Grafická, Prague - Smíchov",1 bedroom,34 m²,CZK 750,,1,No,No,No,No,No,No,No,01. 04. 2022,180,"1,022",120,713,141,840,199,908,"1,051",133,Excellent,,,Other,Brick building,,,,,,G,,,,,,
710785,"CZK 24,900",50.02494,14.45238,"Hurbanova, Prague - Krč",3 bedroom with open-plan kitchen,68 m²,"CZK 4,500",Unfurnished,9,No,No,No,Yes,No,Yes,No,17. 03. 2022,244,795,188,332,488,623,"1,186",294,160,,New build,"CZK 30,000",,Cooperative,Prefab concrete building,,Premium materials and solutions,District heating,Middle floor,Overall,B,,,,,,
707378,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,"CZK 11,250",Furnished,3,No,No,No,No,No,No,No,22. 03. 2022,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,,,,,,,
707300,"CZK 42,075",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 14,025",Furnished,6,No,No,No,No,No,Yes,No,19. 04. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
710783,"CZK 16,000",50.05408,14.35408,Prague - Jinonice,Studio,56 m²,"CZK 3,549",Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,17. 03. 2022,373,850,242,946,386,606,427,784,"1,256",593,Excellent,"CZK 32,000",,Personal,Brick building,,,,,,G,,,,,,
710781,"CZK 16,000",50.02145,14.45601,"V Štíhlách, Prague - Krč",3 bedroom,55 m²,"CZK 7,000",Partially furnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2022,480,635,523,361,189,770,"1,076",795,676,,Excellent,"CZK 30,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
641308,"CZK 15,200",50.053457,14.334296,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,55 m²,"CZK 4,800",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,20. 03. 2022,270,827,343,792,780,460,760,585,548,552,New build,"CZK 30,000",,Personal,Brick building,,,Central heating,,,B,Yes,,,,,
710705,"CZK 8,500",50.03847,14.51854,"Matúškova, Prague - Háje",Studio,30 m²,"CZK 3,000",Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 04. 2022,455,940,330,"1,297",379,892,525,416,534,283,Excellent,"CZK 13,000",,Cooperative,Prefab concrete building,,,District heating,Top floor,,G,,,,,,
710768,"CZK 12,000",50.05187,14.42784,"Na Hřebenech Ⅱ, Prague - Podolí",Studio,30 m²,"CZK 1,900",Partially furnished,3,No,Yes,No,No,No,No,No,03. 04. 2022,62,"1,248",70,346,147,590,696,532,529,422,Excellent,"CZK 24,000",,Personal,Other,,,,,,G,,,,,,
367139,"CZK 10,500",50.057451557491,14.282505145508,"Prušánecká, Prague - Zličín",Small studio,29 m²,"CZK 2,500",Furnished,2,Yes,No,No,No,No,No,No,,226,990,817,747,832,872,221,"1,094",88,,,"CZK 13,000",,Personal,Brick building,1 to 10 years years,,,,,C,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,"CZK 2,700",Furnished,3,No,No,Yes,No,No,Yes,No,,169,27,121,533,102,404,206,285,522,276,Excellent,"CZK 18,300",,Personal,Brick building,,Standard materials and solutions,,Middle floor,Overall,,,,,,,
707401,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,
707400,"CZK 24,000",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 8,000",Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,,,,,,
707379,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
707301,"CZK 37,620",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,54 m²,"CZK 12,540",Furnished,7,No,No,No,No,No,Yes,No,18. 04. 2022,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,,,,,,
707284,"CZK 24,938",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,43 m²,"CZK 8,312",Furnished,4,No,No,No,No,No,Yes,No,27. 03. 2022,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,70 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,40 m²,CZK 1,Partially furnished,2,No,No,No,No,No,No,No,17. 03. 2022,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,New build,"CZK 18,000",,Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,,,A,,,,,,
707326,"CZK 35,063",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,72 m²,"CZK 11,687",Furnished,5,No,No,No,No,No,Yes,No,27. 03. 2022,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,,,,,
707258,"CZK 56,700",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,72 m²,"CZK 18,900",Furnished,3,No,No,No,No,No,Yes,No,25. 03. 2022,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,,,,,,,
707403,"CZK 22,500",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom,,"CZK 7,500",Furnished,4,No,No,No,No,No,No,No,07. 04. 2022,100,437,82,124,1,340,531,"1,038","1,232",691,,,,,,,,,,,,,,,,,
707325,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 14,991",Furnished,6,Yes,Yes,No,No,No,Yes,No,22. 03. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,600",Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,214,442,432,483,306,438,648,903,831,140,Good,"CZK 24,000",,Personal,Prefab concrete building,,Standard materials and solutions,District heating,,Exterior,C,,,,,,
708894,"CZK 25,500",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,41 m²,"CZK 8,500",Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,394,499,253,432,280,389,317,725,696,412,,,,,,,,,,,,,,,,,
707297,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,25. 04. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,,
708882,"CZK 19,166",50.0388338,14.3231874,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,60 m²,"CZK 6,389",Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,188,"1,187",832,"1,111",550,983,731,"1,127",688,53,,,,,,,,,,,,,,,,,
710754,"CZK 13,000",50.06522,14.42705,"Nezamyslova, Prague - Nusle",1 bedroom with open-plan kitchen,44 m²,"CZK 3,910",Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,117,633,61,428,4,359,613,673,491,222,Excellent,"CZK 15,000",,Personal,Brick building,,,Gas boiler,Middle floor,Overall,G,,,,,,
710751,"CZK 15,000",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",2 bedroom,63 m²,CZK 950,Partially furnished,1,No,No,Yes,No,No,No,No,01. 06. 2022,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,Excellent,"CZK 30,000",,Personal,Brick building,,,Electric boiler,Raised ground floor,Overall,F,,,,,,
630935,"CZK 15,200",50.090044126296,14.427417358499,"Revoluční, Prague - Staré Město",Studio,28 m²,"CZK 1,800",Furnished,4,Yes,No,No,No,No,Yes,No,24. 03. 2022,93,88,57,97,15,208,187,221,303,307,Excellent,"CZK 17,000",,Personal,Brick building,,,,,,C,,,,,,
710730,"CZK 16,000",50.14044,14.50634,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,10,No,No,No,No,No,No,No,16. 03. 2022,194,861,170,763,356,84,389,435,542,207,Good,"CZK 32,000",,Personal,Other,,,,,,G,,,,,,
661144,"CZK 15,900",50.066599,14.396753,Prague - Smíchov,2 bedroom,62 m²,CZK 790,Partially furnished,1,Yes,No,No,No,No,No,No,08. 01. 2022,223,365,225,754,130,451,312,524,755,325,Excellent,"CZK 16,690",,Personal,Brick building,,,Electric boiler,Middle floor,Overall,D,,,,,,
710724,"CZK 15,000",50.0846,14.48268,"Zvěřinova, Prague - Strašnice",Studio,34 m²,"CZK 2,500",Furnished,1,Yes,No,Yes,No,No,Yes,No,16. 03. 2022,75,"1,395",672,"1,280",492,"1,012","1,147",268,457,453,New build,"CZK 35,000",,Personal,Other,,Premium materials and solutions,,,,B,Yes,,,,,
710726,"CZK 26,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,75 m²,"CZK 1,000",Furnished,1,No,No,No,No,No,Yes,No,17. 03. 2022,24,328,2,54,39,135,637,"1,271",291,374,Excellent,"CZK 40,000",,Personal,Brick building,,,,,,G,,,,,,
710719,"CZK 29,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,90 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,24,328,2,54,39,135,637,"1,271",291,374,Excellent,"CZK 40,000",,Personal,Brick building,,,,,,G,,,,,,
710716,"CZK 18,490",50.12410861111,14.45105888888,"Čimická, Prague - Kobylisy",2 bedroom with open-plan kitchen,56 m²,"CZK 3,275",Partially furnished,1,No,No,Yes,No,No,Yes,No,,129,911,89,68,310,369,384,605,"1,119",238,Excellent,"CZK 21,765","CZK 21,765

                                
                                
                
i",Personal,Brick building,,,,,,G,,,,,,
710711,"CZK 12,500",50.1422367,14.5077786,"Malkovského, Prague - Letňany",Studio,35 m²,"CZK 2,500",Furnished,8,No,No,No,No,No,Yes,No,16. 03. 2022,79,988,183,"1,021",314,343,550,156,241,170,Excellent,"CZK 15,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
510540,"CZK 11,300",50.0539099,14.3425225,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,36 m²,"CZK 4,200",Furnished,8,No,No,Yes,No,No,No,No,,264,571,261,577,480,226,399,199,"1,175",166,,"CZK 14,500",,Personal,Prefab concrete building,,,,,,,,,,,,
468373,"CZK 15,000",50.0886582,14.4839684,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,51 m²,"CZK 2,800",Partially furnished,3,No,No,No,No,No,Yes,No,,391,821,433,633,148,676,500,368,365,124,New build,,,Personal,Low-energy building,,,,,,B,Yes,,,,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,63 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,71,334,187,202,113,9,263,225,368,177,Good,,,Cooperative,Brick building,,,Other,Middle floor,Exterior,G,,,,,,
560871,"CZK 19,000",50.0467784,14.5206332,Prague - Hostivař,2 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,Yes,Yes,Yes,No,16. 06. 2022,210,"1,221",293,"1,184",263,351,564,285,"1,054",71,Excellent,"CZK 20,000",,Personal,Prefab concrete building,,Premium materials and solutions,District heating,Middle floor,Overall,B,,,,,,
710699,"CZK 9,990",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,26 m²,"CZK 3,100",Partially furnished,,No,No,No,No,No,No,No,,113,"1,284",200,101,713,832,"1,163",548,369,,Good,"CZK 13,090","CZK 13,090

                                
                                
                
i",Personal,Prefab concrete building,,,,,,G,,,,,,
707614,"CZK 17,000",50.02628,14.53074,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,No,Yes,Yes,21. 02. 2022,98,973,382,630,464,704,311,473,765,410,New build,"CZK 34,000",,Personal,Low-energy building,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,C,,,,,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,58 m²,"CZK 3,200",Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,184,"1,129",323,565,140,485,462,303,711,319,Excellent,"CZK 23,000",,Personal,Brick building,,Premium materials and solutions,Gas boiler,,Interior,G,,,,,,
710118,"CZK 20,000",50.06355,14.45312,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,60 m²,"CZK 1,000",Unfurnished,5,No,Yes,No,No,No,Yes,No,14. 03. 2022,127,584,125,706,5,569,367,393,371,450,Excellent,"CZK 20,000",,Personal,Brick building,,,,,,G,,,,,,
673330,"CZK 24,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,70 m²,CZK 133,Furnished,14,No,Yes,Yes,No,Yes,Yes,No,14. 04. 2022,,,,,,,,,,,New build,"CZK 48,000",,Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1408
684383,"CZK 17,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,50 m²,CZK 133,Unfurnished,6,No,Yes,Yes,No,Yes,Yes,No,08. 04. 2022,,,,,,,,,,,Excellent,"CZK 35,000",,Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,605
707732,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,48 m²,CZK 133,Furnished,5,No,Yes,Yes,No,Yes,Yes,No,14. 04. 2022,,,,,,,,,,,Excellent,"CZK 40,600",,Personal,Other,1 to 10 years years,Premium materials and solutions,,,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,513
695007,"CZK 14,000",50.101802239666,14.452645931906,"Tusarova, Prague - Holešovice",Studio,30 m²,"CZK 2,500",Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,171,523,79,246,9,188,385,347,96,262,New build,"CZK 18,000",,Personal,Brick building,,,,,,B,,,,,,
379038,"CZK 16,500",50.0689346,14.3631419,"Nepomucká, Prague - Košíře",2 bedroom with open-plan kitchen,68 m²,"CZK 7,500",Furnished,13,Yes,Yes,Yes,No,No,Yes,No,,191,966,426,622,454,515,301,"1,085",478,679,,,,Cooperative,Prefab concrete building,,,Central heating,Middle floor,,C,,,,,,
692406,"CZK 15,000",50.08455,14.4042,"Újezd, Prague - Malá Strana",Studio,25 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,No,No,15. 12. 2021,66,390,0,445,32,468,170,164,247,253,Excellent,"CZK 10,000",,Other,Brick building,,,,,,G,,,,,,
710458,"CZK 4,500",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,25 m²,,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,359,851,433,768,887,703,310,,,,Excellent,CZK 500,,Personal,Brick building,,Standard materials and solutions,,,,G,,10 m²,,,,
710665,"CZK 24,500",50.10137,14.42546,"Malířská, Prague - Bubeneč",1 bedroom with open-plan kitchen,51 m²,"CZK 1,500",Furnished,3,Yes,No,Yes,Yes,No,Yes,No,17. 03. 2022,270,323,112,253,173,64,285,151,440,,Excellent,"CZK 40,000",,Personal,Brick building,,Premium materials and solutions,Gas boiler,Middle floor,Overall,G,,,,,,
180914,"CZK 11,000",50.0621567,14.4516187,"Bartoškova, Prague - Nusle",Studio,45 m²,"CZK 2,700",Furnished,2,No,No,No,No,No,No,No,,253,848,363,583,381,720,611,191,837,248,,"CZK 22,000",,Cooperative,Brick building,,,,,,,,,,,,
66363,"CZK 14,000",50.0459523,14.4449268,"Obětí 6. května, Prague - Krč",2 bedroom,35 m²,CZK 500,Unfurnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,331,532,191,315,246,272,366,559,826,191,,"CZK 20,000",,Personal,Brick building,,,,Middle floor,Overall,,,,,,,
609646,"CZK 9,990",50.037252,14.594891,"Křemenná, Prague - Uhříněves",Small studio,40 m²,CZK 1,,3,No,No,No,No,Yes,No,No,18. 03. 2022,474,"1,259",611,"1,045",952,"1,032",545,575,"1,455",309,New build,"CZK 18,000",,Personal,Brick building,,,,,,A,Yes,,,,,
167754,"CZK 16,900",50.117620409718,14.49581958214,"Nad Šestikopy, Prague - Prosek",1 bedroom with open-plan kitchen,74 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,Yes,17. 03. 2022,124,931,331,289,75,358,328,254,953,295,New build,"CZK 22,100",,Personal,Brick building,,,,Middle floor,,,Yes,,,,,
710091,"CZK 12,000",50.0565943,14.4894568,"Ve Slatinách, Prague - Záběhlice",Studio,38 m²,"CZK 3,000",Furnished,2,Yes,No,Yes,No,No,No,No,01. 04. 2022,357,"1,077",408,"1,459",542,511,574,"1,105",472,627,Excellent,"CZK 15,000",,Personal,Brick building,,,,,,A,,,,,,
567121,"CZK 18,000",50.0719459,14.4561479,"Finská, Prague - Vršovice",2 bedroom,56 m²,"CZK 3,500",Unfurnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,205,665,93,442,124,440,135,322,613,293,,"CZK 25,000",,Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,,
710649,"CZK 21,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,61 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 25,000",,Personal,Low-energy building,,,,,,A,,,,,,
710643,"CZK 19,000",50.07424,14.43011,"Legerova, Prague - Nové Město",Studio,30 m²,"CZK 4,000",Furnished,5,No,No,Yes,No,No,Yes,No,16. 03. 2022,136,558,76,29,35,206,377,496,453,502,New build,"CZK 30,000",,Personal,Other,,,,,,B,,,,,,
74022,"CZK 19,000",50.0493268,14.4825161,Prague - Záběhlice,3 bedroom,67 m²,"CZK 3,000",Partially furnished,5,Yes,No,No,No,No,No,No,01. 04. 2022,86,477,65,490,178,"1,241",422,365,921,309,,"CZK 30,000",,Personal,Brick building,,Premium materials and solutions,District heating,Top floor,Overall,,,,,,,
710637,"CZK 23,000",50.0073,14.38334,"Hvězdářská, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,83 m²,"CZK 4,000",Partially furnished,3,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,208,685,679,894,"1,159",,,,,,New build,"CZK 46,000",,Personal,Brick building,,,,,,G,,,,,,
539268,"CZK 11,500",49.9848776,14.3593628,"náměstí Osvoboditelů, Prague - Radotín",1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 05. 2022,199,172,98,548,148,422,532,727,496,45,,"CZK 15,000",,Personal,Prefab concrete building,,,,,,,,,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,27 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,83,843,18,53,67,114,138,"1,337",311,511,Excellent,"CZK 12,000",,Personal,Brick building,,,Central heating,Middle floor,,G,,,,,,
705700,"CZK 14,000",49.99128,14.40904,"U Vlečky, Prague - Modřany",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,Yes,Yes,No,15. 02. 2022,258,214,226,"1,151",29,,,,,,Good,"CZK 25,000",,Personal,Low-energy building,,,,,Interior,G,,,,,,
710630,"CZK 18,000",50.04487,14.46429,"Na Záhonech, Prague - Michle",Studio,52 m²,"CZK 2,500",Furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,235,978,329,"1,036",354,510,340,396,668,273,Excellent,"CZK 18,000",,Personal,Brick building,,,,,,A,,,,,,
646029,"CZK 10,000",50.07513,14.38313,"U Pernikářky, Prague - Smíchov",Studio,21 m²,"CZK 2,043",Partially furnished,2,No,No,Yes,No,No,Yes,No,27. 07. 2021,533,"1,143",696,"1,324",746,"1,383",721,327,"1,097",363,Excellent,"CZK 15,000",,Personal,Brick building,,,,,,D,,,,,,
705686,"CZK 14,000",50.04577,14.32639,"Sezemínská, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 3,400",Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,412,506,450,376,286,453,42,215,432,4,Excellent,"CZK 28,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
535395,"CZK 17,900",50.0769938,14.4526254,"Řipská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 4,500",Furnished,5,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,181,92,154,42,46,180,224,411,830,214,Excellent,"CZK 25,000",,Personal,Brick building,1 to 10 years years,Standard materials and solutions,,Middle floor,,,,,,,,
710615,"CZK 20,000",50.04232,14.45218,"U Krčské vodárny, Prague - Krč",2 bedroom,55 m²,"CZK 4,000",Unfurnished,10,No,No,Yes,No,No,Yes,No,16. 03. 2022,338,946,404,355,146,291,477,697,"1,161",382,Good,"CZK 10,000",,Personal,Brick building,,,,,,G,,,,,,
122866,"CZK 22,000",50.0506294,14.3434968,"Sluneční Nám., Prague - Stodůlky",2 bedroom with open-plan kitchen,102 m²,"CZK 4,000",Furnished,19,No,No,No,No,No,No,No,01. 03. 2022,163,252,109,131,84,124,255,257,"1,017",142,,"CZK 22,000",,Cooperative,Other,,,,,,,,,,,,
632456,"CZK 20,000",50.094447,14.349836,"Pod Dvorem, Prague - Veleslavín",1 bedroom with open-plan kitchen,51 m²,"CZK 5,000",Furnished,,No,No,Yes,No,Yes,Yes,Yes,16. 03. 2022,306,986,351,"1,015",331,303,506,614,815,533,New build,"CZK 30,000",,Personal,Low-energy building,,,,,,B,Yes,,,,,
553707,"CZK 12,000",50.070908,14.4518602,"Moskevská, Prague - Vršovice",Small studio,29 m²,"CZK 1,500",Unfurnished,2,No,No,No,No,No,No,No,01. 04. 2022,53,582,16,165,45,437,94,344,272,260,,"CZK 24,000",,Personal,Brick building,,,,,,,,,,,,
577002,"CZK 16,500",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,399,778,398,794,980,582,"1,071",806,,,,"CZK 49,500",,Personal,Brick building,,,,,,C,,,,,,
376246,"CZK 13,000",50.1287704,14.4513024,"Paláskova, Prague - Kobylisy",1 bedroom,33 m²,"CZK 2,000",Furnished,8,No,No,No,No,No,Yes,No,04. 03. 2022,217,105,764,359,408,843,565,"1,441",243,,Excellent,"CZK 15,000",,Personal,Prefab concrete building,,,District heating,,,G,,,,,,
361195,"CZK 13,000",50.1066973,14.455057,"Jankovcova, Prague - Holešovice",2 bedroom,49 m²,"CZK 1,000",Partially furnished,1,Yes,No,Yes,No,No,Yes,No,15. 03. 2022,217,807,72,619,53,570,567,"1,072",411,232,Excellent,"CZK 20,000",,Personal,Brick building,1 to 10 years years,,,Middle floor,Overall,B,,,,,,
498710,"CZK 11,300",50.066905652166,14.431690307952,"Na Folimance, Prague - Vinohrady",Studio,33 m²,"CZK 2,700",Furnished,5,No,No,No,No,No,No,No,,361,644,260,752,162,382,418,471,3,147,,"CZK 14,000",,Personal,Brick building,1 to 10 years years,Standard materials and solutions,,Middle floor,Overall,,,,,,,
710593,"CZK 13,000",50.03538,14.38485,"Silurská, Prague - Hlubočepy",2 bedroom with open-plan kitchen,56 m²,"CZK 2,700",Unfurnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,368,"1,223",624,"1,131",463,"1,189","1,356","1,341","1,309",576,New build,"CZK 26,000",,Personal,Brick building,,,,,,B,,,,,,
710589,"CZK 11,000",50.0102,14.46708,"Dobronická, Prague - Libuš",Studio,41 m²,"CZK 2,500",Unfurnished,4,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,52,360,489,438,525,975,"1,331","1,477","1,327",,New build,"CZK 22,000",,Personal,Brick building,,,,,,B,,,,,,
614231,"CZK 12,000",50.103461,14.454121,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",,6,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,36,463,20,195,106,104,641,603,181,546,New build,"CZK 24,000",,Personal,Brick building,,,,,,B,,,,,,
