Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Front garden,Renovation,Age,Administration fee,New building,Developer name,Project name,Kód jednotky
704929,"CZK 7,300",50.12888,14.45091,"Paláskova, Prague - Kobylisy",1 bedroom,Excellent,39 m²,"CZK 4,700","CZK 12,000",Personal,Prefab concrete building,Furnished,11,No,No,No,Yes,No,Yes,No,02. 02. 2022,G,285,"1,429",145,584,174,260,748,495,"1,361",118,,,,,,,,,,,
703503,"CZK 12,000",50.12617,14.42044,"Hnězdenská, Prague - Troja",Studio,Excellent,47 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,07. 02. 2022,C,206,279,292,349,143,293,800,990,"1,268",421,,,,,,,,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,,82 m²,"CZK 29,537",,,,Furnished,6,No,Yes,No,No,No,Yes,No,04. 02. 2022,,262,583,62,229,43,244,476,576,376,483,,,,,,,,,,,
695225,"CZK 16,245",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,33 m²,"CZK 5,415",,,,Furnished,2,No,No,No,No,No,Yes,No,04. 02. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
704926,"CZK 16,000",50.10912,14.55818,"Pelušková, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,G,107,929,101,143,883,547,"1,452",424,,,,,,,,,,,,,
461856,"CZK 13,999",50.1064671,14.4542935,"U Parního mlýna, Prague - Holešovice",1 bedroom,Excellent,33 m²,CZK 1,,Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,,306,717,105,530,107,410,474,981,318,267,Standard materials and solutions,Other,,,,,,,,,
704925,"CZK 17,000",50.02624,14.52365,"Doubravická, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,500","CZK 17,000",Cooperative,Prefab concrete building,Partially furnished,10,No,No,No,No,No,Yes,No,03. 02. 2022,G,169,949,182,781,202,444,389,552,877,135,,,,,,,,,,,
704908,"CZK 15,000",50.07632,14.43525,"Italská, Prague - Vinohrady",1 bedroom,Excellent,45 m²,CZK 750,"CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,02. 02. 2022,G,27,86,178,47,79,221,380,470,523,744,,Gas boiler,Middle floor,,,,,,,,
680099,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,,"CZK 9,975",,,,Furnished,7,No,No,No,No,No,Yes,Yes,04. 02. 2022,,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,
100900,"CZK 12,400",50.1173105,14.2971938,"Hokešovo nám., Prague - Přední Kopanina",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,100","CZK 16,500",,Brick building,Furnished,2,No,No,No,No,No,No,No,27. 06. 2021,,33,176,294,,,,,,,,,Central heating,,,,,,,,,
614371,"CZK 11,900",50.103399,14.44867,"Dělnická, Prague - Holešovice",Studio,Excellent,21 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Furnished,7,Yes,Yes,No,No,No,Yes,No,16. 02. 2022,G,135,196,103,97,102,194,294,370,481,351,,District heating,Top floor,,,,,,,,
198973,"CZK 10,000",50.0464879,14.4427116,"U nových domů III, Prague - Krč",Studio,Excellent,31 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,C,291,414,111,356,137,313,174,583,593,332,Standard materials and solutions,Gas boiler,Raised ground floor,300 m²,Overall,,,,,,
361871,"CZK 13,500",50.1341967,14.5084069,"Vratimovská, Prague - Letňany",2 bedroom,,50 m²,"CZK 2,950","CZK 17,000",Personal,Prefab concrete building,Partially furnished,6,Yes,No,No,No,No,No,No,07. 02. 2022,C,120,837,185,513,386,385,63,330,218,232,,,,,Overall,,,,,,
680007,"CZK 45,000",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,,72 m²,"CZK 15,000",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 02. 2022,,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,
670463,"CZK 21,500",50.09978,14.37493,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 3,500","CZK 48,000",Cooperative,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,05. 07. 2021,G,77,"1,146",149,759,277,338,783,447,816,249,Premium materials and solutions,Central heating,,,,,,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,Good,28 m²,"CZK 3,500","CZK 10,000",Personal,Prefab concrete building,,4,No,No,Yes,No,No,Yes,No,07. 02. 2022,G,109,534,142,184,203,265,461,310,325,297,,District heating,Middle floor,,,,,,,,
588123,"CZK 23,000",50.075306,14.41547,"Dittrichova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 27,000",Cooperative,Brick building,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,G,117,263,234,291,45,337,175,523,739,462,Standard materials and solutions,Gas boiler,Ground floor,,Interior,30 to 50 years years,,,,,
704913,"CZK 15,000",50.09003,14.47284,"Biskupcova, Prague - Žižkov",1 bedroom,Excellent,62 m²,CZK 610,"CZK 15,000",Cooperative,Brick building,Unfurnished,,No,No,Yes,Yes,No,No,No,07. 02. 2022,G,291,973,49,344,43,178,293,248,443,380,,,,,,,,,,,
304046,"CZK 10,000",50.0678085,14.4327085,Prague - Vinohrady,Studio,Excellent,45 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,10. 02. 2022,,153,761,146,773,143,515,439,641,193,280,,Gas boiler,,,,,,,,,
704911,"CZK 13,000",50.13537,14.47236,"Šimůnkova, Prague - Kobylisy",Studio,Excellent,36 m²,"CZK 2,500","CZK 26,000",Cooperative,Prefab concrete building,Unfurnished,2,No,No,No,No,Yes,No,No,15. 02. 2022,G,192,"1,069",441,"1,166",401,"1,044",548,297,"1,194",147,,,,,,,,,,,
221478,"CZK 10,500",50.1248198,14.4963623,"Českolipská, Prague - Střížkov",Studio,,31 m²,"CZK 2,500","CZK 10,500",Personal,Prefab concrete building,Furnished,6,No,No,No,Yes,No,Yes,No,03. 02. 2022,,263,267,231,218,210,341,384,335,"1,061",155,Standard materials and solutions,District heating,Middle floor,,Overall,,,,,,
704193,"CZK 9,500",50.03945,14.50879,"Majerského, Prague - Chodov",Studio,Excellent,32 m²,"CZK 2,500","CZK 10,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,29. 01. 2022,G,359,"1,093",229,480,146,622,331,486,125,,,,,,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,,46 m²,"CZK 6,000",,,,Furnished,1,No,No,No,No,No,No,No,04. 02. 2022,,211,"1,258",662,"1,150",181,848,"1,132",609,96,214,,,,,,,,,,,
704890,"CZK 17,500",50.07866,14.42339,"Navrátilova, Prague - Nové Město",1 bedroom,Excellent,45 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,04. 03. 2022,A,156,626,139,165,6,325,219,540,570,477,Premium materials and solutions,Electric boiler,,,Overall,1 to 10 years years,,,,,
704909,"CZK 17,500",50.0717606,14.4788675,"Kubánské náměstí, Prague - Vršovice",2 bedroom,Excellent,62 m²,"CZK 2,800","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,236,165,241,357,36,76,265,160,494,341,,,,,,,,,,,
587534,"CZK 12,000",50.043362,14.460202,"Jihlavská, Prague - Michle",2 bedroom,Good,45 m²,"CZK 1,700","CZK 10,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,D,214,732,269,851,94,268,715,557,655,368,,,,,,,,,,,
700355,"CZK 15,000",50.05668,14.48888,"Ve Slatinách, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,54 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,D,388,"1,104",431,"1,472",570,539,602,"1,133",500,654,,,,,,,,,,,
131521,"CZK 21,000",50.0821453,14.4455325,"Bořivojova, Prague - Žižkov",2 bedroom with open-plan kitchen,,68 m²,"CZK 4,900",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,05. 02. 2022,G,537,543,175,570,15,249,284,292,618,279,,,,,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,2,No,No,No,No,No,Yes,No,04. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
293078,"CZK 18,000",50.1062007,14.5484111,"Kardašovská, Prague - Hloubětín",3 bedroom,,80 m²,"CZK 2,000",,Other,Prefab concrete building,Unfurnished,6,Yes,No,No,No,No,No,No,,,117,874,230,892,472,900,298,618,"1,071",199,,,,,,,,,,,
687894,"CZK 35,000",50.1026798,14.423257,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,145 m²,"CZK 7,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,No,No,26. 01. 2022,G,326,374,221,298,115,331,416,341,123,,,Gas boiler,,,,,,,,,
696137,"CZK 22,000",50.0868,14.37019,"Za Kajetánkou, Prague - Břevnov",2 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 5,200","CZK 26,500",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,02. 02. 2022,C,73,613,261,685,139,438,274,370,680,555,Premium materials and solutions,Gas boiler,Middle floor,20 m²,Overall,,,,,,
193776,"CZK 16,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,,49 m²,CZK 500,"CZK 32,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,166,"1,038",161,232,43,143,294,359,331,393,,,,2000 m²,,,,,,,
367572,"CZK 15,100",50.0987306,14.4286503,"Letohradská, Prague - Holešovice",1 bedroom,Excellent,44 m²,"CZK 2,850","CZK 17,950",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,,256,535,159,206,126,211,170,"1,356",214,282,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
704897,"CZK 13,000",50.1227,14.49844,"Jablonecká, Prague - Prosek",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 1,200","CZK 13,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,07. 02. 2022,G,393,114,138,178,147,483,365,303,"1,180",220,,,,,,,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,Excellent,18 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,,120,965,134,"1,386",19,188,126,"1,242","1,005",331,Standard materials and solutions,Central heating,Middle floor,,Interior,,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,70 m²,"CZK 3,500","CZK 23,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,G,19,488,114,488,208,308,207,848,402,134,,,,,,,,,,,
704896,"CZK 16,900",50.09168,14.42675,"Hradební, Prague - Staré Město",2 bedroom,Excellent,58 m²,"CZK 2,900","CZK 20,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,02. 02. 2022,G,118,167,114,138,105,124,223,421,168,290,,,,,,,,,,,
704893,"CZK 7,686",50.1336729,14.5482756,"Železnobrodská, Prague - Kbely",Studio,Good,21 m²,"CZK 2,110","CZK 9,796",Personal,Other,,1,No,No,No,No,No,No,No,11. 02. 2022,,42,304,245,300,238,334,334,231,119,,,,,,,,"CZK 1,153",,,,
704075,"CZK 18,500",50.08641,14.38188,"Za Pohořelcem, Prague - Střešovice",3 bedroom,Excellent,81 m²,CZK 610,"CZK 18,500",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,31. 01. 2022,F,167,593,230,935,142,699,500,490,432,134,,Electric boiler,,,Overall,,,,,,
704760,"CZK 23,000",50.00412,14.41096,"Ke Zvonici, Prague - Modřany",2 bedroom,Excellent,60 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,No,No,01. 02. 2022,C,275,593,539,687,495,413,448,353,"1,054",119,,Gas boiler,Top floor,,Overall,,,,,,
396219,"CZK 32,000",50.0743702,14.4380747,"Francouzská, Prague - Vinohrady",3 bedroom,,100 m²,"CZK 5,500","CZK 32,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,15. 02. 2022,,83,328,33,311,17,257,197,373,742,638,,Central heating,Middle floor,,,,,,,,
427407,"CZK 16,700",50.1091682,14.5338204,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,,52 m²,"CZK 2,250","CZK 35,400",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,,C,356,656,311,637,553,473,465,269,766,276,Premium materials and solutions,District heating,Raised ground floor,,Overall,,,,,,
691087,"CZK 10,990",50.0851483,14.4512417,"Štítného, Prague - Žižkov",Studio,Excellent,30 m²,CZK 760,"CZK 20,000",Personal,Other,Partially furnished,1,No,No,No,No,No,Yes,No,15. 02. 2022,B,173,144,56,115,75,165,167,383,199,457,Premium materials and solutions,Central heating,Middle floor,,Overall,1 to 10 years years,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,Excellent,57 m²,CZK 600,"CZK 14,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,01. 02. 2022,D,183,789,420,473,89,245,193,614,700,165,,Other,,,,,,,,,
610826,"CZK 20,000",50.103098,14.45016,"Komunardů, Prague - Holešovice",3 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,03. 02. 2022,G,75,279,16,49,110,70,323,286,416,267,Standard materials and solutions,,Middle floor,,Overall,1 to 10 years years,,,,,
353410,"CZK 23,000",50.0375749,14.3957288,"Švábova, Prague - Hlubočepy",3 bedroom,Excellent,105 m²,"CZK 3,500","CZK 23,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,B,426,"1,360","1,111","1,425","1,250","1,162","1,215",,,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,,,
704885,"CZK 13,500",50.06613,14.45027,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 2,900","CZK 27,000",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,No,No,10. 02. 2022,G,152,429,72,537,100,233,216,374,62,445,,,,,,,,,,,
704703,"CZK 12,500",50.13086,14.47614,"Chabařovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,800","CZK 15,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,No,No,Yes,No,07. 02. 2022,C,362,634,98,764,302,670,218,192,"1,497",197,,District heating,,,Interior,,,,,,
704020,"CZK 9,804",50.03969895,14.45848458331,"Budějovická, Prague - Krč",Studio,Good,22 m²,"CZK 2,562","CZK 12,366",Personal,Other,,1,No,No,No,No,No,No,No,25. 05. 2019,,245,"1,205",382,928,252,528,887,"1,030","1,163",582,,,,,,,"CZK 1,471",,,,
555302,"CZK 32,000",50.0750555,14.4531749,Prague - Vinohrady,2 bedroom,Excellent,79 m²,"CZK 4,000","CZK 45,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,31. 01. 2022,,146,311,101,261,137,64,218,489,530,253,Premium materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
703788,"CZK 12,941",50.0215761,14.4894951,"Jana Růžičky, Prague - Kunratice",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,136","CZK 16,077",Personal,Other,,1,No,No,No,No,No,No,No,01. 03. 2022,,111,891,165,984,391,184,210,194,471,92,,,,,,,"CZK 1,941",,,,
700623,"CZK 12,553",50.048449,14.425548,"Pod Pekařkou, Prague - Podolí",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 2,404","CZK 14,957",Personal,Other,,1,No,No,No,No,No,No,No,25. 01. 2022,,433,"1,385",535,837,304,976,603,707,"1,128",584,,,,,,,"CZK 1,883",,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,Good,48 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,311,762,258,352,250,361,291,585,379,318,,,,,,,,,,,
623579,"CZK 10,500",50.064124,14.287435,"Hevlínská, Prague - Zličín",Studio,New build,38 m²,"CZK 2,454","CZK 10,500",Personal,Brick building,,2,No,Yes,No,No,No,Yes,No,15. 02. 2022,C,232,175,"1,056",791,818,"1,085",493,,,,,,,,,,,,,,
603030,"CZK 13,500",50.089743,14.469509,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,700","CZK 17,200",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,15. 06. 2020,G,107,769,38,114,13,87,391,360,473,409,Standard materials and solutions,Other,Middle floor,,Overall,1 to 10 years years,,,,,
399383,"CZK 12,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,,C,252,437,31,232,109,177,177,13,435,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
704876,"CZK 12,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,Excellent,80 m²,"CZK 6,000","CZK 18,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,Yes,Yes,Yes,No,No,02. 02. 2022,D,488,243,535,300,484,5,,,,,,Central heating,,,,,,,,,
703891,"CZK 15,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 5,225",,,,Furnished,2,No,No,No,No,No,Yes,No,04. 02. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
553592,"CZK 21,500",50.1021888,14.4254548,"Malířská, Prague - Bubeneč",2 bedroom,Excellent,78 m²,CZK 850,"CZK 42,500",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,A,357,414,107,343,236,165,256,146,321,,Premium materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
704879,"CZK 11,000",50.09968,14.48366,"Novovysočanská, Prague - Libeň",Studio,New build,32 m²,"CZK 2,600","CZK 15,000",Personal,Other,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,B,228,"1,314",395,"1,166",348,"1,209",539,532,699,278,,,,,,,,Yes,,,
704878,"CZK 11,900",50.10608,14.58416,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,02. 02. 2022,B,514,563,440,487,523,834,"1,462",667,500,,,,,,,,,,,,
695439,"CZK 13,000",50.01627,14.62809,"Bazalková, Prague - Kolovraty",Studio,New build,44 m²,"CZK 2,749","CZK 26,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,10. 12. 2021,G,444,505,930,863,607,901,526,"1,071",157,,,,,,,,,,,,
669336,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 133,"CZK 40,600",Personal,Other,Furnished,13,No,Yes,Yes,No,Yes,Yes,No,07. 02. 2022,A,,,,,,,,,,,Premium materials and solutions,,Middle floor,,,1 to 10 years years,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,1304
681607,"CZK 24,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,67 m²,CZK 133,"CZK 49,000",Personal,Other,Furnished,1308,No,Yes,Yes,No,Yes,Yes,No,07. 02. 2022,A,,,,,,,,,,,Premium materials and solutions,District heating,Middle floor,,,1 to 10 years years,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,711
686770,"CZK 13,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,Excellent,31 m²,CZK 133,"CZK 26,200",Personal,Other,Furnished,4,No,No,Yes,No,Yes,Yes,No,07. 03. 2022,A,,,,,,,,,,,,,Middle floor,,,1 to 10 years years,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,425T
690538,"CZK 12,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,New build,27 m²,CZK 133,"CZK 25,800",Personal,Other,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,26. 11. 2021,A,,,,,,,,,,,,,,,,,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,708
693963,"CZK 19,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,Excellent,52 m²,CZK 133,"CZK 38,200",Personal,Other,Furnished,10,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,A,,,,,,,,,,,Premium materials and solutions,,Middle floor,,,1 to 10 years years,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,1016
704874,"CZK 19,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 133,"CZK 39,800",Personal,Other,Furnished,12,No,No,Yes,No,Yes,Yes,No,07. 02. 2022,A,,,,,,,,,,,Premium materials and solutions,,Middle floor,,,1 to 10 years years,,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,1209
690649,"CZK 11,000",49.98979,14.4071,"Na Homoli, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Unfurnished,,No,No,Yes,No,No,No,No,01. 02. 2022,G,241,153,201,"1,159",337,,,,,,,,,,,,,,,,
699887,"CZK 13,000",50.09159,14.47407,"Koněvova, Prague - Žižkov",1 bedroom,Excellent,47 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,B,65,"1,233",38,96,186,153,162,385,195,258,,,,,,,,,,,
561302,"CZK 11,000",50.1018773,14.4368742,"Bubenská, Prague - Holešovice",Small studio,,25 m²,"CZK 1,000","CZK 12,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,01. 12. 2021,C,181,978,234,343,133,433,418,"1,441",475,975,,,Middle floor,,,,,,,,
346124,"CZK 13,500",50.1110451477,14.4969713587,"Paříkova, Prague - Vysočany",Studio,Excellent,40 m²,"CZK 3,000","CZK 18,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,,B,184,435,282,203,244,75,702,854,368,434,Premium materials and solutions,District heating,Raised ground floor,,,,,,,,
623917,"CZK 9,950",50.071962,14.432714,"Koubkova, Prague - Vinohrady",Small studio,New build,20 m²,"CZK 2,950","CZK 12,900",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,Yes,05. 07. 2021,G,155,283,79,285,75,329,300,213,645,732,Premium materials and solutions,Central heating,Middle floor,,Overall,1 to 10 years years,,,,,
704859,"CZK 16,000",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 5,000","CZK 32,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,02. 02. 2022,G,238,381,167,363,126,349,116,183,253,654,,,,,,,,,,,
360151,"CZK 9,000",50.0742802,14.4041058,Prague - Smíchov,Small studio,,33 m²,"CZK 3,750",,Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,,C,157,257,119,77,70,175,321,"1,193","1,001",336,,District heating,,,,,,,,,
704857,"CZK 12,802",50.0594205,14.4500825,"Nuselská, Prague - Michle",1 bedroom,Good,36 m²,"CZK 1,947","CZK 16,369",Personal,Other,,1,No,No,No,No,No,No,No,02. 02. 2022,,51,760,54,167,28,730,214,387,732,216,,,,,,,"CZK 1,920",,,,
301806,"CZK 17,000",50.0587289422,14.2809950001,"Lanžhotská, Prague - Zličín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,722","CZK 20,000",Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2021,,430,813,943,872,918,997,344,"1,219",116,,Standard materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,Yes,,,
704852,"CZK 11,562",50.0590151,14.496039,"Chmelová, Prague - Záběhlice",Studio,Good,27 m²,"CZK 2,099","CZK 13,661",Personal,Other,,1,No,No,No,No,No,No,No,02. 02. 2022,,264,618,299,821,536,322,452,831,366,145,,,,,,,"CZK 1,734",,,,
697626,"CZK 22,900",50.07371,14.44602,"Chodská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,96 m²,CZK 900,"CZK 23,800",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,No,No,02. 02. 2022,G,285,298,244,651,208,557,477,273,379,165,,Gas boiler,Middle floor,,Interior,,,,,,
693778,"CZK 16,500",50.07103,14.44862,"Sevastopolská, Prague - Vršovice",1 bedroom,Excellent,40 m²,"CZK 2,500","CZK 19,500",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,26. 11. 2021,G,232,757,227,358,114,548,333,567,337,385,,,,,,,,,,,
698959,"CZK 10,000",49.9572694,14.3716705,"Jílovišťská, Prague - Lipence",1 bedroom,Excellent,50 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,13. 01. 2022,G,13,"1,077",850,"1,278","1,312",,,,,,,,,,,,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,118 m²,"CZK 6,000","CZK 55,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,D,209,273,39,272,113,301,142,267,694,169,,,,,,,,,,,
704850,"CZK 26,111",50.07836,14.44153,"Polská, Prague - Vinohrady",3 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,073","CZK 31,184",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,C,224,540,240,297,83,267,259,366,91,432,,,,,,,,,,,
704849,"CZK 22,000",50.0750996,14.4619479,Prague - Vinohrady,2 bedroom,New build,100 m²,"CZK 4,000","CZK 22,000",Personal,Brick building,,,No,No,No,No,No,No,No,05. 02. 2022,,180,382,253,335,211,322,631,234,510,321,,,,,,,,,,,
631184,"CZK 10,000",50.115845,14.491425,"Prosecká, Prague - Prosek",Small studio,Excellent,20 m²,"CZK 1,000",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,03. 02. 2022,G,191,"1,158",671,689,258,651,314,393,461,624,Standard materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
