Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
623922,"CZK 12,000",50.064342,14.442252,"Čestmírova, Prague - Nusle",Studio,New build,25 m²,"CZK 1,000","CZK 12,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,C,90,311,92,91,15,61,367,597,576,437,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,,,,,
526567,"CZK 20,000",50.0227826,14.4347777,"U Koupadel, Prague - Lhotka",1 bedroom with open-plan kitchen,,85 m²,"CZK 4,000","CZK 40,000",,Personal,Other,Furnished,2,No,Yes,No,No,No,No,Yes,,153,219,239,212,279,193,589,696,565,218,01. 06. 2022,,,,Top floor,,,,,,
220725,"CZK 19,400",50.0524391,14.3234207,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,66 m²,"CZK 3,600","CZK 23,000",,Personal,Brick building,Partially furnished,2,Yes,Yes,No,No,Yes,No,No,B,324,"1,401",846,"1,024",736,930,"1,176",684,427,586,10. 02. 2020,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,Yes,18 m²,,,
27966,"CZK 12,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,,30 m²,"CZK 1,000","CZK 13,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,G,28,239,70,78,57,33,265,"1,013",833,438,01. 05. 2022,,,Other,Top floor,,,,,,
714191,"CZK 15,000",50.08909,14.46321,"Domažlická, Prague - Žižkov",Studio,Excellent,53 m²,"CZK 4,000","CZK 35,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,G,82,598,306,130,79,456,643,754,413,284,01. 05. 2022,,Standard materials and solutions,Central heating,Attic,,,,,,
709919,"CZK 18,000",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 4,500","CZK 18,000",,Personal,Brick building,Furnished,1,No,No,No,Yes,No,Yes,No,G,419,363,210,351,"1,148","1,116",743,904,84,,01. 05. 2022,,,,,,,,,,
714189,"CZK 30,000",50.01637,14.44881,"Ke Kamýku, Prague - Kamýk",3 bedroom with open-plan kitchen,Good,156 m²,"CZK 7,000",,,Personal,Other,Partially furnished,2,Yes,No,No,No,Yes,No,No,G,189,476,514,"1,411",358,641,885,644,892,387,25. 04. 2022,,,,,,,,,,
714188,"CZK 14,850",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,New build,27 m²,"CZK 3,000","CZK 20,000",,Personal,Prefab concrete building,Unfurnished,3,No,Yes,Yes,No,Yes,Yes,No,B,543,662,441,769,469,743,529,451,635,750,20. 04. 2022,,,,,,,,,,
714186,"CZK 12,000",50.03209,14.37514,"Brichtova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 24,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,149,366,86,363,332,355,705,281,907,79,15. 05. 2022,,,,,,,,,,
714184,"CZK 12,500",50.03736,14.41106,"Ke Krči, Prague - Braník",2 bedroom,Good,54 m²,"CZK 4,200","CZK 17,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,G,172,296,182,203,440,202,413,"1,308",321,,15. 04. 2022,,,,,,,,,,
482006,"CZK 14,000",50.1313942,14.4656912,"Bojasova, Prague - Kobylisy",2 bedroom,Good,63 m²,"CZK 3,178","CZK 22,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,D,297,599,202,524,550,499,308,157,"1,307",294,01. 05. 2022,,Standard materials and solutions,District heating,Middle floor,,,,,,
714177,"CZK 9,999",50.0586,14.3773,"Peroutkova, Prague - Jinonice",Studio,Excellent,18 m²,"CZK 2,500","CZK 15,000",,Personal,Prefab concrete building,Furnished,2,No,Yes,No,No,No,Yes,No,G,224,560,239,988,377,755,"1,151",453,"1,165",130,15. 04. 2022,,,,,,,,,,
714176,"CZK 13,000",50.1281501,14.4838807,"Březenská, Prague - Libeň",Small studio,Excellent,39 m²,"CZK 3,500","CZK 13,000",,Personal,Other,Partially furnished,2,No,No,No,No,No,Yes,No,B,341,"1,358",435,"1,307",728,427,382,637,968,379,19. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,,,,,,,
583660,"CZK 11,000",50.104881,14.484418,"Na Rozcestí, Prague - Libeň",1 bedroom,Excellent,35 m²,"CZK 2,800","CZK 22,000",,Personal,Brick building,Unfurnished,6,No,No,Yes,No,No,Yes,No,D,130,411,51,133,200,833,157,698,487,133,01. 05. 2022,,,Central heating,Middle floor,Overall,,,,,
30826,"CZK 15,000",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 6,000","CZK 21,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,G,198,690,414,653,675,694,"1,120",923,679,93,14. 04. 2022,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 4,000","CZK 10,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,Yes,No,No,D,454,449,482,458,133,151,726,679,869,109,01. 05. 2022,over 50 years years,,Other,Ground floor,Interior,,,,,
711808,"CZK 19,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 4,235","CZK 19,500",,Personal,Brick building,Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,B,48,825,83,843,397,816,556,419,"1,060",533,01. 08. 2022,,,,,,,,,,
667199,"CZK 9,500",50.00972,14.46059,"Libušská, Prague - Libuš",Studio,Excellent,42 m²,"CZK 2,000","CZK 10,000",,Cooperative,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,D,60,133,379,245,356,898,"1,330",964,,,01. 04. 2022,,,,,,,,,,
634475,"CZK 11,500",50.086647,14.449455,"Husitská, Prague - Žižkov",Small studio,Good,16 m²,"CZK 2,000","CZK 10,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,G,95,437,110,407,83,414,220,371,220,649,06. 11. 2020,1 to 10 years years,Standard materials and solutions,Other,Middle floor,Interior,,,,,
714166,"CZK 9,000",50.09528,14.54197,"Dvořišťská, Prague - Kyje",1 bedroom,Good,35 m²,"CZK 2,000","CZK 9,000",,Personal,Other,Furnished,2,No,No,Yes,No,No,No,No,G,270,114,355,398,577,"1,487","1,162",380,,,01. 06. 2022,,,,,,,,,,
714165,"CZK 14,000",50.10196,14.45036,"Tusarova, Prague - Holešovice",1 bedroom,Good,36 m²,"CZK 1,000","CZK 14,000",,Personal,Brick building,Partially furnished,7,No,Yes,No,Yes,No,Yes,No,,70,358,92,146,47,75,219,182,368,154,01. 06. 2022,,Standard materials and solutions,Central heating,Top floor,,,,,,
635057,"CZK 15,000",50.085811,14.444745,"Husinecká, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,823","CZK 30,000",,Cooperative,Brick building,Furnished,2,No,No,No,Yes,No,No,No,G,111,494,104,167,165,515,311,244,449,503,01. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 6,500","CZK 50,000",,Cooperative,Other,Unfurnished,,Yes,No,Yes,No,Yes,Yes,No,B,167,612,"1,210",716,"1,193","1,106",239,653,701,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,,Yes,,,,
714160,"CZK 11,999",50.07162,14.44476,"Voroněžská, Prague - Vinohrady",Studio,Excellent,35 m²,"CZK 2,300","CZK 20,000",,Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,G,193,562,60,614,78,755,569,335,357,241,01. 05. 2022,,,,,,,,,,
14734,"CZK 24,000",50.0750479,14.3287835,"Na Břevnovské pláni, Prague - Břevnov",3 bedroom,Excellent,96 m²,"CZK 5,000","CZK 45,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,C,250,425,625,893,726,990,514,,,,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,Overall,,,,,
714156,"CZK 11,990",50.02520305555,14.44032111111,"Nad lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 1,396","CZK 13,386","CZK 13,386

                                
                                
                
i",Personal,Prefab concrete building,Furnished,9,No,No,No,No,No,Yes,No,G,242,574,93,545,621,600,593,81,"1,122",86,,,,,,,,,,,
482945,"CZK 16,000",50.0448907,14.4872031,"Božkovská, Prague - Záběhlice",3 bedroom,Good,71 m²,"CZK 3,300",,,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,,234,329,405,342,329,302,745,"1,034",534,,19. 04. 2022,,,District heating,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,,42 m²,"CZK 6,000","CZK 38,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,181,650,164,189,30,299,194,515,511,452,01. 02. 2022,,,,,,,,,,
332052,"CZK 15,000",50.0637436,14.4091919,"Kotevní, Prague - Smíchov",1 bedroom,,41 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,,81,252,239,964,172,791,942,"1,147",436,673,01. 05. 2022,1 to 10 years years,,Gas boiler,Top floor,Overall,,,,,
714152,"CZK 16,490",50.02615527777,14.43546416666,"Nad lesním divadlem, Prague - Braník",2 bedroom with open-plan kitchen,Good,59 m²,"CZK 2,722","CZK 19,212","CZK 19,212

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,Yes,No,No,No,No,Yes,No,G,231,273,232,244,321,300,633,477,905,478,,,,,,,,,,,
671683,"CZK 15,000",50.13791,14.45444,"Cítovská, Prague - Dolní Chabry",3 bedroom,Excellent,85 m²,"CZK 5,000","CZK 20,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,F,342,"1,433",353,758,961,"1,477","1,445",366,,,01. 05. 2022,,,,Middle floor,,,,,,
596774,"CZK 14,500",50.086397,14.448147,"Jeronýmova, Prague - Žižkov",Studio,Excellent,39 m²,"CZK 3,500","CZK 20,000",,Personal,Brick building,,,No,Yes,No,No,No,No,No,B,133,468,226,476,85,436,203,327,284,733,01. 05. 2022,,,,,,,10 m²,,,
714149,"CZK 13,000",50.09172,14.44197,"Prvního pluku, Prague - Karlín",Studio,Excellent,26 m²,"CZK 2,500",,,Other,Other,Unfurnished,2,No,No,No,No,No,Yes,No,G,178,418,151,176,28,151,401,899,263,325,15. 06. 2022,,,,,,,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,750","CZK 33,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,B,395,616,474,921,847,839,531,610,652,294,01. 07. 2022,,,,,,,,,,
577064,"CZK 17,100",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,Excellent,63 m²,"CZK 2,850","CZK 18,000",,Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,D,261,"1,397",338,"1,034",337,306,502,635,535,425,11. 04. 2022,over 50 years years,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,
682537,"CZK 21,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 6,000","CZK 50,000",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,G,453,853,667,"1,183",669,619,816,589,523,166,15. 05. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Interior,,,,,
714125,"CZK 11,000",50.1001944,14.4359751,"Farského, Prague - Holešovice",Studio,Excellent,35 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,92,"1,045",22,255,181,187,174,"1,380",604,769,01. 06. 2022,,,,,,,,,,
400631,"CZK 10,900",50.0174124,14.3528786,"U Svahu, Prague - Slivenec",Studio,New build,35 m²,"CZK 2,940","CZK 13,840",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,B,552,911,983,"1,030","1,066","1,217",646,,,,14. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Yes,,,,
712862,"CZK 8,200",50.07026,14.48825,"Gutova, Prague - Strašnice",Small studio,Good,32 m²,CZK 600,"CZK 16,400",,Other,Brick building,Unfurnished,2,No,No,No,No,No,No,No,G,107,979,537,660,37,272,415,835,355,306,04. 04. 2022,,,,,,,,,,
714112,"CZK 14,000",50.10757,14.5389,"Mochovská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Good,52 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,Yes,No,Yes,No,No,No,No,E,214,349,140,331,247,167,191,280,548,179,01. 05. 2022,,,,,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 48,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,C,141,"1,030","1,164",484,672,"1,054",233,748,,,01. 01. 2022,,,,,,,,,,
550855,"CZK 16,500",50.0872487,14.4510246,Prague - Žižkov,2 bedroom,,63 m²,CZK 880,"CZK 17,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,79,419,40,409,74,415,222,523,222,651,01. 05. 2022,,,,,,,,,,
530111,"CZK 15,500",50.0069043,14.4296917,"Vitošská, Prague - Modřany",3 bedroom,,75 m²,"CZK 3,500","CZK 31,000",,Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,D,82,973,349,962,210,"1,046",512,194,478,87,11. 04. 2022,,,District heating,,,,,,,
714055,"CZK 11,000",50.10053,14.39784,"Národní obrany, Prague - Bubeneč",1 bedroom,Good,52 m²,"CZK 3,000","CZK 14,000",,Other,Brick building,Furnished,-1,No,No,No,No,No,Yes,No,G,220,305,62,98,53,85,280,502,135,375,01. 05. 2022,,,,,,,,,,
546071,"CZK 12,000",50.0573714,14.2822072,"Prušánecká, Prague - Zličín",Studio,,31 m²,"CZK 1,980","CZK 14,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,,248,"1,013",840,769,854,894,243,"1,116",77,,13. 04. 2022,,,,,,Yes,,,,
297151,"CZK 15,000",50.071252,14.464839,Prague - Vršovice,1 bedroom,,48 m²,"CZK 4,000","CZK 19,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,A,2,708,126,624,266,585,373,276,760,245,01. 06. 2022,,,,Middle floor,Interior,,,,,
714094,"CZK 8,500",50.06065,14.40255,"Nad Koulkou, Prague - Smíchov",Studio,Excellent,24 m²,"CZK 3,400","CZK 11,900",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,G,60,763,278,"1,167",222,236,843,964,904,618,13. 04. 2022,,,,,,,,,,
288662,"CZK 19,500",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,Good,50 m²,"CZK 4,000","CZK 45,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,294,928,442,564,441,347,743,854,776,314,01. 04. 2021,,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,
713356,"CZK 15,000",50.04745,14.44346,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,000","CZK 18,000",,Cooperative,Brick building,Furnished,5,No,No,No,No,No,No,No,G,265,280,114,263,194,220,335,736,621,243,10. 05. 2022,,,,,,,,,,
714056,"CZK 20,000",50.07977,14.40686,"Zborovská, Prague - Malá Strana",3 bedroom,Excellent,105 m²,CZK 500,"CZK 21,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,G,254,289,6,372,141,191,68,716,536,372,01. 05. 2022,,,,,,,,,,
673571,"CZK 15,000",50.07159,14.40686,"Staropramenná, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 2,000","CZK 17,000",,Personal,Brick building,Furnished,3,No,No,No,Yes,No,No,No,G,119,466,30,128,37,308,560,"1,040","1,081",506,01. 04. 2022,,,Gas boiler,,Interior,,,,,
714050,"CZK 14,000",50.0565447,14.291731850686,"Do Zahrádek I, Prague - Třebonice",Studio,New build,30 m²,"CZK 2,000","CZK 16,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,B,252,"1,167",549,493,805,604,603,827,444,,13. 04. 2022,,,,,,,,,,
714045,"CZK 11,500",50.10235,14.47493,"Palmovka, Prague - Libeň",1 bedroom,Good,41 m²,"CZK 4,071","CZK 11,500",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,D,42,192,30,121,112,196,35,159,357,520,03. 05. 2022,,,,,,,,,,
711022,"CZK 17,000",50.05835,14.28382,"Míšovická, Prague - Zličín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 17,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,A,319,873,779,708,668,833,57,930,72,,16. 05. 2022,,,,,,,,,,
713340,"CZK 14,500",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",Studio,New build,31 m²,"CZK 2,900","CZK 15,000",,Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,C,367,619,"1,082",628,"1,294","1,097",890,112,,,01. 05. 2022,,,,,,,,,,
607392,"CZK 16,000",50.067695,14.396304,"Tomkova, Prague - Smíchov",1 bedroom,Excellent,63 m²,"CZK 2,950","CZK 25,000",,Personal,Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,C,327,276,269,665,71,363,416,628,481,420,01. 06. 2022,10 to 30 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,
713990,"CZK 13,000",50.04089,14.39207,"Slivenecká, Prague - Hlubočepy",1 bedroom,Excellent,44 m²,"CZK 2,000","CZK 15,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,164,170,147,913,508,301,242,,,,15. 04. 2022,,,,,,,,,,
714027,"CZK 26,000",50.0735,14.43822,"Varšavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,D,173,260,105,449,91,350,139,305,832,679,01. 07. 2022,,,Gas boiler,Middle floor,Overall,,,,,
531338,"CZK 27,000",50.10506,14.45906,"Sanderova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 5,500","CZK 54,000",,Personal,Other,Furnished,4,Yes,No,Yes,No,Yes,Yes,No,B,476,"1,214",606,814,415,690,"1,109","1,125",601,157,20. 04. 2022,,,Central heating,,,Yes,,,,
714024,"CZK 15,000",50.10333,14.5099,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,000","CZK 25,000",,Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,G,461,135,"1,240",734,"1,063","1,360","1,083",24,,,01. 05. 2022,,,,,,,,,,
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,Excellent,114 m²,CZK 500,"CZK 40,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,B,158,603,131,173,31,68,243,317,159,223,01. 01. 1970,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,
713301,"CZK 15,000",50.09695,14.40419,"Milady Horákové, Prague - Hradčany",1 bedroom,Excellent,52 m²,"CZK 3,100","CZK 19,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,G,59,807,119,24,0,147,131,"1,138",204,434,01. 06. 2022,,,,,,,,,,
536252,"CZK 13,000",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,,27 m²,"CZK 2,000","CZK 30,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,,192,717,187,403,95,406,309,503,368,249,19. 04. 2022,,Standard materials and solutions,,Middle floor,Interior,,,,,
537589,"CZK 17,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,,"CZK 35,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,A,39,336,123,153,117,153,645,534,689,73,01. 06. 2022,,,,,,,,,,
713303,"CZK 13,000",50.10745,14.44647,"Osadní, Prague - Holešovice",1 bedroom,Excellent,45 m²,"CZK 4,000","CZK 17,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,G,73,462,168,475,205,330,259,815,385,187,01. 06. 2022,,,,,,,,,,
713999,"CZK 19,000",50.0983,14.4019,"Eliášova, Prague - Dejvice",1 bedroom with open-plan kitchen,New build,60 m²,CZK 700,"CZK 19,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,G,224,523,116,145,37,175,23,830,298,139,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Other,Attic,Overall,,,,,
643204,"CZK 16,000",50.103255,14.475214,"Novákových, Prague - Libeň",2 bedroom,Excellent,56 m²,"CZK 3,500","CZK 39,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,92,203,123,110,35,28,133,327,383,444,01. 06. 2022,,,Electric boiler,Ground floor,Interior,,,,,
671752,"CZK 14,900",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,Excellent,30 m²,CZK 950,"CZK 25,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,C,184,143,6,326,135,425,130,356,84,98,17. 04. 2022,,,,,,,,,,
713967,"CZK 12,000",50.01368,14.40018,"Vorařská, Prague - Modřany",Studio,New build,40 m²,"CZK 2,500","CZK 24,000",,Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,Yes,No,G,229,"1,162",346,"1,458",876,"1,467","1,212",798,,,30. 04. 2022,,,,,,Yes,,,,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,329,223,215,246,224,306,73,691,743,262,01. 07. 2022,over 50 years years,Standard materials and solutions,Other,Middle floor,Interior,,,,,
708594,"CZK 14,500",50.07206,14.38986,"Plzeňská, Prague - Smíchov",3 bedroom,Excellent,55 m²,"CZK 1,000","CZK 19,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,F,194,"1,231",107,823,149,953,414,909,"1,140",247,01. 03. 2022,,,,,,,,,,
695859,"CZK 20,000",50.02611,14.44741,"Mezilesní, Prague - Lhotka",3 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,500","CZK 40,000",,Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,Yes,No,No,B,182,987,554,"1,186",580,899,337,703,659,352,07. 04. 2022,,,District heating,Top floor,Interior,,,,,
713937,"CZK 12,500",50.04296,14.54931,"Padovská, Prague - Horní Měcholupy",Studio,Excellent,31 m²,"CZK 1,913","CZK 25,000",,Personal,Brick building,Furnished,6,Yes,No,Yes,No,No,Yes,No,G,434,655,512,960,783,878,562,649,736,321,01. 05. 2022,,,,,,,,,,
705375,"CZK 16,700",50.13315,14.40527,"Dolákova, Prague - Bohnice",3 bedroom,Excellent,77 m²,"CZK 4,200","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,No,No,Yes,No,G,476,"1,414",528,"1,344",603,"1,411",212,872,687,,01. 05. 2022,,,District heating,,Bathroom unit,,,,,
465966,"CZK 19,000",50.0931427,14.4569598,"Březinova, Prague - Karlín",1 bedroom with open-plan kitchen,,49 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,A,314,772,119,373,54,236,192,"1,340",287,436,01. 02. 2022,,Standard materials and solutions,,Middle floor,Overall,,50 m²,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,Excellent,60 m²,"CZK 3,800","CZK 30,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,218,542,89,201,47,541,464,291,642,468,01. 05. 2022,,Standard materials and solutions,Other,Middle floor,Overall,,,,,
703481,"CZK 28,000",50.07345,14.43326,"Bělehradská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,107 m²,CZK 920,"CZK 28,000",,Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,G,51,343,14,58,5,131,164,263,682,770,01. 05. 2022,,,,,,,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,,134,655,158,471,93,382,369,753,93,202,10. 04. 2022,,,,,,,20 m²,,,
704809,"CZK 12,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,17 m²,"CZK 3,000","CZK 15,500",,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,G,259,641,512,240,238,214,699,"1,065",467,443,01. 04. 2022,,,Central heating,,Overall,,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,New build,38 m²,CZK 1,"CZK 18,000",,Personal,Brick building,,3,No,No,No,No,No,No,No,A,93,811,106,828,378,311,421,414,924,222,15. 04. 2022,,,,,,,,,,
586296,"CZK 16,000",50.118133,14.630169,"Náchodská, Prague - Horní Počernice",3 bedroom with open-plan kitchen,Excellent,103 m²,"CZK 6,000","CZK 35,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,G,114,"1,475",88,793,102,"1,343",171,312,,,02. 12. 2019,,,,,,,,,,
713897,"CZK 12,900",50.04672,14.43545,"Horáčkova, Prague - Krč",1 bedroom,Good,38 m²,"CZK 2,500","CZK 25,800",,Personal,Prefab concrete building,Furnished,9,No,No,No,Yes,No,No,No,G,259,736,88,567,184,653,234,180,379,150,,,,District heating,Middle floor,,,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,000","CZK 20,000",,,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,,125,373,219,81,55,115,351,847,"1,021",405,01. 06. 2022,10 to 30 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
705905,"CZK 17,990",50.11795972222,14.46150583333,"V Holešovičkách, Prague - Libeň",3 bedroom,Excellent,71 m²,"CZK 3,259","CZK 21,249","CZK 21,249

                                
                                
                
i",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,G,243,689,606,833,393,496,846,908,"1,353",793,,,,,,,,,,,
