Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Renovation,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
709826,"CZK 14,000",50.012395707769,14.401110209893,"Vrátnická, Prague - Modřany",Studio,New build,40 m²,"CZK 3,175","CZK 14,000",Personal,Low-energy building,Yes,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,09. 03. 2022,District heating,Top floor,G,126,999,336,"1,243",661,"1,304","1,306",583,,,,,,,,,,,
709825,"CZK 57,375",50.0884837,14.4184185,"Maiselova, Prague - Josefov",4 bedroom,,111 m²,"CZK 19,125",,,,,Furnished,4,Yes,No,No,No,No,Yes,No,08. 05. 2022,,,,173,222,161,313,19,435,290,555,16,536,,,,,,,,,
709824,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,,Furnished,1,No,Yes,No,No,No,No,No,08. 05. 2022,,,,337,356,19,335,43,634,392,362,865,215,,,,,,,,,
709823,"CZK 20,175",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,,65 m²,"CZK 6,725",,,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,08. 05. 2022,,,,88,519,253,482,504,524,542,798,830,228,,,,,,,,,
177753,"CZK 13,800",50.0577987,14.4520798,"Magistrů, Prague - Michle",1 bedroom with open-plan kitchen,,46 m²,CZK 630,,Personal,Brick building,,Furnished,,No,No,No,No,No,No,No,,,,,222,583,439,252,29,"1,049",232,566,344,408,,,,,,,,,
709803,"CZK 18,000",50.0347026,14.314452,"Smíchovská, Prague - Řeporyje",2 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 22,000",Personal,Low-energy building,,Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 04. 2022,Gas boiler,,G,85,514,"1,272",131,16,"1,033","1,399",145,,,,,,,,,,,
467725,"CZK 13,500",50.0854211,14.562739,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,500",,Personal,Brick building,,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,,Middle floor,B,298,331,573,175,,,,,,,1 to 10 years years,Standard materials and solutions,,,,,,,
709801,"CZK 23,000",50.07745,14.42659,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 23,000",Personal,Brick building,,Furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 1970,District heating,Top floor,C,47,688,13,220,89,119,262,362,162,268,,,Interior,,,,,,
709800,"CZK 9,000",50.08292,14.38093,"Nad Závěrkou, Prague - Břevnov",1 bedroom,Good,30 m²,CZK 600,"CZK 19,200",Personal,Brick building,,Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,Other,Ground floor,G,324,822,466,974,349,779,699,676,323,97,,,Interior,,,,,,
564661,"CZK 13,500",50.0522232,14.4604065,"Hadovitá, Prague - Michle",Studio,New build,40 m²,"CZK 2,500","CZK 30,000",Personal,Other,Yes,Furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,Central heating,,C,269,853,366,951,239,829,536,797,932,505,1 to 10 years years,Premium materials and solutions,,,,,,,
415351,"CZK 11,850",50.11089,14.44707,"U Pergamenky, Prague - Holešovice",1 bedroom,Good,25 m²,"CZK 2,270","CZK 20,000",Other,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,Other,Raised ground floor,,71,898,292,831,444,529,271,"1,258",760,193,1 to 10 years years,Standard materials and solutions,Overall,,,,,,
619918,"CZK 11,000",50.07184,14.429817,Prague - Nové Město,Small studio,Excellent,27 m²,"CZK 3,000","CZK 11,000",Personal,Brick building,,,6,No,No,No,No,No,Yes,No,Ihned,,,D,210,480,156,340,181,149,276,410,716,539,,,,,,,,,
546070,"CZK 12,000",50.138952817143,14.513084457672,"Stará náves, Prague - Letňany",Studio,New build,34 m²,"CZK 4,500","CZK 16,500",Personal,Brick building,Yes,Furnished,2,No,No,No,No,Yes,No,No,09. 03. 2022,District heating,Middle floor,A,390,393,567,846,295,344,454,723,703,146,1 to 10 years years,Premium materials and solutions,Overall,,,,,,
709793,"CZK 12,000",50.0893948,14.3056149,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 12,000",Personal,Prefab concrete building,,Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,D,180,403,345,332,258,388,291,"1,278",135,,,,,,,,,,
699626,"CZK 16,500",50.08294,14.50018,"Káranská, Prague - Malešice",3 bedroom,Excellent,74 m²,"CZK 1,500","CZK 16,500",Personal,Prefab concrete building,,Unfurnished,1,No,No,Yes,Yes,No,No,No,17. 01. 2022,District heating,Ground floor,G,238,148,208,195,298,388,254,385,785,285,,,Overall,,,,,,
708810,"CZK 46,500",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,500",,,,,Furnished,3,No,No,No,No,No,Yes,No,10. 04. 2022,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,
709790,"CZK 13,990",50.12913444444,14.472445,"Taussigova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 1,955","CZK 15,945",Personal,Prefab concrete building,,Unfurnished,13,Yes,No,Yes,No,No,Yes,No,,,,C,339,280,234,409,309,323,223,577,"1,339",249,,,,"CZK 15,945

                                
                                
                
i",,,,,
385061,"CZK 17,000",50.0540424,14.4915558,"Bramboříková, Prague - Záběhlice",3 bedroom,,68 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 04. 2022,District heating,,,250,"1,071",269,"1,356",314,544,320,951,381,128,,,,,,,,,
709779,"CZK 17,500",49.99621,14.47328,"Švihovská, Prague - Písnice",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,307","CZK 25,000",Personal,Low-energy building,,Partially furnished,3,Yes,No,No,No,Yes,No,Yes,01. 04. 2022,,,C,522,"1,408","1,007","1,202","1,197",804,,,,,,,,,,,,,
709785,"CZK 14,490",50.12479833333,14.4722425,"U Slovanky, Prague - Libeň",2 bedroom,Good,74 m²,"CZK 3,228","CZK 17,718",Personal,Brick building,,Partially furnished,3,Yes,No,Yes,No,No,No,No,,,,G,63,490,183,497,261,417,535,566,991,248,,,,"CZK 17,718

                                
                                
                
i",,,,,
708286,"CZK 18,456",50.0945763,14.4951344,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,,50 m²,"CZK 6,152",,,,,Furnished,4,Yes,No,No,No,No,No,No,06. 04. 2022,,,,131,383,269,715,80,405,303,544,447,208,,,,,,,,,
205342,"CZK 13,000",50.0842256,14.4142639,"Karoliny Světlé, Prague - Staré Město",Studio,Excellent,37 m²,"CZK 3,000","CZK 13,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,No,No,05. 07. 2021,Gas boiler,Attic,,92,701,7,419,13,298,555,563,518,191,,,Overall,,,,,,
709781,"CZK 12,000",50.04309,14.45704,"Třeboňská, Prague - Michle",Studio,New build,39 m²,"CZK 2,500",,Personal,Brick building,,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,,,C,62,735,364,530,191,121,332,559,646,208,,,,,,,,,
626006,"CZK 18,000",50.051678,14.346835,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 500,"CZK 18,000",Personal,Prefab concrete building,,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,District heating,Middle floor,G,77,528,199,185,134,113,178,326,"1,199",203,1 to 10 years years,Standard materials and solutions,,,,,,,
709776,"CZK 12,000",50.0151798,14.4716662,"Pražského povstání, Prague - Kunratice",1 bedroom,,30 m²,CZK 1,"CZK 24,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,Yes,No,No,08. 04. 2022,Gas boiler,Attic,,186,"1,068",771,359,753,236,888,"1,021",678,,,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200","CZK 22,000",Personal,Prefab concrete building,,Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,District heating,,C,69,"1,240",280,57,704,788,"1,119",504,325,,,,Interior,,,,,,
477068,"CZK 22,000",50.0263964,14.4900979,"Klírova, Prague - Chodov",3 bedroom with open-plan kitchen,,98 m²,"CZK 7,000","CZK 29,000",Personal,Prefab concrete building,,Furnished,1,No,No,No,No,No,No,No,,District heating,,,374,441,130,534,161,196,438,249,238,94,,,,,,,,,
633794,"CZK 15,000",50.062045,14.558137,"Armádního sboru, Prague - Dolní Měcholupy",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Partially furnished,,No,No,Yes,No,No,No,No,01. 04. 2022,,,G,256,474,665,195,"1,255",184,832,,,,,,,,,,,,
488890,"CZK 14,500",50.0602025,14.2801002,"Lipovská, Prague - Zličín",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 28,000",Personal,Brick building,,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 04. 2022,Gas boiler,Middle floor,,316,791,"1,138","1,067","1,048","1,192",539,"1,414",82,,10 to 30 years years,,,,,,,,
709617,"CZK 15,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,Excellent,70 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,3,Yes,No,No,No,Yes,No,No,07. 03. 2022,,,C,488,243,535,300,484,5,,,,,,,,,,,,,
707173,"CZK 23,000",50.10287,14.47407,"Novákových, Prague - Libeň",3 bedroom,Excellent,74 m²,"CZK 6,500","CZK 40,000",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,Ihned,,,G,104,296,97,46,58,121,69,263,461,472,,,,,,,,,
709764,"CZK 14,000",50.0736928,14.3940859,"Holečkova, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,32 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,,Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,,,G,97,"1,011",149,702,163,793,227,941,"1,059",361,,,,,,,,,
709773,"CZK 12,500",50.05624,14.49411,"Jabloňová, Prague - Záběhlice",Studio,New build,27 m²,"CZK 2,500","CZK 25,000",Personal,Prefab concrete building,,Partially furnished,7,No,No,Yes,No,No,Yes,No,08. 03. 2022,,,B,89,692,263,"1,104",226,165,252,744,103,296,,,,,,,,,
407476,"CZK 20,500",50.0894523,14.4448747,Prague - Karlín,1 bedroom with open-plan kitchen,,70 m²,"CZK 3,500","CZK 24,000",Personal,Brick building,,Furnished,5,No,No,No,No,Yes,Yes,No,01. 04. 2022,,,,187,691,329,609,23,584,244,889,696,232,,,,,,,,,
384994,"CZK 11,000",50.052758,14.3026567,"Kopanina, Prague - Stodůlky",1 bedroom with open-plan kitchen,,37 m²,"CZK 2,000",,Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,,,,,672,760,"1,450","1,300",607,,,,,,,,,,,,,,
709119,"CZK 16,000",50.10268,14.43487,"Schnirchova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 6,000","CZK 16,000",Personal,Brick building,,Partially furnished,5,No,Yes,No,No,No,Yes,No,03. 03. 2022,,,G,267,800,35,312,42,194,339,488,988,,,,,,,,,,
697045,"CZK 16,000",50.110554718177,14.447120816846,"U Pergamenky, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,43 m²,"CZK 2,300","CZK 30,000",Personal,Brick building,Yes,Partially furnished,2,No,No,No,Yes,No,Yes,No,17. 03. 2022,,Middle floor,B,85,859,248,792,423,507,232,"1,219",734,227,1 to 10 years years,Premium materials and solutions,,,,,,,
709763,"CZK 42,280",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,142 m²,"CZK 14,093",,,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,16. 04. 2022,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,
484304,"CZK 19,000",50.1275848,14.4601791,"Čumpelíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 23,000",Personal,Low-energy building,Yes,Partially furnished,3,Yes,No,No,No,No,No,No,08. 03. 2022,Central heating,Middle floor,,85,887,90,655,90,174,485,206,563,304,1 to 10 years years,Premium materials and solutions,Overall,,,,,,
699704,"CZK 18,000",50.08153,14.41342,"Národní, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 2,000","CZK 18,000",Other,Brick building,,Partially furnished,4,No,No,No,No,No,Yes,No,18. 01. 2022,,,G,48,685,237,149,38,171,250,294,366,337,,,,,,,,,
709762,"CZK 19,990",50.05513722222,14.45547277777,"U plynárny, Prague - Michle",2 bedroom with open-plan kitchen,Good,70 m²,"CZK 4,399","CZK 24,389",Personal,Brick building,,Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,,,D,100,83,221,615,219,"1,128",627,759,595,783,,,,"CZK 24,389

                                
                                
                
i",,,,,
645284,"CZK 12,000",50.096952,14.4652,"Molákova, Prague - Karlín",Studio,New build,28 m²,"CZK 3,000","CZK 12,000",Personal,Other,,Furnished,8,No,Yes,No,No,No,Yes,No,01. 04. 2022,District heating,Middle floor,C,108,"1,177",92,"1,032",226,771,442,685,901,149,1 to 10 years years,Standard materials and solutions,Overall,,,,,,
709753,"CZK 16,800",50.063137,14.4447929,"Mojmírova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 1,200","CZK 18,000",Personal,Brick building,,Unfurnished,6,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,,,G,236,562,93,265,171,308,450,832,628,588,,,,,,,,,
182687,"CZK 15,000",50.1014637,14.4467891,Prague - Holešovice,2 bedroom,,55 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 01. 1970,,,D,165,142,141,376,54,64,91,243,544,100,,,,,,,,,
709739,"CZK 16,500",50.09295,14.44927,"Sokolovská, Prague - Karlín",Studio,New build,60 m²,"CZK 3,300","CZK 19,800",Personal,Brick building,,Partially furnished,1,No,No,Yes,Yes,Yes,Yes,No,08. 03. 2022,,,B,112,91,156,174,7,276,433,"1,408",432,137,,,,,,,,,
709738,"CZK 18,000",50.07871,14.45862,"Přemyslovská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 22,000",Personal,Brick building,,Furnished,4,No,No,Yes,No,No,Yes,No,08. 03. 2022,,,F,169,439,26,296,153,249,574,478,815,213,,,,,,,,,
709737,"CZK 13,500",50.0259282,14.5296417,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 2,800","CZK 17,000",Personal,Low-energy building,Yes,Furnished,3,Yes,No,Yes,No,No,Yes,No,10. 03. 2022,,,A,190,"1,065",474,723,423,797,270,565,857,416,,,,,,,,,
492750,"CZK 13,000",50.049714,14.543265,"Tenisová, Prague - Hostivař",1 bedroom,Excellent,35 m²,"CZK 2,000","CZK 20,000",Personal,Prefab concrete building,,Furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,District heating,,,145,178,203,184,196,457,461,655,188,,,,Overall,,,,,,
704561,"CZK 16,500",50.11029,14.473,"Horovo náměstí, Prague - Libeň",2 bedroom,Excellent,70 m²,"CZK 1,000","CZK 17,500",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,Gas boiler,Middle floor,G,191,"1,134",193,571,318,214,315,888,291,182,,,Interior,,,,,,
669194,"CZK 15,000",50.0703847,14.3804533,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 3,000","CZK 18,000",Personal,Other,,Furnished,1,No,No,No,No,No,No,No,01. 07. 2021,,,G,49,581,48,757,96,865,103,603,"1,001",334,,,,,,,,,
611772,"CZK 23,500",50.086026,14.450557,"Cimburkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,100","CZK 47,000",Personal,Brick building,,,2,No,Yes,No,No,No,Yes,No,06. 03. 2022,,,B,149,310,156,317,114,277,13,366,14,659,,,,,,,,,
708290,"CZK 20,000",50.07264,14.3888,"Holečkova, Prague - Smíchov",3 bedroom,Excellent,84 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,,B,205,"1,222",188,961,230,"1,108",467,760,"1,277",223,,,,,,,,,
709075,"CZK 38,000",50.0579,14.40415,"Pod Kesnerkou, Prague - Smíchov",Other,Excellent,177 m²,"CZK 8,000","CZK 38,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,No,No,01. 05. 2022,Gas boiler,Top floor,B,134,951,261,"1,479",250,508,"1,081","1,210","1,041",219,,,,,,,,,
709733,"CZK 22,500",50.0717467,14.4598954,"Bulharská, Prague - Vršovice",Studio,,34 m²,"CZK 7,500",,,,,Furnished,5,No,No,No,No,No,No,No,04. 04. 2022,,,,188,686,33,462,44,460,274,308,760,241,,,,,,,,,
709732,"CZK 19,000",50.05318,14.50999,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,75 m²,"CZK 2,300","CZK 38,000",Personal,Brick building,,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,,,G,71,851,747,799,485,847,884,719,855,377,,,,,,,,,
709729,"CZK 28,000",50.12026,14.46009,"Pod Hliništěm, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,99 m²,,"CZK 30,000",Personal,Low-energy building,Yes,Partially furnished,2,Yes,No,No,No,Yes,No,No,14. 03. 2022,Gas boiler,Middle floor,C,72,79,73,507,170,109,748,448,956,514,1 to 10 years years,Premium materials and solutions,Overall,,,,,,
584563,"CZK 13,500",50.069864469286,14.381496549074,"Hlaváčkova, Prague - Košíře",Studio,New build,31 m²,"CZK 2,000",,Other,Low-energy building,Yes,Furnished,4,No,Yes,No,No,No,Yes,No,01. 04. 2022,Central heating,,B,189,445,94,750,235,858,214,743,"1,109",474,,,,,,,,,
708200,"CZK 19,600",50.04113,14.56974,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,258 m²,"CZK 3,200","CZK 36,000",Personal,Other,,Partially furnished,1,No,Yes,Yes,Yes,No,Yes,Yes,01. 06. 2022,District heating,Raised ground floor,B,249,"1,045",652,857,725,560,641,716,"1,353",551,1 to 10 years years,Premium materials and solutions,,,155 m²,,,,
525515,"CZK 14,000",50.0807078,14.6139518,"Českobrodská, Prague - Běchovice",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,000","CZK 18,000",Personal,Brick building,,Partially furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,District heating,Middle floor,C,212,369,356,268,246,491,499,123,,,,,,,,,,,
611237,"CZK 10,500",50.071938,14.452603,"Ruská, Prague - Vršovice",Studio,Excellent,25 m²,CZK 607,"CZK 15,000",Cooperative,Brick building,,Unfurnished,-1,No,No,No,No,No,Yes,No,05. 04. 2022,Electric boiler,Ground floor,G,146,808,227,406,138,582,171,352,313,304,,Standard materials and solutions,,,,,,,
611237,"CZK 10,500",50.071938,14.452603,"Ruská, Prague - Vršovice",Studio,Excellent,25 m²,CZK 607,"CZK 15,000",Cooperative,Brick building,,Unfurnished,-1,No,No,No,No,No,Yes,No,05. 04. 2022,Electric boiler,Ground floor,G,146,808,227,406,138,582,171,352,313,304,,Standard materials and solutions,,,,,,,
650471,"CZK 9,000",50.093122,14.460505,"Pernerova, Prague - Karlín",Small studio,Excellent,27 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,Other,Raised ground floor,G,448,"1,073",220,673,331,537,194,"1,124",587,67,,,,,,,,,
286098,"CZK 13,500",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,700","CZK 28,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,,Central heating,Middle floor,,148,66,447,517,390,472,451,421,668,112,10 to 30 years years,Standard materials and solutions,,,,,,,
692763,"CZK 15,900",50.03131,14.36258,"Miloše Havla, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,,Partially furnished,1,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,District heating,Middle floor,B,463,"1,214",537,"1,194",509,"1,293",723,756,"1,047",493,1 to 10 years years,,,,,,,,
645971,"CZK 7,700",50.054642,14.438539,"5. Května, Prague - Nusle",1 bedroom,Good,44 m²,"CZK 2,400","CZK 12,000",Personal,Brick building,,Unfurnished,5,No,No,No,No,No,Yes,No,08. 03. 2022,,,G,37,946,238,435,101,322,643,140,448,442,,,,,,,,,
709722,"CZK 15,500",50.0203,14.45305,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,500","CZK 35,000",Personal,Prefab concrete building,,Furnished,13,No,No,No,Yes,Yes,No,No,01. 04. 2022,,,G,248,361,245,432,290,974,"1,069",895,656,,,,,,,,,,
706405,"CZK 25,000",50.12173,14.46637,"Nad Okrouhlíkem, Prague - Libeň",2 bedroom with open-plan kitchen,Excellent,95 m²,"CZK 1,800","CZK 30,000",Personal,Brick building,,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,Gas boiler,Middle floor,G,535,781,540,691,474,728,759,634,758,151,10 to 30 years years,Premium materials and solutions,,,,,,,
709056,"CZK 13,000",50.01368,14.43367,"Zárubova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 5,500","CZK 13,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,,G,410,"1,496",339,"1,488",843,330,156,416,651,281,,,,,,,,,
709651,"CZK 10,200",50.0778129,14.4434671,"Mánesova, Prague - Vinohrady",1 bedroom,Excellent,33 m²,"CZK 2,900","CZK 20,400",Other,Brick building,,Furnished,4,No,No,No,Yes,No,No,No,01. 04. 2022,,Middle floor,G,215,522,56,316,50,146,327,170,218,459,,,,,,,,,
709713,"CZK 15,000",50.09907,14.4027,"Jaselská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,200","CZK 15,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,Yes,No,02. 04. 2022,,,G,251,730,120,392,52,304,328,805,274,320,,,,,,,,,
249017,"CZK 10,500",50.0886376054,14.4097052903,"U lužického semináře, Prague - Malá Strana",Small studio,Excellent,19 m²,"CZK 2,500","CZK 13,000",Personal,Brick building,,Unfurnished,4,No,Yes,No,No,No,No,No,01. 01. 2022,Other,Top floor,,297,440,112,418,0,718,476,322,958,176,1 to 10 years years,Premium materials and solutions,Overall,,10 m²,,,,
696248,"CZK 47,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,109 m²,"CZK 6,000","CZK 53,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,,D,209,273,39,272,113,301,142,267,694,169,,,,,,,,,
390423,"CZK 11,000",50.091558,14.4812802,"Biskupcova, Prague - Žižkov",2 bedroom,,48 m²,"CZK 2,500","CZK 27,000",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,No,No,,,,,101,744,75,435,75,368,418,136,213,237,,,,,,,,,
648537,"CZK 19,500",50.078549,14.456946,"Přemyslovská, Prague - Žižkov",2 bedroom,Excellent,52 m²,"CZK 3,000","CZK 22,500",Personal,Brick building,,Furnished,,No,No,No,No,Yes,Yes,No,01. 04. 2022,,,G,122,379,81,141,42,364,508,568,896,215,,,,,,,,,
588123,"CZK 23,000",50.075306,14.41547,"Dittrichova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 27,000",Cooperative,Brick building,,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,Gas boiler,Ground floor,G,117,263,234,291,45,337,175,523,739,462,30 to 50 years years,Standard materials and solutions,Interior,,,,,,
681096,"CZK 22,000",50.01763,14.40109,"Mezi Vodami, Prague - Modřany",1 bedroom with open-plan kitchen,New build,63 m²,"CZK 4,000","CZK 40,000",Personal,Prefab concrete building,,Partially furnished,8,No,No,No,No,No,Yes,Yes,Ihned,,,G,196,281,"1,184",690,"1,317",,,,,,1 to 10 years years,Premium materials and solutions,,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 5,500","CZK 21,000",Personal,Prefab concrete building,,Partially furnished,,No,No,No,No,No,No,No,07. 03. 2022,,,G,273,794,162,"1,032",290,982,154,742,195,,,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,,,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,,
6603,"CZK 15,000",50.0784218,14.4567023,"Radhošťská, Prague - Žižkov",1 bedroom,Excellent,38 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,Electric boiler,Middle floor,,317,593,314,727,260,515,382,435,286,406,10 to 30 years years,Premium materials and solutions,Overall,,,,,,
242371,"CZK 16,000",50.0764113,14.4569736,"Slezská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,54 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,,Furnished,2,No,No,Yes,No,No,Yes,No,,,,C,166,470,133,154,179,372,252,456,839,375,,,,,,,,,
680251,"CZK 13,990",50.0851483,14.4512417,Prague - Žižkov,1 bedroom,Excellent,34 m²,CZK 870,"CZK 25,000",Personal,Other,,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,Other,Middle floor,C,173,144,56,115,75,165,167,383,199,457,1 to 10 years years,Standard materials and solutions,Overall,,,,,,
709039,"CZK 18,500",50.0939369,14.5002207,"Nad Smetankou, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 4,800","CZK 37,000",Personal,Brick building,,Furnished,6,No,No,Yes,Yes,No,Yes,Yes,16. 04. 2022,,,G,389,872,287,"1,221",497,334,770,651,"1,053",151,,,,,,,,,
700615,"CZK 19,000",50.09525,14.50889,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 6,700","CZK 20,000",Personal,Brick building,,Furnished,1,Yes,Yes,Yes,No,No,Yes,Yes,01. 03. 2022,,Ground floor,G,189,499,654,463,962,728,"1,279","1,091",262,,1 to 10 years years,Premium materials and solutions,,,,,,,
709701,"CZK 16,000",50.04568,14.43349,"Pujmanové, Prague - Podolí",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 7,000","CZK 40,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,Yes,No,No,No,No,15. 03. 2022,,,G,367,788,268,650,347,722,264,160,455,316,,,,,,,,,
