Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Total number of floors,Design,Front garden,Heating,Renovation,New building,Developer name,Project name,Kód jednotky
705683,"CZK 12,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,909","CZK 15,899","CZK 15,899

                                
                                
                
i",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,C,292,651,149,322,332,382,437,317,442,286,,,,,,,,,,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,773","CZK 16,600",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,,348,583,98,393,284,341,406,"1,061",433,249,21. 05. 2022,1 to 10 years years,Middle floor,,,,,,,,
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,Excellent,31 m²,"CZK 3,828","CZK 25,000",,Personal,Brick building,Unfurnished,1,No,Yes,Yes,No,No,Yes,No,G,134,879,669,"1,248","1,186",682,,,,,19. 04. 2022,1 to 10 years years,Ground floor,Standard materials and solutions,71 m²,,,,,,
712923,"CZK 10,500",50.04567,14.43783,"Stallichova, Prague - Krč",1 bedroom,Excellent,32 m²,"CZK 3,410","CZK 20,000",,Cooperative,Brick building,Partially furnished,2,No,No,Yes,Yes,No,No,No,G,144,609,218,714,399,739,179,252,249,125,05. 04. 2022,,,,,,,,,,
707989,"CZK 20,000",50.07247,14.40411,"Štefánikova, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,66 m²,"CZK 4,500","CZK 40,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,G,73,468,151,4,31,15,550,"1,212","1,222",459,11. 04. 2022,,,,,,,,,,
456712,"CZK 17,000",50.1046697,14.4538237,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,57 m²,"CZK 4,270","CZK 34,000",,Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,D,83,626,65,321,68,158,631,730,335,356,01. 05. 2022,,Top floor,,,Gas boiler,,,,,
704085,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,42 m²,CZK 750,"CZK 13,000",,Personal,Brick building,Partially furnished,4,No,Yes,No,No,No,No,No,G,151,665,424,620,142,633,400,440,482,450,28. 01. 2022,,,Standard materials and solutions,,Electric boiler,Interior,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",,Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,01. 02. 2022,1 to 10 years years,Middle floor,Premium materials and solutions,,Central heating,Overall,,,,
534922,"CZK 19,000",50.0715416,14.4496461,Prague - Vršovice,1 bedroom with open-plan kitchen,,59 m²,"CZK 4,000","CZK 35,000",,Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,Yes,No,D,154,719,167,265,110,580,208,493,284,405,01. 06. 2022,,,,,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,Excellent,38 m²,"CZK 5,000","CZK 15,000",,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,D,155,688,102,642,119,330,220,"1,047",563,175,01. 05. 2022,,,,,,,,,,
713656,"CZK 15,500",50.0767,14.45587,"Kolínská, Prague - Vinohrady",2 bedroom,Excellent,75 m²,CZK 300,"CZK 15,500",,Personal,Other,Furnished,1,Yes,No,Yes,No,Yes,No,No,B,200,383,102,161,92,341,221,537,926,344,09. 04. 2022,,,,,,,,,,
688197,"CZK 10,000",50.13261,14.4228,"Hlivická, Prague - Bohnice",Studio,Good,40 m²,"CZK 3,315","CZK 20,000",,Personal,Prefab concrete building,Furnished,11,No,No,Yes,Yes,Yes,No,No,G,245,"1,087",195,"1,017",796,275,289,993,"1,235",138,01. 06. 2022,,,,,,,,,,
520854,"CZK 13,500",50.0382031,14.3889379,Prague - Hlubočepy,1 bedroom with open-plan kitchen,,53 m²,"CZK 4,000","CZK 5,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,C,52,"1,149",940,"1,063",778,"1,094","1,024","1,021",956,632,01. 05. 2022,10 to 30 years years,,,,,,,,,
641426,"CZK 18,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 3,500","CZK 21,500",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,B,287,755,238,717,532,759,"1,182",642,491,399,11. 04. 2022,1 to 10 years years,Ground floor,,75 m²,,,Yes,,,
713653,"CZK 25,000",50.09913,14.3737,"Evropská, Prague - Dejvice",4 bedroom,Good,86 m²,"CZK 4,776","CZK 50,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,D,133,"1,029",112,716,325,208,915,506,815,206,11. 04. 2022,,,,,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 5,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,C,397,790,342,720,85,786,589,418,343,,09. 04. 2022,,Middle floor,,,District heating,,,,,
712900,"CZK 14,500",50.04423,14.40009,"Žvahovská, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,56 m²,CZK 700,,,Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,E,151,714,841,718,808,"1,202",386,,,,01. 05. 2022,,,,,,,,,,
365812,"CZK 12,000",50.0992033,14.4269883,"Dobrovského, Prague - Holešovice",2 bedroom,Excellent,38 m²,"CZK 5,000",,,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,,178,405,38,125,111,313,364,"1,463",323,389,01. 05. 2022,,Middle floor,Standard materials and solutions,,Gas boiler,Interior,,,,
713648,"CZK 19,000",50.05305,14.51006,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,82 m²,"CZK 2,400","CZK 38,000",,Personal,Other,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,G,86,866,762,814,500,862,899,734,840,392,01. 05. 2022,,,,,,,,,,
408757,"CZK 15,000",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,Excellent,63 m²,"CZK 6,200","CZK 30,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,G,181,"1,036",258,385,220,237,720,21,368,346,01. 07. 2022,1 to 10 years years,Middle floor,,236 m²,Gas boiler,Overall,,,,
713641,"CZK 19,900",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,000","CZK 40,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,220,"1,072",524,783,465,671,407,341,958,277,01. 05. 2022,,,Standard materials and solutions,,Gas boiler,,,,,
713640,"CZK 21,000",50.14747,14.53355,"Rýnská, Prague - Čakovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,853","CZK 40,000",,Personal,Other,Furnished,1,No,Yes,No,No,No,Yes,No,G,304,"1,321",713,947,655,"1,382",927,868,,,09. 04. 2022,,,,,,,,,,
117003,"CZK 12,500",50.0464088,14.3331737,"Zázvorkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,,45 m²,"CZK 3,500","CZK 15,000",,Cooperative,Prefab concrete building,Partially furnished,11,No,No,No,No,No,Yes,No,,365,362,267,391,264,383,639,209,391,221,01. 06. 2022,,,,,District heating,,,,,
713638,"CZK 14,900",50.05704,14.44173,"Soudní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,E,62,"1,226",278,757,256,674,415,390,658,134,09. 04. 2022,,,,,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,New build,46 m²,"CZK 3,700","CZK 25,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,Yes,A,112,878,245,551,47,485,672,982,361,307,01. 07. 2022,1 to 10 years years,Middle floor,Premium materials and solutions,,Central heating,,Yes,,,
713636,"CZK 21,025",50.0703658,14.4506912,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,,46 m²,"CZK 7,008",,,,,Furnished,3,No,No,No,No,No,No,No,,160,577,135,124,74,442,212,390,369,306,16. 04. 2022,,,,,,,,,,
602097,"CZK 21,000",50.156475,14.51919,"Bermanova, Prague - Čakovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 5,700","CZK 40,000",,Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,Yes,C,261,799,92,99,"1,383",769,209,121,,,08. 05. 2022,1 to 10 years years,Top floor,Standard materials and solutions,,Central heating,,,,,
713630,"CZK 10,000",49.9985,14.41857,"Semická, Prague - Modřany",Studio,Excellent,29 m²,"CZK 2,800","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,G,159,"1,068","1,119","1,163",565,"1,169",440,538,"1,278",492,09. 04. 2022,,,,,,,,,,
712856,"CZK 15,000",50.0796,14.49353,"Hostýnská, Prague - Strašnice",2 bedroom,Excellent,53 m²,"CZK 4,000","CZK 15,000",,Cooperative,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,No,No,No,G,319,561,344,649,589,306,619,498,882,364,04. 04. 2022,,Middle floor,,,District heating,Bathroom unit,,,,
712866,"CZK 24,800",50.11094,14.39438,"Podbabská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,87 m²,"CZK 3,500","CZK 50,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,G,199,"1,442",198,829,396,604,735,502,592,448,04. 04. 2022,,,,,,,,,,
712638,"CZK 12,000",50.09595,14.35583,"Nad Tratí, Prague - Vokovice",2 bedroom,Good,35 m²,"CZK 3,029","CZK 16,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,D,245,462,336,360,376,325,195,442,983,129,01. 05. 2022,,,,,,,,,,
712388,"CZK 12,000",50.09595,14.35583,"Nad Tratí, Prague - Vokovice",Studio,Good,35 m²,"CZK 3,029","CZK 16,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,D,245,462,336,360,376,325,195,442,983,129,01. 05. 2022,,,,,,,,,,
462910,"CZK 14,900",50.1027301,14.5485237,"Slévačská, Prague - Hloubětín",1 bedroom,,55 m²,"CZK 4,000",,,Personal,Prefab concrete building,Furnished,8,No,No,Yes,Yes,Yes,Yes,No,B,89,976,186,994,652,941,333,853,666,209,08. 03. 2021,,,,,District heating,Overall,,,,
630500,"CZK 12,500",50.082266,14.45025,"Kubelíkova, Prague - Žižkov",Studio,Excellent,29 m²,"CZK 3,300","CZK 12,500",,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,G,409,160,154,364,27,173,386,494,538,518,01. 11. 2021,,,,,Electric boiler,,,,,
589785,"CZK 12,600",50.035785,14.335362,"Eberlova, Prague - Stodůlky",Studio,Excellent,36 m²,"CZK 4,220","CZK 20,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,A,50,570,98,"1,035",239,566,217,484,416,167,13. 04. 2022,1 to 10 years years,Ground floor,Premium materials and solutions,32 m²,Central heating,,,,,
587207,"CZK 15,000",50.126437,14.505518,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,200","CZK 18,200",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,G,339,959,153,988,362,"1,079",146,634,"1,406",195,01. 06. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,District heating,,,,,
597076,"CZK 13,000",50.055288,14.441894,"Nad Studánkou, Prague - Nusle",1 bedroom with open-plan kitchen,,58 m²,"CZK 3,900","CZK 26,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,D,110,"1,054",174,490,137,600,313,287,"1,006",261,01. 04. 2020,,Middle floor,Standard materials and solutions,,Gas boiler,,,,,
712692,"CZK 5,000",50.1075346,14.4488058,"Ortenovo náměstí, Prague - Holešovice",Small studio,Excellent,18 m²,"CZK 1,500","CZK 6,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,B,29,550,11,363,146,183,179,825,333,256,11. 04. 2022,,,,,,,,,,
400010,"CZK 20,000",50.0773435,14.4009876,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,,98 m²,CZK 600,"CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,Yes,No,No,No,,188,514,319,533,229,506,480,942,762,354,01. 06. 2022,,,,,,,,,,
526821,"CZK 13,500",50.0463229,14.4278321,Prague - Podolí,Studio,Excellent,33 m²,"CZK 2,500","CZK 13,500",,Cooperative,Prefab concrete building,Furnished,5,No,No,No,Yes,No,No,No,,408,"1,226",212,849,134,908,280,384,924,409,10. 04. 2022,,,,,,,,,,
655898,"CZK 9,900",50.01457,14.53931,"Ve Vilkách, Prague - Újezd u Průhonic",1 bedroom with open-plan kitchen,New build,72 m²,"CZK 2,995","CZK 9,900",,Personal,Brick building,Furnished,-1,No,No,No,No,No,No,No,C,121,396,323,353,999,,,,,,01. 05. 2022,1 to 10 years years,,,,Gas boiler,Overall,,,,
657178,"CZK 14,000",50.1105273,14.4507356,"Jankovcova, Prague - Holešovice",Studio,New build,47 m²,"CZK 2,400","CZK 16,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,Yes,Yes,No,G,43,973,494,785,474,571,428,"1,247",701,348,01. 06. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,Central heating,Overall,Yes,,,
712844,"CZK 28,000",50.05301,14.49077,"Záběhlická, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 4,800","CZK 28,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,Yes,No,No,No,,255,"1,227",274,"1,200",287,700,476,882,518,332,01. 07. 2022,,,,,,,,,,
709588,"CZK 17,000",50.044637241492,14.303398704245,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,900","CZK 20,000",,Cooperative,Brick building,Partially furnished,2,Yes,No,No,No,Yes,No,No,G,270,209,261,243,"1,040","1,137",743,903,196,,16. 05. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,,,Yes,,,
709089,"CZK 15,000",49.97318,14.38539,"Romana Blahníka, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 2,900","CZK 30,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,B,385,777,683,655,543,612,"1,095",406,107,,01. 05. 2022,,Middle floor,,,,Overall,,,,
712834,"CZK 10,000",50.11056,14.5041,"Prouzova, Prague - Vysočany",Small studio,Excellent,30 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,G,91,311,66,207,108,271,165,494,286,262,10. 04. 2022,,,,,,,,,,
713369,"CZK 17,000",50.11366,14.47593,"Zenklova, Prague - Libeň",3 bedroom,Excellent,57 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,G,164,194,"1,045",205,688,581,"1,249",765,255,,01. 05. 2022,,,,,,,,,,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 2,000",,,Other,Brick building,Furnished,2,No,No,No,No,No,No,No,E,216,344,70,346,22,280,306,274,647,724,12. 10. 2020,,,,,,,,,,
713606,"CZK 28,505",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 9,501",,,,,Furnished,2,No,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,01. 05. 2022,,,,,,,,,,
713605,"CZK 28,080",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 9,360",,,,,Furnished,3,No,No,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,01. 05. 2022,,,,,,,,,,
713604,"CZK 30,161",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 10,053",,,,,Furnished,5,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,01. 05. 2022,,,,,,,,,,
713601,"CZK 31,716",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,,63 m²,"CZK 10,572",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,01. 05. 2022,,,,,,,,,,
713600,"CZK 28,559",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,49 m²,"CZK 9,520",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,01. 05. 2022,,,,,,,,,,
713599,"CZK 28,505",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,46 m²,"CZK 9,501",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,29. 05. 2022,,,,,,,,,,
712821,"CZK 25,000",50.09093,14.41747,"Břehová, Prague - Josefov",2 bedroom,Excellent,73 m²,"CZK 6,000","CZK 31,000",,Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,Yes,No,G,65,331,261,422,0,508,385,628,143,640,04. 04. 2022,,,,,,,,,,
710246,"CZK 9,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 2,000","CZK 21,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,01. 05. 2022,,,,,,,,,,
713594,"CZK 14,000",50.0293758,14.5967803,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,500","CZK 30,000",,Personal,Brick building,Partially furnished,4,No,No,No,Yes,No,Yes,Yes,C,178,317,291,426,238,290,736,817,943,127,01. 07. 2022,,,,,,,,,,
220725,"CZK 19,400",50.0524391,14.3234207,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,66 m²,"CZK 3,600","CZK 23,000",,Personal,Brick building,Partially furnished,2,Yes,Yes,No,No,Yes,No,No,B,324,"1,401",846,"1,024",736,930,"1,176",684,427,586,10. 02. 2020,1 to 10 years years,Middle floor,Premium materials and solutions,18 m²,Gas boiler,Overall,Yes,,,
713587,"CZK 20,396",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,799",,,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,,234,341,228,706,128,428,324,536,546,328,08. 06. 2022,,,,,,,,,,
712781,"CZK 16,500",50.03681,14.50131,"Benkova, Prague - Chodov",3 bedroom,Excellent,68 m²,"CZK 2,500","CZK 16,500",,Personal,Prefab concrete building,Furnished,6,Yes,No,Yes,No,No,Yes,No,G,222,461,587,"1,208",404,648,345,345,331,331,01. 06. 2022,,,,,,,,,,
712778,"CZK 30,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,New build,120 m²,"CZK 5,000","CZK 27,000",,Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,Yes,No,Yes,G,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,04. 04. 2022,,,,,,,,,,
713575,"CZK 18,000",50.13037,14.44918,"Mirovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,000","CZK 18,000",,Personal,Prefab concrete building,Partially furnished,5,No,No,No,Yes,No,No,No,G,273,238,889,479,528,771,452,"1,251",66,,08. 04. 2022,,,,,,,,,,
712773,"CZK 14,000",50.0758546,14.5096395,"Třebohostická, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,39 m²,"CZK 3,100","CZK 17,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,Yes,Yes,No,B,381,"1,009",720,"1,141",405,990,791,957,718,,,1 to 10 years years,Top floor,,,District heating,,,,,
405177,"CZK 16,000",50.0881003,14.3492537,"Šantrochova, Prague - Břevnov",2 bedroom,,52 m²,"CZK 4,500","CZK 16,000",,Cooperative,Brick building,Partially furnished,4,No,No,No,No,No,No,No,B,161,207,251,438,206,237,125,72,247,268,,,,,,,,,,,
540588,"CZK 15,500",50.1008556,14.5281271,"Nademlejnská, Prague - Hloubětín",1 bedroom with open-plan kitchen,,57 m²,"CZK 5,500","CZK 40,000",,Personal,Other,Furnished,2,No,Yes,Yes,No,No,Yes,No,,234,906,351,888,100,834,904,953,770,478,01. 05. 2022,,,,,,,,,,
713570,"CZK 13,650",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,,24 m²,"CZK 4,550",,,,,Furnished,1,No,No,No,No,No,No,No,,207,626,116,221,143,278,376,548,644,639,01. 06. 2022,,,,,,,,,,
713568,"CZK 14,000",50.06606,14.49555,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,39 m²,"CZK 2,500","CZK 14,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,155,"1,421",272,"1,125",261,430,339,439,782,514,08. 04. 2022,,,,,,,,,,
713566,"CZK 15,000",50.1262,14.41959,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 2,500","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,No,No,Yes,Yes,No,No,G,231,348,362,303,242,392,734,884,"1,411",430,01. 05. 2022,,,,,,,,,,
713563,"CZK 16,500",50.1009689,14.4305059,"Františka Křížka, Prague - Holešovice",1 bedroom,,48 m²,"CZK 5,500",,,,,Furnished,1,No,No,No,No,No,Yes,No,,204,466,140,276,72,172,293,179,557,,10. 05. 2022,,,,,,,,,,
563574,"CZK 13,900",50.0930347,14.4529849,"Křižíkova, Prague - Karlín",Small studio,,23 m²,CZK 100,"CZK 13,600",,Cooperative,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,,110,438,94,81,22,129,505,"1,140",142,459,01. 01. 2021,1 to 10 years years,Middle floor,Standard materials and solutions,,Gas boiler,Interior,,,,
547996,"CZK 11,500",50.0663622,14.439065,"Bělehradská, Prague - Nusle",1 bedroom,Excellent,38 m²,CZK 800,"CZK 15,000",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,G,133,222,237,243,67,320,502,563,581,428,15. 04. 2022,,Middle floor,Standard materials and solutions,,Electric boiler,Overall,,,,
353637,"CZK 13,000",50.003607,14.3492134,"Do Borovin, Prague - Lochkov",Studio,,42 m²,,"CZK 12,999",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,281,692,,,,,,,,,15. 04. 2022,,,,,,,,,,
713558,"CZK 14,000",50.07854,14.4231,"Navrátilova, Prague - Nové Město",2 bedroom,Good,85 m²,"CZK 1,000","CZK 15,000",,Personal,Other,Furnished,3,Yes,No,No,No,Yes,Yes,No,C,136,605,119,144,15,305,222,560,549,497,15. 04. 2022,,,,,,,,,,
712831,"CZK 14,500",50.07631,14.64919,"Račiněveská, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 2,700","CZK 29,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,G,455,497,201,"1,008",267,408,675,864,697,,01. 05. 2022,1 to 10 years years,Middle floor,,,Gas boiler,Interior,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 6,500","CZK 50,000",,Cooperative,Other,Unfurnished,,Yes,No,Yes,No,Yes,Yes,No,B,167,612,"1,210",716,"1,193","1,106",239,653,701,,01. 05. 2022,1 to 10 years years,Ground floor,Premium materials and solutions,,Central heating,,Yes,,,
589443,"CZK 24,000",50.140024,14.519857,"Veselská, Prague - Letňany",2 bedroom with open-plan kitchen,New build,90 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,B,408,535,"1,038","1,122",278,659,935,"1,066","1,197",213,01. 06. 2022,1 to 10 years years,,Standard materials and solutions,,District heating,,,,,
545164,"CZK 12,500",50.1105294,14.4507429,Prague - Holešovice,Studio,New build,22 m²,"CZK 2,000","CZK 12,500",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,,42,972,494,784,474,571,428,"1,247",701,348,01. 05. 2022,1 to 10 years years,Middle floor,Premium materials and solutions,,Central heating,,Yes,,,
712736,"CZK 13,500",50.04537,14.51573,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,700","CZK 27,000",,Personal,Brick building,Unfurnished,5,No,No,No,Yes,Yes,Yes,No,G,264,289,263,252,962,300,"1,332",160,,,01. 05. 2022,,,,,,,,,,
712743,"CZK 11,500",50.10449,14.4784,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 1,750","CZK 11,500",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,A,69,285,111,311,7,237,333,461,213,358,01. 06. 2022,,,,,,,,,,
443559,"CZK 17,000",50.0675078,14.4582497,"Minská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,65 m²,CZK 800,"CZK 18,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,80,465,161,199,83,296,387,462,484,304,17. 11. 2020,,,,,Gas boiler,,,,,
713351,"CZK 20,000",50.08196,14.44614,"Ježkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,,,,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,G,528,534,64,561,15,239,274,263,589,355,01. 05. 2022,,,,,,,,,,
624122,"CZK 14,000",50.089335,14.307978,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,000","CZK 16,000",,Personal,Prefab concrete building,Partially furnished,13,Yes,No,Yes,No,No,Yes,No,C,106,194,217,208,204,265,430,"1,354","1,274",129,01. 06. 2022,,,,,,,,,,
711974,"CZK 13,000",50.07675,14.45756,"Libická, Prague - Vinohrady",Studio,Excellent,25 m²,"CZK 1,500","CZK 18,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,A,113,485,133,101,171,302,361,438,820,377,16. 04. 2022,,,Premium materials and solutions,,,Overall,,,,
511878,"CZK 24,000",50.0772731,14.4545539,"Vinohradská, Prague - Vinohrady",3 bedroom,,104 m²,"CZK 5,000","CZK 24,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,,207,217,10,27,71,369,212,536,997,339,,,,,,,,,,,
713431,"CZK 15,800",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 1,900",,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,B,102,622,257,413,274,484,238,58,551,172,01. 07. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,Central heating,Overall,Yes,,,
