Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,PENB,Design,Renovation,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
695225,"CZK 16,245",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,33 m²,"CZK 5,415",Furnished,2,No,No,No,No,No,Yes,No,07. 02. 2022,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,,,,
699519,"CZK 19,289",50.0726277,14.3919683,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,79 m²,"CZK 6,429",Furnished,6,No,No,No,No,No,No,No,07. 02. 2022,187,"1,029",127,720,136,847,206,901,"1,059",126,,,,,,,,,,,,,,,,
704926,"CZK 17,000",50.10912,14.55818,"Pelušková, Prague - Kyje",1 bedroom with open-plan kitchen,54 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,107,929,101,143,883,547,"1,452",424,,,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
461856,"CZK 13,999",50.1064671,14.4542935,"U Parního mlýna, Prague - Holešovice",1 bedroom,33 m²,CZK 1,Partially furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,306,717,105,530,107,410,474,981,318,267,Excellent,,Personal,Brick building,,Other,,,Standard materials and solutions,,,,,,,
704925,"CZK 17,000",50.02624,14.52365,"Doubravická, Prague - Chodov",2 bedroom with open-plan kitchen,70 m²,"CZK 5,500",Partially furnished,10,No,No,No,No,No,Yes,No,03. 02. 2022,169,949,182,781,202,444,389,552,877,135,Excellent,"CZK 17,000",Cooperative,Prefab concrete building,,,,G,,,,,,,,
704908,"CZK 15,000",50.07632,14.43525,"Italská, Prague - Vinohrady",1 bedroom,45 m²,CZK 750,Partially furnished,3,No,No,No,No,No,No,No,02. 02. 2022,27,86,178,47,79,221,380,470,523,744,Excellent,"CZK 15,000",Personal,Brick building,,Gas boiler,Middle floor,G,,,,,,,,
680099,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,"CZK 9,975",Furnished,7,No,No,No,No,No,Yes,Yes,07. 02. 2022,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,1,No,No,No,No,No,Yes,No,07. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,34 m²,"CZK 6,100",Furnished,2,No,No,No,No,No,Yes,No,07. 02. 2022,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,,,,
695370,"CZK 29,700",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,92 m²,"CZK 9,900",Furnished,7,No,Yes,No,No,No,Yes,No,19. 02. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,
696583,"CZK 15,300",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,50 m²,"CZK 5,100",Furnished,1,No,No,No,No,No,No,No,15. 03. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,
100900,"CZK 12,400",50.1173105,14.2971938,"Hokešovo nám., Prague - Přední Kopanina",1 bedroom with open-plan kitchen,58 m²,"CZK 4,100",Furnished,2,No,No,No,No,No,No,No,27. 06. 2021,33,176,294,,,,,,,,Excellent,"CZK 16,500",,Brick building,,Central heating,,,,,,,,,,
614371,"CZK 11,900",50.103399,14.44867,"Dělnická, Prague - Holešovice",Studio,21 m²,"CZK 2,500",Furnished,7,Yes,Yes,No,No,No,Yes,No,16. 02. 2022,135,196,103,97,102,194,294,370,481,351,Excellent,"CZK 20,000",Personal,Brick building,,District heating,Top floor,G,,,,,,,,
198973,"CZK 10,000",50.0464879,14.4427116,"U nových domů III, Prague - Krč",Studio,31 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,291,414,111,356,137,313,174,583,593,332,Excellent,"CZK 15,000",Personal,Brick building,,Gas boiler,Raised ground floor,C,Standard materials and solutions,Overall,,300 m²,,,,
361871,"CZK 13,500",50.1341967,14.5084069,"Vratimovská, Prague - Letňany",2 bedroom,50 m²,"CZK 2,950",Partially furnished,6,Yes,No,No,No,No,No,No,07. 02. 2022,120,837,185,513,386,385,63,330,218,232,,"CZK 17,000",Personal,Prefab concrete building,,,,C,,Overall,,,,,,
680072,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,30 m²,"CZK 8,750",Furnished,7,No,No,No,No,No,Yes,Yes,07. 02. 2022,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,65 m²,"CZK 8,750",Furnished,2,No,No,No,No,No,No,No,07. 02. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,
703938,"CZK 18,750",50.0716124,14.4594622,"Slovinská, Prague - Vršovice",1 bedroom with open-plan kitchen,56 m²,"CZK 6,250",Furnished,5,Yes,No,No,No,No,Yes,No,02. 03. 2022,152,674,40,445,81,448,262,312,748,277,,,,,,,,,,,,,,,,
704733,"CZK 45,000",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom,80 m²,"CZK 15,000",Furnished,3,No,No,No,No,No,Yes,No,09. 02. 2022,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,,,,,,
680007,"CZK 45,000",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,72 m²,"CZK 15,000",Furnished,3,No,No,No,No,No,Yes,No,07. 02. 2022,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,,,,,,
670463,"CZK 21,500",50.09978,14.37493,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,78 m²,"CZK 3,500",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,05. 07. 2021,77,"1,146",149,759,277,338,783,447,816,249,Excellent,"CZK 48,000",Cooperative,Brick building,,Central heating,,G,Premium materials and solutions,,,,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,28 m²,"CZK 3,500",,4,No,No,Yes,No,No,Yes,No,07. 02. 2022,109,534,142,184,203,265,461,310,325,297,Good,"CZK 10,000",Personal,Prefab concrete building,,District heating,Middle floor,G,,,,,,,,
704913,"CZK 15,000",50.09003,14.47284,"Biskupcova, Prague - Žižkov",1 bedroom,62 m²,CZK 610,Unfurnished,,No,No,Yes,Yes,No,No,No,07. 02. 2022,291,973,49,344,43,178,293,248,443,380,Excellent,"CZK 15,000",Cooperative,Brick building,,,,G,,,,,,,,
304046,"CZK 10,000",50.0678085,14.4327085,Prague - Vinohrady,Studio,45 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,Yes,No,10. 02. 2022,153,761,146,773,143,515,439,641,193,280,Excellent,"CZK 20,000",Personal,Brick building,,Gas boiler,,,,,,,,,,
704911,"CZK 13,000",50.13537,14.47236,"Šimůnkova, Prague - Kobylisy",Studio,36 m²,"CZK 2,500",Unfurnished,2,No,No,No,No,Yes,No,No,15. 02. 2022,192,"1,069",441,"1,166",401,"1,044",548,297,"1,194",147,Excellent,"CZK 26,000",Cooperative,Prefab concrete building,,,,G,,,,,,,,
704193,"CZK 9,500",50.03945,14.50879,"Majerského, Prague - Chodov",Studio,32 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,Yes,No,29. 01. 2022,359,"1,093",229,480,146,622,331,486,125,,Excellent,"CZK 10,000",Personal,Prefab concrete building,,,,G,,,,,,,,
690504,"CZK 19,425",50.084008861001,14.414631128311,"Boršov, Prague - Staré Město",Studio,25 m²,"CZK 6,475",Furnished,2,No,No,No,No,No,No,No,07. 02. 2022,151,761,53,417,7,404,559,561,517,251,,,,,,,,,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,46 m²,"CZK 12,000",Furnished,5,No,No,No,No,No,Yes,No,07. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,07. 02. 2022,211,"1,258",662,"1,150",181,848,"1,132",609,96,214,,,,,,,,,,,,,,,,
704732,"CZK 37,500",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 12,500",Furnished,3,No,No,No,No,No,Yes,No,07. 02. 2022,68,269,126,89,16,107,70,52,156,144,,,,,,,,,,,,,,,,
704890,"CZK 18,800",50.07866,14.42339,"Navrátilova, Prague - Nové Město",1 bedroom,45 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,04. 03. 2022,156,626,139,165,6,325,219,540,570,477,Excellent,"CZK 30,000",Personal,Brick building,1 to 10 years years,Electric boiler,,A,Premium materials and solutions,Overall,,,,,,
704909,"CZK 17,500",50.0717606,14.4788675,"Kubánské náměstí, Prague - Vršovice",2 bedroom,62 m²,"CZK 2,800",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,236,165,241,357,36,76,265,160,494,341,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
131521,"CZK 21,000",50.0821453,14.4455325,"Bořivojova, Prague - Žižkov",2 bedroom with open-plan kitchen,68 m²,"CZK 4,900",Furnished,2,No,No,No,No,No,No,No,05. 02. 2022,537,543,175,570,15,249,284,292,618,279,,,Personal,Brick building,,,,G,,,,,,,,
680093,"CZK 32,400",50.091319,14.4234523,"U Obecního dvora, Prague - Staré Město",2 bedroom,62 m²,"CZK 10,800",Furnished,2,No,No,No,No,No,Yes,No,07. 02. 2022,116,432,102,253,102,270,297,393,201,165,,,,,,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,"CZK 11,250",Furnished,3,No,No,No,No,No,No,No,07. 02. 2022,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,,,,,,
690507,"CZK 101,363",50.0915501,14.4268683,"Hradební, Prague - Staré Město",5 bedroom,160 m²,"CZK 33,787",Furnished,6,No,Yes,No,No,No,Yes,No,07. 02. 2022,102,183,98,123,98,108,208,406,183,306,,,,,,,,,,,,,,,,
680075,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,40 m²,"CZK 12,500",Furnished,-1,No,Yes,No,No,No,No,No,07. 02. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,2,No,No,No,No,No,Yes,No,07. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
680049,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,75 m²,"CZK 13,250",Furnished,3,No,No,No,No,No,Yes,No,07. 02. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
686085,"CZK 27,000",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,82 m²,"CZK 9,000",Furnished,3,No,No,No,No,No,Yes,No,08. 02. 2022,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,,,,,
679997,"CZK 37,500",50.073194,14.4364932,"Uruguayská, Prague - Vinohrady",2 bedroom,65 m²,"CZK 12,500",Furnished,4,No,No,No,No,No,Yes,No,07. 02. 2022,271,101,117,353,35,204,64,230,885,796,,,,,,,,,,,,,,,,
680003,"CZK 52,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 17,500",Furnished,4,No,No,No,No,No,Yes,Yes,07. 02. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
293078,"CZK 18,000",50.1062007,14.5484111,"Kardašovská, Prague - Hloubětín",3 bedroom,80 m²,"CZK 2,000",Unfurnished,6,Yes,No,No,No,No,No,No,,117,874,230,892,472,900,298,618,"1,071",199,,,Other,Prefab concrete building,,,,,,,,,,,,
687894,"CZK 35,000",50.1026798,14.423257,"Ovenecká, Prague - Bubeneč",4 bedroom,145 m²,"CZK 7,000",Partially furnished,3,No,No,Yes,No,Yes,No,No,26. 01. 2022,326,374,221,298,115,331,416,341,123,,Excellent,,Personal,Brick building,,Gas boiler,,G,,,,,,,,
696137,"CZK 22,000",50.0868,14.37019,"Za Kajetánkou, Prague - Břevnov",2 bedroom with open-plan kitchen,55 m²,"CZK 5,200",Furnished,1,Yes,No,Yes,No,Yes,No,No,02. 02. 2022,73,613,261,685,139,438,274,370,680,555,Excellent,"CZK 26,500",Personal,Brick building,,Gas boiler,Middle floor,C,Premium materials and solutions,Overall,,20 m²,,,,
193776,"CZK 16,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,49 m²,CZK 500,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,166,"1,038",161,232,43,143,294,359,331,393,,"CZK 32,000",Personal,Brick building,,,,,,,,2000 m²,,,,
367572,"CZK 15,100",50.0987306,14.4286503,"Letohradská, Prague - Holešovice",1 bedroom,44 m²,"CZK 2,850",Partially furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,256,535,159,206,126,211,170,"1,356",214,282,Excellent,"CZK 17,950",Personal,Brick building,,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
704897,"CZK 13,000",50.1227,14.49844,"Jablonecká, Prague - Prosek",1 bedroom with open-plan kitchen,48 m²,"CZK 1,200",Partially furnished,4,Yes,No,No,No,No,Yes,No,07. 02. 2022,393,114,138,178,147,483,365,303,"1,180",220,Good,"CZK 13,000",Personal,Prefab concrete building,,,,G,,,,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,18 m²,"CZK 2,000",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,120,965,134,"1,386",19,188,126,"1,242","1,005",331,Excellent,"CZK 15,000",Personal,Brick building,,Central heating,Middle floor,,Standard materials and solutions,Interior,,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,70 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,19,488,114,488,208,308,207,848,402,134,Excellent,"CZK 23,500",Personal,Brick building,,,,G,,,,,,,,
704896,"CZK 16,900",50.09168,14.42675,"Hradební, Prague - Staré Město",1 bedroom with open-plan kitchen,58 m²,"CZK 2,900",Furnished,4,No,No,Yes,No,No,Yes,No,02. 02. 2022,118,167,114,138,105,124,223,421,168,290,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",1 bedroom with open-plan kitchen,62 m²,"CZK 12,000",Furnished,4,Yes,No,No,No,No,Yes,Yes,07. 02. 2022,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,,,,
704075,"CZK 18,500",50.08641,14.38188,"Za Pohořelcem, Prague - Střešovice",3 bedroom,81 m²,CZK 610,Partially furnished,3,No,No,Yes,No,No,No,No,31. 01. 2022,167,593,230,935,142,699,500,490,432,134,Excellent,"CZK 18,500",Personal,Brick building,,Electric boiler,,F,,Overall,,,,,,
704760,"CZK 23,000",50.00412,14.41096,"Ke Zvonici, Prague - Modřany",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,Yes,No,No,01. 02. 2022,275,593,539,687,495,413,448,353,"1,054",119,Excellent,"CZK 40,000",Personal,Brick building,,Gas boiler,Top floor,C,,Overall,,,,,,
396219,"CZK 32,000",50.0743702,14.4380747,"Francouzská, Prague - Vinohrady",3 bedroom,100 m²,"CZK 5,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,15. 02. 2022,83,328,33,311,17,257,197,373,742,638,,"CZK 32,000",Personal,Brick building,,Central heating,Middle floor,,,,,,,,,
427407,"CZK 16,700",50.1091682,14.5338204,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,52 m²,"CZK 2,250",Partially furnished,1,No,No,Yes,No,No,No,No,,356,656,311,637,553,473,465,269,766,276,,"CZK 35,400",Personal,Brick building,,District heating,Raised ground floor,C,Premium materials and solutions,Overall,,,,,,
691087,"CZK 10,990",50.0851483,14.4512417,"Štítného, Prague - Žižkov",Studio,30 m²,CZK 760,Partially furnished,1,No,No,No,No,No,Yes,No,15. 02. 2022,173,144,56,115,75,165,167,383,199,457,Excellent,"CZK 20,000",Personal,Other,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,Overall,,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,57 m²,CZK 600,Partially furnished,5,No,Yes,No,No,No,No,No,01. 02. 2022,183,789,420,473,89,245,193,614,700,165,Excellent,"CZK 14,000",Personal,Brick building,,Other,,D,,,,,,,,
698962,"CZK 15,641",50.0719016,14.3887227,"Plzeňská, Prague - Košíře",1 bedroom with open-plan kitchen,53 m²,"CZK 5,214",Furnished,4,Yes,No,No,No,No,No,No,07. 02. 2022,111,"1,148",101,913,158,"1,036",498,826,"1,228",330,,,,,,,,,,,,,,,,
699584,"CZK 14,763",50.0945763,14.4951344,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 4,921",Furnished,4,Yes,No,No,No,No,No,No,07. 02. 2022,131,383,269,715,80,405,303,544,447,208,,,,,,,,,,,,,,,,
697101,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,"CZK 6,225",Furnished,2,No,Yes,No,No,No,No,No,07. 02. 2022,79,38,77,287,79,287,384,531,326,376,,,,,,,,,,,,,,,,
686749,"CZK 37,050",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,64 m²,"CZK 12,350",Furnished,3,Yes,Yes,No,No,No,Yes,No,28. 02. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,
610826,"CZK 20,000",50.103098,14.45016,"Komunardů, Prague - Holešovice",2 bedroom with open-plan kitchen,74 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,03. 02. 2022,75,279,16,49,110,70,323,286,416,267,Excellent,"CZK 20,000",Personal,Brick building,1 to 10 years years,,Middle floor,G,Standard materials and solutions,Overall,,,,,,
353410,"CZK 23,000",50.0375749,14.3957288,"Švábova, Prague - Hlubočepy",3 bedroom,105 m²,"CZK 3,500",Furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,426,"1,360","1,111","1,425","1,250","1,162","1,215",,,,Excellent,"CZK 23,000",Personal,Brick building,,Gas boiler,Middle floor,B,Premium materials and solutions,Overall,,,,,,
704885,"CZK 13,500",50.06613,14.45027,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,53 m²,"CZK 2,900",Unfurnished,3,Yes,No,No,No,No,No,No,10. 02. 2022,152,429,72,537,100,233,216,374,62,445,Excellent,"CZK 27,000",Personal,Brick building,,,,G,,,,,,,,
704703,"CZK 12,500",50.13086,14.47614,"Chabařovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,45 m²,"CZK 2,800",Partially furnished,7,No,No,Yes,No,No,Yes,No,07. 02. 2022,362,634,98,764,302,670,218,192,"1,497",197,Excellent,"CZK 15,000",Personal,Prefab concrete building,,District heating,,C,,Interior,,,,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,48 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,311,762,258,352,250,361,291,585,379,318,Good,"CZK 15,000",Personal,Brick building,,,,G,,,,,,,,
603030,"CZK 13,500",50.089743,14.469509,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,"CZK 3,700",Furnished,1,No,No,No,No,No,Yes,No,15. 06. 2020,107,769,38,114,13,87,391,360,473,409,Excellent,"CZK 17,200",Personal,Brick building,1 to 10 years years,Other,Middle floor,G,Standard materials and solutions,Overall,,,,,,
399383,"CZK 12,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,37 m²,"CZK 4,000",Furnished,2,Yes,Yes,No,No,No,Yes,No,,252,437,31,232,109,177,177,13,435,,Excellent,"CZK 16,500",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,C,Premium materials and solutions,Overall,,,,,,
704876,"CZK 12,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,80 m²,"CZK 6,000",Partially furnished,3,Yes,No,Yes,Yes,Yes,No,No,02. 02. 2022,488,243,535,300,484,5,,,,,Excellent,"CZK 18,000",Personal,Prefab concrete building,,Central heating,,D,,,,,,,,
690495,"CZK 31,875",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,72 m²,"CZK 10,625",Furnished,5,No,No,No,No,No,Yes,No,14. 03. 2022,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,,,,
703891,"CZK 15,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 5,225",Furnished,2,No,No,No,No,No,Yes,No,07. 02. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
679948,"CZK 18,428",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,30 m²,"CZK 6,142",Furnished,3,No,No,No,No,No,No,Yes,24. 02. 2022,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,,,,,,
704879,"CZK 11,000",50.09968,14.48366,"Novovysočanská, Prague - Libeň",Studio,32 m²,"CZK 2,600",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,228,"1,314",395,"1,166",348,"1,209",539,532,699,278,New build,"CZK 15,000",Personal,Other,,,,B,,,Yes,,,,,
704878,"CZK 11,900",50.10608,14.58416,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,02. 02. 2022,514,563,440,487,523,834,"1,462",667,500,,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,B,,,,,,,,
695439,"CZK 13,000",50.01627,14.62809,"Bazalková, Prague - Kolovraty",Studio,44 m²,"CZK 2,749",Furnished,1,Yes,No,Yes,No,Yes,No,No,10. 12. 2021,444,505,930,863,607,901,526,"1,071",157,,New build,"CZK 26,000",Personal,Brick building,,,,G,,,,,,,,
690649,"CZK 11,000",49.98979,14.4071,"Na Homoli, Prague - Komořany",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",Unfurnished,,No,No,Yes,No,No,No,No,01. 02. 2022,241,153,201,"1,159",337,,,,,,Excellent,"CZK 15,000",Personal,Brick building,,,,G,,,,,,,,
699887,"CZK 13,000",50.09159,14.47407,"Koněvova, Prague - Žižkov",1 bedroom,47 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,65,"1,233",38,96,186,153,162,385,195,258,Excellent,"CZK 25,000",Personal,Brick building,,,,B,,,,,,,,
561302,"CZK 11,000",50.1018773,14.4368742,"Bubenská, Prague - Holešovice",Small studio,25 m²,"CZK 1,000",Furnished,4,Yes,No,No,No,No,No,No,01. 12. 2021,181,978,234,343,133,433,418,"1,441",475,975,,"CZK 12,000",Personal,Brick building,,,Middle floor,C,,,,,,,,
346124,"CZK 13,500",50.1110451477,14.4969713587,"Paříkova, Prague - Vysočany",Studio,40 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,No,No,No,,184,435,282,203,244,75,702,854,368,434,Excellent,"CZK 18,000",Personal,Brick building,,District heating,Raised ground floor,B,Premium materials and solutions,,,,,,,
704859,"CZK 16,000",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,02. 02. 2022,238,381,167,363,126,349,116,183,253,654,Excellent,"CZK 32,000",Personal,Brick building,,,,G,,,,,,,,
360151,"CZK 9,000",50.0742802,14.4041058,Prague - Smíchov,Small studio,33 m²,"CZK 3,750",Partially furnished,1,No,No,No,No,No,No,No,,157,257,119,77,70,175,321,"1,193","1,001",336,,,Personal,Other,,District heating,,C,,,,,,,,
694676,"CZK 27,788",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,54 m²,"CZK 9,262",Furnished,7,No,No,No,No,No,Yes,No,28. 02. 2022,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,,,,,
301806,"CZK 17,000",50.0587289422,14.2809950001,"Lanžhotská, Prague - Zličín",1 bedroom with open-plan kitchen,65 m²,"CZK 3,722",Unfurnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2021,430,813,943,872,918,997,344,"1,219",116,,New build,"CZK 20,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,Standard materials and solutions,,Yes,,,,,
693778,"CZK 16,000",50.07103,14.44862,"Sevastopolská, Prague - Vršovice",1 bedroom,40 m²,"CZK 2,500",Furnished,4,No,No,No,No,No,Yes,No,26. 11. 2021,232,757,227,358,114,548,333,567,337,385,Excellent,"CZK 18,500",Personal,Brick building,,Gas boiler,Middle floor,G,Standard materials and solutions,,,,,,,
698959,"CZK 10,000",49.9572694,14.3716705,"Jílovišťská, Prague - Lipence",1 bedroom,50 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,Yes,No,No,13. 01. 2022,13,"1,077",850,"1,278","1,312",,,,,,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
704849,"CZK 22,000",50.0750996,14.4619479,Prague - Vinohrady,2 bedroom,100 m²,"CZK 4,000",,,No,No,No,No,No,No,No,05. 02. 2022,180,382,253,335,211,322,631,234,510,321,New build,"CZK 22,000",Personal,Brick building,,,,,,,,,,,,
631184,"CZK 10,000",50.115845,14.491425,"Prosecká, Prague - Prosek",Small studio,20 m²,"CZK 1,000",Furnished,1,No,No,No,No,Yes,No,No,03. 02. 2022,191,"1,158",671,689,258,651,314,393,461,624,Excellent,,Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,G,Standard materials and solutions,Overall,,,,,,
597702,"CZK 7,500",50.077415,14.474404,"Soběslavská, Prague - Vinohrady",Small studio,23 m²,"CZK 1,500",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,133,837,86,238,24,246,493,960,236,138,Good,"CZK 15,000",Personal,Brick building,over 50 years years,District heating,Middle floor,D,Standard materials and solutions,Interior,,60 m²,,,,
619927,"CZK 11,800",50.031865,14.393208,"Lumiérů, Prague - Hlubočepy",1 bedroom,40 m²,"CZK 2,200",Furnished,2,No,No,No,No,No,No,No,31. 01. 2022,92,"1,442",756,"1,349",209,"1,407",99,,,,Good,"CZK 14,000",Cooperative,Brick building,,District heating,Middle floor,G,,Exterior,,,,,,
