Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Heating,Total number of floors,Renovation,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
717571,"CZK 16,000",50.04677,14.31573,"Klukovická, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,Yes,No,30. 05. 2022,C,,,,98,582,453,591,499,108,642,220,585,216,,,,,,,,,
717569,"CZK 12,000",50.09126,14.4739,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 3,500","CZK 15,500",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,07. 05. 2022,G,,Middle floor,Interior,77,"1,140",83,141,95,37,200,423,240,303,,,,,,,,,
717562,"CZK 14,000",50.102,14.43331,"Veletržní, Prague - Holešovice",2 bedroom,Excellent,52 m²,CZK 700,"CZK 14,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,09. 05. 2022,B,,,,124,628,3,140,85,176,395,470,848,,,,,,,,,,
717559,"CZK 14,000",50.06992,14.47596,"Karpatská, Prague - Vršovice",1 bedroom,Good,39 m²,"CZK 1,500","CZK 14,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,G,,,,136,268,133,356,115,316,196,90,181,134,,,,,,,,,
118686,"CZK 30,000",50.0695036,14.3174676,"Na Fialce II, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 7,000","CZK 70,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,Yes,01. 06. 2022,D,Gas boiler,Middle floor,,358,"1,261",962,"1,327",648,"1,114",770,535,577,211,,10 to 30 years years,Premium materials and solutions,,,,,,
653851,"CZK 13,000",50.08344,14.509,"Počernická, Prague - Malešice",Studio,New build,35 m²,"CZK 3,400","CZK 15,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,Yes,01. 06. 2022,A,Central heating,,,40,740,80,680,33,602,868,643,644,288,,1 to 10 years years,,,,,,,
717552,"CZK 21,000",50.07037,14.47724,"Kubánské náměstí, Prague - Vršovice",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 2,970","CZK 21,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,16. 05. 2022,G,,,,63,135,54,208,90,179,308,213,278,156,,,,,,,,,
532257,"CZK 12,500",50.0041441,14.4153289,"Soukalova, Prague - Modřany",Studio,New build,35 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,15. 05. 2022,,District heating,Middle floor,,197,249,536,368,397,227,817,708,846,221,,1 to 10 years years,Standard materials and solutions,,,,,,
530371,"CZK 12,800",50.1128959,14.515145,"Strnadových, Prague - Vysočany",Studio,New build,37 m²,"CZK 3,640","CZK 17,000",Personal,Brick building,Furnished,5,No,No,No,No,No,No,Yes,01. 06. 2022,B,Central heating,Middle floor,,559,697,707,"1,472","1,390","1,488",523,350,,,Yes,1 to 10 years years,Standard materials and solutions,,,,,,
717547,"CZK 12,700",50.1404,14.51908,"Škrábkových, Prague - Letňany",Studio,New build,43 m²,"CZK 2,200","CZK 12,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,07. 05. 2022,B,District heating,,,393,613,"1,056","1,199",291,737,"1,013",969,"1,247",285,Yes,,,,,,,,
601507,"CZK 33,000",50.035333,14.389324,"Devonská, Prague - Hlubočepy",2 bedroom with open-plan kitchen,New build,90 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,31. 05. 2022,A,Central heating,Middle floor,,228,"1,312",695,"1,220",668,"1,278","1,298","1,297","1,231",117,Yes,1 to 10 years years,Premium materials and solutions,,,,,,
716689,"CZK 15,500",50.09936,14.42266,"Jirečkova, Prague - Holešovice",2 bedroom,Good,78 m²,"CZK 3,700","CZK 20,000",Personal,Brick building,Unfurnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,G,,,,176,147,165,167,41,207,277,550,376,,,,,,,,,,
717540,"CZK 14,000",50.00861,14.41813,"Botevova, Prague - Modřany",1 bedroom,Excellent,31 m²,"CZK 3,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,Yes,Yes,No,16. 05. 2022,C,,,,272,674,461,465,534,490,207,779,"1,191",602,,,,,,,,,
717539,"CZK 19,000",50.0817642,14.4593369,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 5,000","CZK 19,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 08. 2022,G,,,,56,578,198,113,94,651,321,219,362,420,,,,,,,,,
716686,"CZK 15,000",50.00921,14.40993,"Na Holém vrchu, Prague - Modřany",2 bedroom,Good,60 m²,"CZK 5,000","CZK 18,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,D,,,,200,854,774,756,562,674,535,899,"1,465",519,,,,,,,,,
619545,"CZK 12,000",50.103554,14.47585,Prague - Libeň,1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,800","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,D,Central heating,Middle floor,,115,226,141,166,73,28,189,382,341,388,,10 to 30 years years,Standard materials and solutions,,,,,,
717533,"CZK 14,900",50.06535,14.43616,"Závišova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,09. 05. 2022,G,,,,88,289,320,423,244,526,254,238,213,191,,,,,,,,,
547868,"CZK 22,000",50.0862258,14.4593371,Prague - Žižkov,1 bedroom with open-plan kitchen,,62 m²,"CZK 2,200","CZK 40,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,,Gas boiler,Middle floor,,186,307,58,537,346,280,213,249,381,105,Yes,,Premium materials and solutions,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 35,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 06. 2022,A,District heating,,,361,626,69,"1,243",574,"1,042",547,475,481,469,,,,,,,,,
717531,"CZK 9,900",50.08927,14.38383,"Za Hládkovem, Prague - Střešovice",Small studio,Excellent,25 m²,"CZK 3,093","CZK 9,900",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,G,,,,614,415,458,196,"1,321",481,376,384,265,,,,,,,,,,
166213,"CZK 24,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 27,999",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,C,Gas boiler,,Overall,43,650,75,105,60,114,171,530,170,544,,1 to 10 years years,Premium materials and solutions,,116 m²,,,,
681854,"CZK 19,500",50.09687,14.46518,"Molákova, Prague - Karlín",2 bedroom,Excellent,41 m²,"CZK 5,500","CZK 25,000",Personal,Other,Furnished,6,No,Yes,Yes,No,No,Yes,No,01. 07. 2022,G,Central heating,,,116,"1,185",101,"1,040",234,780,434,694,909,141,,,,,,,,,
463258,"CZK 17,900",50.0648387,14.4266126,"Nezamyslova, Prague - Nusle",1 bedroom with open-plan kitchen,Good,44 m²,CZK 590,"CZK 17,900",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 07. 2022,,Other,Middle floor,Overall,118,606,34,402,51,332,587,637,455,268,,,Standard materials and solutions,,,,,,
510207,"CZK 18,000",50.0889731,14.3043643,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,,C,Central heating,Middle floor,Overall,225,486,448,435,345,492,357,"1,259",46,,,1 to 10 years years,Premium materials and solutions,,,,,,
717517,"CZK 16,000",50.0729,14.3939,"Grafická, Prague - Smíchov",1 bedroom,Excellent,37 m²,"CZK 3,351","CZK 19,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,17. 05. 2022,G,,Raised ground floor,Overall,121,924,13,615,8,706,65,966,973,267,,1 to 10 years years,Standard materials and solutions,,,,,,
59119,"CZK 14,000",50.0947838,14.356154,"Na dlouhém lánu, Prague - Vokovice",1 bedroom with open-plan kitchen,,46 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,,,,,420,522,338,495,366,348,275,617,"1,158",137,,,,,,,,,
697081,"CZK 44,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,96 m²,"CZK 6,560","CZK 88,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,25. 05. 2022,B,,,,310,517,418,403,183,453,300,306,676,106,,,,,,,,,
717523,"CZK 20,000",50.02973,14.59703,"Oty Bubeníčka, Prague - Uhříněves",Studio,New build,32 m²,"CZK 3,000","CZK 50,000",Personal,Brick building,Furnished,3,No,No,Yes,Yes,Yes,Yes,No,15. 06. 2022,B,,,,153,292,295,401,213,265,711,814,918,101,,,,,,,,,
536098,"CZK 14,000",50.090469220676,14.451218128051,"Pernerova, Prague - Karlín",Studio,Excellent,33 m²,"CZK 1,500","CZK 30,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,,Other,,,367,465,234,364,151,430,172,992,425,360,,,,,,,,,
537608,"CZK 12,000",50.0088538,14.4201081,"Plevenská, Prague - Modřany",1 bedroom,,30 m²,"CZK 4,000","CZK 20,000",Cooperative,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,05. 05. 2022,,,,,452,608,459,469,538,494,143,958,"1,044",637,,,Standard materials and solutions,,,,,,
717519,"CZK 15,000",50.1272,14.49618,"Varnsdorfská, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,31 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,Yes,No,Yes,No,07. 05. 2022,G,,,,202,625,263,550,331,308,176,262,"1,093",135,,,,,,,,,
506510,"CZK 15,500",50.1026476,14.5617838,"Truhlářova, Prague - Černý Most",1 bedroom with open-plan kitchen,New build,40 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,Furnished,3,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,,District heating,,,207,518,473,802,582,528,337,852,248,,Yes,1 to 10 years years,Standard materials and solutions,,,,,,
709620,"CZK 11,990",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 1,339","CZK 13,327",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,E,,,,108,956,19,"1,404",80,248,375,"1,113","1,094",443,,,,"CZK 13,327

                                
                                
                
i",,,,,
384014,"CZK 14,500",50.0624402,14.4490808,"ulice Kloboučnická, Prague - Nusle",1 bedroom with open-plan kitchen,,45 m²,"CZK 2,600","CZK 20,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,,Gas boiler,,,250,901,344,544,248,651,572,405,884,462,,,,,,,,,
683613,"CZK 16,000",50.01222,14.63183,"K Říčanům, Prague - Kolovraty",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,500","CZK 32,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,C,,,,63,330,700,634,801,672,395,"1,026",424,,,1 to 10 years years,Standard materials and solutions,,,,,,
361523,"CZK 12,000",50.1390794,14.5127743,"Stará náves, Prague - Letňany",Studio,Excellent,35 m²,"CZK 3,500","CZK 16,000",Cooperative,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,,,Middle floor,,404,397,572,851,300,348,458,750,708,159,,10 to 30 years years,Standard materials and solutions,,,,,,
717486,"CZK 7,500",50.09231,14.49379,"Koněvova, Prague - Žižkov",Small studio,Good,20 m²,"CZK 1,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,C,District heating,Raised ground floor,Bathroom unit,168,216,120,525,269,238,372,408,636,167,,10 to 30 years years,Standard materials and solutions,,,,,,
717479,"CZK 20,500",50.04779,14.4379,"Bartákova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 6,500",,Personal,Prefab concrete building,Unfurnished,3,No,No,Yes,Yes,No,Yes,No,15. 06. 2022,C,,,,252,415,234,487,210,490,369,510,242,135,,,,,,,,,
448701,"CZK 16,000",50.0769189,14.4655804,"Slezská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 32,000",Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,23. 05. 2022,,Gas boiler,,Interior,146,326,187,433,176,400,100,720,144,121,,,,,,,,,
576447,"CZK 15,000",50.0582331,14.4521541,"Magistrů, Prague - Michle",Studio,New build,40 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,01. 04. 2022,B,Central heating,,Exterior,260,631,391,300,42,983,184,518,385,394,Yes,1 to 10 years years,Standard materials and solutions,,,,,,
545754,"CZK 16,500",50.0833811,14.4649759,"Olšanská, Prague - Žižkov",Studio,New build,42 m²,"CZK 2,500","CZK 30,000",Personal,Low-energy building,Partially furnished,1,No,No,No,No,Yes,Yes,No,01. 06. 2022,A,District heating,Middle floor,,69,338,462,526,396,322,466,595,399,460,Yes,1 to 10 years years,Premium materials and solutions,,,,,,
647743,"CZK 24,900",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,Personal,Brick building,,6,No,Yes,No,No,Yes,Yes,No,31. 05. 2022,G,Central heating,Top floor,Overall,322,273,32,180,43,69,245,976,163,571,,,Premium materials and solutions,,,,,,
713305,"CZK 11,000",50.00967,14.46089,"Libušská, Prague - Libuš",Studio,New build,36 m²,"CZK 4,500","CZK 30,000",Cooperative,Brick building,Furnished,1,No,No,Yes,No,Yes,No,No,01. 06. 2022,A,Gas boiler,Middle floor,,69,141,357,222,334,876,"1,339",973,,,,,,,,,,,
717443,"CZK 13,200",50.06958,14.44909,"Na Královce, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 1,500","CZK 26,400",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,01. 08. 2022,G,,,,225,748,294,294,202,350,277,446,472,214,,,,,,,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,,,,251,321,336,323,663,,,,,,,,,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 5,500","CZK 21,000",Personal,Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,G,District heating,Ground floor,Overall,273,794,162,"1,032",290,982,154,742,195,,,,,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,,,,251,321,336,323,663,,,,,,,,,,,,,,
716016,"CZK 27,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,300","CZK 54,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,F,,,,250,377,223,384,63,344,89,302,89,726,,,,,,,,,
695052,"CZK 21,500",50.06543,14.44301,"Ctiradova, Prague - Nusle",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,500","CZK 53,000",Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,G,Central heating,Middle floor,,185,355,219,261,269,249,558,657,636,602,,1 to 10 years years,Premium materials and solutions,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,New build,44 m²,"CZK 2,990",,Personal,Low-energy building,Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,21. 03. 2022,A,District heating,,,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,Yes,1 to 10 years years,Premium materials and solutions,,,,,,
716526,"CZK 18,000",50.1261106,14.5002253,"Českolipská, Prague - Prosek",3 bedroom,Excellent,52 m²,"CZK 4,000","CZK 36,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,02. 05. 2022,G,,,,161,460,223,490,504,604,180,138,"1,324",208,,,,,,,,,
534143,"CZK 14,000",50.0699577,14.4427519,"U Havlíčkových sadů, Prague - Vinohrady",Small studio,,30 m²,CZK 700,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,15. 05. 2022,,Gas boiler,Middle floor,,465,693,187,816,193,782,472,142,570,197,,,,,,,,,
348494,"CZK 16,500",50.019622,14.4673797,"Muškova, Prague - Kunratice",1 bedroom with open-plan kitchen,,60 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,,District heating,Raised ground floor,,418,"1,389","1,267",212,569,561,"1,500",166,,,,10 to 30 years years,,,,,,,
717459,"CZK 13,500",50.13832,14.4328,"Ke Hřišti, Prague - Čimice",Studio,Excellent,36 m²,"CZK 3,000","CZK 16,500",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,09. 05. 2022,G,,,,287,584,320,320,602,387,405,"1,181",417,,,,,,,,,,
662698,"CZK 28,000",50.11535,14.56755,"Sicherova, Prague - Kyje",3 bedroom with open-plan kitchen,New build,85 m²,"CZK 7,000","CZK 56,000",Personal,Prefab concrete building,Unfurnished,3,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,G,,,,471,"1,112",886,"1,479","1,481","1,346",899,,,,Yes,,,,,,,,
710906,"CZK 26,000",50.012127,14.5157941,"K Rozkoši, Prague - Šeberov",3 bedroom with open-plan kitchen,Excellent,120 m²,"CZK 6,000","CZK 30,000",Personal,Brick building,Unfurnished,3,Yes,No,No,No,Yes,No,Yes,01. 05. 2022,C,Gas boiler,Attic,,145,384,222,442,987,190,,,,,,10 to 30 years years,Standard materials and solutions,,,,,,
716522,"CZK 32,000",50.0613873,14.3654246,"Na Pomezí, Prague - Košíře",3 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 3,500","CZK 64,000",Personal,Low-energy building,Partially furnished,2,Yes,No,No,Yes,No,Yes,No,01. 07. 2022,G,,,,153,946,939,"1,409","1,031","1,033",431,460,961,292,,,,,,,,,
715186,"CZK 19,000",50.09337,14.48937,"K Lučinám, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,500","CZK 30,000",Personal,Other,Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 05. 2022,G,,,,278,307,64,270,164,285,185,208,320,139,,,,,,,,,
717404,"CZK 18,000",50.10161,14.42644,"Kamenická, Prague - Bubeneč",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 2,600","CZK 18,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,06. 05. 2022,G,,,,281,406,31,220,103,147,212,75,458,,,,,,,,,,
200313,"CZK 17,000",50.0963583,14.3570728,"Africká, Prague - Vokovice",Studio,,41 m²,"CZK 3,000","CZK 34,000",Personal,Brick building,Furnished,,Yes,No,No,No,No,No,No,,,District heating,Ground floor,Overall,334,366,231,255,280,229,299,516,"1,057",106,,1 to 10 years years,Standard materials and solutions,,10 m²,,,,
445260,"CZK 17,500",50.0742417,14.3977477,"Kobrova, Prague - Smíchov",Studio,New build,41 m²,"CZK 4,300","CZK 35,000",Personal,Brick building,Furnished,4,Yes,No,No,No,Yes,Yes,No,01. 09. 2022,,Central heating,Middle floor,,220,670,323,521,223,378,268,"1,212","1,039",136,,1 to 10 years years,Premium materials and solutions,,,,,,
273191,"CZK 22,000",50.0534654,14.3358042,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,,66 m²,"CZK 5,000","CZK 27,000",Personal,Brick building,Furnished,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,01. 07. 2022,,,,,154,704,278,669,657,337,636,481,645,448,Yes,1 to 10 years years,Premium materials and solutions,,,,,,
717425,"CZK 14,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,Excellent,30 m²,CZK 950,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,C,,,,184,143,6,326,135,425,130,356,84,98,,,,,,,,,
672892,"CZK 33,000",50.07274,14.43888,"Záhřebská, Prague - Vinohrady",2 bedroom,Excellent,72 m²,"CZK 1,700","CZK 33,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,17. 05. 2022,,,,,264,319,157,536,54,438,208,365,791,604,,,,,,,,,
651246,"CZK 16,000",50.131103,14.465863,"Bojasova, Prague - Kobylisy",2 bedroom,Excellent,65 m²,"CZK 2,900","CZK 25,000",Personal,Prefab concrete building,Unfurnished,4,No,No,No,Yes,No,Yes,No,01. 05. 2022,D,,,,332,564,168,489,540,464,274,123,"1,273",231,,,,,,,,,
644353,"CZK 13,500",50.114394,14.475412,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,500","CZK 13,500",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 12. 2021,B,,,,165,"1,452",368,"1,148",159,745,537,"1,302",868,396,,,,,,,,,
476289,"CZK 25,500",50.0943979,14.4570713,"Petra Slezáka, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,,C,Electric boiler,Middle floor,Overall,114,757,111,448,84,312,261,"1,147",362,284,,10 to 30 years years,Premium materials and solutions,,,,,,
369009,"CZK 13,800",50.0539858,14.5274748,"Zemské právo, Prague - Hostivař",Studio,New build,32 m²,"CZK 1,860","CZK 13,800",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 06. 2022,B,,,,316,874,170,837,424,879,960,574,423,426,Yes,,,,-1 m²,,,,
507636,"CZK 13,000",50.126902049845,14.471852389549,"Střelničná, Prague - Kobylisy",1 bedroom,,35 m²,"CZK 4,000","CZK 26,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,G,,,,85,224,154,277,22,197,539,591,"1,029",293,,,,,,,,,
617044,"CZK 21,500",50.076949,14.4649,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 25,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,F,Gas boiler,Raised ground floor,Interior,197,200,66,307,120,375,159,672,203,172,,30 to 50 years years,Premium materials and solutions,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,Good,85 m²,"CZK 4,000","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,F,Central heating,Middle floor,Bathroom unit,238,629,89,270,94,333,234,419,415,356,,over 50 years years,Standard materials and solutions,,,,,,
680915,"CZK 29,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 32,500",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,G,,,,208,408,151,207,58,181,363,930,293,284,,,,,,,,,
602617,"CZK 22,000",50.084122,14.431357,"U Půjčovny, Prague - Nové Město",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,500","CZK 25,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,G,Gas boiler,Middle floor,,205,267,329,176,129,314,42,854,288,369,,over 50 years years,Standard materials and solutions,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,Central heating,Top floor,,188,582,118,232,196,272,254,118,913,245,Yes,1 to 10 years years,Premium materials and solutions,,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,Excellent,80 m²,"CZK 4,900","CZK 35,000",Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,B,District heating,,Exterior,215,609,145,234,199,274,281,145,937,263,,,,,,,,,
717046,"CZK 14,000",50.12839,14.48401,"Březenská, Prague - Libeň",Studio,Excellent,68 m²,"CZK 4,000","CZK 25,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,Yes,Yes,Yes,04. 05. 2022,B,,,,176,"1,193",270,"1,236",481,263,217,717,897,214,,,,,,,,,
717159,"CZK 15,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",Studio,New build,45 m²,"CZK 4,000","CZK 20,000",Cooperative,Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,23. 05. 2022,B,,,,150,845,468,387,639,"1,165",809,100,,,,,,,,,,,
717254,"CZK 18,500",49.96056835,14.383290675536,"Pickova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 4,000","CZK 37,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 06. 2022,A,,,,352,448,707,736,"1,098",331,349,,,,,,,,,,,,
668396,"CZK 19,000",50.04028,14.56921,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 3,000","CZK 22,000",Personal,Brick building,Partially furnished,6,No,Yes,Yes,No,No,Yes,Yes,01. 07. 2022,C,,,,338,923,684,787,809,379,480,748,"1,280",390,,,,,,,,,
717233,"CZK 15,600",50.06799,14.55658,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom,New build,54 m²,"CZK 3,900","CZK 25,000",Cooperative,Brick building,Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,B,,,,784,"1,478",621,540,800,"1,302","1,442",600,,,,,,,,,,,
717232,"CZK 17,500",50.07454,14.44721,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,100","CZK 25,000",Personal,Brick building,Partially furnished,3,No,No,No,Yes,No,Yes,No,06. 05. 2022,G,Gas boiler,Middle floor,Overall,300,314,259,505,225,476,493,226,405,257,,,,,,,,,
