Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Parking,New-build,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Designe,Reconstruction,Cellar,Domácí mazlíčci vítáni,Age,Heating,Enclosed balcony,Garage,Plot type
"CZK 35,000","CZK 9,000","CZK 70,000",732438,4+1,10/1/2022,3,Brick,,144 m²,Partly,Very good,,G,,1.0,,,171.29,211.95,122.48,136.09,18.55,176.22,484.41,802.71,382.54,295.97,Prague - Bubeneč,50.10128,14.42327,,,,1.0,,,,,,
"CZK 11,500","CZK 1,500","CZK 25,000",487107,Studio,10/1/2022,3,Brick,,42 m²,Fully furnished,,Personal,,,,,,222.64,1681.42,354.72,1363.51,362.9,1002.75,1121.52,1194.11,394.47,417.03,"Kundratka, Prague - Libeň",50.1136058,14.481854,,,,,,,,,,
"CZK 19,000",CZK 500,"CZK 19,000",598747,2+kk,11/1/2022,,Brick,,57 m²,Fully furnished,Very good,Personal,C,,,,,115.53,352.7,188.46,234.83,19.05,250.91,142.2,132.99,357.83,638.91,"Italská, Prague - Vinohrady",50.078966,14.437273,,,,,,,Other,,,
"CZK 39,900","CZK 5,600","CZK 45,500",730978,4+kk,9/1/2022,4,Brick,,128 m²,Fully furnished,Very good,Personal,G,1.0,,,1.0,93.39,822.37,236.32,755.17,455.41,558.27,194.88,1179.37,603.42,182.98,Prague - Holešovice,50.11028,14.44754,,Luxurious,Complete,1.0,,Over 50 years,,,1.0,
"CZK 40,000",CZK 0,"CZK 40,000",24335,3+kk,10/1/2022,4,Brick,,95 m²,Fully furnished,Very good,Personal,C,,,,1.0,177.64,664.92,172.37,77.54,38.15,125.87,36.04,110.57,370.0,231.91,"Ječná , Prague - Nové Město",50.0755456,14.426963,,Luxurious,Complete,,,Over 50 years,Gas boiler,,,
"CZK 36,933","CZK 5,400","CZK 73,866",672347,2+kk,4/1/2022,3,Brick,,51 m²,Fully furnished,Very good,Personal,G,,,,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,,Luxurious,Complete,,,,Electric boiler,,,
"CZK 21,000","CZK 4,500","CZK 40,000",732433,2+kk,9/5/2022,1,Brick,,57 m²,Partly,New-build,,G,,1.0,1.0,1.0,198.12,494.77,405.3,2112.15,214.94,623.55,623.8,428.45,1401.93,83.85,Prague - Čimice,50.13871,14.42853,1.0,,,1.0,,,,,1.0,
"CZK 12,900","CZK 3,000","CZK 26,000",447287,Small studio,9/1/2022,1,Brick,,25 m²,Fully furnished,,Personal,,,,,,75.43,451.43,311.62,104.38,127.38,1147.33,212.99,644.0,475.35,292.96,Prague - Michle,50.0572447,14.4503987,,,,,,,,,,
"CZK 19,000","CZK 1,400","CZK 19,000",666035,1 bedroom,6/1/2021,3,Brick,,47 m²,Partly,Very good,Personal,C,,,,,240.37,535.85,128.78,264.25,148.06,598.17,238.39,1253.6,279.18,239.16,"Jana Zajíce, Prague - Bubeneč",50.10257,14.41939,,,Complete,,,,Gas boiler,,,
"CZK 12,999","CZK 2,999","CZK 26,000",661680,Studio,10/1/2022,3,Other,,34 m²,Fully furnished,Very good,Personal,D,,1.0,,,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,,Luxurious,Complete,1.0,,,Distance,1.0,,
"CZK 12,900","CZK 1,100","CZK 14,000",681356,Studio,9/12/2022,3,Brick,,20 m²,Partly,New-build,Personal,G,,,,1.0,187.64,722.0,114.27,106.66,7.49,148.42,243.33,399.08,36.36,385.04,"Národní, Prague - Staré Město",50.0826,14.41828,,,,,,,,,,
"CZK 19,000","CZK 2,300","CZK 19,000",652947,2+kk,12/7/2022,3,Other,,45 m²,Partly,Very good,Personal,G,,,,,364.04,699.62,456.52,1024.25,12.58,809.29,396.63,770.99,900.55,101.45,"Nový Svět, Prague - Hradčany",50.090696,14.392596,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 15,000",611406,2+kk,9/5/2022,2,Brick,,50 m²,Unfurnished,Very good,Other,B,,,,,255.3,1480.23,284.48,865.63,412.46,359.37,683.29,517.95,633.16,405.97,"Ve Struhách, Prague - Bubeneč",50.110729,14.396088,,,Complete,1.0,,,Electric boiler,,,
"CZK 10,000","CZK 4,000","CZK 14,000",728693,Small studio,8/5/2022,2,Brick,,52 m²,Fully furnished,Good,,F,,,,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,,,,1.0,,,,,,
"CZK 32,918","CZK 10,972",,731292,Studio,11/4/2022,2,,,35 m²,Fully furnished,,,,,,,,247.87,258.88,108.69,237.41,65.07,538.8,263.81,273.73,806.33,230.99,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,3,,,35 m²,Fully furnished,,,,,,,1.0,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,1.0,
"CZK 23,000","CZK 3,500","CZK 30,000",731903,2+kk,10/1/2022,2,Brick,,81 m²,Partly,Very good,Personal,G,,,,,378.93,951.45,269.95,786.53,428.13,920.27,279.63,122.79,839.47,361.04,Prague - Nusle,50.05516,14.44648,,Luxurious,Complete,,,Over 50 years,Central,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732416,2+kk,10/1/2022,1,Other,,55 m²,Fully furnished,New-build,,G,,,,,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,1.0,,,,,,,,,
"CZK 18,500","CZK 3,000","CZK 30,000",567194,2+kk,9/1/2022,1,Brick,,68 m²,Fully furnished,Very good,Personal,G,,,,,285.66,2069.77,240.71,1789.58,596.4,336.05,1506.92,381.52,1344.42,107.42,"Bolívarova, Prague - Břevnov",50.0761438,14.3363845,1.0,,Complete,,,,Gas boiler,,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,9/8/2022,5,,,70 m²,Fully furnished,,,,,,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,
"CZK 22,500","CZK 7,500",,728694,2 bedroom,10/4/2022,9,,,53 m²,Fully furnished,,,,,,,1.0,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,,,,,,,,
"CZK 60,000","CZK 20,000",,717693,2+kk,9/8/2022,3,,,,Fully furnished,,,,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,1,,,180 m²,Fully furnished,,,,1.0,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,1.0,,,,,,,,1.0,
"CZK 27,000","CZK 9,000",,732124,1 bedroom,11/1/2022,1,,,36 m²,Fully furnished,,,,1.0,,,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,1.0,,,,,,,,,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,2,,,26 m²,Fully furnished,,,,,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,
"CZK 19,200","CZK 6,400",,732120,1 bedroom,11/1/2022,5,,,25 m²,Fully furnished,,,,,,,,325.99,599.06,10.69,489.3,51.0,359.95,315.04,78.83,255.47,309.72,"Polská, Prague - Vinohrady",50.0787721,14.4457646,,,,,,,,,,
"CZK 19,238","CZK 6,412",,732117,2 bedroom,11/1/2022,9,,,37 m²,Fully furnished,,,,,,,1.0,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,,,,,,,,,,
"CZK 42,120","CZK 14,040",,724853,2+kk,9/12/2022,4,,,45 m²,Fully furnished,,,,,,,1.0,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/8/2022,6,,,69 m²,Fully furnished,,,,1.0,,,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,1.0,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,9/8/2022,2,,,67 m²,Fully furnished,,,,1.0,,,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,1.0,,,,,,,,,
"CZK 20,250","CZK 6,750",,732111,2 bedroom,11/1/2022,1,,,48 m²,Fully furnished,,,,1.0,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,,,,
"CZK 31,050","CZK 10,350",,730431,3+1,11/1/2022,1,,,111 m²,Fully furnished,,,,1.0,,,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,1.0,,,,,,,,,
"CZK 21,750","CZK 7,250",,732112,2+kk,11/1/2022,1,,,56 m²,Fully furnished,,,,,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 20,000",731806,Studio,9/1/2022,3,Brick,,45 m²,Partly,New-build,,G,1.0,,1.0,1.0,192.27,910.61,150.25,326.7,59.39,306.72,360.7,594.12,374.26,65.73,Prague - Libeň,50.10481,14.488,,,,,,,,,1.0,
"CZK 12,000","CZK 4,500","CZK 12,000",532966,1 bedroom,9/15/2022,,Brick,,50 m²,Fully furnished,Very good,Personal,C,,,,,42.39,900.33,776.91,1023.52,561.54,907.81,1006.95,861.82,711.36,235.65,Prague - Modřany,49.9991704,14.4145554,,Luxurious,Complete,,,Up to 10 years,Electric boiler,,,
"CZK 11,500","CZK 2,500","CZK 20,000",687853,Studio,10/18/2021,1,Brick,,20 m²,Fully furnished,Very good,Cooperative,D,,1.0,,,153.14,1523.1,198.38,1031.93,203.02,600.34,388.81,834.53,567.51,252.38,"Podlipného, Prague - Libeň",50.11252,14.47381,,,,,,,,,,
"CZK 11,499","CZK 1,000","CZK 18,000",732406,Small studio,9/5/2022,3,Brick,,40 m²,Partly,Very good,,G,,,,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,,,,,,,Electric boiler,,,
"CZK 24,900","CZK 3,500","CZK 29,000",654601,4+1,3/18/2021,1,Brick,,82 m²,Partly,Very good,Personal,D,,,,1.0,46.3,228.22,75.34,50.93,103.42,117.88,259.66,768.69,188.5,361.28,"Bělohorská, Prague - Břevnov",50.08344,14.36248,,Luxurious,Complete,,,,Central,,,
"CZK 14,000","CZK 4,300","CZK 42,000",731314,Studio,9/8/2022,,Brick,,31 m²,Unfurnished,New-build,Personal,G,,,1.0,1.0,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,1.0,Standard,,1.0,,Up to 10 years,,,,
"CZK 14,500","CZK 3,500","CZK 20,000",460708,Studio,10/1/2022,5,Brick,,18 m²,Partly,,Personal,,,,,,126.75,443.61,90.84,239.9,90.13,257.23,296.01,378.63,212.13,176.29,"U Obecního dvora, Prague - Staré Město",50.0911789,14.4233778,,,,,,,,,,
"CZK 32,925","CZK 10,975",,728156,2+kk,10/1/2022,3,,,50 m²,Fully furnished,,,,,,,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 25,000",650442,2+kk,3/15/2021,6,Brick,,75 m²,Fully furnished,New-build,Personal,A,,,,1.0,439.43,329.93,177.27,299.2,234.8,530.92,164.73,508.99,866.38,246.87,Prague - Vinohrady,50.079607,14.453788,1.0,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 20,000",732385,Studio,9/4/2022,2,Brick,,37 m²,Fully furnished,Very good,,G,,,,1.0,126.31,568.82,34.12,471.97,318.17,484.09,216.12,291.14,592.92,165.24,Prague - Vršovice,50.07294,14.47068,,,,,,,,,,
"CZK 14,800","CZK 3,200","CZK 35,000",732383,Studio,9/4/2022,3,Brick,,46 m²,Partly,New-build,,B,1.0,1.0,1.0,1.0,203.6,706.28,733.99,744.93,726.73,851.24,521.57,656.17,1027.14,493.16,Prague - Stodůlky,50.0609,14.30587,,,,1.0,,Up to 10 years,,,,
"CZK 30,000","CZK 5,500","CZK 30,000",729499,3+kk,9/1/2022,1,Brick,,95 m²,Partly,Very good,Personal,C,,1.0,,1.0,315.45,289.9,124.78,287.21,368.47,255.49,664.31,332.75,923.22,132.51,Prague - Hlubočepy,50.03242,14.37739,1.0,Standard,,1.0,,Up to 10 years,Distance,,,
"CZK 20,000","CZK 4,000","CZK 20,000",732384,2 bedroom,9/4/2022,2,Brick,,56 m²,Partly,Very good,,G,,1.0,,,185.26,595.66,156.14,448.5,141.95,466.27,189.28,299.96,582.88,174.0,Prague - Břevnov,50.08567,14.34655,,,,1.0,,,,,,
"CZK 17,000","CZK 8,000","CZK 34,000",732379,2 bedroom,9/4/2022,1,Brick,,65 m²,Partly,New-build,,G,,,,,271.79,987.78,578.94,747.64,342.74,685.19,763.29,183.58,325.86,803.27,Prague - Radotín,49.98923,14.36573,,,Complete,,,,,,,
"CZK 20,000","CZK 4,500","CZK 40,000",732301,2+kk,10/1/2022,2,Low-energy,,63 m²,Partly,New-build,,B,1.0,1.0,1.0,1.0,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,Prague - Strašnice,50.07176,14.49995,,,,1.0,,Up to 10 years,Central,,1.0,
"CZK 12,500",CZK 700,"CZK 13,200",713727,2+kk,9/12/2022,3,Brick,,45 m²,Partly,Good,Personal,G,,,,,85.81,536.6,82.4,143.64,31.84,348.88,674.73,325.56,675.06,382.86,"Antala Staška, Prague - Krč",50.04078,14.43895,,,,,,,Electric boiler,,,
"CZK 13,000","CZK 3,700","CZK 15,000",661944,Studio,10/1/2022,3,Brick,,32 m²,Fully furnished,New-build,Personal,B,,,,1.0,209.79,1264.1,641.88,1245.65,914.53,1190.94,1194.21,1204.06,1094.16,456.8,"Granitova, Prague - Hloubětín",50.10882,14.52671,,Standard,,1.0,,Up to 10 years,Distance,1.0,1.0,
"CZK 16,500","CZK 2,500","CZK 30,000",732373,3+1,10/1/2022,1,Prefab concrete,,76 m²,Partly,Very good,,G,1.0,,,,33.87,671.64,695.37,656.1,332.69,667.6,737.99,672.8,398.43,310.62,Prague - Záběhlice,50.05376,14.50915,,,,,,,,,,
"CZK 12,000","CZK 1,000","CZK 31,000",731777,Studio,9/1/2022,3,Other,,49 m²,Fully furnished,Very good,,B,,,1.0,1.0,406.44,1042.14,249.25,1071.49,759.39,1028.76,543.05,720.52,1724.73,169.88,Prague - Letňany,50.12864,14.50206,,Standard,,,,10 to 30 years,Central,1.0,,
"CZK 21,000","CZK 4,000","CZK 42,000",732374,2+kk,9/4/2022,6,Other,,60 m²,Fully furnished,New-build,,B,1.0,1.0,1.0,1.0,353.71,1587.0,421.75,1358.43,500.97,1523.01,1264.99,1471.9,593.16,136.37,Prague - Vysočany,50.11201,14.51458,,,,1.0,,,,,1.0,
"CZK 22,000","CZK 3,000","CZK 25,000",732369,2+kk,10/1/2022,4,Brick,,58 m²,Partly,Very good,,G,1.0,1.0,,,131.2,915.6,436.61,1235.47,302.16,337.8,329.96,850.35,145.78,308.46,Prague - Záběhlice,50.0558,14.49219,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 25,000",644784,Studio,10/30/2022,2,Brick,,38 m²,Fully furnished,Very good,Personal,B,,,,1.0,36.85,193.63,41.55,92.16,45.28,4.26,159.78,261.92,185.7,236.1,"Dlouhá, Prague - Staré Město",50.090309,14.426676,,,,,,,Distance,,,
"CZK 17,500","CZK 3,900","CZK 36,000",607379,Studio,9/15/2022,2,Brick,,24 m²,Fully furnished,Very good,Personal,E,,,,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,,Standard,Complete,,,Up to 10 years,Central,,,
"CZK 12,000","CZK 4,000","CZK 16,000",246931,Small studio,9/12/2022,2,Brick,,36 m²,Fully furnished,,Personal,C,,,,,187.15,895.09,676.5,663.28,465.74,726.33,360.29,737.25,1044.35,514.08,"Hrubínova, Prague - Modřany",50.010788,14.4120482,1.0,Standard,Complete,,,Up to 10 years,Central,,,
"CZK 19,725","CZK 6,575",,731632,2 bedroom,10/25/2022,6,,,90 m²,Fully furnished,,,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,
"CZK 9,500","CZK 4,000","CZK 9,500",397397,Small studio,9/4/2022,1,Prefab concrete,,27 m²,Partly,Very good,Personal,,,,,,290.5,1478.11,6.35,1675.83,6.35,764.19,1025.9,1352.52,742.75,563.81,"Štúrova, Prague - Krč",50.0297479,14.4497107,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",645239,Small studio,10/1/2022,3,Brick,,33 m²,Partly,New-build,Personal,B,1.0,1.0,1.0,1.0,144.37,1519.12,831.87,2175.27,613.06,1565.58,1200.65,1702.47,1184.09,625.33,"Sicherova, Prague - Kyje",50.115288,14.562752,,Standard,,,,Up to 10 years,Distance,,,
"CZK 26,000","CZK 6,300","CZK 50,000",549924,3+1,10/1/2022,3,Brick,,80 m²,Fully furnished,Very good,Cooperative,,1.0,1.0,,,217.06,836.0,532.68,1632.55,390.74,731.29,193.67,639.92,883.9,714.81,"Nová Šárka, Prague - Liboc",50.092312,14.3189191,,Luxurious,Interior,1.0,,,Distance,,1.0,
"CZK 9,000","CZK 3,000","CZK 10,000",731055,Studio,8/24/2022,,Brick,,30 m²,Unfurnished,Good,,G,,,,,44.66,1073.48,629.27,1066.13,480.83,554.32,546.65,705.68,1266.62,663.27,Prague - Braník,50.02646,14.41749,,,,1.0,1.0,,,,,
"CZK 21,000","CZK 6,000","CZK 50,000",732353,2+kk,9/4/2022,2,Brick,,55 m²,Unfurnished,Very good,,G,,1.0,,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,,Standard,,,,Up to 10 years,,1.0,1.0,
"CZK 15,000","CZK 4,800","CZK 15,000",732350,2+kk,9/4/2022,1,Brick,,41 m²,Unfurnished,Very good,,G,,,,,265.75,508.09,179.93,634.31,65.13,318.37,271.59,466.73,229.44,267.03,Prague - Nusle,50.06574,14.43265,,,,,,,,,,
"CZK 13,900","CZK 4,600","CZK 20,000",732308,2+kk,9/4/2022,9,Prefab concrete,,42 m²,Partly,Very good,,G,,,,1.0,176.97,492.51,192.1,812.37,132.3,772.7,120.31,166.23,776.51,574.97,Prague - Michle,50.05216,14.45198,,,,1.0,,,,,,
"CZK 19,500","CZK 3,800","CZK 30,000",732345,2+kk,9/4/2022,6,Brick,,56 m²,Fully furnished,New-build,Personal,G,1.0,1.0,1.0,1.0,58.52,1253.88,667.81,1377.07,400.72,515.98,653.42,623.94,409.38,385.51,Prague - Modřany,49.99955,14.40727,,Luxurious,,1.0,,,Distance,,1.0,
"CZK 20,000","CZK 5,000","CZK 35,000",731959,2 bedroom,9/1/2022,2,Brick,,55 m²,Fully furnished,Very good,,G,1.0,,,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,,Standard,,1.0,,Over 50 years,,,,
"CZK 30,000","CZK 9,000","CZK 60,000",731752,3+kk,10/1/2022,10,Other,,120 m²,Fully furnished,New-build,,C,1.0,1.0,1.0,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,,,,1.0,,,,1.0,,
"CZK 18,000","CZK 9,000","CZK 18,000",732340,3+kk,9/4/2022,1,Brick,,84 m²,Partly,Good,,F,,,,,247.62,1288.13,427.98,1143.56,106.52,782.35,1001.92,643.38,1208.51,401.73,Prague - Kobylisy,50.13177,14.45644,1.0,,,,,,,,,
"CZK 25,900","CZK 2,500","CZK 30,000",690553,2+kk,11/1/2022,5,Brick,,58 m²,Partly,Very good,Personal,B,,,,1.0,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,,Standard,Complete,,,Up to 10 years,Electric boiler,,,
"CZK 13,500","CZK 1,000","CZK 27,000",732261,2+kk,9/3/2022,1,Prefab concrete,,49 m²,Partly,Good,,G,,,,1.0,104.63,1369.05,148.72,1041.39,146.03,207.21,616.34,246.83,697.12,206.48,Prague - Strašnice,50.06724,14.50881,,,,1.0,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,7/1/2022,1,Brick,,35 m²,Partly,New-build,,A,,1.0,1.0,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,,,,,,
"CZK 13,000",CZK 0,"CZK 13,000",731744,1 bedroom,8/30/2022,-2,Brick,,25 m²,Partly,Very good,,G,,1.0,,1.0,526.23,1761.75,670.71,1678.77,518.16,1314.39,103.82,711.14,1340.53,1014.3,Prague - Smíchov,50.05165,14.40599,,,,,1.0,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,7/1/2022,1,Brick,,45 m²,Partly,New-build,,A,,1.0,1.0,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,1.0,,,,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,7/1/2022,2,Brick,,35 m²,Partly,New-build,,A,,1.0,1.0,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,,,,,,
"CZK 36,000","CZK 12,000",,718218,2+kk,9/8/2022,2,,,45 m²,Fully furnished,,,,,,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",720270,Studio,7/1/2022,1,Brick,,42 m²,Partly,New-build,,A,,1.0,1.0,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,,,,,,
"CZK 19,990","CZK 2,790","CZK 20,000",731636,2+kk,9/5/2022,2,Brick,,45 m²,Unfurnished,Very good,Personal,G,,,,,390.75,265.34,171.22,306.49,105.7,468.21,315.9,391.17,719.11,219.65,Prague - Vinohrady,50.07997,14.45165,,,,,,,Central,,,
"CZK 15,900","CZK 2,800","CZK 25,000",728521,Studio,8/3/2022,2,Brick,,40 m²,Partly,New-build,,A,,1.0,1.0,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,1.0,,,,,,Electric boiler,,,
"CZK 33,000","CZK 8,850","CZK 70,000",727597,3+kk,9/1/2022,3,Brick,,91 m²,Partly,Very good,Personal,,,1.0,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,,Luxurious,Complete,,,Up to 10 years,,,,
"CZK 14,500","CZK 4,200","CZK 19,000",732322,2+kk,9/4/2022,4,Prefab concrete,,43 m²,Fully furnished,Good,,G,,1.0,,1.0,115.85,1228.04,389.95,775.18,780.83,378.22,201.16,292.85,2004.87,310.84,Prague - Horní Počernice,50.11103,14.62093,,Standard,,1.0,,,Distance,,,
"CZK 9,500","CZK 2,300","CZK 14,000",732324,2+kk,9/4/2022,,Brick,,34 m²,Fully furnished,Very good,,E,,,,,156.57,277.93,133.1,579.67,238.15,686.9,275.87,320.25,942.24,470.04,Prague - Košíře,50.0698,14.37914,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 24,000",470843,2+kk,10/1/2022,2,Brick,,58 m²,Fully furnished,New-build,Personal,,1.0,1.0,1.0,1.0,80.22,958.19,274.76,966.54,466.28,911.02,483.21,986.41,628.98,180.71,"K Netlukám, Prague - Uhříněves",50.0322565,14.6089774,,Standard,,1.0,,10 to 30 years,Central,,1.0,
"CZK 15,000","CZK 3,000","CZK 30,000",731719,2+kk,9/5/2022,2,Brick,,39 m²,Fully furnished,Good,,C,,,,1.0,112.71,680.29,98.55,583.99,92.22,493.64,176.53,500.12,341.52,268.34,Prague - Nusle,50.06146,14.43617,,,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 28,000",389685,Studio,9/30/2022,2,Brick,,33 m²,Fully furnished,,Personal,B,,,,,300.18,1944.82,455.39,2294.81,342.81,1542.23,418.67,1010.55,1568.37,645.97,"Výhledová, Prague - Hlubočepy",50.0465986,14.4062092,1.0,,,,,,Electric boiler,,,
"CZK 63,413","CZK 21,137",,732321,3+kk,10/16/2022,3,,,62 m²,Fully furnished,,,,,,,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,
"CZK 31,875","CZK 10,625",,725887,2 bedroom,9/13/2022,2,,,65 m²,Fully furnished,,,,,,,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,
"CZK 15,500","CZK 4,000","CZK 19,500",731640,2 bedroom,9/15/2022,1,Brick,,57 m²,Partly,Good,,B,,1.0,,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,,,,,,,Central,,,
"CZK 25,988","CZK 8,662",,728259,2 bedroom,11/1/2022,1,,,60 m²,Fully furnished,,,,,,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,
"CZK 37,500","CZK 12,500",,725775,2+kk,9/11/2022,4,,,60 m²,Fully furnished,,,,,,,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,
"CZK 27,000","CZK 3,800","CZK 50,000",611890,2+kk,10/1/2022,6,Prefab concrete,,56 m²,Partly,New-build,Personal,B,,,1.0,1.0,458.22,1359.99,749.45,4002.43,439.08,726.17,1083.68,3425.09,1173.04,431.34,"Honzíkova, Prague - Dolní Měcholupy",50.067548,14.554658,1.0,Luxurious,,,,Up to 10 years,Distance,,1.0,
