Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Floor space,Fully furnished,Condition,Ownership,EPC,New-build,Enclosed balcony,Lift,Cellar,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Reconstruction,Designe,Terrace,Domácí mazlíčci vítáni,Garage,Administrative fee,Balcony,Plot type
"CZK 20,000","CZK 4,500","CZK 45,000",732644,1 bedroom,9/19/2022,2,Brick,,45 m²,Partly,Very good,,G,,,,,,410.17,1507.76,969.35,1170.81,576.77,1063.58,847.57,749.16,600.77,554.81,Prague - Košíře,50.06701,14.35662,,,,,,,,1.0,
"CZK 18,500","CZK 4,000","CZK 22,000",549834,2+kk,12/1/2022,1,Brick,Up to 10 years,98 m²,Fully furnished,Very good,Personal,,1.0,,,,,154.1,110.15,174.67,1486.96,120.82,918.33,1029.37,620.92,801.21,132.14,"Klementova, Prague - Stodůlky",50.0457666,14.3046522,Electric boiler,Complete,Luxurious,1.0,1.0,,,,
"CZK 21,000","CZK 5,000","CZK 21,000",625005,2 bedroom,9/1/2022,1,Brick,10 to 30 years,57 m²,Fully furnished,Very good,Personal,D,,,,,,204.28,447.36,120.4,316.12,133.65,468.15,168.81,137.77,299.77,570.13,"Husinecká, Prague - Žižkov",50.085831,14.446835,Gas boiler,Interior,Standard,,,,,,
"CZK 22,000","CZK 3,500","CZK 44,000",731901,2+kk,9/29/2022,7,Low-energy,,50 m²,Fully furnished,New-build,,E,,,,,,311.79,937.12,217.43,494.16,172.3,251.34,607.78,1093.67,297.97,798.29,Prague - Holešovice,50.10363,14.43617,,,,1.0,,,,,
"CZK 15,990","CZK 2,354","CZK 18,344",732638,3+kk,9/8/2022,5,Brick,,55 m²,Fully furnished,Good,Cooperative,G,,,1.0,1.0,,85.93,367.36,151.37,308.95,330.61,1309.05,339.93,609.93,1041.94,517.48,"Hlavní, Prague - Záběhlice",50.04760944444,14.49129833333,,,,,,,"CZK 18,344",1.0,
"CZK 59,000","CZK 9,500","CZK 118,000",432912,5+kk,9/1/2022,6,Brick,,240 m²,Fully furnished,,Personal,,,,1.0,,,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,,,Luxurious,1.0,,,,1.0,
"CZK 11,000","CZK 3,500","CZK 14,500",732636,Studio,9/5/2022,,Brick,,21 m²,Fully furnished,Very good,,G,,,,,1.0,182.57,438.66,637.74,1044.28,300.21,795.39,189.81,1052.75,1908.9,130.4,Prague - Jinonice,50.05367,14.36012,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 29,000",576278,4+1,9/14/2022,2,Brick,,90 m²,Partly,Good,Personal,,,,,,,158.48,417.9,61.01,298.96,87.85,438.69,193.11,108.32,437.97,582.12,"Krásova, Prague - Žižkov",50.0855247,14.4464196,,,Standard,,,,,,
"CZK 7,000","CZK 2,000","CZK 10,000",732632,Small studio,9/5/2022,4,Other,,34 m²,Fully furnished,New-build,,G,,,1.0,,,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,,,,,,,,,
"CZK 17,000","CZK 4,800","CZK 17,000",726503,2 bedroom,7/19/2022,3,Brick,,64 m²,Fully furnished,Very good,Cooperative,,,,,,1.0,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,,,Standard,,,,,1.0,
"CZK 15,900","CZK 3,000","CZK 18,900",685065,2 bedroom,9/20/2022,3,Brick,,65 m²,Partly,Good,Personal,,,,,,,157.96,417.38,60.49,299.49,87.33,438.16,192.59,107.79,437.45,581.6,"Krásova, Prague - Žižkov",50.08552,14.44642,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 25,000",731890,1 bedroom,8/31/2022,5,Prefab concrete,,34 m²,Unfurnished,Very good,,G,,,1.0,,,246.83,1125.71,266.13,1352.95,317.8,547.91,323.27,954.4,383.94,131.64,Prague - Záběhlice,50.05399,14.49154,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 20,000",347163,2+kk,9/12/2022,7,Brick,Up to 10 years,49 m²,Unfurnished,New-build,Personal,C,1.0,,1.0,,,62.17,938.18,217.05,750.17,651.91,209.62,600.37,598.77,1175.07,555.51,"Hornoměcholupská, Prague - Horní Měcholupy",50.0433142,14.5666989,Distance,,Standard,,,,,1.0,
"CZK 29,250","CZK 9,750",,730836,2+kk,10/31/2022,1,,,40 m²,Fully furnished,,,,,,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,
"CZK 14,900","CZK 4,000","CZK 20,000",731332,Studio,12/15/2022,1,Brick,Over 50 years,32 m²,Unfurnished,Good,,G,,,,,,662.77,671.97,654.76,3976.71,693.43,964.64,2776.84,3399.37,829.83,566.35,Prague - Dubeč,50.06447,14.58301,Central,Interior,Standard,,,,,,
"CZK 13,500","CZK 3,500","CZK 26,000",718465,Studio,6/27/2022,4,Brick,,33 m²,Partly,New-build,Personal,A,1.0,,1.0,1.0,,79.0,1760.28,922.96,1519.14,289.88,1166.8,614.6,1227.94,1259.31,536.73,"Vrátnická, Prague - Modřany",50.0124216,14.4017606,,,Luxurious,,,,,1.0,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,3,,,30 m²,Fully furnished,,,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,
"CZK 24,581","CZK 8,194",,729938,Studio,10/9/2022,1,,,32 m²,Fully furnished,,,,,,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,
"CZK 24,000","CZK 3,892","CZK 24,000",731882,2+kk,8/31/2022,1,Low-energy,Up to 10 years,80 m²,Partly,Very good,,G,,,1.0,1.0,,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,Central,,Standard,,,1.0,,1.0,
"CZK 28,000",CZK 500,"CZK 28,000",533114,3+1,9/8/2022,1,Brick,Up to 10 years,82 m²,Partly,,Personal,E,,,,,,165.58,704.11,211.41,196.9,129.03,337.11,559.55,554.51,499.96,268.51,"Žerotínova, Prague - Žižkov",50.088534,14.4649585,,Complete,,,,,,,
"CZK 17,900","CZK 4,000","CZK 21,900",731562,2+kk,8/31/2022,2,Other,,52 m²,Partly,New-build,,B,1.0,,1.0,,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,,,,,,,1.0,
"CZK 15,000","CZK 7,500","CZK 30,000",732495,2 bedroom,9/5/2022,2,Brick,,78 m²,Unfurnished,Good,,G,,,,,,134.33,305.85,402.68,2461.66,151.56,379.69,716.53,915.02,2639.7,463.98,Prague - Dolní Chabry,50.14444,14.44953,,,,,,,,1.0,
"CZK 79,000","CZK 20,000","CZK 158,000",714217,3+kk,9/1/2022,4,Other,,164 m²,Fully furnished,New-build,Personal,B,,,1.0,1.0,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,Distance,,Luxurious,1.0,,,,,
"CZK 30,675","CZK 10,225",,731228,Studio,9/9/2022,2,,,30 m²,Fully furnished,,,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,
"CZK 12,900","CZK 5,000","CZK 20,000",683229,Studio,10/3/2022,1,Brick,Up to 10 years,31 m²,Fully furnished,New-build,Personal,A,,,1.0,,1.0,487.54,2166.24,1385.09,4808.93,936.78,1178.67,904.69,3237.92,3049.38,780.7,"Švihovská, Prague - Písnice",49.99614,14.47286,Distance,,Standard,,,,,1.0,
"CZK 16,000","CZK 1,500","CZK 20,000",643985,Studio,10/1/2022,8,Prefab concrete,,46 m²,Fully furnished,Very good,Personal,C,,,1.0,,,72.64,811.93,208.65,339.8,133.5,227.52,419.42,235.53,1583.83,303.0,"Seydlerova, Prague - Stodůlky",50.050322,14.351556,Electric boiler,Complete,,,,,,1.0,
"CZK 14,500",CZK 500,"CZK 25,000",609104,2 bedroom,9/5/2022,,Brick,,59 m²,,Good,Personal,G,,,,,,225.1,1115.58,252.13,729.25,344.37,1317.53,145.66,230.19,667.68,276.5,"Spojovací, Prague - Vysočany",50.101403,14.489725,,,,,,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,10/13/2022,2,,,46 m²,Fully furnished,,,,,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,
"CZK 28,000","CZK 3,000","CZK 56,000",732487,2+kk,9/6/2022,3,Brick,,60 m²,Partly,Very good,,D,,,,,,,,,,,,,,,,Prague - Nové Město,50.07124,14.4155,,,,,,,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,9/9/2022,3,,,60 m²,Fully furnished,,,,,,1.0,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,1.0,,,,1.0,
"CZK 30,000","CZK 6,000","CZK 30,000",732480,3+1,9/12/2022,5,Brick,,110 m²,Partly,Very good,,G,,,1.0,,,175.3,267.45,128.7,505.43,165.96,170.0,236.82,385.55,605.27,103.86,Prague - Holešovice,50.10212,14.44461,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",436530,2+kk,6/15/2021,3,Brick,Up to 10 years,48 m²,Fully furnished,Very good,Personal,A,1.0,,1.0,1.0,1.0,476.29,759.76,272.47,574.33,614.49,1017.63,374.01,200.02,805.08,409.87,Prague - Nusle,50.055112474159,14.448289199475,Distance,,Standard,,,1.0,,1.0,
"CZK 18,990","CZK 1,200","CZK 18,000",697963,Studio,7/9/2022,3,Brick,Up to 10 years,53 m²,Fully furnished,Very good,Personal,B,,,1.0,,,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,Distance,Complete,Luxurious,1.0,,,,,
"CZK 16,900","CZK 3,000","CZK 16,900",682598,1 bedroom,10/1/2022,1,Brick,,50 m²,Partly,Very good,Personal,G,,,,1.0,1.0,276.94,538.07,192.49,734.47,116.14,237.14,176.65,167.91,731.97,327.41,"Vítkova, Prague - Karlín",50.08981,14.44593,,Complete,,,,,,,
"CZK 8,500",CZK 0,CZK 0,527805,4+1,9/1/2022,1,Brick,,20 m²,Fully furnished,Very good,Personal,,,,,,,221.95,691.06,248.12,670.43,675.12,695.1,971.86,902.24,857.91,255.45,Prague - Hostivař,50.0570207,14.5191051,Electric boiler,,,,,,,1.0,
"CZK 8,900","CZK 1,000","CZK 10,000",732473,Small studio,9/5/2022,1,Other,,18 m²,Fully furnished,Good,,F,,,,,,245.72,226.56,270.26,667.18,324.83,306.12,928.21,543.25,842.34,608.35,Prague - Libeň,50.11951,14.46319,,,,,1.0,,,,
"CZK 10,000","CZK 3,000","CZK 10,000",642394,Small studio,9/9/2022,1,Brick,,21 m²,Partly,Very good,Personal,G,,,,1.0,,40.4,128.96,206.2,624.34,291.79,589.26,489.02,532.48,381.68,101.04,"Jabloňová, Prague - Záběhlice",50.056632,14.502264,Distance,Interior,,,,,,,
"CZK 7,900",CZK 590,"CZK 15,800",64253,1 bedroom,10/1/2022,,Brick,,42 m²,Unfurnished,,Personal,,,,,,,303.44,218.62,136.84,87.72,143.96,232.59,274.5,621.56,498.88,216.61,"Kafkova, Prague - Dejvice",50.0981478,14.3988274,Electric boiler,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 20,000",731774,2 bedroom,8/30/2022,3,Brick,,70 m²,Partly,Good,,G,,,,1.0,,161.29,337.38,55.19,381.29,71.73,300.17,292.09,311.56,471.93,346.14,Prague - Uhříněves,50.02907,14.60114,Electric boiler,,,,1.0,,,,
"CZK 29,900","CZK 2,603","CZK 33,000",732460,2 bedroom,8/29/2022,1,Other,,71 m²,,Good,Personal,,,,,,,333.08,298.96,45.33,214.75,54.27,39.01,271.19,790.45,189.87,583.72,"Opletalova, Prague - Nové Město",50.0812346,14.4298177,,,,,,,"CZK 4,485",,
"CZK 18,685","CZK 2,610","CZK 60,000",732458,3+kk,9/5/2022,2,Prefab concrete,,68 m²,Partly,Good,,C,,,1.0,1.0,,176.19,601.52,276.38,413.51,330.45,131.23,263.84,272.75,942.2,315.51,Prague - Horní Měcholupy,50.04115,14.56562,,,,,1.0,,,1.0,
"CZK 35,000","CZK 8,200","CZK 50,000",665597,4+kk,10/1/2022,2,Brick,,105 m²,Partly,Very good,Personal,G,,,1.0,1.0,,396.01,549.44,157.22,388.26,59.79,212.95,448.07,522.4,570.4,483.84,"Kubelíkova, Prague - Žižkov",50.08216,14.45073,,,,,,,,,
"CZK 20,000","CZK 4,900","CZK 40,000",732447,2 bedroom,11/1/2022,,Brick,,60 m²,Fully furnished,Very good,,G,,,,,,167.34,727.91,51.75,549.55,80.93,744.46,530.96,1064.93,83.46,228.05,Prague - Podolí,50.05359,14.41895,Central,Complete,Standard,,,,,,
"CZK 20,000",CZK 750,"CZK 20,000",678363,3+kk,9/1/2022,3,Brick,,70 m²,Fully furnished,Very good,Personal,E,,,,,,66.7,418.89,55.56,148.62,34.78,293.35,446.46,251.71,237.17,665.49,"Staropramenná, Prague - Smíchov",50.07204,14.40681,,,,,,,,,
"CZK 20,000","CZK 8,100","CZK 33,000",729666,3+kk,9/15/2022,1,Brick,,70 m²,Fully furnished,Good,Personal,G,,,1.0,,,202.84,1000.51,965.34,2744.15,598.14,946.39,806.09,3874.68,843.89,666.43,Prague - Štěrboholy,50.0747,14.55265,,,Standard,,1.0,,,1.0,
"CZK 130,000","CZK 15,000","CZK 145,000",732450,5+kk,11/1/2022,5,Brick,,212 m²,Partly,Very good,,G,,,1.0,,,41.4,344.12,274.72,457.52,50.64,434.5,143.34,584.82,59.77,467.53,Prague - Josefov,50.09114,14.41807,,,,,,,,,
"CZK 15,000","CZK 5,000",,728426,Studio,11/2/2022,12,,,25 m²,Fully furnished,,,,,,1.0,,,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 20,000",686129,Studio,10/10/2022,4,Brick,,26 m²,Partly,New-build,Personal,C,,,1.0,1.0,,549.23,662.36,441.09,761.17,468.73,740.0,498.65,448.69,636.62,748.27,"Perucká, Prague - Vinohrady",50.06851,14.43809,,,,1.0,,,,,
"CZK 11,000","CZK 4,500","CZK 11,000",732445,2 bedroom,9/5/2022,2,Brick,,50 m²,Partly,Good,,G,,,,,,138.36,260.49,64.57,2286.67,152.81,596.12,233.0,457.72,1468.53,482.31,Prague - Braník,50.0388,14.41097,,,,,,,,1.0,
"CZK 19,999","CZK 4,500","CZK 24,500",334624,Studio,9/1/2022,1,Brick,,39 m²,Fully furnished,New-build,Personal,,1.0,,1.0,1.0,,136.9,692.37,157.63,178.53,127.34,470.74,745.48,852.52,452.5,218.58,"Kališnická, Prague - Žižkov",50.089749,14.462776,Central,,Luxurious,,,1.0,,,
"CZK 25,000",CZK 0,"CZK 55,000",728125,2 bedroom,8/1/2022,3,Brick,,62 m²,Fully furnished,Very good,,G,,,,,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,,,,,,,,,
"CZK 25,000","CZK 1,100","CZK 36,000",572986,3+1,10/1/2022,1,Brick,Up to 10 years,75 m²,Partly,Very good,Personal,,,,1.0,,,20.73,736.07,76.78,653.85,228.84,695.13,411.28,309.72,543.02,290.23,"Dvacátého osmého pluku, Prague - Vršovice",50.070779649373,14.463591322468,Gas boiler,Complete,Luxurious,,,,,1.0,
"CZK 11,000","CZK 3,500","CZK 20,000",732443,2+kk,9/5/2022,2,Prefab concrete,,39 m²,Fully furnished,Good,,G,,,1.0,,1.0,550.4,653.91,253.9,420.37,463.31,661.88,896.1,301.31,2128.23,399.99,Prague - Černý Most,50.10595,14.58328,,,,,,,,,
"CZK 42,000","CZK 7,000","CZK 51,000",732442,3+kk,9/5/2022,5,Brick,,97 m²,Partly,Very good,,G,,,1.0,,,344.33,616.92,69.31,274.61,44.69,137.75,322.3,866.01,188.27,454.99,Prague - Karlín,50.0938,14.45505,,,,,,,,,
"CZK 12,000","CZK 2,600","CZK 14,600",513194,2+kk,9/5/2022,1,Brick,Up to 10 years,28 m²,Fully furnished,Good,Personal,,,,,,,63.79,337.36,167.0,182.5,93.53,72.56,243.11,202.22,348.31,157.58,Prague - Holešovice,50.101482,14.449581,Gas boiler,Interior,Standard,1.0,,,,,
"CZK 26,000","CZK 4,000","CZK 60,000",725142,3+kk,10/1/2022,3,Brick,,70 m²,Partly,New-build,Personal,B,1.0,,1.0,1.0,1.0,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,,,,,,1.0,,1.0,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,10/31/2022,5,,,35 m²,Fully furnished,,,,,,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,
"CZK 33,000","CZK 4,000","CZK 33,000",732437,4+kk,9/5/2022,2,Brick,,98 m²,Partly,Very good,,G,,,1.0,1.0,,261.43,726.93,44.32,813.72,161.51,266.06,277.04,579.62,642.0,426.25,Prague - Břevnov,50.08814,14.36916,,,,,1.0,1.0,,1.0,
"CZK 36,000","CZK 4,000","CZK 35,000",732293,2+kk,9/20/2022,6,Brick,,80 m²,Fully furnished,Very good,,E,,,1.0,1.0,,109.24,338.67,210.43,245.14,72.06,262.46,126.24,372.44,234.85,464.61,Prague - Josefov,50.08998,14.41986,,,,,,,,,
"CZK 35,000","CZK 9,000","CZK 70,000",732438,4+1,10/1/2022,3,Brick,,144 m²,Partly,Very good,,G,,,,1.0,1.0,171.29,211.95,122.48,136.09,18.55,176.22,484.41,802.71,382.54,295.97,Prague - Bubeneč,50.10128,14.42327,,,,,,,,,
"CZK 11,500","CZK 1,500","CZK 25,000",487107,Studio,10/1/2022,3,Brick,,42 m²,Fully furnished,,Personal,,,,,,,222.64,1681.42,354.72,1363.51,362.9,1002.75,1121.52,1194.11,394.47,417.03,"Kundratka, Prague - Libeň",50.1136058,14.481854,,,,,,,,,
"CZK 39,900","CZK 5,600","CZK 45,500",730978,4+kk,9/1/2022,4,Brick,Over 50 years,128 m²,Fully furnished,Very good,Personal,G,,,1.0,1.0,,93.39,822.37,236.32,755.17,455.41,558.27,194.88,1179.37,603.42,182.98,Prague - Holešovice,50.11028,14.44754,,Complete,Luxurious,,,1.0,,1.0,
"CZK 40,000",CZK 0,"CZK 40,000",24335,3+kk,10/1/2022,4,Brick,Over 50 years,95 m²,Fully furnished,Very good,Personal,C,,,1.0,,,177.64,664.92,172.37,77.54,38.15,125.87,36.04,110.57,370.0,231.91,"Ječná , Prague - Nové Město",50.0755456,14.426963,Gas boiler,Complete,Luxurious,,,,,,
"CZK 36,933","CZK 5,400","CZK 73,866",672347,2+kk,4/1/2022,3,Brick,,51 m²,Fully furnished,Very good,Personal,G,,,1.0,,,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,Electric boiler,Complete,Luxurious,,,,,,
"CZK 21,000","CZK 4,500","CZK 40,000",732433,2+kk,9/5/2022,1,Brick,,57 m²,Partly,New-build,,G,1.0,,1.0,1.0,1.0,198.12,494.77,405.3,2112.15,214.94,623.55,623.8,428.45,1401.93,83.85,Prague - Čimice,50.13871,14.42853,,,,1.0,,1.0,,,
"CZK 12,900","CZK 3,000","CZK 26,000",447287,Small studio,9/1/2022,1,Brick,,25 m²,Fully furnished,,Personal,,,,,,,75.43,451.43,311.62,104.38,127.38,1147.33,212.99,644.0,475.35,292.96,Prague - Michle,50.0572447,14.4503987,,,,,,,,,
"CZK 19,000","CZK 1,400","CZK 19,000",666035,1 bedroom,6/1/2021,3,Brick,,47 m²,Partly,Very good,Personal,C,,,,,,240.37,535.85,128.78,264.25,148.06,598.17,238.39,1253.6,279.18,239.16,"Jana Zajíce, Prague - Bubeneč",50.10257,14.41939,Gas boiler,Complete,,,,,,,
"CZK 12,999","CZK 2,999","CZK 26,000",661680,Studio,10/1/2022,3,Other,,34 m²,Fully furnished,Very good,Personal,D,,1.0,,1.0,1.0,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,Distance,Complete,Luxurious,,,,,,
"CZK 12,900","CZK 1,100","CZK 14,000",681356,Studio,9/12/2022,3,Brick,,20 m²,Partly,New-build,Personal,G,,,1.0,,,187.64,722.0,114.27,106.66,7.49,148.42,243.33,399.08,36.36,385.04,"Národní, Prague - Staré Město",50.0826,14.41828,,,,,,,,,
"CZK 19,000","CZK 2,300","CZK 19,000",652947,2+kk,12/7/2022,3,Other,,45 m²,Partly,Very good,Personal,G,,,,,,364.04,699.62,456.52,1024.25,12.58,809.29,396.63,770.99,900.55,101.45,"Nový Svět, Prague - Hradčany",50.090696,14.392596,,,,,,,,,
"CZK 10,000","CZK 4,000","CZK 14,000",728693,Small studio,8/5/2022,2,Brick,,52 m²,Fully furnished,Good,,F,,,1.0,1.0,,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,,,,,,,,,
"CZK 63,750","CZK 21,250",,729471,3+1,10/10/2022,3,,,120 m²,Fully furnished,,,,,,1.0,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,
"CZK 32,918","CZK 10,972",,731292,Studio,11/4/2022,2,,,35 m²,Fully furnished,,,,,,,,,247.87,258.88,108.69,237.41,65.07,538.8,263.81,273.73,806.33,230.99,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,3,,,35 m²,Fully furnished,,,,,,1.0,,,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,1.0,,,
"CZK 23,000","CZK 3,500","CZK 30,000",731903,2+kk,10/1/2022,2,Brick,Over 50 years,81 m²,Partly,Very good,Personal,G,,,,,,378.93,951.45,269.95,786.53,428.13,920.27,279.63,122.79,839.47,361.04,Prague - Nusle,50.05516,14.44648,Central,Complete,Luxurious,,,,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732416,2+kk,10/1/2022,1,Other,,55 m²,Fully furnished,New-build,,G,,,,,,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,,,,1.0,,,,,
"CZK 18,500","CZK 3,000","CZK 30,000",567194,2+kk,9/1/2022,1,Brick,,68 m²,Fully furnished,Very good,Personal,G,,,,,,285.66,2069.77,240.71,1789.58,596.4,336.05,1506.92,381.52,1344.42,107.42,"Bolívarova, Prague - Břevnov",50.0761438,14.3363845,Gas boiler,Complete,,1.0,,,,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,9/9/2022,5,,,70 m²,Fully furnished,,,,,,,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,
"CZK 22,500","CZK 7,500",,728694,2 bedroom,10/4/2022,9,,,53 m²,Fully furnished,,,,,,1.0,,,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,,,,,,,
"CZK 60,000","CZK 20,000",,717693,2+kk,9/9/2022,3,,,,Fully furnished,,,,,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,
"CZK 29,250","CZK 9,750",,725020,2 bedroom,9/19/2022,3,,,65 m²,Fully furnished,,,,,,1.0,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,1,,,180 m²,Fully furnished,,,,,,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,1.0,,1.0,,1.0,
"CZK 26,250","CZK 8,750",,731290,2+kk,10/25/2022,3,,,46 m²,Fully furnished,,,,,,,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,,
"CZK 52,500","CZK 17,500",,731817,2+kk,9/19/2022,3,,,80 m²,Fully furnished,,,,,,1.0,,,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,
"CZK 27,000","CZK 9,000",,732124,1 bedroom,11/1/2022,1,,,36 m²,Fully furnished,,,,,,,,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,,,1.0,,,,1.0,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,2,,,26 m²,Fully furnished,,,,,,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,
"CZK 19,200","CZK 6,400",,732120,1 bedroom,11/1/2022,5,,,25 m²,Fully furnished,,,,,,,,,325.99,599.06,10.69,489.3,51.0,359.95,315.04,78.83,255.47,309.72,"Polská, Prague - Vinohrady",50.0787721,14.4457646,,,,,,,,,
"CZK 19,238","CZK 6,412",,732117,2 bedroom,11/1/2022,9,,,37 m²,Fully furnished,,,,,,1.0,,,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,,,,,,,,,
"CZK 42,120","CZK 14,040",,724853,2+kk,9/12/2022,4,,,45 m²,Fully furnished,,,,,,1.0,,,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/9/2022,6,,,69 m²,Fully furnished,,,,,,1.0,,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,1.0,,,,1.0,
"CZK 56,475","CZK 18,825",,723104,3+kk,9/9/2022,2,,,67 m²,Fully furnished,,,,,,1.0,,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,1.0,,,,1.0,
