Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
700400,"CZK 18,000",50.09058,14.47011,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,60 m²,"CZK 4,500",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,25,923,31,238,79,210,444,398,523,394,Excellent,"CZK 40,000",Personal,Brick building,,,,,,G,,,,,,
700401,"CZK 40,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",3 bedroom with open-plan kitchen,148 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,Yes,No,No,21. 01. 2022,251,321,336,323,663,,,,,,New build,"CZK 44,000",Personal,Brick building,,,,,,G,,,,,,
680075,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,40 m²,"CZK 12,500",Furnished,-1,No,Yes,No,No,No,No,No,29. 01. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,,,,,
680055,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,62 m²,"CZK 12,000",Furnished,1,No,Yes,No,No,No,Yes,No,29. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
679997,"CZK 37,500",50.073194,14.4364932,"Uruguayská, Prague - Vinohrady",2 bedroom,65 m²,"CZK 12,500",Furnished,4,No,No,No,No,No,Yes,No,29. 01. 2022,271,101,117,353,35,204,64,230,885,796,,,,,,,,,,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,46 m²,"CZK 12,500",Furnished,3,No,No,No,No,No,Yes,No,29. 01. 2022,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,,,,,,,,,,
703923,"CZK 20,000",50.06921,14.41698,"Plavecká, Prague - Nové Město",2 bedroom,85 m²,"CZK 2,000",Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,279,838,114,279,45,274,133,196,186,169,Excellent,"CZK 20,000",Cooperative,Brick building,,,,,,G,,,,,,
700392,"CZK 13,900",50.1026,14.44354,"Argentinská, Prague - Holešovice",1 bedroom with open-plan kitchen,56 m²,"CZK 2,700",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,24. 01. 2022,63,254,135,529,224,252,238,390,429,86,Excellent,"CZK 14,000",Personal,Brick building,30 to 50 years years,Standard materials and solutions,Gas boiler,Middle floor,Exterior,D,,,,,,
687894,"CZK 35,000",50.1026798,14.423257,"Ovenecká, Prague - Bubeneč",4 bedroom,145 m²,"CZK 7,000",Partially furnished,3,No,No,Yes,No,Yes,No,No,26. 01. 2022,326,374,221,298,115,331,416,341,123,,Excellent,,Personal,Brick building,,,Gas boiler,,,G,,,,,,
690184,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,29. 01. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,
703904,"CZK 19,500",50.08823,14.36949,"Na Petynce, Prague - Břevnov",1 bedroom with open-plan kitchen,52 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,26. 01. 2022,261,747,18,873,217,292,298,558,616,401,New build,"CZK 19,500",Personal,Brick building,,,,,,G,,,,,,
703902,"CZK 16,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 2,716",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,Excellent,"CZK 19,706",Personal,Brick building,,,,,,C,,"CZK 19,706

                                
                                
                
i",,,,
105313,"CZK 17,000",50.0576898259,14.46641922,"V Dolině, Prague - Michle",1 bedroom with open-plan kitchen,78 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,317,"1,209",422,"1,405",718,442,750,"1,116",223,,,"CZK 17,000",Personal,Other,,,Central heating,Middle floor,,,,,,,,
703899,"CZK 15,000",50.05182,14.43587,"Plamínkové, Prague - Nusle",3 bedroom,68 m²,"CZK 6,000",Partially furnished,6,No,No,No,No,No,Yes,No,05. 02. 2022,216,703,258,217,350,163,122,95,513,134,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,,C,,,,,,
394152,"CZK 12,000",50.0875586,14.3439497,"Brunclíkova, Prague - Břevnov",2 bedroom,53 m²,"CZK 4,000",Unfurnished,3,Yes,No,No,No,No,No,No,07. 02. 2022,119,462,110,175,208,193,325,209,719,78,,,Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,Overall,C,,,,,,
703895,"CZK 15,000",50.1394,14.44867,"K Beranovu, Prague - Dolní Chabry",Studio,40 m²,"CZK 1,800",Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 02. 2022,284,"1,009",166,738,585,"1,093",138,,,,New build,"CZK 30,000",Personal,Low-energy building,,,,,,A,,,,,,
9448,"CZK 16,500",50.0554029275,14.4239115715,"Pod Klaudiánkou, Prague - Podolí",1 bedroom with open-plan kitchen,33 m²,"CZK 2,900",Furnished,1,No,Yes,No,No,No,No,Yes,15. 02. 2022,296,647,467,506,392,644,447,807,207,410,Excellent,"CZK 33,000",Personal,Brick building,10 to 30 years years,Premium materials and solutions,Other,Ground floor,,B,,,41 m²,,,
639658,"CZK 12,000",50.071303,14.48217,"V Olšinách, Prague - Vršovice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Unfurnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,251,419,151,263,216,320,543,415,642,204,Excellent,"CZK 12,000",Personal,Brick building,,,,,,B,,,,,,
679970,"CZK 24,225",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",Studio,35 m²,"CZK 8,075",Furnished,2,No,No,No,No,No,No,No,15. 02. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,
703891,"CZK 14,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 4,975",Furnished,2,No,No,No,No,No,Yes,No,29. 01. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
703857,"CZK 10,000",50.06272,14.44914,"Kloboučnická, Prague - Nusle",2 bedroom,47 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,281,870,353,574,278,621,602,436,914,493,Excellent,"CZK 7,000",Personal,Brick building,,,,,,C,,,,,,
703885,"CZK 13,000",50.14589,14.44956,"Perštejnská, Prague - Dolní Chabry",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Unfurnished,1,Yes,No,No,No,Yes,No,No,27. 01. 2022,152,184,160,136,137,898,833,349,,,Excellent,"CZK 16,000",Personal,Brick building,,,,,,E,,,,,,
690538,"CZK 12,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,27 m²,CZK 133,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,26. 11. 2021,,,,,,,,,,,New build,"CZK 25,800",Personal,Other,,,,,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,708
693967,"CZK 23,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",3 bedroom,79 m²,CZK 133,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,20. 01. 2022,,,,,,,,,,,New build,"CZK 47,800",Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,418
698442,"CZK 26,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,88 m²,CZK 133,Furnished,8,No,Yes,Yes,No,Yes,Yes,No,26. 01. 2022,,,,,,,,,,,Excellent,"CZK 53,000",Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,808
669336,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,50 m²,CZK 133,Furnished,13,No,Yes,Yes,No,Yes,Yes,No,07. 02. 2022,,,,,,,,,,,Excellent,"CZK 40,600",Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1304
693963,"CZK 19,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,52 m²,CZK 133,Furnished,10,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,,,,,,,,,,,Excellent,"CZK 38,200",Personal,Other,1 to 10 years years,Premium materials and solutions,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1016
681607,"CZK 24,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,67 m²,CZK 133,Furnished,1308,No,Yes,Yes,No,Yes,Yes,No,07. 02. 2022,,,,,,,,,,,New build,"CZK 49,000",Personal,Other,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,711
686770,"CZK 13,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,31 m²,CZK 133,Furnished,4,No,No,Yes,No,Yes,Yes,No,07. 03. 2022,,,,,,,,,,,Excellent,"CZK 26,200",Personal,Other,1 to 10 years years,,,Middle floor,,A,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,425T
698940,"CZK 59,250",50.0873557,14.4001355,"Vlašská, Prague - Malá Strana",2 bedroom with open-plan kitchen,90 m²,"CZK 19,750",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,171,434,49,337,17,310,367,699,784,255,,,,,,,,,,,,,,,,
619927,"CZK 11,800",50.031865,14.393208,"Lumiérů, Prague - Hlubočepy",1 bedroom,40 m²,"CZK 2,200",Furnished,2,No,No,No,No,No,No,No,31. 01. 2022,92,"1,442",756,"1,349",209,"1,407",99,,,,Good,"CZK 14,000",Cooperative,Brick building,,,District heating,Middle floor,Exterior,G,,,,,,
700369,"CZK 10,000",50.0274402,14.3708399,"U Šípků, Prague - Hlubočepy",Small studio,32 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,301,"1,108",474,"1,106",456,"1,098",260,368,174,502,Excellent,"CZK 12,000",Personal,Other,,,,,,B,,,,,,
703872,"CZK 13,500",50.1038249,14.4797219,"Sokolovská, Prague - Libeň",2 bedroom,55 m²,CZK 600,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,86,234,81,291,132,391,427,431,93,325,Excellent,"CZK 13,500",Personal,Brick building,,,,,,G,,,,,,
644591,"CZK 22,000",50.0692867,14.4339185,"U Zvonařky, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 4,750",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,09. 02. 2022,104,427,260,486,31,545,329,280,727,810,New build,"CZK 20,000",Personal,Brick building,,Premium materials and solutions,Gas boiler,Raised ground floor,Interior,D,Yes,,,,,
144771,"CZK 17,000",50.0758072,14.4602045,"Čáslavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,66 m²,"CZK 4,500",Furnished,2,No,No,Yes,No,No,Yes,No,01. 03. 2022,67,377,64,323,35,278,507,301,557,210,,"CZK 17,000",Personal,Brick building,,,Gas boiler,Middle floor,,,,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,118 m²,"CZK 6,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,209,273,39,272,113,301,142,267,694,169,Excellent,"CZK 55,000",Personal,Brick building,,,,,,D,,,,,,
657357,"CZK 12,999",50.10667,14.53982,"Poděbradská, Prague - Hloubětín",1 bedroom with open-plan kitchen,53 m²,"CZK 4,999",Furnished,2,Yes,No,No,No,No,Yes,No,01. 02. 2022,78,298,165,279,223,300,438,334,496,232,Excellent,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
703862,"CZK 20,000",50.05862,14.42969,"Marie Cibulkové, Prague - Nusle",1 bedroom with open-plan kitchen,49 m²,"CZK 3,681",Partially furnished,6,No,No,No,No,Yes,Yes,No,26. 01. 2022,260,860,224,335,122,200,769,252,290,213,New build,,Personal,Other,1 to 10 years years,Premium materials and solutions,Central heating,,,C,Yes,,,,,
690719,"CZK 47,235",50.0824664,14.4140344,"Divadelní, Prague - Staré Město",4 bedroom,110 m²,"CZK 15,745",Furnished,7,No,Yes,No,No,No,Yes,No,20. 02. 2022,260,938,207,294,98,143,489,445,401,362,,,,,,,,,,,,,,,,
699969,"CZK 17,000",50.06901,14.51067,"Dürerova, Prague - Strašnice",2 bedroom with open-plan kitchen,70 m²,"CZK 4,200",Partially furnished,2,No,No,Yes,No,Yes,Yes,No,27. 01. 2022,168,210,"1,416",261,290,498,324,"1,203",154,,Excellent,"CZK 15,000",Cooperative,Prefab concrete building,,Standard materials and solutions,District heating,,Overall,G,,,,,,
623917,"CZK 9,950",50.071962,14.432714,"Koubkova, Prague - Vinohrady",Small studio,20 m²,"CZK 2,950",Furnished,3,Yes,No,No,No,No,Yes,Yes,05. 07. 2021,155,283,79,285,75,329,300,213,645,732,New build,"CZK 12,900",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,G,,,,,,
619337,"CZK 11,500",50.105327,14.50215,"Freyova, Prague - Vysočany",Studio,30 m²,"CZK 3,000",,10,No,No,No,No,No,Yes,No,01. 03. 2022,407,741,349,410,281,694,475,506,687,234,Excellent,"CZK 11,500",Personal,Prefab concrete building,,,,,,A,,,,,,
627227,"CZK 11,950",50.076033,14.434163,"Anglická, Prague - Vinohrady",Studio,31 m²,"CZK 3,950",Furnished,2,No,Yes,No,No,Yes,Yes,No,06. 12. 2021,132,87,158,41,94,282,369,485,488,641,Excellent,"CZK 15,900",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,G,Yes,,,,,
695001,"CZK 16,000",50.101841946188,14.452939237593,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,181,539,89,261,7,198,400,363,176,277,New build,"CZK 16,000",Personal,Brick building,,,,,,B,,,,,,
691753,"CZK 21,375",50.0776816,14.4596393,"Vinohradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,63 m²,"CZK 7,125",Furnished,4,No,No,No,No,No,Yes,No,29. 01. 2022,139,286,63,144,80,96,617,515,661,148,,,,,,,,,,,,,,,,
587029,"CZK 17,000",50.02053,14.57886,Prague - Pitkovice,1 bedroom with open-plan kitchen,67 m²,"CZK 4,900",Furnished,2,Yes,No,No,No,No,No,No,15. 02. 2022,125,"1,271",230,,,,,,,,New build,"CZK 22,000",Personal,Brick building,,,,,,G,,,,,,
703852,"CZK 12,300",50.06878,14.41582,"Podskalská, Prague - Nové Město",Small studio,26 m²,"CZK 1,000",Partially furnished,8,No,No,No,No,No,Yes,No,01. 04. 2022,172,954,25,422,62,232,276,306,329,156,Excellent,"CZK 13,300",Cooperative,Brick building,,,,,,G,,,,,,
703851,"CZK 16,500",50.07105,14.46905,"Novorossijská, Prague - Vršovice",2 bedroom,64 m²,"CZK 3,800",Partially furnished,3,Yes,No,No,No,No,Yes,No,27. 01. 2022,128,458,285,370,266,281,222,148,729,245,Excellent,"CZK 12,000",Personal,Brick building,,,,,,G,,,,,,
255166,"CZK 12,500",50.0357188,14.5006237,"Benkova, Prague - Chodov",Small studio,31 m²,,Furnished,11,No,No,Yes,No,No,No,No,01. 03. 2022,260,383,407,"1,025",209,465,273,272,479,95,,"CZK 12,500",Cooperative,Prefab concrete building,,,Central heating,,Overall,C,,,,,,
695067,"CZK 19,000",50.101887608886,14.45268887592,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,181,539,89,261,7,198,400,363,176,277,New build,"CZK 19,000",Personal,Brick building,,,,,,B,,,,,,
695003,"CZK 16,000",50.101752312999,14.45294761878,"Tusarova, Prague - Holešovice",1 bedroom,44 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,188,545,95,268,25,205,407,369,113,246,New build,"CZK 16,000",Personal,Brick building,,,,,,B,,,,,,
66020,"CZK 18,500",50.0866182,14.4531338,"Roháčova, Prague - Žižkov",2 bedroom,74 m²,CZK 810,Partially furnished,1,No,No,No,Yes,No,No,No,01. 05. 2022,120,255,151,447,58,317,291,355,291,496,Excellent,"CZK 37,000",,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,D,,,,,,
703844,"CZK 20,000",50.0685073,14.438092,"Perucká, Prague - Vinohrady",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,3,No,Yes,Yes,No,Yes,Yes,No,14. 02. 2022,544,663,441,769,469,742,530,451,635,750,New build,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
491078,"CZK 14,600",50.0570883,14.4959689,"Jabloňová, Prague - Záběhlice",1 bedroom with open-plan kitchen,38 m²,"CZK 3,400",Furnished,12,No,No,No,Yes,No,Yes,No,01. 02. 2022,101,643,176,946,292,77,207,699,228,207,Excellent,"CZK 30,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
667199,"CZK 9,500",50.00972,14.46059,"Libušská, Prague - Libuš",Studio,42 m²,"CZK 2,000",Partially furnished,,No,Yes,No,No,No,No,No,01. 03. 2022,60,133,379,245,356,898,"1,330",964,,,Excellent,"CZK 10,000",Cooperative,Brick building,,,,,,D,,,,,,
530853,"CZK 17,000",50.0532112,14.4206756,"U Kublova, Prague - Podolí",Other,69 m²,"CZK 1,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 02. 2022,298,810,184,610,212,807,580,"1,099",214,345,Excellent,"CZK 34,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Other,Attic,Overall,B,,,,,,
652889,"CZK 17,500",50.06268,14.442082,"Táborská, Prague - Nusle",1 bedroom with open-plan kitchen,53 m²,"CZK 4,400",Furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,0,488,0,188,158,79,221,639,420,359,Excellent,"CZK 17,500",Personal,Brick building,,,,,,D,,,,,,
654482,"CZK 16,000",50.0905,14.47285,"Buchovcova, Prague - Žižkov",2 bedroom,47 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,249,"1,016",92,312,77,135,336,291,411,337,Excellent,"CZK 16,000",Personal,Brick building,,,,,,C,,,,,,
593117,"CZK 13,500",50.071856,14.371181,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",Studio,36 m²,"CZK 2,000",Partially furnished,4,Yes,Yes,No,No,No,No,No,01. 06. 2021,309,518,286,670,538,566,763,"1,044",482,474,Excellent,"CZK 13,500",Personal,Brick building,,Standard materials and solutions,Central heating,Top floor,,G,,,,,,
555302,"CZK 32,000",50.0750555,14.4531749,Prague - Vinohrady,2 bedroom,79 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,31. 01. 2022,146,311,101,261,137,64,218,489,530,253,Excellent,"CZK 45,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
699206,"CZK 16,000",50.11047,14.45104,"Jankovcova, Prague - Holešovice",Studio,34 m²,"CZK 2,100",Furnished,2,No,No,No,No,Yes,No,No,01. 02. 2022,20,950,490,763,452,549,406,"1,225",679,370,New build,"CZK 18,100",Personal,Other,,,,,,G,,,,,,
692479,"CZK 20,880",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,960",Furnished,2,No,No,No,No,No,Yes,No,29. 01. 2022,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,,,,,,
696416,"CZK 36,000",50.0740202,14.4399148,"Francouzská, Prague - Vinohrady",2 bedroom with open-plan kitchen,87 m²,"CZK 12,000",Furnished,7,No,Yes,No,No,No,Yes,No,28. 02. 2022,154,287,73,428,33,408,72,565,703,470,,,,,,,,,,,,,,,,
696414,"CZK 14,175",50.073014,14.4308483,"Tyršova, Prague - Nové Město",Studio,24 m²,"CZK 4,725",Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,182,528,118,213,29,198,369,452,636,686,,,,,,,,,,,,,,,,
692907,"CZK 12,825",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,18 m²,"CZK 4,275",Furnished,1,No,No,No,No,No,No,No,02. 02. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,
572796,"CZK 12,950",50.0936933,14.4600893,"Na Střelnici, Prague - Karlín",1 bedroom,35 m²,CZK 750,Furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,390,"1,048",140,658,285,521,157,"1,057",572,88,,"CZK 30,000",Cooperative,Brick building,,,,,,,,,,,,
703706,"CZK 21,100",50.02114,14.46663,"V Zeleném údolí, Prague - Kunratice",2 bedroom with open-plan kitchen,73 m²,"CZK 3,750",Partially furnished,5,Yes,Yes,No,No,No,Yes,Yes,25. 01. 2022,302,"1,259","1,136",89,429,684,118,,,,New build,"CZK 30,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,C,,,,,,
607626,"CZK 35,000",50.10628,14.46818,"Smrčkova, Prague - Libeň",1 bedroom with open-plan kitchen,76 m²,"CZK 4,500",Partially furnished,,No,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,608,"1,396",719,810,364,731,571,"1,222",253,367,New build,"CZK 39,500",Personal,Brick building,1 to 10 years years,Premium materials and solutions,,Ground floor,,B,Yes,,,,,
703823,"CZK 11,000",50.05527,14.50337,"Hvozdíková, Prague - Záběhlice",2 bedroom,52 m²,"CZK 1,000",Furnished,2,No,No,No,Yes,No,No,No,08. 04. 2022,199,336,628,837,227,600,686,373,797,266,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,,G,,,,,,
703821,"CZK 16,000",50.04529,14.45471,"Bítovská, Prague - Michle",2 bedroom with open-plan kitchen,65 m²,"CZK 5,600",Furnished,1,No,No,No,No,No,No,No,26. 01. 2022,356,550,506,532,254,504,406,375,462,108,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,,G,,,,,,
703820,"CZK 10,500",50.09882,14.48151,"Novovysočanská, Prague - Libeň",Studio,25 m²,"CZK 2,200",Partially furnished,5,No,No,No,No,No,Yes,No,31. 03. 2022,62,"1,492",591,"1,153",512,"1,255",701,694,828,422,New build,"CZK 20,000",Personal,Brick building,,,,,,B,,,,,,
578835,"CZK 13,000",50.130495,14.475523,"Chabařovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,45 m²,"CZK 2,500",Partially furnished,7,No,No,No,No,No,Yes,No,01. 01. 1970,372,596,69,725,342,636,250,261,"1,469",156,,"CZK 26,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,Overall,C,,,,,,
695853,"CZK 15,000",50.098175,14.4055829,"Muchova, Prague - Dejvice",Studio,35 m²,"CZK 3,900",Furnished,3,No,No,No,No,No,No,No,17. 01. 2022,49,770,106,189,97,190,340,993,128,458,Excellent,"CZK 18,900",Personal,Brick building,,,Gas boiler,Middle floor,,G,,,,,,
694846,"CZK 59,738",50.0902503,14.4293691,"Truhlářská, Prague - Nové Město",2 bedroom with open-plan kitchen,186 m²,"CZK 19,912",Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,176,468,153,183,95,334,340,266,546,580,,,,,,,,,,,,,,,,
696838,"CZK 45,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,Yes,20. 02. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
696412,"CZK 21,600",50.0654522,14.409929,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,60 m²,"CZK 7,200",Furnished,6,No,No,No,No,No,Yes,No,15. 02. 2022,276,508,376,863,221,634,685,923,376,417,,,,,,,,,,,,,,,,
673879,"CZK 14,000",50.09076,14.66856,"Medinská, Prague - Klánovice",2 bedroom with open-plan kitchen,65 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,Yes,No,Yes,01. 09. 2021,339,656,175,443,474,352,610,560,578,,Good,"CZK 18,000",Personal,Brick building,,,,,,A,,,,,,
570411,"CZK 13,000",50.117378704321,14.509146350386,"U Voborníků, Prague - Vysočany",1 bedroom,32 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 11. 2021,136,"1,279",507,795,187,765,986,268,942,403,New build,"CZK 39,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,,
198973,"CZK 10,000",50.0464879,14.4427116,"U nových domů III, Prague - Krč",Studio,31 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,15. 01. 2022,291,414,111,356,137,313,174,583,593,332,Excellent,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Raised ground floor,Overall,C,,,300 m²,,,
697606,"CZK 12,500",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,35 m²,"CZK 2,900",Unfurnished,5,No,No,No,No,No,Yes,No,05. 01. 2022,243,534,240,539,442,204,423,163,"1,153",129,Excellent,"CZK 30,700",Personal,Prefab concrete building,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,Overall,D,,,,,,
577002,"CZK 17,000",50.118464,14.422005,Prague - Troja,1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,399,778,398,794,980,582,"1,071",806,,,,"CZK 51,000",Personal,Brick building,,,,,,C,,,,,,
607379,"CZK 14,500",50.074462,14.414953,"Gorazdova, Prague - Nové Město",Studio,24 m²,"CZK 2,900",Furnished,2,No,No,No,No,No,Yes,No,01. 09. 2021,149,414,72,318,57,331,326,674,890,457,Excellent,"CZK 30,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,E,,,,,,
699551,"CZK 17,933",50.0754859,14.4856652,"Irkutská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 5,978",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,202,655,227,405,291,338,661,768,874,396,,,,,,,,,,,,,,,,
696835,"CZK 25,500",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,41 m²,"CZK 8,500",Furnished,5,No,No,No,No,No,No,No,20. 02. 2022,394,499,253,432,280,389,317,725,696,412,,,,,,,,,,,,,,,,
697479,"CZK 22,500",50.1059511,14.4731393,"Světova, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,44,595,43,80,28,96,206,509,351,252,,,,,,,,,,,,,,,,
689254,"CZK 25,500",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 8,500",Furnished,2,No,No,No,No,No,No,No,29. 01. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,
