Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Heating,Total number of floors,PENB,Age,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee
686900,"CZK 25,662",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,40 m²,"CZK 8,554",Furnished,2,No,Yes,No,No,No,Yes,No,10. 01. 2022,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,,,,,,
685604,"CZK 33,750",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 11,250",Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,
694966,"CZK 13,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,42 m²,"CZK 2,500",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,No,04. 12. 2021,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,New build,"CZK 14,500",Personal,Brick building,Yes,Central heating,Middle floor,A,,,,,,,,
682340,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",Studio,37 m²,"CZK 7,000",Furnished,4,No,No,No,No,No,Yes,Yes,10. 01. 2022,41,255,33,612,69,567,246,441,558,371,,,,,,,,,,,,,,,,
644684,"CZK 12,500",50.084397,14.451753,"Seifertova, Prague - Žižkov",1 bedroom,33 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,137,126,8,93,22,67,244,366,355,435,Excellent,"CZK 12,500",Personal,Brick building,,,,C,,,,,,,,
697891,"CZK 12,500",50.07674,14.45376,"Perunova, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Unfurnished,4,No,No,No,No,No,No,No,01. 02. 2022,175,218,115,74,2,252,87,578,956,316,Good,"CZK 16,500",Personal,Brick building,,,,D,,,,,,,,
556880,"CZK 22,000",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,83 m²,"CZK 6,000",Partially furnished,3,No,No,No,No,No,Yes,No,května,76,276,60,33,22,244,199,387,508,418,,"CZK 30,000",Personal,Brick building,,,,D,,,,,,,,
682349,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",3 bedroom,80 m²,"CZK 12,500",Furnished,2,Yes,No,No,No,No,No,No,10. 01. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,,,,,
696479,"CZK 14,025",50.1002217,14.4370969,"Bubenská, Prague - Holešovice",Studio,30 m²,"CZK 4,675",Furnished,7,No,Yes,No,No,No,Yes,No,24. 01. 2022,57,"1,134",128,342,249,255,241,"1,276",671,837,,,,,,,,,,,,,,,,
695301,"CZK 9,375",50.068042,14.5177497,"Mokřanská, Prague - Strašnice",Studio,20 m²,"CZK 3,125",Furnished,2,No,No,No,No,No,No,No,11. 01. 2022,77,679,731,809,968,808,"1,484",638,,,,,,,,,,,,,,,,,,
697900,"CZK 13,000",50.0532651,14.3424542,"Dominova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,15. 01. 2022,332,514,345,520,422,310,369,164,"1,243",73,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,,G,,,,,,,,
619408,"CZK 20,000",50.156069,14.522374,"Schoellerova, Prague - Čakovice",3 bedroom with open-plan kitchen,74 m²,"CZK 4,770",,1,No,No,No,No,No,No,No,15. 03. 2022,108,536,169,408,"1,120",561,335,232,,,Excellent,"CZK 25,000",Personal,Other,,,,G,,,,,,,,
697883,"CZK 16,000",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,Yes,No,No,04. 01. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 32,000",Personal,Prefab concrete building,,,,A,,,,,,,,
664892,"CZK 11,000",50.05766,14.57953,"U Lipové aleje, Prague - Dubeč",Studio,42 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 06. 2021,246,980,395,283,"1,447","1,301",161,,,,Excellent,"CZK 11,000",Personal,Brick building,,District heating,Middle floor,A,10 to 30 years years,Standard materials and solutions,,,,,,
686572,"CZK 28,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",1 bedroom with open-plan kitchen,82 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,Yes,No,06. 10. 2021,310,517,418,403,183,453,300,306,676,106,Excellent,"CZK 28,000",Personal,Brick building,,,,G,,,,,,,,
697881,"CZK 12,500",50.11056,14.5041,"Prouzova, Prague - Vysočany",1 bedroom,37 m²,"CZK 1,500",Partially furnished,2,Yes,No,Yes,No,No,No,No,04. 01. 2022,91,311,66,207,108,271,165,494,286,262,Excellent,"CZK 25,000",Cooperative,Brick building,,,,G,,,,,,,,
696641,"CZK 27,000",50.1205079,14.4125121,"Na Salabce, Prague - Troja",2 bedroom with open-plan kitchen,102 m²,"CZK 3,500",Partially furnished,2,No,No,No,No,Yes,No,No,20. 12. 2021,228,"1,192",816,"1,194",166,"1,176","1,395",985,"1,427",579,New build,"CZK 54,000",Personal,Brick building,,Electric boiler,Attic,B,,,,,,,,
666570,"CZK 18,000",50.03939,14.3161,"Radouňova, Prague - Stodůlky",1 bedroom with open-plan kitchen,63 m²,"CZK 3,600",Furnished,4,No,Yes,No,Yes,Yes,Yes,Yes,03. 06. 2021,280,"1,022",674,978,668,686,679,"1,036","1,068",102,New build,"CZK 21,600",Personal,Brick building,,District heating,,A,1 to 10 years years,,Interior,,,,,
236284,"CZK 11,500",50.1155821,14.497229,"Vysočanská, Prague - Prosek",1 bedroom with open-plan kitchen,49 m²,"CZK 4,500",Furnished,1,No,Yes,No,No,No,No,No,07. 01. 2022,69,"1,023",348,558,341,635,399,465,721,362,Good,"CZK 25,000",Personal,Brick building,,,,G,,,,30 m²,,,,
698594,"CZK 13,000",50.07591,14.49147,"Kralická, Prague - Strašnice",1 bedroom,45 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,10. 01. 2022,146,121,37,254,121,296,260,473,774,308,Excellent,"CZK 13,000",Personal,Brick building,,,,E,,,,,,,,
584092,"CZK 16,500",50.101964,14.42712,"U Studánky, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Unfurnished,2,No,No,Yes,No,No,Yes,No,17. 01. 2022,196,580,61,289,166,328,121,70,465,,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,,,,Standard materials and solutions,,,,,,
469843,"CZK 12,500",50.05571,14.52528,"Rychtáře Petříka, Prague - Hostivař",Studio,36 m²,"CZK 2,800",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,09. 01. 2020,476,943,378,905,591,947,"1,286",782,631,587,New build,"CZK 15,000",Personal,Low-energy building,,District heating,Middle floor,B,1 to 10 years years,Standard materials and solutions,,,,,,
610458,"CZK 11,000",50.155862,14.517403,"Bermanova, Prague - Čakovice",Studio,36 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 03. 2022,432,876,53,71,"1,460",846,120,152,,,New build,"CZK 10,000",Personal,Brick building,,,,C,1 to 10 years years,Standard materials and solutions,Overall,,,,,
680002,"CZK 56,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 18,750",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,10. 01. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
698592,"CZK 15,000",50.1237986,14.4847295,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,500",Furnished,5,No,No,No,Yes,No,Yes,No,,177,"1,241",193,"1,179",303,513,263,258,265,206,,"CZK 15,000",Personal,Prefab concrete building,,District heating,Middle floor,C,10 to 30 years years,Standard materials and solutions,Bathroom unit,,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,46 m²,"CZK 1,500",Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,243,665,254,239,166,379,602,597,543,388,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,,,,Premium materials and solutions,Overall,,,,,
698589,"CZK 11,000",50.04759,14.43249,"Kaplická, Prague - Podolí",1 bedroom,33 m²,"CZK 1,500",Partially furnished,5,No,No,No,Yes,No,Yes,No,01. 02. 2022,297,856,300,547,356,629,343,432,599,97,Excellent,"CZK 11,000",Cooperative,Prefab concrete building,,,,C,,,,,,,,
698588,"CZK 11,000",50.08852,14.46632,"Žerotínova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,CZK 700,Partially furnished,1,No,No,No,No,No,Yes,No,10. 01. 2022,231,795,118,215,141,244,467,490,436,328,Good,,Personal,Other,,,,G,,,,,,,,
427407,"CZK 17,700",50.1091682,14.5338204,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,52 m²,"CZK 2,250",Partially furnished,1,No,No,Yes,No,No,No,No,,356,656,311,637,553,473,465,269,766,276,,"CZK 35,400",Personal,Brick building,,District heating,Raised ground floor,C,,Premium materials and solutions,Overall,,,,,
698581,"CZK 10,500",50.1078933,14.498729,"Ocelářská, Prague - Vysočany",Studio,27 m²,"CZK 2,500",Unfurnished,3,Yes,No,Yes,No,Yes,Yes,Yes,10. 01. 2022,329,459,273,383,192,389,610,569,302,236,New build,"CZK 21,000",Personal,Brick building,Yes,,,A,,,,,,,,
680006,"CZK 60,000",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,90 m²,"CZK 20,000",Furnished,3,No,No,No,No,No,Yes,No,10. 01. 2022,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,,,,,,
484706,"CZK 13,500",50.060573,14.3988692,"Na Neklance, Prague - Smíchov",Studio,34 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,No,No,01. 02. 2022,139,954,166,864,160,502,540,679,601,479,Excellent,"CZK 20,000",Personal,Brick building,,Central heating,,,10 to 30 years years,,,,,,,
697853,"CZK 12,500",50.05808,14.28322,"Sazovická, Prague - Zličín",Studio,28 m²,"CZK 1,800",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,289,917,749,679,761,803,150,"1,025",166,,Excellent,"CZK 25,000",Personal,Brick building,,,,G,,,,,,,,
625169,"CZK 14,500",50.038853,14.332434,"Rotavská, Prague - Stodůlky",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Furnished,3,Yes,No,No,Yes,No,No,Yes,10. 01. 2022,346,889,379,860,287,498,638,984,483,369,Excellent,"CZK 20,000",Cooperative,Brick building,,Central heating,Top floor,C,,Premium materials and solutions,,,,,,
698252,"CZK 17,000",50.05287,14.34904,"Nušlova, Prague - Stodůlky",3 bedroom,81 m²,"CZK 4,000",Unfurnished,3,No,No,No,Yes,No,Yes,No,05. 01. 2022,342,823,343,399,156,258,357,366,166,,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,G,,,,,,,,
698577,"CZK 8,500",50.09033,14.4739536,"Biskupcova, Prague - Žižkov",Small studio,24 m²,"CZK 1,350",Partially furnished,1,No,No,No,No,No,Yes,No,11. 01. 2022,193,"1,012",134,259,16,116,321,332,358,420,Excellent,"CZK 9,850",Personal,Brick building,,,,E,,,,,,,,
698579,"CZK 13,000",50.02451,14.43728,"Novodvorská, Prague - Braník",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 02. 2022,211,282,242,255,329,308,735,380,912,375,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,G,,,,,,,,
698149,"CZK 12,500",50.08295,14.35842,"Bělohorská, Prague - Břevnov",1 bedroom with open-plan kitchen,40 m²,"CZK 3,700",Unfurnished,3,No,No,No,No,No,No,No,01. 02. 2022,77,524,371,346,34,413,583,"1,067",484,547,Good,"CZK 16,200",Personal,Brick building,,,,D,,,,,,,,
697838,"CZK 14,000",50.093796,14.6701237,"Medinská, Prague - Klánovice",3 bedroom,62 m²,"CZK 3,800",Partially furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,284,303,385,252,698,200,255,205,204,,Good,"CZK 35,600",Personal,Brick building,,Central heating,Middle floor,G,,Standard materials and solutions,Overall,,,,,
503804,"CZK 17,900",50.0537918,14.4363826,"Kotorská, Prague - Nusle",2 bedroom with open-plan kitchen,63 m²,"CZK 3,400",Partially furnished,3,Yes,No,No,No,No,Yes,No,,248,790,4,418,143,277,446,296,549,309,Excellent,"CZK 20,000",Personal,Prefab concrete building,,District heating,,,,,Overall,,,,,
680086,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,90 m²,"CZK 8,500",Furnished,1,No,No,No,No,No,No,No,10. 01. 2022,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,,,,,,
695769,"CZK 36,000",50.0888937,14.4651461,"Hájkova, Prague - Žižkov",3 bedroom,80 m²,"CZK 12,000",Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,233,699,160,106,32,310,575,570,516,255,,,,,,,,,,,,,,,,
692263,"CZK 12,500",50.0531,14.51144,"Mikanova, Prague - Záběhlice",1 bedroom with open-plan kitchen,54 m²,"CZK 4,100",Furnished,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,145,793,782,741,559,789,831,838,806,269,New build,"CZK 25,000",Personal,Brick building,,District heating,Middle floor,C,10 to 30 years years,Standard materials and solutions,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,379,234,713,,,,,,,,New build,"CZK 17,000",Personal,Brick building,,,,G,,,,,,,,
698066,"CZK 1,200",50.08159,14.42553,"Vodičkova, Prague - Nové Město",Other,20 m²,CZK 300,Furnished,5,No,No,No,No,No,No,No,05. 01. 2022,16,375,196,0,13,11,256,877,148,402,Good,,Other,Other,,,Top floor,G,,,,,,,,
577628,"CZK 12,900",50.1020116,14.5620731,"Rudolfa Holeky, Prague - Černý Most",Studio,31 m²,"CZK 2,500",Furnished,1,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,173,636,549,920,700,646,303,742,357,,New build,"CZK 20,000",Personal,Brick building,,,,G,1 to 10 years years,,,20 m²,,,,
697027,"CZK 11,000",50.06952,14.46051,"náměstí Svatopluka Čecha, Prague - Vršovice",1 bedroom,38 m²,"CZK 3,000",Partially furnished,4,No,No,No,No,No,No,No,01. 01. 2022,267,744,295,418,236,530,371,272,622,365,Excellent,"CZK 14,000",Personal,Brick building,,,,E,,,,,,,,
542450,"CZK 13,500",50.0606518,14.4314985,Prague - Nusle,1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,No,No,01. 01. 2022,289,"1,193",81,437,200,372,565,402,476,562,,"CZK 13,500",Personal,Brick building,,,,,,,,,,,,
696583,"CZK 15,480",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,50 m²,"CZK 5,160",Furnished,1,No,No,No,No,No,No,No,24. 01. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,
594069,"CZK 17,000",50.071416,14.457949,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 02. 2022,61,532,18,309,47,307,121,251,607,326,Excellent,"CZK 17,000",Personal,Brick building,,Electric boiler,Middle floor,D,,,Overall,,,,,
697824,"CZK 15,000",50.1296509,14.4920493,"Makedonská, Prague - Střížkov",1 bedroom with open-plan kitchen,54 m²,"CZK 3,000",Partially furnished,3,No,No,No,Yes,No,Yes,No,03. 01. 2022,269,"1,086",204,986,543,389,612,478,"1,097",9,Excellent,"CZK 20,000",Personal,Brick building,,,,B,,,,,,,,
629305,"CZK 8,000",50.0835476,14.452254,"Bořivojova, Prague - Žižkov",Small studio,20 m²,"CZK 1,000",Furnished,,No,No,No,No,No,Yes,No,14. 12. 2021,133,201,140,183,62,218,296,428,484,436,Excellent,"CZK 5,000",Personal,Other,,Central heating,,F,1 to 10 years years,Standard materials and solutions,Overall,,,,,
691112,"CZK 18,000",50.07372,14.44571,"Chodská, Prague - Vinohrady",2 bedroom,54 m²,"CZK 3,000",Furnished,2,No,No,No,No,Yes,No,No,08. 11. 2021,321,287,274,900,116,557,466,437,658,412,Excellent,"CZK 21,000",Personal,Brick building,,,,D,,,,,,,,
257687,"CZK 16,500",50.0680345,14.4919608,"Čestlická, Prague - Strašnice",1 bedroom with open-plan kitchen,74 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,09. 09. 2021,78,"1,111",191,814,122,320,345,596,408,46,,,Personal,Brick building,,Gas boiler,,,10 to 30 years years,Premium materials and solutions,Overall,,,,,
566286,"CZK 15,500",50.044055,14.4908968,"Choceradská, Prague - Záběhlice",2 bedroom,53 m²,"CZK 3,500",Furnished,5,No,No,No,No,No,No,No,01. 01. 2022,173,539,429,585,539,247,"1,011","1,320",53,,,"CZK 31,000",Personal,Brick building,,District heating,Top floor,D,,Premium materials and solutions,Interior,,,,,
428100,"CZK 17,000",50.0468629,14.5196633,"Chudenická, Prague - Hostivař",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,296,"1,251",311,"1,213",293,433,594,320,"1,084",110,New build,"CZK 25,000",Cooperative,Other,,District heating,Middle floor,C,1 to 10 years years,Standard materials and solutions,,,,,,
698562,"CZK 16,500",50.09064,14.47279,"Buchovcova, Prague - Žižkov",1 bedroom with open-plan kitchen,37 m²,"CZK 2,500",Furnished,6,No,No,Yes,No,No,Yes,No,17. 01. 2022,227,"1,032",108,296,61,119,353,307,395,321,New build,"CZK 33,000",Personal,Brick building,,,,G,,,,,,,,
698564,"CZK 13,500",50.10317,14.43491,"Schnirchova, Prague - Holešovice",2 bedroom,73 m²,CZK 200,Furnished,1,Yes,Yes,No,No,Yes,No,No,08. 01. 2022,173,860,95,372,73,156,394,423,916,,Excellent,"CZK 13,500",Personal,Other,,,,B,,,,,,,,
623680,"CZK 12,500",50.031109,14.368304,"Trnkovo Náměstí, Prague - Hlubočepy",Studio,56 m²,"CZK 3,500",,3,No,No,No,No,No,Yes,No,01. 09. 2020,74,733,137,713,188,812,331,291,655,74,Excellent,"CZK 16,000",Personal,Brick building,,,,C,,,,,,,,
696419,"CZK 20,000",50.10743,14.47551,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,46 m²,"CZK 1,600",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 01. 2022,351,654,131,400,142,417,346,477,447,210,Excellent,"CZK 40,000",Personal,Low-energy building,,,,A,,,,,,,,
692278,"CZK 19,000",50.02829,14.50078,"Medkova, Prague - Chodov",2 bedroom with open-plan kitchen,92 m²,"CZK 4,500",Furnished,1,Yes,No,No,No,No,No,No,01. 01. 2022,701,818,445,920,508,660,"1,107",683,"1,475",372,Excellent,"CZK 36,000",Personal,Brick building,,,,G,,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,1,No,No,No,No,No,Yes,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
661144,"CZK 16,700",50.066599,14.396753,Prague - Smíchov,2 bedroom,62 m²,CZK 700,Unfurnished,1,Yes,No,No,No,No,No,No,08. 01. 2022,223,365,225,754,130,451,312,524,755,325,Excellent,"CZK 17,400",Personal,Brick building,,,Middle floor,D,,,Interior,,,,,
697809,"CZK 17,647",50.0463823,14.3338454,"Zázvorkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,73 m²,"CZK 3,009",,1,No,No,No,No,No,No,No,01. 02. 2022,420,417,322,446,319,438,563,133,445,174,Good,"CZK 20,656",Cooperative,Other,,,,,,,,,,,,
688202,"CZK 35,000",50.0658205,14.3845171,"náměstí Josefa Machka, Prague - Košíře",4 bedroom,159 m²,"CZK 7,000",Partially furnished,5,Yes,Yes,Yes,No,No,Yes,Yes,10. 01. 2022,369,"1,235",341,"1,301",370,"1,428","1,086",549,951,458,Excellent,,Personal,Brick building,,,,G,,,,,,,,
697807,"CZK 14,500",50.0284076,14.3616407,"Ondrákové, Prague - Hlubočepy",1 bedroom with open-plan kitchen,57 m²,"CZK 3,164",,1,No,No,No,No,No,No,No,01. 02. 2022,364,"1,439",681,"1,419",392,"1,457",464,890,820,664,Good,"CZK 17,600",Personal,Other,,,,,,,,,,,,
286363,"CZK 15,500",49.9840601,14.3640779,"Věštínská, Prague - Radotín",1 bedroom with open-plan kitchen,74 m²,"CZK 3,900",Partially furnished,2,No,No,Yes,No,No,No,No,,70,560,25,48,205,78,516,677,494,283,Excellent,"CZK 31,000",Personal,Brick building,,Central heating,Top floor,,10 to 30 years years,Standard materials and solutions,,,,,,
697802,"CZK 12,900",50.10276,14.50918,"Poděbradská, Prague - Vysočany",Studio,47 m²,"CZK 2,300",Partially furnished,2,No,No,No,Yes,No,No,Yes,03. 01. 2022,116,"1,377",485,976,592,625,359,"1,303","1,493",559,Excellent,,Personal,Brick building,,,,G,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,46 m²,"CZK 12,000",Furnished,5,No,No,No,No,No,Yes,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
698552,"CZK 9,500",50.12478,14.49745,"Českolipská, Prague - Střížkov",Small studio,33 m²,"CZK 2,800",Partially furnished,7,No,No,Yes,Yes,No,No,No,01. 02. 2022,229,271,291,224,257,419,389,218,"1,137",194,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
696019,"CZK 20,000",50.1183,14.45433,"Na Úbočí, Prague - Libeň",2 bedroom,59 m²,"CZK 5,000",Partially furnished,1,No,Yes,No,No,Yes,No,No,01. 01. 2022,220,791,707,934,340,672,310,"1,052",592,277,Excellent,"CZK 40,000",Personal,Brick building,,,,G,,,,,,,,
697799,"CZK 11,000",50.05336,14.52516,"Švehlova, Prague - Hostivař",Studio,34 m²,"CZK 2,500",Furnished,3,Yes,No,No,No,Yes,Yes,No,04. 01. 2022,60,612,207,575,395,616,940,506,354,171,New build,"CZK 15,000",Personal,Brick building,,Central heating,Middle floor,G,,Premium materials and solutions,,,,,,
697584,"CZK 24,000",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",2 bedroom with open-plan kitchen,75 m²,"CZK 3,590",Unfurnished,2,No,No,Yes,No,Yes,Yes,Yes,03. 01. 2022,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,New build,"CZK 48,000",Personal,Prefab concrete building,,,,B,,,,,,,,
654676,"CZK 15,000",50.14469,14.43782,"Zaječická, Prague - Čimice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,800",Furnished,1,Yes,Yes,No,No,Yes,No,No,01. 02. 2022,126,"1,146",511,615,"1,206",629,749,529,,,Excellent,"CZK 15,000",Personal,Brick building,,,Ground floor,A,10 to 30 years years,,,75 m²,,,,
400631,"CZK 11,500",50.0157727,14.352559,"U Svahu, Prague - Slivenec",Studio,35 m²,"CZK 2,940",Partially furnished,2,No,No,Yes,No,No,Yes,No,,377,736,808,855,891,"1,042",471,,,,,"CZK 14,440",Personal,Brick building,Yes,,,B,1 to 10 years years,Premium materials and solutions,,,,,,
698550,"CZK 10,000",50.05613,14.48895,"Ginzova, Prague - Záběhlice",Studio,32 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,Yes,Yes,No,10. 01. 2022,388,"1,155",369,620,589,652,"1,144",419,649,,Excellent,"CZK 10,000",Personal,Other,,District heating,Ground floor,G,,,,,,,,
686749,"CZK 37,050",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,64 m²,"CZK 12,350",Furnished,3,Yes,Yes,No,No,No,Yes,No,10. 01. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,
471719,"CZK 15,000",50.0335807,14.4173411,"Nad Strouhou, Prague - Braník",1 bedroom with open-plan kitchen,64 m²,"CZK 3,300",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 02. 2022,254,755,328,265,300,628,490,"1,237",241,,,"CZK 15,000",Personal,Brick building,,,Middle floor,B,,Standard materials and solutions,Interior,,,,,
561828,"CZK 13,900",50.0797187,14.5081473,"Tejnická, Prague - Strašnice",2 bedroom,52 m²,"CZK 3,500",Partially furnished,5,No,No,Yes,No,No,No,No,01. 02. 2022,162,911,467,751,301,628,947,914,"1,153",382,,"CZK 13,900",Personal,Brick building,,,,,,,,,,,,
430748,"CZK 11,000",50.0527787,14.5150765,"Mattioliho, Prague - Záběhlice",Studio,38 m²,"CZK 3,900",Furnished,2,Yes,No,No,No,No,Yes,No,01. 02. 2022,432,338,328,286,126,334,990,"1,049",499,295,Excellent,"CZK 20,000",Personal,Brick building,,,,,10 to 30 years years,,,,,,,
698545,"CZK 12,000",50.07248,14.47525,"Jakutská, Prague - Vršovice",1 bedroom,39 m²,"CZK 3,000",Unfurnished,3,No,No,Yes,No,No,Yes,No,24. 01. 2022,316,203,321,479,177,241,204,408,604,425,Good,"CZK 24,000",Personal,Brick building,,,,G,,,,,,,,
614427,"CZK 10,500",50.021055,14.46433,"Pod Haltýřem, Prague - Kunratice",Studio,30 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,No,No,,183,"1,081",959,214,289,668,"1,350",326,,,Good,"CZK 13,500",Personal,Brick building,,,,G,,,,,,,,
502639,"CZK 29,000",50.0705362,14.45,"Charkovská, Prague - Vršovice",2 bedroom with open-plan kitchen,96 m²,"CZK 4,829",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,,156,669,167,215,94,511,208,468,398,384,Excellent,,Personal,Other,,,,,,,,,,,,
697775,"CZK 9,000",50.07753,14.46334,"Hradecká, Prague - Vinohrady",1 bedroom,48 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,134,30,44,145,27,221,315,535,359,314,Excellent,"CZK 18,000",Other,Brick building,,,,G,,,,,,,,
690504,"CZK 19,425",50.084008861001,14.414631128311,"Boršov, Prague - Staré Město",Studio,25 m²,"CZK 6,475",Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,151,761,53,417,7,404,559,561,517,251,,,,,,,,,,,,,,,,
679995,"CZK 28,500",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom,43 m²,"CZK 9,500",Furnished,7,No,No,No,No,No,Yes,No,10. 01. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
690487,"CZK 15,334",50.0839446,14.4142188,"Karoliny Světlé, Prague - Staré Město",1 bedroom,29 m²,"CZK 5,111",Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,121,731,23,390,14,376,531,533,489,221,,,,,,,,,,,,,,,,
