Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Floor,New building,Age,Design,Front garden,Heating,Total number of floors,Renovation,Administration fee,Developer name,Project name,Kód jednotky
703807,"CZK 10,500",50.05439,14.44174,"Nad Jezerkou, Prague - Nusle",1 bedroom with open-plan kitchen,Good,43 m²,"CZK 3,600","CZK 14,100",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,01. 02. 2022,D,66,978,175,413,17,609,314,288,"1,007",262,,,,,,,,,,,,
680095,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,,70 m²,"CZK 21,037",,,,Furnished,No,Yes,No,No,No,No,No,27. 01. 2022,,100,264,66,90,3,201,314,391,396,647,3,,,,,,,,,,,
703808,"CZK 46,313",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,60 m²,"CZK 15,437",,,,Furnished,No,No,No,No,No,Yes,No,27. 03. 2022,,110,274,157,129,77,143,300,496,282,367,4,,,,,,,,,,,
680086,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,142,547,112,211,216,280,208,0,878,210,1,,,,,,,,,,,
680079,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,212,525,185,151,68,162,317,392,109,262,4,,,,,,,,,,,
700300,"CZK 16,500",50.0266858,14.5304521,"Jurkovičova, Prague - Háje",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,B,50,926,334,583,416,657,264,425,717,364,2,,,,,,,,,,,
703802,"CZK 10,500",50.11506,14.56703,"Sicherova, Prague - Kyje",Studio,New build,35 m²,"CZK 2,300","CZK 10,500",Personal,Low-energy building,Partially furnished,Yes,No,No,No,No,Yes,No,25. 01. 2022,B,419,"1,059",834,"1,428","1,337",846,,,,,3,,,,,,,,,,,
703799,"CZK 18,500",50.05919,14.2832,"Milotická, Prague - Zličín",2 bedroom,New build,60 m²,"CZK 4,000","CZK 37,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,Yes,No,25. 01. 2022,G,433,756,923,853,710,977,320,"1,022",116,,2,Yes,,,,,,,,,,
703797,"CZK 15,000",50.10727,14.50628,"Za Lidovým domem, Prague - Vysočany",2 bedroom with open-plan kitchen,Excellent,85 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Furnished,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,C,440,729,431,523,392,688,476,10,804,438,1,,10 to 30 years years,Standard materials and solutions,32 m²,,,,,,,
496946,"CZK 15,000",50.0218224,14.4407186,"Písnická, Prague - Kamýk",2 bedroom,Excellent,66 m²,"CZK 5,000","CZK 20,000",Personal,Prefab concrete building,Unfurnished,No,No,Yes,Yes,No,Yes,No,,,128,674,164,648,722,549,409,412,800,282,4,,,Standard materials and solutions,,District heating,Middle floor,Interior,,,,
703793,"CZK 25,000",50.0556,14.4954,"Hyacintová, Prague - Záběhlice",4 bedroom,Excellent,110 m²,"CZK 6,000","CZK 35,000",Personal,Brick building,Furnished,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,G,169,716,288,"1,128",62,189,148,629,204,341,6,,,,,,,,,,,
648799,"CZK 13,800",50.07254,14.394542,"Plzeňská, Prague - Smíchov",1 bedroom,Excellent,34 m²,CZK 700,"CZK 18,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,No,No,01. 02. 2022,C,105,794,91,485,89,614,235,"1,060",830,357,2,,1 to 10 years years,,,Electric boiler,,Overall,,,,
379118,"CZK 12,100",49.999400230001,14.410353649738,"Benáčanova, Prague - Modřany",Studio,New build,35 m²,"CZK 2,400",,Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,,,61,"1,008",908,"1,103",275,756,893,758,461,221,3,Yes,1 to 10 years years,,,District heating,,,,,,
569427,"CZK 17,000",50.0862158,14.4443522,"Řehořova, Prague - Žižkov",Studio,,34 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 02. 2022,,411,641,400,515,317,608,376,415,469,841,5,,1 to 10 years years,,,Electric boiler,Top floor,Overall,,,,
703788,"CZK 12,941",50.0215761,14.4894951,"Jana Růžičky, Prague - Kunratice",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,136","CZK 16,077",Personal,Other,,No,No,No,No,No,No,No,24. 01. 2022,,111,891,165,984,391,184,210,194,471,92,1,,,,,,,,"CZK 1,941",,,
680099,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,,"CZK 9,975",,,,Furnished,No,No,No,No,No,Yes,Yes,27. 01. 2022,,221,235,240,630,210,69,520,374,219,292,7,,,,,,,,,,,
688331,"CZK 29,250",50.0830689,14.4668702,"Olšanská d, Prague - Žižkov",1 bedroom with open-plan kitchen,,85 m²,"CZK 9,750",,,,Furnished,No,Yes,No,No,No,Yes,Yes,27. 01. 2022,,213,228,353,747,332,258,643,491,336,409,4,,,,,,,,,,,
703786,"CZK 11,500",50.1057629,14.4769956,"Ronkova, Prague - Libeň",Studio,Good,24 m²,"CZK 1,154","CZK 10,933",Personal,Other,,No,No,No,No,No,No,No,01. 02. 2022,,133,408,192,430,4,361,445,217,434,64,1,,,,,,,,"CZK 1,467",,,
263023,"CZK 12,000",50.0570518499,14.2811066211,"Sazovická, Prague - Zličín",Studio,,33 m²,"CZK 2,500","CZK 14,500",Personal,Brick building,Furnished,Yes,No,No,No,Yes,No,No,,,276,"1,019",939,868,953,993,342,"1,215",175,,4,,,,,,,,,,,
703783,"CZK 18,000",50.0298,14.48466,"Hrabákova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,500","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,No,No,Yes,Yes,No,Yes,No,20. 02. 2022,B,285,465,21,628,245,358,293,666,446,125,5,,,,,,,,,,,
607626,"CZK 35,000",50.10628,14.46818,"Smrčkova, Prague - Libeň",1 bedroom with open-plan kitchen,New build,76 m²,"CZK 4,500","CZK 39,500",Personal,Brick building,Partially furnished,No,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,B,608,"1,396",719,810,364,731,571,"1,222",253,367,,Yes,1 to 10 years years,Premium materials and solutions,,,Ground floor,,,,,
688580,"CZK 12,900",50.0378,14.33674,"Bašteckého, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,240","CZK 26,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,17. 10. 2021,G,260,630,239,843,103,502,192,564,112,74,1,,,Standard materials and solutions,,Central heating,Raised ground floor,,,,,
695370,"CZK 29,700",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,92 m²,"CZK 9,900",,,,Furnished,No,Yes,No,No,No,Yes,No,27. 01. 2022,,149,274,60,441,20,421,59,552,690,457,7,,,,,,,,,,,
703776,"CZK 9,000",50.0384812,14.5624117,"Rezlerova, Prague - Petrovice",2 bedroom with open-plan kitchen,,67 m²,"CZK 3,000",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,224,428,391,353,407,414,360,454,764,51,5,,,,,,,,,,,
398657,"CZK 15,900",50.0560071,14.446201,"U Družstva Život, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,CZK 927,"CZK 15,900",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,,,362,967,113,521,349,959,264,180,844,345,3,,1 to 10 years years,Premium materials and solutions,,,,Overall,,,,
672559,"CZK 20,500",50.0477662,14.4642496,Prague - Michle,2 bedroom,New build,61 m²,"CZK 4,000",,Personal,Brick building,Partially furnished,No,Yes,Yes,No,Yes,Yes,No,16. 08. 2021,G,348,764,349,826,340,811,101,136,621,325,1,Yes,,,45 m²,Central heating,Ground floor,,,,,
703772,"CZK 11,000",49.9670426,14.383874,"Tunelářů, Prague - Zbraslav",2 bedroom with open-plan kitchen,Good,68 m²,"CZK 7,000","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,B,200,"1,354",196,129,273,606,468,116,,,2,,,,,,,,,,,
703771,"CZK 13,000",50.0716753,14.3708825,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,40 m²,CZK 450,"CZK 13,000",Personal,Brick building,Furnished,No,No,Yes,No,No,No,No,01. 03. 2022,D,338,546,315,699,567,594,792,"1,073",511,502,1,,,Standard materials and solutions,,Gas boiler,Middle floor,Overall,,,,
703767,"CZK 14,000",50.03565,14.33923,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,750","CZK 28,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,265,291,238,"1,144",374,251,69,167,383,170,3,,,,,District heating,,Overall,,,,
624657,"CZK 36,000",50.094842,14.464376,"Molákova, Prague - Karlín",4 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 6,000","CZK 30,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,Yes,No,25. 01. 2022,G,348,"1,409",373,"1,019",285,882,160,698,932,329,5,,,Premium materials and solutions,,District heating,,Overall,,,,
690503,"CZK 26,400",50.0779159,14.4375296,"Vinohradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,40 m²,"CZK 8,800",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,75,316,151,67,35,51,260,350,400,731,7,,,,,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,,46 m²,"CZK 6,000",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,211,"1,258",662,"1,150",181,848,"1,132",609,96,214,1,,,,,,,,,,,
703624,"CZK 13,000",50.1266889,14.505251,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Partially furnished,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,A,305,926,187,955,395,"1,070",179,601,"1,439",228,1,,,,,,,,,,,
703761,"CZK 12,500",50.03556,14.41117,"Zelinářská, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,44 m²,CZK 800,"CZK 12,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 02. 2022,G,178,359,220,154,278,389,196,"1,176",207,,2,,,,,,,,,,,
703754,"CZK 11,500",50.01114,14.45032,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000","CZK 14,500",Personal,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,25. 01. 2022,D,386,"1,062",433,528,"1,113",702,917,568,132,,6,,,,,,,,,,,
700262,"CZK 8,000",50.0830792,14.3637665,"8. listopadu, Prague - Břevnov",Small studio,Good,25 m²,"CZK 2,900","CZK 19,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,20. 01. 2022,G,137,224,88,91,16,259,251,752,169,220,-1,,,,,,,,,,,
700615,"CZK 19,000",50.09525,14.50889,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 6,700","CZK 20,000",Personal,Brick building,Furnished,Yes,Yes,Yes,No,No,Yes,Yes,01. 03. 2022,G,189,499,654,463,962,728,"1,279","1,091",262,,1,,,,,,,,,,,
700154,"CZK 9,800",50.12683,14.46463,Prague - Kobylisy,Studio,Good,23 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,01. 02. 2022,G,269,510,258,278,243,472,163,205,823,210,13,,,,,District heating,Middle floor,,,,,
681224,"CZK 9,000",50.07048,14.39916,"Mrázovka, Prague - Smíchov",Small studio,Excellent,18 m²,"CZK 2,000","CZK 9,000",Other,Brick building,Furnished,No,No,No,No,No,No,No,01. 09. 2021,G,329,258,251,246,225,307,73,726,713,232,-1,,,,,,,,,,,
703747,"CZK 18,900",50.10102,14.42628,"Veletržní, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 2,000","CZK 18,900",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 02. 2022,G,251,309,119,188,72,50,302,115,497,,3,,,,,,,,,,,
700259,"CZK 20,000",50.10428,14.45279,"Přístavní, Prague - Holešovice",3 bedroom,Good,98 m²,"CZK 6,000","CZK 40,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 02. 2022,G,126,494,83,189,70,195,635,598,291,363,5,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,,"CZK 11,250",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,208,625,166,256,8,279,151,489,199,646,3,,,,,,,,,,,
691037,"CZK 41,625",50.0806286,14.4175374,"Ostrovní, Prague - Nové Město",3 bedroom with open-plan kitchen,,112 m²,"CZK 13,875",,,,Furnished,No,Yes,No,No,No,Yes,No,27. 01. 2022,,168,738,31,217,8,217,106,336,114,565,4,,,,,,,,,,,
630075,"CZK 11,900",50.132957,14.434955,"Pekařova, Prague - Bohnice",Studio,New build,36 m²,"CZK 2,100","CZK 24,000",Personal,Brick building,Partially furnished,Yes,Yes,No,No,Yes,No,No,Ihned,B,407,437,262,418,959,836,491,336,310,,3,Yes,1 to 10 years years,Standard materials and solutions,,Gas boiler,Top floor,,,,,
703740,"CZK 12,000",50.06017,14.42715,"Mikuláše z Husi, Prague - Nusle",Studio,Good,29 m²,CZK 500,"CZK 12,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,27. 01. 2022,D,9,649,93,298,53,393,470,139,99,309,2,,,,,,,,,,,
703739,"CZK 18,500",50.05954,14.42121,"Pod Vyšehradem, Prague - Podolí",3 bedroom,Excellent,105 m²,"CZK 7,500","CZK 10,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 02. 2022,G,74,128,68,161,122,75,280,570,513,170,5,,,,,,,,,,,
695001,"CZK 16,000",50.101841946188,14.452939237593,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 01. 2022,B,181,539,89,261,7,198,400,363,176,277,4,,,,,,,,,,,
696032,"CZK 25,000",50.07848,14.42791,"Krakovská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,800","CZK 50,000",Personal,Brick building,Furnished,No,No,No,No,Yes,Yes,No,04. 01. 2022,G,243,661,215,230,104,322,458,539,202,445,4,,1 to 10 years years,Premium materials and solutions,,Central heating,Middle floor,Overall,,,,
689177,"CZK 19,000",50.07306,14.43085,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 3,600","CZK 38,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 03. 2022,G,183,529,119,213,30,197,368,453,637,687,4,,,,,,,,,,,
698920,"CZK 15,000",50.04736,14.30975,"Vlachova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500",,Cooperative,Prefab concrete building,Furnished,No,No,Yes,Yes,No,Yes,No,11. 01. 2022,G,345,300,195,"1,153",105,612,523,166,278,26,2,,,,,,,,,,,
698562,"CZK 16,500",50.09064,14.47279,"Buchovcova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,37 m²,"CZK 2,500","CZK 33,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,17. 01. 2022,G,227,"1,032",108,296,61,119,353,307,395,321,6,,1 to 10 years years,Standard materials and solutions,,Gas boiler,Top floor,,,,,
664545,"CZK 11,900",50.10117,14.36018,"Tobrucká, Prague - Vokovice",Studio,Excellent,35 m²,"CZK 3,000","CZK 14,900",Personal,Prefab concrete building,Furnished,No,No,No,No,No,Yes,No,01. 10. 2021,G,523,733,612,593,503,623,437,344,"1,218",113,5,,,,,,,,,,,
703728,"CZK 14,500",50.09937,14.43645,"Antonínská, Prague - Holešovice",2 bedroom,Excellent,47 m²,"CZK 3,400","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,G,147,"1,015",165,218,191,127,173,"1,247",540,709,4,,,,,Central heating,Middle floor,,,,,
695878,"CZK 14,000",50.10655,14.44807,"Poupětova, Prague - Holešovice",Studio,Excellent,43 m²,"CZK 4,000","CZK 14,000",Personal,Brick building,Furnished,Yes,No,Yes,No,No,Yes,No,12. 12. 2021,A,227,435,138,327,192,341,357,789,409,342,5,,,,,,,,,,,
434137,"CZK 15,000",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,Yes,No,No,01. 01. 2022,D,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,3,,1 to 10 years years,Standard materials and solutions,,Gas boiler,Attic,Interior,,,,
129979,"CZK 18,500",50.0775642,14.4239107,"Školská, Prague - Nové Město",2 bedroom,,70 m²,"CZK 4,000","CZK 37,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,16. 01. 2022,,173,601,24,304,52,294,218,354,350,291,2,,10 to 30 years years,Standard materials and solutions,,Gas boiler,Middle floor,Interior,,,,
696819,"CZK 27,000",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",3 bedroom,Excellent,115 m²,CZK 550,"CZK 27,000",Personal,Brick building,Partially furnished,No,No,Yes,Yes,Yes,No,No,01. 01. 1970,G,204,452,"1,443",518,876,531,472,763,482,,1,,,,800 m²,Gas boiler,,Interior,,,,
598101,"CZK 32,000",50.132957,14.434955,"Pekařova, Prague - Bohnice",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Furnished,Yes,Yes,Yes,No,Yes,No,Yes,01. 04. 2022,A,407,437,262,418,959,836,491,336,310,,1,Yes,,Premium materials and solutions,96 m²,Gas boiler,Ground floor,,,,,
697991,"CZK 20,306",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,38 m²,"CZK 6,769",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,132,574,130,206,94,143,358,427,494,560,2,,,,,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",1 bedroom with open-plan kitchen,,62 m²,"CZK 12,000",,,,Furnished,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,4,,,,,,,,,,,
703715,"CZK 15,900",50.09219,14.44872,"Karlínské náměstí, Prague - Karlín",1 bedroom,Excellent,59 m²,"CZK 2,400","CZK 16,300",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,25. 01. 2022,D,199,102,64,307,45,331,240,"1,332",358,91,4,,,,,,,,,,,
703714,"CZK 17,000",50.11498,14.62655,"Ve Žlíbku, Prague - Horní Počernice",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 17,000",Personal,Brick building,Furnished,Yes,Yes,No,No,No,No,No,01. 02. 2022,B,206,"1,466",533,785,229,901,423,639,,,2,,,,,,,,,,,
699862,"CZK 25,000",50.11031,14.38019,"Na Špitálce, Prague - Dejvice",2 bedroom with open-plan kitchen,Good,78 m²,"CZK 1,547","CZK 25,000",Personal,Brick building,Unfurnished,No,No,Yes,No,No,No,No,18. 01. 2022,G,150,283,348,940,595,303,709,651,,,2,,,Standard materials and solutions,,Gas boiler,Top floor,,,,,
465579,"CZK 19,000",50.0887865,14.4671627,"Žerotínova, Prague - Žižkov",2 bedroom,Excellent,70 m²,CZK 550,"CZK 30,000",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,No,01. 01. 2022,B,165,729,52,150,161,178,401,424,370,262,2,,,,,Other,,Overall,,,,
703712,"CZK 17,500",50.06745,14.40788,"Na Valentince, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,"4,783 m²","CZK 2,500","CZK 35,000",Personal,Other,Unfurnished,No,Yes,No,No,No,Yes,No,01. 02. 2022,G,132,600,326,571,182,496,845,"1,083",589,338,4,,,,,,,,,,,
314904,"CZK 16,000",50.1016462,14.4183555,"Jana Zajíce, Prague - Bubeneč",2 bedroom with open-plan kitchen,,78 m²,"CZK 6,700",,Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,,,114,449,111,328,101,534,199,153,309,,2,,,,,Gas boiler,Middle floor,,,,,
222235,"CZK 7,000",50.0989676,14.3460997,"V středu, Prague - Vokovice",1 bedroom,,23 m²,"CZK 2,000","CZK 10,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,,D,308,"1,320",222,"1,005",86,469,301,347,207,125,1,,,Standard materials and solutions,,Central heating,Ground floor,,,,,
543569,"CZK 12,900",50.0704284,14.4512084,"Košická, Prague - Vršovice",Studio,Excellent,45 m²,"CZK 1,600","CZK 25,800",Personal,Brick building,Unfurnished,No,No,Yes,No,No,Yes,No,01. 03. 2022,,126,555,100,102,59,417,178,355,334,272,3,,1 to 10 years years,Standard materials and solutions,,Gas boiler,Middle floor,Overall,,,,
680045,"CZK 32,250",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,,57 m²,"CZK 10,750",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,5,,,,,,,,,,,
703707,"CZK 10,000",50.02978,14.44976,"Štúrova, Prague - Krč",Studio,Excellent,26 m²,"CZK 2,800","CZK 10,000",Personal,Prefab concrete building,Furnished,No,No,No,No,No,No,No,26. 01. 2022,G,124,"1,295",188,113,701,843,"1,175",560,381,,1,,,,,,,,,,,
644492,"CZK 9,450",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,New build,35 m²,"CZK 3,450","CZK 16,350",Personal,Brick building,Furnished,No,No,No,No,Yes,Yes,No,20. 01. 2022,G,86,"1,261",369,860,414,742,371,"1,187","1,377",781,2,Yes,1 to 10 years years,Premium materials and solutions,,Central heating,Middle floor,Overall,,,,
703700,"CZK 17,500",50.10811,14.44456,"Plynární, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,000","CZK 17,500",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,25. 01. 2022,C,168,658,261,670,72,147,351,"1,013",379,279,2,,,,,,,,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,118 m²,"CZK 6,000","CZK 55,000",Personal,Brick building,Partially furnished,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,D,209,273,39,272,113,301,142,267,694,169,4,,,,,,,,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 3,000",,Other,Brick building,Furnished,No,No,No,No,No,No,No,12. 10. 2020,E,216,344,70,346,22,280,306,274,647,724,2,,,,,,,,,,,
616136,"CZK 13,000",50.061735,14.362174,"Naskové, Prague - Košíře",Small studio,New build,30 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Unfurnished,No,Yes,No,No,No,Yes,No,01. 02. 2022,B,268,"1,191","1,185",882,"1,278",546,388,811,250,,,,1 to 10 years years,Premium materials and solutions,39 m²,District heating,Ground floor,,,,,
703693,"CZK 32,000",50.05779,14.45373,"Týmlova, Prague - Michle",3 bedroom with open-plan kitchen,Excellent,121 m²,"CZK 3,600","CZK 60,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,15. 03. 2022,G,336,697,550,366,114,"1,160",343,643,229,299,2,Yes,,,,,,,,,,
700313,"CZK 17,500",50.0905,14.47422,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,000","CZK 25,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,24. 01. 2022,G,169,"1,035",158,235,39,140,297,356,334,397,4,,,,,,,,,,,
703690,"CZK 32,000",50.10432,14.44973,"Komunardů, Prague - Holešovice",2 bedroom with open-plan kitchen,New build,106 m²,"CZK 3,700","CZK 71,400",Personal,Other,Partially furnished,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,B,51,136,81,98,51,102,448,410,288,391,4,,,,,,,,,,,
703689,"CZK 8,000",50.07485,14.49166,"Nad Primaskou, Prague - Strašnice",Small studio,Excellent,19 m²,"CZK 1,800","CZK 9,800",Personal,Brick building,Unfurnished,No,No,Yes,No,No,No,No,01. 03. 2022,G,145,226,123,194,139,170,134,452,649,183,3,,,,,,,,,,,
623917,"CZK 9,950",50.071962,14.432714,"Koubkova, Prague - Vinohrady",Small studio,New build,20 m²,"CZK 2,950","CZK 12,900",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,Yes,05. 07. 2021,G,155,283,79,285,75,329,300,213,645,732,3,,1 to 10 years years,Premium materials and solutions,,Central heating,Middle floor,Overall,,,,
3423,"CZK 24,000",50.066621,14.434258,"Rejskova, Prague - Vinohrady",3 bedroom,Excellent,110 m²,"CZK 4,000","CZK 35,000",Personal,Brick building,Furnished,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,,310,586,307,720,267,522,375,428,293,413,5,,1 to 10 years years,Standard materials and solutions,20 m²,Gas boiler,Middle floor,Overall,,,,
699629,"CZK 12,000",50.1072,14.43865,"Za Papírnou, Prague - Holešovice",Studio,Excellent,34 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 02. 2022,G,199,"1,081",449,"1,119",289,398,231,"1,289",452,383,5,,,,,,,,,,,
695957,"CZK 13,900",50.04257,14.44224,"Krčská, Prague - Krč",2 bedroom,Excellent,67 m²,"CZK 1,400","CZK 27,800",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 01. 1970,G,240,223,273,437,194,256,488,269,737,273,4,,,,,District heating,Top floor,,,,,
703686,"CZK 14,800",50.0852,14.37356,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,600","CZK 28,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 02. 2022,G,176,793,266,456,252,159,187,292,464,347,4,,,Standard materials and solutions,,Central heating,Middle floor,,,,,
699775,"CZK 18,500",50.10432,14.44973,"Komunardů, Prague - Holešovice",Studio,New build,48 m²,"CZK 2,785","CZK 42,570",Personal,Other,Furnished,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,B,51,136,81,98,51,102,448,410,288,391,2,,1 to 10 years years,Premium materials and solutions,,,,,,,,
489262,"CZK 14,000",50.0214212,14.3597803,"Dominínská, Prague - Slivenec",2 bedroom,Excellent,83 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 01. 2022,C,115,640,294,228,534,455,,,,,2,,1 to 10 years years,Standard materials and solutions,,Geothermal heat pump,Top floor,Overall,,,,
