Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Terrace,Balcony,New-build,Garage,Parking,Enclosed balcony,Domácí mazlíčci vítáni,Cellar,Administrative fee
"CZK 18,000","CZK 5,000",683172,2+kk,8/16/2022,55 m²,Partly,5,,300.02,346.31,242.92,505.85,74.44,510.98,211.05,158.51,186.03,232.81,"Písecká, Prague - Vinohrady",50.0763515,14.4651577,"CZK 36,000",Brick,Over 50 years,Complete,Very good,Personal,G,Gas boiler,Standard,,,,,,,,1.0,
"CZK 15,500","CZK 1,500",407973,1 bedroom,10/1/2022,42 m²,Fully furnished,4,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,"CZK 17,000",Brick,,Interior,,Personal,,Electric boiler,,1.0,,,,,,,,
"CZK 26,000","CZK 4,000",730957,3+1,10/1/2022,78 m²,Fully furnished,4,1.0,229.29,267.2,191.71,497.58,0.14,344.3,161.61,153.41,836.91,649.72,Prague - Vinohrady,50.07265,14.43826,"CZK 26,000",Brick,,,Good,,E,,,,,,,,,,,
"CZK 13,500","CZK 2,826",730746,Studio,9/1/2022,29 m²,Fully furnished,3,1.0,207.73,569.54,301.26,370.44,171.38,378.02,505.22,643.85,770.01,187.08,Prague - Libeň,50.1252,14.46909,"CZK 27,000",Brick,,,Very good,,G,,,,,1.0,,,,,1.0,
"CZK 24,000","CZK 2,500",658687,2+kk,9/1/2022,59 m²,Fully furnished,5,1.0,360.18,307.48,138.21,231.62,151.3,290.16,315.54,832.17,205.65,218.51,"U Studánky, Prague - Bubeneč",50.10168,14.4242,"CZK 48,000",Brick,,,Very good,Personal,,Gas boiler,Luxurious,,,,,,,,,
"CZK 16,000","CZK 3,500",632492,2+kk,9/1/2022,45 m²,Fully furnished,3,,180.84,1467.25,271.5,852.64,399.48,346.38,711.86,504.96,620.18,331.51,"Šestidomí, Prague - Bubeneč",50.111335,14.39601,"CZK 19,500",Brick,,Complete,Very good,Personal,G,Distance,Standard,,,,1.0,,,,1.0,
"CZK 13,300","CZK 2,700",558315,Studio,10/1/2022,27 m²,Fully furnished,1,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,"CZK 18,000",Prefab concrete,,Complete,,Cooperative,,,Luxurious,,,,,1.0,1.0,,1.0,
"CZK 13,000","CZK 3,900",731477,2+kk,8/28/2022,78 m²,Partly,4,,204.8,446.28,449.22,3187.79,516.45,828.55,506.87,1257.98,723.05,107.66,Prague - Čakovice,50.14869,14.52334,"CZK 26,000",Brick,,,Very good,,D,,,,,,,1.0,,,,
"CZK 18,500","CZK 3,500",730591,2+kk,8/20/2022,42 m²,Partly,11,1.0,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,"CZK 37,000",Prefab concrete,,,Very good,,A,,,,,,,,,,1.0,
"CZK 21,490",CZK 600,731474,2+kk,10/1/2022,42 m²,Partly,3,,190.75,151.92,127.06,31.18,19.84,193.59,305.45,576.56,542.95,620.99,Prague - Vinohrady,50.07554,14.4342,"CZK 35,000",Brick,,,Very good,,A,,,,,,,,,,1.0,
"CZK 17,000","CZK 2,900",730677,2+kk,9/1/2022,48 m²,Partly,3,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,"CZK 40,000",Brick,,,Very good,,C,,,,1.0,,1.0,,,,1.0,
"CZK 15,000","CZK 3,800",731465,2 bedroom,9/1/2022,54 m²,Unfurnished,2,1.0,86.72,476.76,163.13,237.8,133.73,255.57,249.04,86.34,615.01,90.18,Prague - Břevnov,50.08706,14.34518,"CZK 30,000",Prefab concrete,,,Good,,G,,,,,,,,1.0,1.0,1.0,
"CZK 13,000","CZK 3,000",731470,Studio,8/28/2022,42 m²,Partly,4,,210.8,379.3,213.56,309.17,288.89,375.83,443.2,610.78,1498.02,164.09,Prague - Bohnice,50.12909,14.41563,"CZK 15,000",Prefab concrete,,Complete,Very good,,G,Central,Standard,,,,,,1.0,,,
"CZK 20,000","CZK 4,900",486388,2+kk,10/1/2022,70 m²,Fully furnished,2,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,"CZK 24,900",Brick,,Interior,Very good,Personal,,Central,Luxurious,,,,,,,,,
"CZK 10,000","CZK 4,000",485483,Studio,1/1/2021,24 m²,Partly,1,,238.79,1182.2,322.05,1037.62,0.13,694.74,895.99,537.45,1022.62,376.81,"Mašínova, Prague - Kobylisy",50.130805,14.45657,CZK 2,Brick,,,,Personal,,,,,,,,,,,,
"CZK 15,000",CZK 0,619337,Studio,10/1/2022,30 m²,Fully furnished,10,1.0,474.8,735.23,455.41,409.77,278.71,696.77,513.44,390.75,684.01,221.88,"Freyova, Prague - Vysočany",50.105327,14.50215,"CZK 15,000",Prefab concrete,Up to 10 years,,Very good,Personal,A,Central,Standard,,,,,,,,,
"CZK 13,500","CZK 4,000",727571,2 bedroom,9/1/2022,54 m²,Partly,4,,163.71,536.01,341.23,457.12,274.45,408.39,674.65,441.76,1026.37,118.68,Prague - Malešice,50.08159,14.5055,"CZK 20,000",Prefab concrete,,,Good,Cooperative,G,,,,,,,,,,1.0,
"CZK 22,900","CZK 4,900",693228,3+1,9/2/2022,85 m²,Fully furnished,2,1.0,323.9,275.24,213.18,913.28,302.9,398.76,768.26,322.45,576.93,141.01,"Vackova, Prague - Stodůlky",50.04527,14.31046,"CZK 40,000",Prefab concrete,,Complete,Very good,Personal,B,Central,,,,,,1.0,1.0,,1.0,
"CZK 19,000","CZK 3,500",731463,2+kk,8/28/2022,51 m²,Partly,1,1.0,195.46,2011.74,403.23,413.65,552.57,498.18,520.3,1787.48,734.11,161.58,Prague - Třebonice,50.05605,14.29156,"CZK 30,000",Brick,,,New-build,,B,,,,1.0,1.0,,1.0,,,1.0,
"CZK 25,000","CZK 4,000",389695,3+1,10/1/2022,103 m²,Partly,4,1.0,213.95,640.16,267.15,268.06,207.81,187.11,185.54,362.22,1395.5,129.39,"Nušlova, Prague - Stodůlky",50.0529616,14.3490188,"CZK 29,000",Prefab concrete,,,,Personal,C,Central,,,1.0,,,,1.0,,,
"CZK 17,000","CZK 3,000",623792,Studio,9/1/2020,44 m²,Fully furnished,3,,164.84,409.94,161.23,292.86,159.42,240.26,385.46,455.03,185.97,161.28,"Anežská, Prague - Staré Město",50.091925,14.423863,"CZK 30,000",Brick,,Complete,Very good,Personal,B,Gas boiler,Luxurious,,,,,,,,,
"CZK 15,000","CZK 3,000",644784,Studio,10/30/2022,38 m²,Fully furnished,2,1.0,36.85,193.63,41.55,92.16,45.28,4.26,159.78,261.92,185.7,236.1,"Dlouhá, Prague - Staré Město",50.090309,14.426676,"CZK 25,000",Brick,,,Very good,Personal,B,Distance,,,,,,,,,,
"CZK 28,800","CZK 5,800",566375,2 bedroom,9/1/2022,65 m²,Fully furnished,1,1.0,124.79,451.96,157.36,293.51,128.12,183.56,213.19,293.47,135.81,471.93,"Mánesova, Prague - Vinohrady",50.0779063,14.4417343,"CZK 45,000",Brick,,,,Personal,G,Gas boiler,,,1.0,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,9/23/2022,46 m²,Fully furnished,2,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,
"CZK 25,808","CZK 8,602",725069,2 bedroom,9/23/2022,54 m²,Fully furnished,5,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 7,000",730773,2 bedroom,9/1/2022,55 m²,Partly,2,,142.89,368.6,396.96,381.66,287.22,1332.25,334.52,695.43,956.12,622.84,Prague - Záběhlice,50.04715,14.48291,"CZK 45,000",Brick,30 - 50 years,Exterior,Very good,Personal,G,Central,,,1.0,,,,,1.0,,
"CZK 17,000","CZK 4,800",726503,2 bedroom,7/19/2022,64 m²,Fully furnished,3,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,"CZK 17,000",Brick,,,Very good,Cooperative,,,Standard,,1.0,,,1.0,,,,
"CZK 45,000","CZK 5,000",625132,3+kk,10/15/2022,120 m²,Partly,5,1.0,298.02,582.29,118.5,369.23,72.95,352.83,295.23,336.0,673.21,91.68,"Baranova, Prague - Žižkov",50.079934,14.457769,"CZK 45,000",Brick,,,Very good,Personal,G,,Luxurious,1.0,1.0,,,,,,,
"CZK 16,900","CZK 4,000",731452,1 bedroom,8/28/2022,35 m²,Fully furnished,2,,75.69,451.17,311.88,104.64,127.64,1147.59,213.25,644.26,475.61,293.22,Prague - Michle,50.05724,14.45039,"CZK 34,000",Brick,,Complete,Very good,Personal,,,Luxurious,,,,,,,,,
"CZK 10,500","CZK 4,300",662259,Studio,9/1/2022,25 m²,Partly,7,1.0,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,"Hnězdenská, Prague - Troja",50.12639,14.42051,"CZK 15,000",Brick,,,New-build,Personal,C,,,,,,,,,,,
"CZK 18,800","CZK 4,900",731453,Studio,8/28/2022,30 m²,Fully furnished,2,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,"CZK 8,000",Brick,,,Very good,,B,,,,1.0,,,,,,,
"CZK 14,000","CZK 1,650",712897,Studio,10/1/2022,21 m²,Partly,,1.0,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,"CZK 16,000",Brick,Up to 10 years,Complete,Very good,Personal,G,Electric boiler,Standard,,,,,,,,1.0,
"CZK 15,750","CZK 5,250",730902,1 bedroom,9/25/2022,30 m²,Fully furnished,3,,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",425185,2+kk,8/28/2022,56 m²,Fully furnished,1,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,"CZK 22,000",Brick,Up to 10 years,,,Personal,C,Other,Luxurious,,,,,,,,1.0,
"CZK 14,500",CZK 682,727527,Studio,9/23/2022,32 m²,Unfurnished,2,1.0,134.1,1231.17,484.46,487.91,0.66,491.14,797.02,376.04,364.68,547.87,"5. května, Prague - Nusle",50.05624815,14.43716165,"CZK 30,400",Brick,,Interior,Good,Personal,E,,Standard,,,,,,,,1.0,
"CZK 31,875","CZK 10,625",725887,2 bedroom,9/13/2022,65 m²,Fully furnished,2,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,,,,,
"CZK 37,125","CZK 12,375",726070,2 bedroom,10/3/2022,90 m²,Fully furnished,2,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",70257,2+kk,8/23/2022,40 m²,Partly,,,168.82,290.16,47.69,357.38,67.06,409.98,147.03,133.92,520.36,665.19,Prague - Vinohrady,50.0757383,14.440774,"CZK 30,000",Brick,,Complete,,Personal,,Electric boiler,,,,,,,,,,
"CZK 34,650","CZK 11,550",726077,2 bedroom,9/15/2022,100 m²,Fully furnished,3,1.0,47.36,89.7,50.91,353.17,50.36,559.15,144.5,503.29,323.37,346.2,"Plaská, Prague - Malá Strana",50.0806597,14.4049697,,,,,,,,,,,,,,,,,,
"CZK 21,750","CZK 7,250",728426,Studio,10/2/2022,25 m²,Fully furnished,12,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717694,2+kk,9/1/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,
"CZK 20,625","CZK 6,875",728424,2 bedroom,10/2/2022,45 m²,Fully furnished,10,1.0,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,,,,,,,,,,,
"CZK 9,200","CZK 1,050",731390,,8/27/2022,23 m²,,,,115.09,1032.67,80.25,311.2,75.8,134.11,370.43,418.92,410.08,300.64,Prague - Žižkov,50.09084,14.47161,"CZK 10,000",,,,,,,,,,,,,,,,,
"CZK 41,438","CZK 13,812",728262,Studio,9/11/2022,26 m²,Fully furnished,2,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717693,2+kk,9/1/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",728062,2 bedroom,9/25/2022,92 m²,Fully furnished,7,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,1.0,1.0,,,,,,,
"CZK 33,750","CZK 11,250",730188,1 bedroom,10/16/2022,45 m²,Fully furnished,3,1.0,153.03,376.72,146.99,646.6,45.07,502.75,147.12,62.23,673.09,485.89,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",731385,3+1,10/26/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",717682,2+kk,9/1/2022,69 m²,Fully furnished,6,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,,,,,,1.0,1.0,,,,,,,
"CZK 36,675","CZK 12,225",731158,2+kk,10/24/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,
"CZK 29,900","CZK 4,000",731449,2+kk,8/28/2022,58 m²,Unfurnished,3,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 29,900",Brick,,,New-build,,B,,,1.0,,1.0,,1.0,,,1.0,
"CZK 31,590","CZK 10,530",722787,1 bedroom,9/5/2022,52 m²,Fully furnished,3,1.0,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,,,,,,,,
"CZK 31,050","CZK 10,350",730431,3+1,9/3/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,,,,1.0,1.0,,,,,,,
"CZK 29,900",CZK 740,238692,4+kk,7/22/2022,146 m²,Partly,3,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,"Hornoměcholupská, Prague - Hostivař",50.0521645,14.5301399,"CZK 59,800",Brick,,Complete,Good,Personal,C,,Standard,,,,,,,,1.0,
"CZK 8,000","CZK 3,500",715124,Studio,9/1/2022,20 m²,Partly,6,1.0,175.39,1211.28,233.95,3602.9,307.06,263.5,203.61,2322.75,1901.97,753.55,"Na Okruhu, Prague - Písnice",50.00103,14.46431,"CZK 15,000",Prefab concrete,,,Good,Personal,D,Central,,,,,,1.0,,,,
"CZK 12,000","CZK 3,274",616070,Studio,11/1/2022,44 m²,Partly,7,1.0,51.04,180.78,74.12,511.43,115.31,243.44,203.44,83.74,251.32,241.0,"Sabinova, Prague - Žižkov",50.085832,14.455695,"CZK 15,500",Other,,Interior,Very good,Personal,G,Central,,,1.0,,,,,,1.0,
"CZK 19,800","CZK 6,600",726085,3+1,10/4/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,000",86915,2+kk,9/2/2022,48 m²,Fully furnished,3,1.0,212.9,699.7,163.89,65.56,30.73,313.69,616.42,611.95,557.41,214.92,"Hájkova, Prague - Žižkov",50.0892301,14.4649476,"CZK 15,000",Brick,,,Very good,,,,,,,,,,,,1.0,
"CZK 24,800","CZK 5,000",730883,2+kk,10/3/2022,57 m²,Fully furnished,5,1.0,137.12,489.32,75.46,171.04,0.13,363.78,516.89,322.14,307.6,687.91,Prague - Smíchov,50.07184,14.40625,"CZK 25,000",Brick,,,Very good,Personal,G,,,,,,,,,1.0,1.0,
"CZK 50,000",CZK 0,719964,3+kk,7/31/2022,100 m²,Fully furnished,2,1.0,115.76,112.29,71.33,121.74,25.59,235.38,203.84,185.81,291.49,271.4,"Benediktská, Prague - Staré Město",50.08995,14.42693,CZK 0,Brick,,Complete,Very good,Personal,G,Gas boiler,Luxurious,,,,,,1.0,,,
"CZK 10,500","CZK 2,500",558580,Studio,9/1/2022,31 m²,Partly,2,,373.21,1008.33,345.05,695.97,340.31,423.14,423.27,736.47,111.65,176.35,Prague - Libeň,50.1102035,14.4760865,"CZK 20,000",Brick,,,,,,Central,,,,,,,,,,
"CZK 12,000","CZK 3,500",731436,1 bedroom,8/27/2022,42 m²,Partly,2,,348.54,738.42,222.29,554.64,408.38,465.67,435.65,549.18,304.84,412.6,Prague - Košíře,50.06732,14.3686,"CZK 12,000",Brick,,,Very good,,E,,,,,,,,,,,
"CZK 17,500","CZK 4,200",731440,1 bedroom,8/27/2022,34 m²,Partly,1,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,"CZK 36,000",Brick,,,Good,Personal,D,,,,,,,,,1.0,1.0,
"CZK 41,100","CZK 13,700",730539,2+kk,9/19/2022,68 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,
"CZK 20,900","CZK 2,800",731435,Studio,8/27/2022,36 m²,Unfurnished,2,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 20,900",Brick,,,New-build,,B,,,1.0,,1.0,,1.0,,,1.0,
"CZK 16,000","CZK 1,744",628460,Studio,9/1/2022,43 m²,Unfurnished,1,1.0,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,"CZK 16,000",Brick,,,Good,Personal,G,Distance,,,,,,,,,,
"CZK 31,680","CZK 10,560",731433,2 bedroom,9/1/2022,52 m²,Fully furnished,2,1.0,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",718922,Studio,9/11/2022,45 m²,Fully furnished,5,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 4,000",731432,1 bedroom,8/27/2022,25 m²,Fully furnished,3,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,"CZK 12,000",Brick,,,Good,,C,,,,1.0,,,,,,,
"CZK 12,000","CZK 4,000",731430,2+kk,8/27/2022,43 m²,Fully furnished,11,1.0,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,"CZK 12,000",Prefab concrete,,,Good,,G,,,,,,,1.0,,,,
"CZK 18,500","CZK 1,500",501933,2+kk,8/28/2022,52 m²,Fully furnished,3,1.0,147.19,236.94,131.18,98.74,64.88,145.53,351.54,660.68,472.17,473.71,"Jirečkova, Prague - Holešovice",50.0992787,14.4239293,"CZK 20,000",Brick,,,,Cooperative,G,,,,,,,,,,,
"CZK 19,000","CZK 4,000",514627,2+kk,9/1/2022,53 m²,Partly,8,1.0,436.45,482.38,355.27,2168.88,451.43,585.29,902.55,311.64,478.12,124.82,"Kytínská, Prague - Hostivař",50.0529798,14.5443391,"CZK 19,000",Other,Up to 10 years,,New-build,Personal,,Distance,Standard,,1.0,1.0,1.0,,,,1.0,
"CZK 14,900","CZK 3,600",731416,Studio,9/1/2022,45 m²,Partly,1,,130.19,920.68,265.95,859.06,491.81,519.79,180.24,489.43,700.02,156.93,Prague - Prosek,50.11869,14.48924,"CZK 25,000",Brick,,,Very good,,C,Distance,,1.0,,,,,,,,
"CZK 30,000","CZK 10,000",730836,2+kk,9/22/2022,40 m²,Fully furnished,1,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,,,,,
"CZK 24,999","CZK 4,900",731412,2+kk,8/27/2022,57 m²,Fully furnished,1,1.0,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,"CZK 24,999",Brick,,,New-build,,A,,,,,1.0,,1.0,,1.0,1.0,
"CZK 40,000","CZK 5,500",730824,3+1,8/22/2022,170 m²,Partly,4,,330.89,661.36,322.57,513.77,359.29,650.66,459.34,819.46,239.7,329.09,Prague - Podolí,50.05526,14.42152,"CZK 91,000",Brick,,,Very good,,G,,,1.0,1.0,,,1.0,,,1.0,
"CZK 19,000","CZK 2,000",605812,Studio,9/7/2022,42 m²,Partly,5,1.0,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,"CZK 38,000",Brick,,,Very good,Personal,,Central,,1.0,,,,,,,,
"CZK 16,000","CZK 2,500",730259,Studio,8/17/2022,32 m²,Fully furnished,2,,110.17,1151.62,486.69,1390.49,516.43,1141.26,906.6,797.73,1015.03,331.85,Prague - Braník,50.0358252,14.4138519,"CZK 37,000",Brick,,,New-build,,B,,,1.0,,,,,,,,
"CZK 33,000","CZK 6,200",731411,4+kk,9/1/2022,120 m²,Fully furnished,2,1.0,148.21,1029.77,249.9,738.37,229.77,616.22,937.79,501.32,250.45,282.83,Prague - Strašnice,50.0818,14.48523,"CZK 50,000",Low-energy,,,Very good,,B,,,,,,,1.0,1.0,,1.0,
"CZK 24,581","CZK 8,194",731408,Studio,9/1/2022,28 m²,Fully furnished,1,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 3,000",716384,3+kk,8/15/2022,77 m²,Partly,7,1.0,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,"CZK 31,500",Brick,Up to 10 years,Interior,Very good,Personal,G,Distance,Luxurious,,1.0,,,1.0,1.0,,,
"CZK 16,800",CZK 800,518150,3+kk,9/1/2022,62 m²,Unfurnished,1,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,"Zenklova, Prague - Libeň",50.1193528,14.4614637,"CZK 33,600",Brick,,,,Personal,,,,,,,,,,,,
"CZK 14,200",CZK 800,518153,2 bedroom,9/1/2022,53 m²,Unfurnished,-1,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,Prague - Libeň,50.1193528,14.4614637,"CZK 28,400",Brick,,,,Personal,,,,,,,,,,,,
"CZK 11,000",CZK 730,43967,1 bedroom,8/30/2022,29 m²,Fully furnished,1,,147.75,856.85,252.64,493.2,99.8,557.31,391.63,366.22,734.94,339.63,"U Družstev, Prague - Nusle",50.0540439,14.441087,"CZK 12,000",Brick,,,Good,Personal,G,,,,1.0,,,,,,,
"CZK 17,900","CZK 3,900",641182,Studio,8/31/2022,25 m²,Fully furnished,3,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,"CZK 4,000",Brick,,Bathroom unit,Good,Personal,B,Central,Standard,,,,,,,,,
"CZK 12,000",CZK 0,731407,Studio,9/1/2022,26 m²,Partly,1,,162.27,207.98,82.45,179.03,67.54,172.94,262.52,414.76,310.06,369.39,Prague - Vršovice,50.06795,14.45627,"CZK 12,000",Brick,,,New-build,,G,,,,,,,,,,,
"CZK 13,500",CZK 500,729944,Studio,10/1/2022,38 m²,Fully furnished,5,1.0,233.84,1275.59,229.74,1315.56,318.64,307.71,443.89,133.99,1126.09,128.62,Prague - Hostivař,50.04662,14.51884,"CZK 15,000",Prefab concrete,10 to 30 years,Interior,Very good,,B,,Standard,,,,,,,,1.0,
"CZK 34,920","CZK 11,640",728102,2 bedroom,9/1/2022,52 m²,Fully furnished,5,1.0,99.55,314.58,150.34,67.01,34.6,412.05,133.24,331.05,397.28,726.22,"Vinohradská, Prague - Vinohrady",50.0779159,14.4375296,,,,,,,,,,,,,,,,,,
"CZK 30,675","CZK 10,225",731228,Studio,9/1/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 31,425","CZK 10,475",729524,Studio,9/27/2022,30 m²,Fully furnished,3,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500",728893,Studio,9/12/2022,39 m²,Partly,5,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,"CZK 50,000",Low-energy,,,New-build,,B,,,1.0,,1.0,1.0,1.0,1.0,,1.0,
"CZK 16,000",CZK 0,583578,,8/30/2022,15 m²,Fully furnished,1,1.0,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,"CZK 16,000",Brick,10 to 30 years,Complete,Good,Cooperative,C,Gas boiler,Standard,,,,,,1.0,,1.0,
