Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Total number of floors,Front garden,Heating,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
710856,"CZK 16,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 2,500","CZK 18,500",Cooperative,Brick building,Furnished,5,No,No,No,Yes,No,Yes,Yes,01. 04. 2022,C,150,845,468,387,639,"1,165",809,100,,,,,,,,,,,,,,
395681,"CZK 18,000",50.0769497,14.4491685,"U vodárny, Prague - Vinohrady",1 bedroom with open-plan kitchen,,55 m²,"CZK 4,500","CZK 25,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,90,292,115,86,36,94,251,204,666,146,,,,,,,,,,,,
710855,"CZK 12,500",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",Studio,New build,31 m²,"CZK 2,500","CZK 15,000",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,C,150,845,468,387,639,"1,165",809,100,,,,,,,,,,,,,,
710853,"CZK 13,900",50.09944,14.39792,"Dejvická, Prague - Bubeneč",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 3,000","CZK 13,900",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,G,215,166,11,47,65,61,429,562,289,270,,,,,,,,,,,,
578337,"CZK 18,500",50.035792,14.317295,"Smíchovská, Prague - Řeporyje",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 1,200","CZK 37,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,01. 11. 2019,A,86,813,"1,347",367,252,"1,269","1,115",382,,,Yes,1 to 10 years years,Premium materials and solutions,Middle floor,16 m²,,,,,,,
710850,"CZK 18,000",50.13031,14.42648,"Štětínská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 22,500",Personal,Prefab concrete building,Furnished,2,No,No,Yes,Yes,No,Yes,No,21. 03. 2022,G,297,682,281,934,637,313,550,559,833,286,,,,,,,,,,,,
710633,"CZK 14,000",50.08014,14.45444,"Bořivojova, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,G,393,347,16,396,36,568,426,449,738,223,,,,,,,,,,,,
647318,"CZK 14,000",50.133708,14.476638,"Akátová, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 28,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,G,197,"1,077",532,"1,206",173,818,435,547,"1,278",458,,,,,,District heating,,,,,,
710695,"CZK 34,000",50.10399,14.40171,"U Zeměpisného ústavu, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,113 m²,,,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,20. 04. 2022,G,121,863,208,214,164,547,171,266,579,153,,,,,,,,,,,,
710829,"CZK 19,500",50.07719,14.47697,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,500","CZK 39,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,G,146,902,104,492,168,134,761,817,290,130,,,,,,,,,,,,
246363,"CZK 18,900",50.0899848,14.4491976,"Pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 2,500","CZK 23,620",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,15. 02. 2022,G,446,384,153,561,269,584,91,"1,152",660,332,,1 to 10 years years,Premium materials and solutions,Middle floor,,Gas boiler,Interior,,,,,
633017,"CZK 14,900",50.073347,14.429008,"Sokolská, Prague - Nové Město",Studio,Excellent,28 m²,"CZK 4,100","CZK 5,000",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,No,17. 03. 2022,C,165,741,184,331,26,278,415,490,473,523,,1 to 10 years years,Premium materials and solutions,Ground floor,,Central heating,Overall,,,,,
541932,"CZK 13,000",50.1378335,14.5097549,Prague - Letňany,2 bedroom,,52 m²,"CZK 3,400","CZK 22,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,10. 04. 2022,,107,566,288,672,194,143,329,732,482,136,,,,,,,,,,,,
708931,"CZK 14,935",50.056675,14.4689133,"U Plynárny, Prague - Michle",1 bedroom with open-plan kitchen,Good,51 m²,"CZK 2,764","CZK 17,699",Personal,Other,,1,No,No,No,No,No,Yes,No,01. 04. 2022,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,,,,"CZK 2,845",,,,
708938,"CZK 10,706",50.0501104,14.5465898,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 5,016","CZK 15,722",Personal,Other,,7,Yes,No,No,No,No,Yes,No,01. 04. 2022,,271,269,294,275,118,704,235,586,174,,,,,,,,,"CZK 1,606",,,,
708947,"CZK 11,765",50.0793089,14.4341077,"Španělská, Prague - Vinohrady",Studio,Good,24 m²,"CZK 1,873","CZK 13,638",,Other,,1,No,No,No,No,No,Yes,No,01. 04. 2022,,148,452,187,402,165,154,377,377,596,750,,,,,,,,"CZK 1,765",,,,
708951,"CZK 16,176",50.0304313,14.5340501,"Steinerova, Prague - Háje",1 bedroom,Good,60 m²,"CZK 2,287","CZK 18,463",Personal,Other,,12,No,Yes,No,No,No,Yes,No,01. 04. 2022,,130,272,154,198,351,500,232,347,560,259,,,,,,,,"CZK 2,426",,,,
710494,"CZK 17,245",50.1092795,14.4747797,"Pivovarnická, Prague - Libeň",1 bedroom with open-plan kitchen,Good,54 m²,"CZK 2,777","CZK 20,022",Personal,Other,,5,No,No,No,No,No,Yes,No,15. 03. 2022,,214,919,186,537,407,264,316,650,282,167,,,,,,,,"CZK 2,587",,,,
705917,"CZK 9,939",50.1059528,14.5832849,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 5,282","CZK 16,091",Personal,Other,,1,No,No,No,No,No,Yes,No,01. 03. 2022,,566,615,358,405,441,752,"1,380",585,552,,,,,,,,,"CZK 1,491",,,,
708738,"CZK 13,338",50.14144095,14.5061245359,"Malkovského, Prague - Letňany",Studio,Good,32 m²,"CZK 1,000","CZK 14,338",Personal,Other,,8,No,No,No,No,No,Yes,No,01. 03. 2022,,216,973,163,857,450,179,512,356,378,29,,,,,,,,"CZK 2,001",,,,
709258,"CZK 18,824",50.0952883,14.5096955,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,158","CZK 21,982",Personal,Other,,2,Yes,No,Yes,No,Yes,Yes,No,15. 03. 2022,,234,545,699,509,"1,007",774,"1,324","1,137",307,,,,,,,,,"CZK 2,824",,,,
709263,"CZK 11,765",50.0212275,14.5243195,"Vodnická, Prague - Újezd u Průhonic",Studio,Good,36 m²,"CZK 3,216","CZK 14,981",Personal,Other,,2,Yes,No,Yes,No,No,Yes,No,04. 03. 2022,,476,711,"1,379",244,939,474,"1,115","1,475",188,,,,,,,,,"CZK 1,765",,,,
705467,"CZK 17,647",50.0450873,14.31337468771,"Heranova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Good,77 m²,"CZK 3,061","CZK 20,708",Personal,Other,,4,No,No,No,No,No,No,No,07. 02. 2022,,355,500,389,777,479,193,775,247,616,37,,,,,,,,"CZK 2,647",,,,
709586,"CZK 16,653",50.0773266,14.4693217,"Kouřimská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Good,61 m²,"CZK 1,991","CZK 18,644",Personal,Other,,1,No,No,No,No,No,No,No,28. 02. 2022,,211,522,88,144,214,127,177,939,299,194,,,,,,,,"CZK 2,498",,,,
709590,"CZK 17,178",50.0142496,14.4462334,"Pšenčíkova, Prague - Kamýk",2 bedroom,Good,42 m²,"CZK 1,777","CZK 18,955",Personal,Other,,6,No,No,No,No,No,Yes,No,07. 03. 2022,,395,897,395,618,536,572,391,578,134,,,,,,,,,"CZK 2,577",,,,
708954,"CZK 14,167",50.05667,14.46891,"U Plynárny, Prague - Michle",Studio,Good,38 m²,"CZK 2,681","CZK 16,848",Personal,Other,,3,No,No,No,No,No,Yes,No,01. 04. 2022,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,,,,"CZK 2,125",,,,
670956,"CZK 23,990",50.10194,14.42425,"Sochařská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,81 m²,CZK 340,"CZK 25,000",Other,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,G,373,427,184,356,181,212,333,223,276,,,,,,,,,,,,,
539475,"CZK 20,000",50.0460364,14.3241152,"U Jezera, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 5,000","CZK 40,000",Cooperative,Prefab concrete building,Partially furnished,8,No,No,Yes,Yes,No,Yes,No,05. 04. 2022,C,332,700,316,253,209,313,236,93,299,91,,10 to 30 years years,Premium materials and solutions,Middle floor,,District heating,Overall,,,,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,300","CZK 8,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,C,335,552,309,598,390,274,281,222,"1,303",210,,,,,,,,,,,,
601914,"CZK 8,000",50.072794,14.393177,"Grafická, Prague - Smíchov",Small studio,Excellent,15 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,,,No,No,No,No,No,No,No,01. 04. 2022,A,71,926,60,617,156,746,213,"1,098",943,323,,,,,,,,,,,,
710833,"CZK 10,000",50.0699,14.45782,"Madridská, Prague - Vršovice",1 bedroom,Excellent,40 m²,CZK 500,"CZK 20,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,21. 03. 2022,G,199,452,120,229,60,227,209,171,527,116,,,,,,,,,,,,
710835,"CZK 14,500",50.05695,14.28143,"Sazovická, Prague - Zličín",Studio,New build,41 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,B,248,"1,031",919,848,965,973,354,"1,211",187,,,,,,,,,,,,,
573125,"CZK 9,000",50.0295549,14.4496702,"Štúrova, Prague - Krč",Studio,,19 m²,"CZK 2,000","CZK 10,000",Personal,Prefab concrete building,Unfurnished,11,No,No,No,No,No,No,No,,D,312,"1,483",0,0,761,"1,031","1,357",748,569,,,,,,,,,,,,,
399383,"CZK 14,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 4,000","CZK 18,500",Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,,C,252,437,31,232,109,177,177,13,435,,,1 to 10 years years,Premium materials and solutions,Middle floor,,Gas boiler,Overall,,,,,
710208,"CZK 14,500",50.05693,14.45058,"Nuselská, Prague - Michle",1 bedroom,Good,50 m²,"CZK 1,907","CZK 29,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,137,414,297,139,165,981,250,660,516,307,,,,,,,,,,,,
710825,"CZK 11,000",50.0367452,14.4383286,"Pod Vrstevnicí, Prague - Krč",1 bedroom,Excellent,39 m²,"CZK 3,600","CZK 22,000",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,No,No,No,17. 03. 2022,G,217,"1,155",637,747,606,"1,024","1,387","1,084",639,833,,,,,,,,,,,,
710822,"CZK 12,900",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,Excellent,38 m²,"CZK 3,000","CZK 15,900",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,C,307,725,183,706,"1,098",927,622,624,195,,,,,,,,,,,,,
710821,"CZK 15,500",50.01327,14.42312,"Daškova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 1,000","CZK 20,000",Personal,Other,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,G,155,"1,412",186,"1,314",883,"1,150",210,509,946,133,,,,,,,,,,,,
156828,"CZK 15,000",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 15,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,95,426,68,168,77,236,547,654,801,288,,,,,,Other,,,,,,
710817,"CZK 13,000",50.07267,14.43789,"Americká, Prague - Vinohrady",1 bedroom,Excellent,37 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,C,411,259,206,466,30,284,144,306,864,677,,,,,,,,,,,,
644832,"CZK 19,000",50.08607,14.431646,"Senovážné náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 23,000",Personal,Brick building,Unfurnished,6,No,No,No,No,No,Yes,No,01. 01. 1970,G,162,346,220,126,95,114,272,559,345,339,,,,Top floor,,Central heating,,,,,,
541583,"CZK 14,000",50.0428673,14.4427799,Prague - Krč,2 bedroom,,67 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,197,180,199,440,197,212,414,256,693,230,,,,Middle floor,,Central heating,Overall,,,,,
489033,"CZK 12,000",50.0713808,14.3874536,"Mahenova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,44 m²,CZK 580,"CZK 16,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,,25,"1,105",48,955,38,"1,105",478,781,"1,125",246,,,Standard materials and solutions,Middle floor,,,,,,,,
673717,"CZK 13,000",50.0408926,14.3920654,Prague - Hlubočepy,1 bedroom,Excellent,34 m²,"CZK 2,000","CZK 10,000",Personal,Brick building,Furnished,2,No,No,No,No,Yes,No,No,01. 03. 2022,G,165,170,147,913,508,301,242,,,,,1 to 10 years years,Premium materials and solutions,Middle floor,,Electric boiler,Interior,,,,,
435408,"CZK 18,000",50.0438375,14.5151545,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,500",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,B,170,228,295,284,"1,098",430,"1,142",123,,,,10 to 30 years years,,Raised ground floor,,District heating,Interior,,,,,
703689,"CZK 8,500",50.07485,14.49166,"Nad Primaskou, Prague - Strašnice",Small studio,Excellent,19 m²,"CZK 1,900","CZK 10,400",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,G,145,226,123,194,139,170,134,452,649,183,,,,,,Other,,,,,,
710805,"CZK 22,500",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,,35 m²,"CZK 7,500",,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,,202,523,119,828,248,936,219,756,"1,073",529,,,,,,,,,,,,
710797,"CZK 16,000",50.05115,14.45767,"Michelská, Prague - Michle",2 bedroom with open-plan kitchen,Good,78 m²,"CZK 6,000","CZK 21,000",Personal,Brick building,Furnished,2,No,No,No,Yes,No,No,No,15. 04. 2022,G,128,650,96,653,133,531,348,604,641,358,,,,,,,,,,,,
710794,"CZK 37,500",50.075535,14.4452886,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 12,500",,,,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,96,290,15,494,73,336,519,216,542,280,,,,,,,,,,,,
710788,"CZK 12,000",50.0415059,14.443105,"Antala Staška, Prague - Krč",2 bedroom,Excellent,58 m²,"CZK 4,000","CZK 12,000",Cooperative,Brick building,Partially furnished,2,No,No,Yes,Yes,No,No,No,01. 05. 2022,G,51,341,189,271,116,171,332,201,854,251,,,,,,,,,,,,
710787,"CZK 7,900",50.07281,14.39202,"Grafická, Prague - Smíchov",1 bedroom,Excellent,34 m²,CZK 750,,Other,Brick building,,1,No,No,No,No,No,No,No,01. 04. 2022,G,180,"1,022",120,713,141,840,199,908,"1,051",133,,,,,,,,,,,,
710785,"CZK 24,900",50.02494,14.45238,"Hurbanova, Prague - Krč",3 bedroom with open-plan kitchen,New build,68 m²,"CZK 4,500","CZK 30,000",Cooperative,Prefab concrete building,Unfurnished,9,No,No,No,Yes,No,Yes,No,17. 03. 2022,B,244,795,188,332,488,623,"1,186",294,160,,,,Premium materials and solutions,Middle floor,,District heating,Overall,,,,,
710783,"CZK 16,000",50.05408,14.35408,Prague - Jinonice,Studio,Excellent,56 m²,"CZK 3,549","CZK 32,000",Personal,Brick building,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,17. 03. 2022,G,373,850,242,946,386,606,427,784,"1,256",593,,,,,,,,,,,,
710781,"CZK 16,000",50.02145,14.45601,"V Štíhlách, Prague - Krč",3 bedroom,Excellent,55 m²,"CZK 7,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2022,G,480,635,523,361,189,770,"1,076",795,676,,,,,,,,,,,,,
641308,"CZK 15,200",50.053457,14.334296,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,800","CZK 30,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,20. 03. 2022,B,270,827,343,792,780,460,760,585,548,552,Yes,,,,,Central heating,,,,,,
710778,"CZK 19,400",50.05359,14.4988,"Aubrechtové, Prague - Záběhlice",3 bedroom,Excellent,69 m²,CZK 100,"CZK 10,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,B,339,842,620,"1,338",380,628,566,254,889,684,,,,,,,,,,,,
710705,"CZK 8,500",50.03847,14.51854,"Matúškova, Prague - Háje",Studio,Excellent,30 m²,"CZK 3,000","CZK 13,000",Cooperative,Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,455,940,330,"1,297",379,892,525,416,534,283,,,,Top floor,,District heating,,,,,,
632249,"CZK 11,500",50.070336,14.405465,"Jindřicha Plachty, Prague - Smíchov",Small studio,Excellent,20 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,G,113,602,44,200,10,144,585,"1,076","1,013",579,,,,,,,,,,,,
710768,"CZK 12,000",50.05187,14.42784,"Na Hřebenech Ⅱ, Prague - Podolí",Studio,Excellent,30 m²,"CZK 1,900","CZK 24,000",Personal,Other,Partially furnished,3,No,Yes,No,No,No,No,No,03. 04. 2022,G,62,"1,248",70,346,147,590,696,532,529,422,,,,,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,,,,,
367139,"CZK 10,500",50.057451557491,14.282505145508,"Prušánecká, Prague - Zličín",Small studio,,29 m²,"CZK 2,500","CZK 13,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,,C,226,990,817,747,832,872,221,"1,094",88,,,1 to 10 years years,,,,,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,700","CZK 18,300",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,,,169,27,121,533,102,404,206,285,522,276,,,Standard materials and solutions,Middle floor,,,Overall,,,,,
640475,"CZK 9,800",50.131887,14.415817,"Bohnická, Prague - Bohnice",Studio,Excellent,34 m²,CZK 900,"CZK 10,700",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,15. 03. 2022,,189,807,509,737,134,712,629,754,122,,,,Standard materials and solutions,Middle floor,,Other,Interior,,,,,
707401,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 7,500",,,,Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,
625696,"CZK 26,500",50.029139,14.531559,"Mnichovická, Prague - Háje",2 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 3,000","CZK 29,500",Personal,Prefab concrete building,Furnished,10,Yes,No,No,No,No,Yes,No,15. 04. 2022,G,299,520,189,208,387,448,309,343,509,131,,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,Interior,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,40 m²,CZK 1,"CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,17. 03. 2022,A,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,,1 to 10 years years,Premium materials and solutions,,,District heating,,,,,,
710318,"CZK 10,000",50.0845622,14.4480228,"Seifertova, Prague - Žižkov",1 bedroom,Excellent,44 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,18. 03. 2022,G,260,157,14,184,23,178,168,97,257,550,,,,,,,,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,600","CZK 24,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,C,214,442,432,483,306,438,648,903,831,140,,,Standard materials and solutions,,,District heating,Exterior,,,,,
707297,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,,Furnished,2,No,No,No,No,No,No,No,25. 04. 2022,,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,
710754,"CZK 13,000",50.06522,14.42705,"Nezamyslova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,910","CZK 15,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,G,117,633,61,428,4,359,613,673,491,222,,,,Middle floor,,Gas boiler,Overall,,,,,
565504,"CZK 15,950",50.0802159,14.4501309,"Fibichova, Prague - Žižkov",Studio,Excellent,35 m²,"CZK 3,350","CZK 16,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,394,354,224,409,68,355,327,367,714,302,,,Premium materials and solutions,,,Gas boiler,Overall,,,,,
710752,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,
708822,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,,38 m²,"CZK 12,875",,,,Furnished,4,No,No,No,No,No,Yes,No,24. 03. 2022,,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,
708305,"CZK 46,800",50.0606031,14.3995501,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,,47 m²,"CZK 15,600",,,,Furnished,1,No,No,No,No,No,Yes,Yes,19. 03. 2022,,149,907,200,914,210,455,590,729,652,530,,,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",2 bedroom,Excellent,63 m²,CZK 950,"CZK 29,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 06. 2022,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,,,,Raised ground floor,,Electric boiler,Overall,,,,,
630935,"CZK 15,200",50.090044126296,14.427417358499,"Revoluční, Prague - Staré Město",Studio,Excellent,28 m²,"CZK 1,800","CZK 17,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,24. 03. 2022,C,93,88,57,97,15,208,187,221,303,307,,,,,,,,,,,,
274208,"CZK 12,000",50.0531424,14.5073276,"Práčská, Prague - Záběhlice",Studio,New build,35 m²,"CZK 2,200","CZK 24,000",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,No,No,19. 03. 2022,,87,767,649,783,252,831,742,487,"1,252",515,,1 to 10 years years,Standard materials and solutions,,,Central heating,,,,,,
710737,"CZK 23,000",50.08862,14.41687,"Valentinská, Prague - Josefov",3 bedroom with open-plan kitchen,Excellent,112 m²,"CZK 6,300","CZK 29,300",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,16. 03. 2022,C,84,118,50,67,31,498,167,649,230,340,,,,,,,,,,,,
710738,"CZK 12,400",50.1027288,14.4368562,"Veletržní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,36 m²,"CZK 1,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,G,281,904,117,416,57,309,518,375,875,,,,,,,,,,,,,
598794,"CZK 19,900",50.124551,14.490263,"Vysočanská, Prague - Střížkov",3 bedroom with open-plan kitchen,Excellent,79 m²,"CZK 5,800","CZK 30,000",Personal,Prefab concrete building,Furnished,4,No,No,No,Yes,No,Yes,No,13. 03. 2020,G,264,735,145,673,424,361,535,293,491,212,,,Premium materials and solutions,Middle floor,,District heating,Overall,,,,,
710730,"CZK 16,000",50.14044,14.50634,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,500","CZK 32,000",Personal,Other,Furnished,10,No,No,No,No,No,No,No,16. 03. 2022,G,194,861,170,763,356,84,389,435,542,207,,,,,,,,,,,,
710731,"CZK 14,000",50.08241,14.49543,"Chotutická, Prague - Malešice",2 bedroom,Excellent,55 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,No,No,28. 03. 2022,G,376,407,228,450,452,614,188,314,565,38,,,,,,,,,,,,
661144,"CZK 15,900",50.066599,14.396753,Prague - Smíchov,2 bedroom,Excellent,62 m²,CZK 790,"CZK 16,690",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,08. 01. 2022,D,223,365,225,754,130,451,312,524,755,325,,,,Middle floor,,Electric boiler,Overall,,,,,
710724,"CZK 15,000",50.0846,14.48268,"Zvěřinova, Prague - Strašnice",Studio,New build,34 m²,"CZK 2,500","CZK 17,500",Personal,Other,Furnished,1,Yes,No,Yes,No,No,Yes,No,16. 03. 2022,B,75,"1,395",672,"1,280",492,"1,012","1,147",268,457,453,Yes,,Premium materials and solutions,,,,,,,,,
710726,"CZK 26,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,17. 03. 2022,G,24,328,2,54,39,135,637,"1,271",291,374,,,,,,,,,,,,
710719,"CZK 29,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,G,24,328,2,54,39,135,637,"1,271",291,374,,,,,,,,,,,,
