Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Cellar,Lift,Domácí mazlíčci vítáni,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Designe,Ownership,Reconstruction,Age,Terrace,Parking,New-build,Balcony,Garage,Administrative fee,Plot type
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,G,44 m²,Partly,Good,Prefab concrete,,1.0,1.0,,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 45,000",612642,2 bedroom,1/1/2023,3,C,56 m²,Partly,Very good,Brick,1.0,,,,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,Distance,,Personal,,,,,,,,,
"CZK 7,000","CZK 3,000","CZK 10,000",731641,Studio,9/30/2022,1,B,25 m²,Fully furnished,Very good,Brick,,,,,373.67,821.45,917.68,1381.73,368.84,437.95,467.18,1260.2,388.5,390.26,Prague - Řeporyje,50.03704,14.31131,,,Personal,,,,,,,,,
"CZK 13,500","CZK 1,500","CZK 27,000",685162,Studio,9/23/2021,3,G,23 m²,Partly,Very good,Brick,,1.0,,,61.08,682.07,69.34,458.73,197.44,457.07,271.67,227.19,718.1,265.8,"Žitomírská, Prague - Vršovice",50.0723,14.45956,Central,,Personal,,,,,,,,,
"CZK 25,500","CZK 2,500","CZK 28,000",469980,4+1,9/1/2022,2,D,124 m²,Fully furnished,New-build,Brick,,1.0,,,148.29,680.35,165.33,767.14,170.97,148.39,266.19,704.51,682.45,543.4,"Ve Střešovičkách, Prague - Břevnov",50.0883503,14.3680091,Gas boiler,Standard,Personal,,10 to 30 years,,,1.0,1.0,,,
"CZK 19,990","CZK 2,790","CZK 20,000",731636,2+kk,9/1/2022,2,G,45 m²,Unfurnished,Very good,Brick,,,,,390.75,265.34,171.22,306.49,105.7,468.21,315.9,391.17,719.11,219.65,Prague - Vinohrady,50.07997,14.45165,Central,,,,,,,,,,,
"CZK 17,990","CZK 3,990","CZK 10,000",710368,Studio,9/30/2022,,G,24 m²,Fully furnished,Very good,Brick,,1.0,,,32.41,96.79,82.75,144.26,47.59,343.35,223.51,385.13,581.11,734.33,Prague - Vinohrady,50.0770962,14.4355937,,Luxurious,Personal,Complete,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 50,000",66982,2+kk,9/1/2022,2,,50 m²,Fully furnished,,Brick,1.0,1.0,,,139.26,908.28,218.34,954.72,203.97,449.46,614.57,420.73,746.17,546.81,"Na Neklance, Prague - Smíchov",50.0605758463,14.3996214867,,,Personal,,Up to 10 years,,1.0,,1.0,,,
"CZK 19,725","CZK 6,575",,731632,2 bedroom,10/15/2022,6,,90 m²,Fully furnished,,,,1.0,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 26,000","CZK 2,000","CZK 25,000",729064,2+kk,8/8/2022,6,A,62 m²,Fully furnished,New-build,Brick,,1.0,,,133.89,534.98,98.87,163.12,157.02,73.54,334.02,280.84,454.18,358.34,Prague - Nové Město,50.07173,14.41968,,,,,,,,1.0,,,,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,G,74 m²,Partly,Very good,Prefab concrete,,,,1.0,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",,728709,2+kk,10/8/2022,6,,45 m²,Fully furnished,,,,1.0,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 7,000","CZK 2,499","CZK 7,000",731223,Small studio,8/26/2022,-1,A,32 m²,Fully furnished,New-build,Brick,,,,,55.93,1183.25,865.1,1164.8,99.09,1132.03,706.63,821.45,876.06,775.91,Prague - Kyje,50.09897,14.54053,,,,,,,,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,G,24 m²,Fully furnished,Very good,Brick,1.0,1.0,,,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,Distance,,Personal,Complete,Up to 10 years,,,,,,,
"CZK 20,000","CZK 4,235","CZK 20,000",731610,3+1,8/29/2022,1,D,71 m²,Partly,Very good,Brick,,,,,328.86,479.68,203.02,293.78,271.38,309.95,37.79,186.73,484.2,615.36,Prague - Břevnov,50.08507,14.36897,,,,,,,,,,,,
"CZK 22,100","CZK 3,180","CZK 25,000",731611,3+kk,9/1/2022,1,,75 m²,,Good,Other,,,,,44.48,466.57,72.1,98.34,138.59,121.89,171.23,695.03,287.69,256.4,"Mrštíkova, Prague - Strašnice",50.0733128,14.490833,,,Personal,,,,,,,,"CZK 3,313",
"CZK 28,000",CZK 625,"CZK 56,000",731363,3+1,8/26/2022,1,G,109 m²,Partly,Very good,Brick,,1.0,,,203.04,245.39,37.35,392.55,124.08,598.53,111.17,672.8,492.88,392.18,Prague - Malá Strana,50.07999,14.40668,,,,,Over 50 years,,,,1.0,,,
"CZK 17,500","CZK 3,900","CZK 36,000",607379,Studio,9/15/2022,2,E,24 m²,Fully furnished,Very good,Brick,,1.0,,,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,Central,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 22,124","CZK 7,374",,729938,Studio,9/6/2022,1,,32 m²,Fully furnished,,,,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,3,,30 m²,Fully furnished,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 22,000",731527,2 bedroom,8/28/2022,2,G,63 m²,Partly,Good,Brick,,,,,291.33,1391.95,1026.33,1150.81,229.29,1213.85,864.59,1142.79,1548.65,918.39,Prague - Modřany,50.01346,14.407,,,,,,,,,1.0,1.0,,
"CZK 18,000","CZK 4,000","CZK 18,000",731577,2+kk,8/29/2022,3,G,50 m²,Fully furnished,Very good,Brick,,,,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,,,,,,,,,,,,
"CZK 24,000","CZK 2,000","CZK 50,000",731597,2 bedroom,8/29/2022,3,C,60 m²,Partly,Very good,Brick,1.0,,,,51.98,683.4,174.02,194.09,80.87,229.52,311.38,617.92,867.86,419.79,Prague - Kobylisy,50.12279,14.45331,,,,,,,,,,,,
"CZK 25,000","CZK 5,500","CZK 50,000",731591,3+1,8/29/2022,4,G,80 m²,Partly,Very good,Brick,,1.0,,,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,,,,,,,,,,1.0,,
"CZK 33,750","CZK 11,250",,718218,2+kk,9/6/2022,2,,45 m²,Fully furnished,,,,1.0,,,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 20,000",397778,2+kk,10/1/2022,1,,52 m²,Fully furnished,,Brick,,,,,232.81,1919.86,1082.54,1678.72,449.46,1326.38,774.18,1387.52,1353.0,696.31,"Vorařská, Prague - Modřany",50.0126848,14.4000794,,,Personal,,,,,,,,,
"CZK 15,000","CZK 2,663","CZK 15,000",520762,Studio,10/1/2022,6,B,33 m²,Partly,,Brick,,1.0,,,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,,,Personal,,,,1.0,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,5,G,47 m²,Fully furnished,Very good,Brick,1.0,1.0,,,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,Distance,Standard,Cooperative,Interior,Over 50 years,1.0,,,,,,
"CZK 35,000",CZK 800,"CZK 70,000",731589,5+kk,10/3/2022,3,G,180 m²,Partly,Good,Brick,,,,,33.89,431.8,122.16,356.06,86.56,326.29,82.54,168.63,605.82,710.33,Prague - Vinohrady,50.07509,14.4392,,,,,,,,,1.0,,,
"CZK 5,000","CZK 1,000","CZK 3,000",731583,2 bedroom,8/29/2022,1,D,50 m²,Fully furnished,Good,Brick,,1.0,,,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,,,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 22,000",731515,3+1,8/28/2022,,G,76 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,,,,,,,,,,,,
"CZK 13,500","CZK 4,000","CZK 13,500",399430,1 bedroom,9/1/2022,1,,45 m²,Partly,Very good,Brick,,,,,224.62,651.71,146.46,149.36,148.75,349.55,679.28,484.53,469.98,373.73,"Jindřicha Plachty, Prague - Smíchov",50.0708313,14.4082987,Gas boiler,Standard,Personal,Interior,,,,,,,,
"CZK 57,000","CZK 19,000",,724522,3+1,10/2/2022,3,,130 m²,Fully furnished,,,,,,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,1.0,,
"CZK 45,000","CZK 15,000",,723086,2+kk,9/14/2022,4,,70 m²,Fully furnished,,,,1.0,,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,
"CZK 29,175","CZK 9,725",,730588,Studio,9/23/2022,2,,30 m²,Fully furnished,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,9/8/2022,3,,60 m²,Fully furnished,,,,1.0,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,1.0,,,1.0,,,
"CZK 31,500","CZK 10,500",,724600,2+kk,9/21/2022,4,,56 m²,Fully furnished,,,,,,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,,,
"CZK 12,500","CZK 3,500","CZK 32,000",731571,Studio,8/29/2022,1,G,30 m²,Unfurnished,Good,Prefab concrete,,,,,562.25,987.51,289.94,870.27,262.42,899.34,175.11,692.58,371.38,407.15,"Rakovského, Prague - Modřany",50.00972685,14.42628355,,,,,,,,,,,,
"CZK 16,500","CZK 1,500","CZK 16,500",252068,2+kk,10/1/2022,4,,45 m²,Partly,Very good,Brick,,,,,256.47,535.24,158.56,292.14,125.9,210.89,170.42,308.69,214.05,282.3,Prague - Holešovice,50.0987306,14.4286503,Gas boiler,,Personal,,,,,,,,,
"CZK 15,000",CZK 700,"CZK 30,000",596081,2+kk,10/1/2022,3,,54 m²,Partly,Very good,Brick,1.0,,,,39.68,1351.03,381.74,1617.31,349.45,641.22,688.61,214.82,715.25,489.68,"Na Stráži, Prague - Libeň",50.117092,14.474306,Electric boiler,,Personal,,,,1.0,,,,,
"CZK 12,500","CZK 5,000","CZK 12,495",731175,Studio,10/1/2022,3,G,42 m²,Fully furnished,Very good,Brick,,1.0,,,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,,,,,,,,,1.0,,,
"CZK 37,125","CZK 12,375",,731320,3+kk,9/15/2022,5,,78 m²,Fully furnished,,,,1.0,,,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,1.0,,,1.0,1.0,,
"CZK 37,500","CZK 12,500",,717602,2+kk,9/2/2022,5,,56 m²,Fully furnished,,,,1.0,,,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,,,,
"CZK 14,900","CZK 3,500","CZK 30,000",219421,1 bedroom,8/31/2022,2,,55 m²,Partly,,Brick,,,,,184.81,1643.59,178.56,1325.68,325.07,964.92,1135.51,971.01,218.31,274.23,"U Pekařky, Prague - Libeň",50.1138842,14.479848,,Standard,Personal,Complete,10 to 30 years,,1.0,,,,,
"CZK 25,000","CZK 7,500","CZK 32,500",166213,2 bedroom,9/11/2022,3,C,72 m²,Fully furnished,Very good,Brick,,,,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,Gas boiler,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 18,200","CZK 6,800","CZK 19,000",704109,2 bedroom,9/1/2022,1,,57 m²,Partly,Very good,Brick,,,,,129.34,232.02,51.65,262.2,32.17,40.16,445.58,454.3,538.61,210.69,"Sokolovská, Prague - Karlín",50.09332,14.44768,Electric boiler,,Personal,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",731570,2+kk,9/1/2022,4,G,45 m²,Partly,Very good,Brick,1.0,1.0,1.0,,137.38,216.62,111.01,95.6,64.09,51.34,474.78,250.42,519.37,134.63,Prague - Vinohrady,50.0772,14.46096,,,,,,,,,1.0,,,
"CZK 14,000","CZK 2,900","CZK 30,000",488732,Studio,9/22/2019,2,,38 m²,Fully furnished,,Brick,,,,,185.99,1644.78,177.37,1326.86,326.25,966.1,1134.32,969.81,217.12,273.03,"U Pekařky, Prague - Libeň",50.1138957,14.4798538,Gas boiler,Standard,Personal,Complete,Up to 10 years,,1.0,1.0,,,,
"CZK 23,000","CZK 3,869","CZK 40,000",728906,2+kk,9/1/2022,2,B,52 m²,Fully furnished,Very good,Brick,,1.0,,,100.67,552.16,76.41,168.19,45.96,95.08,323.13,505.31,539.03,607.16,Prague - Vinohrady,50.0739,14.43092,,Standard,Personal,Complete,,,,,,,,
"CZK 42,075","CZK 14,025",,726062,2 bedroom,10/2/2022,6,,80 m²,Fully furnished,,,,1.0,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 24,000","CZK 6,000","CZK 60,000",731081,2 bedroom,8/24/2022,5,B,100 m²,Partly,Very good,Brick,,1.0,1.0,,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,,,,,,,,,,,,
"CZK 35,000","CZK 2,500","CZK 20,000",731561,3+kk,8/29/2022,1,G,84 m²,Fully furnished,Very good,Brick,,,,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,,,,,,,,,,,,
"CZK 17,900","CZK 4,000","CZK 21,900",731562,2+kk,8/31/2022,2,B,52 m²,Partly,New-build,Other,,1.0,,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,,,,,,,1.0,1.0,,,
"CZK 17,400","CZK 1,200","CZK 25,000",634161,3+kk,9/12/2022,1,G,82 m²,Partly,Very good,Brick,,,,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,,,Personal,,,,,,1.0,,,
"CZK 48,645","CZK 16,215",,726073,3+1,9/15/2022,2,,55 m²,Fully furnished,,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,
"CZK 40,000",CZK 0,"CZK 40,000",24335,3+kk,10/1/2022,4,C,95 m²,Fully furnished,Very good,Brick,,1.0,,,177.64,664.92,172.37,77.54,38.15,125.87,36.04,110.57,370.0,231.91,"Ječná , Prague - Nové Město",50.0755456,14.426963,Gas boiler,Luxurious,Personal,Complete,Over 50 years,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,9/26/2022,4,B,50 m²,Fully furnished,New-build,Brick,,1.0,,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,,Personal,,,,1.0,,,1.0,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,10/1/2022,5,B,33 m²,Fully furnished,New-build,Brick,,,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,Personal,,,,,,1.0,,,
"CZK 17,499","CZK 2,500","CZK 40,000",722445,2+kk,9/1/2022,8,D,37 m²,Partly,New-build,Prefab concrete,1.0,1.0,,,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,Central,Standard,,Complete,10 to 30 years,,1.0,1.0,1.0,1.0,,
"CZK 14,000","CZK 4,863","CZK 14,000",572540,3+kk,8/29/2022,3,C,56 m²,Fully furnished,,Brick,1.0,,,,111.54,1022.54,296.99,346.2,267.25,829.32,620.14,540.52,967.87,213.74,"Šárecká, Prague - Dejvice",50.1010067,14.3849538,Central,,Personal,,,,,,,,,
"CZK 15,900","CZK 2,500","CZK 20,000",545224,Studio,9/1/2022,4,B,38 m²,Partly,New-build,Brick,,1.0,,,109.24,1039.06,442.08,846.12,540.6,637.35,35.01,1310.4,767.89,296.17,Prague - Holešovice,50.11065,14.449746,Central,Luxurious,Personal,,Up to 10 years,,,1.0,,,,
"CZK 14,900","CZK 3,500","CZK 14,900",730755,2+kk,8/22/2022,4,G,43 m²,Partly,New-build,Brick,,,,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,Central,Standard,,Complete,,1.0,,,,,,
"CZK 34,500","CZK 11,500",,724514,2 bedroom,9/24/2022,5,,76 m²,Fully furnished,,,,1.0,,,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,
"CZK 36,450","CZK 12,150",,726075,3+kk,10/10/2022,6,,82 m²,Fully furnished,,,,1.0,,,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",,728695,4+1,10/4/2022,2,,102 m²,Fully furnished,,,,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,3,,35 m²,Fully furnished,,,,1.0,,,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,1.0,,
"CZK 15,000","CZK 2,000","CZK 17,000",566698,Studio,9/1/2022,10,,30 m²,Fully furnished,,Brick,,1.0,,,104.42,1177.9,93.54,1019.9,48.15,771.46,441.52,776.73,918.61,151.89,"Molákova, Prague - Karlín",50.0969546,14.4652086,Distance,,Personal,,,1.0,,,,,,
"CZK 12,000","CZK 5,000","CZK 30,000",630923,2+kk,10/19/2020,,E,42 m²,Fully furnished,Good,Brick,,,,,148.86,341.13,53.86,117.78,72.14,116.12,202.72,183.6,421.74,190.4,"Holandská, Prague - Vršovice",50.06985,14.456053,Electric boiler,,Personal,,,,,,,,,
"CZK 63,750","CZK 21,250",,729471,3+1,10/10/2022,3,,120 m²,Fully furnished,,,,1.0,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 20,000","CZK 4,500","CZK 50,000",731539,2+kk,8/29/2022,3,A,55 m²,Partly,Very good,Low-energy,,1.0,,,379.03,601.9,459.73,906.83,703.12,822.08,516.85,596.63,646.89,471.36,Prague - Horní Měcholupy,50.04235,14.54955,,,,,,,1.0,,1.0,1.0,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,9/2/2022,5,,70 m²,Fully furnished,,,,,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,
"CZK 48,435","CZK 16,145",,730649,3+1,10/20/2022,3,,108 m²,Fully furnished,,,,1.0,,,170.36,424.31,260.04,428.7,73.65,305.75,38.65,29.43,439.38,720.46,"Balbínova, Prague - Vinohrady",50.0795643,14.4361068,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",,725020,2 bedroom,9/19/2022,3,,65 m²,Fully furnished,,,,1.0,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,
"CZK 18,852","CZK 5,148","CZK 24,000",497125,2+kk,1/24/2021,1,,55 m²,Fully furnished,New-build,Brick,,1.0,,,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,Central,,Personal,,Up to 10 years,,1.0,1.0,1.0,,,
"CZK 63,413","CZK 21,137",,730189,3+kk,10/16/2022,3,,62 m²,Fully furnished,,,,1.0,,,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,
"CZK 56,250","CZK 18,750",,730578,2+kk,10/19/2022,3,,47 m²,Fully furnished,,,,1.0,,,145.3,409.63,254.35,292.12,59.28,309.45,136.5,419.43,177.03,511.6,"Elišky Krásnohorské, Prague - Josefov",50.0906304,14.4198248,,,,,,,,,,,,
"CZK 28,050","CZK 9,350",,730647,Studio,10/20/2022,2,,40 m²,Fully furnished,,,,,,,87.49,353.69,89.13,198.59,58.79,391.02,424.91,274.28,259.74,601.22,"Zborovská, Prague - Smíchov",50.0730353,14.4083714,,,,,,1.0,,,1.0,,,
"CZK 24,608","CZK 8,202",,730328,2+kk,10/17/2022,2,,67 m²,Fully furnished,,,,1.0,,,190.62,1447.15,484.7,1260.45,182.11,737.34,559.67,596.72,660.13,404.95,"V Zahradách, Prague - Libeň",50.1148427,14.4750191,,,,,,1.0,,,1.0,1.0,,
"CZK 26,250","CZK 8,750",,731290,2+kk,10/25/2022,3,,46 m²,Fully furnished,,,,,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,1,,180 m²,Fully furnished,,,,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,1.0,,,1.0,1.0,,
"CZK 24,728","CZK 8,242",,731157,Studio,10/24/2022,3,,30 m²,Fully furnished,,,,1.0,,,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,1.0,,
"CZK 9,000",CZK 390,"CZK 10,000",731103,3+1,8/24/2022,5,B,76 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,,79.74,770.57,132.58,1368.56,281.73,214.96,533.26,309.42,828.07,181.57,Prague - Kamýk,50.01571,14.4436,,,,,,,,,1.0,,,
"CZK 10,500","CZK 4,500","CZK 29,000",711409,2+kk,3/23/2022,3,G,46 m²,Partly,Very good,Prefab concrete,1.0,,,,521.42,2077.13,532.02,1649.82,569.85,1824.82,1820.22,2998.2,603.67,243.31,"Travná, Prague - Kyje",50.08319,14.5551,,,Personal,,,,,,,,,
"CZK 16,000","CZK 1,000","CZK 32,000",731534,1 bedroom,9/15/2022,4,G,46 m²,Partly,Very good,Brick,1.0,1.0,,,322.68,961.45,241.53,635.99,345.47,659.58,372.47,616.98,945.84,448.11,Prague - Vysočany,50.10386,14.50184,,,,,,,,,,,,
"CZK 42,120","CZK 14,040",,724853,2+kk,9/12/2022,4,,45 m²,Fully furnished,,,,1.0,,,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,,,,
"CZK 23,000","CZK 4,800","CZK 40,000",731524,2+kk,10/31/2022,4,G,50 m²,Fully furnished,New-build,Brick,1.0,1.0,1.0,,175.62,1229.93,607.72,1211.48,880.36,1156.77,1160.04,1191.59,1059.99,422.63,Prague - Hloubětín,50.10861,14.52706,,,,,,,,1.0,1.0,1.0,,
"CZK 15,500","CZK 3,000","CZK 15,500",443751,3+1,8/26/2022,2,,62 m²,Partly,,Prefab concrete,1.0,,,,362.35,947.34,303.22,885.71,543.91,563.58,160.66,206.03,203.73,112.77,"Litvínovská, Prague - Prosek",50.1223913,14.4872322,Distance,,Cooperative,,,,,,1.0,,,
"CZK 19,800","CZK 6,600",,726085,3+1,10/4/2022,5,,90 m²,Fully furnished,,,,1.0,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,726019,2+kk,10/1/2022,6,,75 m²,Fully furnished,,,,1.0,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,1.0,,,1.0,,,
"CZK 29,000","CZK 5,500","CZK 50,000",718097,3+kk,5/10/2022,2,B,93 m²,Unfurnished,New-build,Brick,1.0,1.0,,,162.21,1473.55,504.27,1766.39,507.7,763.75,846.86,337.34,864.33,638.75,"Čertův vršek, Prague - Libeň",50.1178403,14.4735782,,,Personal,,,1.0,,,,1.0,,
"CZK 13,000","CZK 3,000","CZK 20,000",693063,2+kk,9/1/2022,2,,42 m²,Partly,Good,Brick,,,,,258.31,1479.45,993.31,1238.31,294.05,1301.35,929.35,1196.52,1353.63,930.92,"K Vyhlídce, Prague - Modřany",50.01468,14.4076,,,Personal,,,,,,1.0,,,
