Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Total number of floors,Renovation,Heating,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
711474,"CZK 15,000",50.00736,14.45452,"Kramperova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,600","CZK 30,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,269,763,346,634,749,377,873,551,,,,,,,,,,,,,,
711473,"CZK 19,000",50.05305,14.51006,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,75 m²,"CZK 2,300","CZK 38,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,10. 04. 2022,G,86,866,762,814,500,862,899,734,840,392,,,,,,,,,,,,
711472,"CZK 19,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",2 bedroom,Excellent,50 m²,"CZK 4,000","CZK 23,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,Yes,No,01. 04. 2022,G,150,397,110,388,95,207,304,316,662,421,,,,,,,,,,,,
680446,"CZK 72,000",50.09961,14.4244,"Ovenecká, Prague - Holešovice",5 bedroom with open-plan kitchen,New build,234 m²,"CZK 4,000","CZK 144,000",Personal,Brick building,Partially furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,01. 11. 2021,C,69,159,85,31,97,65,326,409,498,,1 to 10 years years,Premium materials and solutions,Top floor,Overall,Gas boiler,,,,,,,
194783,"CZK 16,000",50.0556475,14.4435143,Prague - Nusle,Studio,,45 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,,148,"1,030",35,605,200,744,148,123,841,113,1 to 10 years years,Premium materials and solutions,,,,Yes,,,,,,
706848,"CZK 14,999",50.05882,14.43473,"5. května, Prague - Nusle",Studio,New build,33 m²,"CZK 3,399","CZK 18,398",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,23. 03. 2022,A,317,"1,130",260,493,337,521,519,640,395,632,,,,,,,,,,,,
709041,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 24,950",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,04. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
710019,"CZK 26,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 8,750",,,,Furnished,2,No,No,No,No,No,Yes,No,19. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
709856,"CZK 26,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 8,975",,,,Furnished,2,No,No,No,No,No,Yes,No,02. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
413163,"CZK 13,500",50.0704679,14.3737119,"U Dvou srpů, Prague - Smíchov",2 bedroom,,40 m²,"CZK 2,600","CZK 16,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,,207,197,265,289,332,347,620,951,660,399,,,,,,,,,,,,
711450,"CZK 17,000",50.03876,14.32323,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 4,700","CZK 34,000",Personal,Brick building,Furnished,4,No,Yes,No,No,No,Yes,No,01. 05. 2022,B,222,"1,211",885,"1,074",483,"1,035",695,"1,115",621,75,,,,,,,,,,,,
711451,"CZK 14,990",50.091499328613,14.344599723816,"Šumberova, Prague - Veleslavín",2 bedroom,Excellent,50 m²,"CZK 4,399","CZK 19,389",Personal,Brick building,,2,No,No,Yes,No,No,No,No,,D,239,477,189,404,409,379,278,303,784,91,,,,,,,,"CZK 19,389

                                
                                
                
i",,,,
696128,"CZK 11,990",50.09652527777,14.35602305555,"Africká, Prague - Vokovice",2 bedroom,Excellent,54 m²,"CZK 3,251","CZK 15,241",Personal,Prefab concrete building,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,,C,236,432,289,314,338,287,283,431,974,118,,,,,,,,"CZK 15,241

                                
                                
                
i",,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,
710891,"CZK 16,500",50.0389,14.41773,"Nad Šálkovnou, Prague - Braník",2 bedroom,Excellent,63 m²,"CZK 3,500","CZK 16,500",Personal,Prefab concrete building,Furnished,3,Yes,No,No,Yes,Yes,No,Yes,01. 01. 1970,G,422,721,596,600,667,493,307,483,,,,,,,,,,,,,,
711432,"CZK 15,000",50.0498812,14.4553866,Prague - Michle,1 bedroom with open-plan kitchen,Good,47 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,,,No,No,No,No,No,No,No,01. 04. 2022,,323,363,346,392,286,262,670,529,418,179,,,,,,,,,,,,
711434,"CZK 8,490",50.10360722222,14.536865,"Šestajovická, Prague - Hloubětín",Studio,Good,30 m²,"CZK 2,687","CZK 11,177",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,Yes,No,,D,150,287,296,269,313,233,200,160,157,116,,,,,,,,"CZK 11,177

                                
                                
                
i",,,,
707402,"CZK 22,500",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 7,500",,,,Furnished,3,No,No,No,No,No,No,No,06. 04. 2022,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,
709031,"CZK 37,125",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,,82 m²,"CZK 12,375",,,,Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,
707307,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,07. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
711296,"CZK 29,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 9,975",,,,Furnished,3,No,No,No,No,No,Yes,No,27. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
512262,"CZK 9,900",50.0699333,14.3923511,"Nad Bertramkou, Prague - Smíchov",Studio,Good,26 m²,"CZK 2,900","CZK 25,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,,217,799,671,878,468,885,690,"1,102",346,542,,Standard materials and solutions,Raised ground floor,,Central heating,,,,,,,
711420,"CZK 13,500",50.1244,14.44087,"Písečná, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 15,500",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,04. 04. 2022,G,325,"1,279",93,905,342,292,448,319,404,201,,,,,,,,,,,,
705993,"CZK 16,990",50.1319892,14.3674824,"K Horoměřicům, Prague - Suchdol",2 bedroom,Excellent,68 m²,"CZK 3,500","CZK 16,990",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,G,104,"1,112",613,746,644,"1,093","1,117","1,102","1,128",74,10 to 30 years years,Standard materials and solutions,Middle floor,Overall,District heating,Yes,,,,,,
695815,"CZK 12,000",50.13942,14.51887,Prague - Letňany,Studio,New build,39 m²,"CZK 2,100","CZK 14,100",Personal,Other,Furnished,10,Yes,No,No,No,No,Yes,No,23. 03. 2022,B,302,449,952,"1,035",486,573,849,979,"1,111",162,,,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,,,Ground floor,Overall,Other,,,,,,,
707313,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,,Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,
707312,"CZK 51,225",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,075",,,,Furnished,6,No,Yes,No,No,No,Yes,No,04. 05. 2022,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,
709382,"CZK 30,750",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 10,250",,,,Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,
711409,"CZK 10,500",50.08319,14.5551,"Travná, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 21,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,No,No,23. 03. 2022,G,521,532,570,243,,,,,,,,,,,,,,,,,,
399034,"CZK 15,000",50.0433194,14.4582698,Prague - Michle,2 bedroom,Good,53 m²,"CZK 6,000","CZK 21,000",Personal,Brick building,Furnished,7,Yes,No,No,No,No,Yes,No,,C,114,758,313,705,156,155,512,582,669,239,1 to 10 years years,,Top floor,Interior,District heating,,,,,,,
666032,"CZK 12,500",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,New build,26 m²,"CZK 2,900",,Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,No,24. 04. 2022,B,699,818,597,886,615,859,685,606,752,906,,Premium materials and solutions,,,,Yes,,,,,,
687250,"CZK 11,500",50.08505,14.4495,"Cimburkova, Prague - Žižkov",Studio,Excellent,23 m²,"CZK 3,200","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,15. 10. 2021,G,281,180,53,207,51,148,88,237,120,597,,,,,,,,,,,,
711385,"CZK 12,000",50.08213,14.50473,"Tuchorazská, Prague - Malešice",2 bedroom,Good,53 m²,"CZK 5,000","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,131,418,327,375,260,461,558,482,"1,013",97,,,,,,,,,,,,
576400,"CZK 15,500",50.0467273,14.4155653,"Dvorecké náměstí, Prague - Podolí",1 bedroom,Excellent,48 m²,"CZK 3,250","CZK 20,000",Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,C,41,"1,452",92,"1,336",43,"1,318","1,428",503,674,,,Standard materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
711383,"CZK 19,500",50.0079,14.46609,"K Lukám, Prague - Libuš",3 bedroom,Excellent,75 m²,"CZK 1,900","CZK 30,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,Yes,No,22. 03. 2022,G,322,475,363,334,407,876,"1,380",,,,30 to 50 years years,Standard materials and solutions,,Overall,Central heating,,,,,,,
610247,"CZK 14,900",50.033583,14.418079,"Za Mlýnem, Prague - Braník",Studio,New build,60 m²,"CZK 3,000","CZK 17,900",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,C,308,814,387,324,360,687,543,"1,177",209,,1 to 10 years years,,,Overall,,Yes,,,,,,
483897,"CZK 21,000",50.13279,14.36972,"Uzoučká, Prague - Suchdol",2 bedroom with open-plan kitchen,Excellent,92 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,01. 04. 2022,,138,"1,007",405,641,539,988,"1,284",997,"1,023",274,1 to 10 years years,,Attic,,Gas boiler,,,,,,,
711365,"CZK 11,000",50.05329,14.51103,"Mikanova, Prague - Záběhlice",Studio,Excellent,35 m²,"CZK 2,900","CZK 35,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,Yes,Yes,01. 04. 2022,G,149,799,789,841,570,795,836,842,"1,216",326,10 to 30 years years,Standard materials and solutions,Middle floor,,,,,,,,,
491626,"CZK 17,500",50.0715736,14.4762758,"Bajkalská, Prague - Vršovice",2 bedroom,,59 m²,"CZK 2,500","CZK 35,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,,178,65,183,341,66,155,203,284,443,287,,,,,,,,,,,,
711364,"CZK 15,990",50.07114444444,14.67848416666,"Žíšovská, Prague - Újezd nad Lesy",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 2,161","CZK 18,151",Personal,Prefab concrete building,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,,C,371,106,430,140,324,97,,,,,,,,,,,,"CZK 18,151

                                
                                
                
i",,,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,300","CZK 8,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,C,335,552,309,598,390,274,281,222,"1,303",210,,,,,,,,,,,,
607372,"CZK 19,000",50.074462,14.414953,"Gorazdova, Prague - Nové Město",Studio,Excellent,25 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,E,149,414,72,318,57,331,326,674,890,457,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Central heating,,,,,,,
413102,"CZK 4,000",50.0842092,14.5135598,Prague - Malešice,Studio,,24 m²,"CZK 2,000","CZK 6,000",Personal,Prefab concrete building,Furnished,2,Yes,No,No,No,No,No,No,12. 05. 2021,,254,"1,034",373,992,265,395,869,995,313,78,,,,,,,,,,,,
711361,"CZK 18,990",50.10032583333,14.42747916666,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 4,098","CZK 23,088",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,,F,143,403,32,72,15,197,339,176,434,,,,,,,,,"CZK 23,088

                                
                                
                
i",,,,
704624,"CZK 25,000",50.07075,14.44719,"Donská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 4,131","CZK 50,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,Yes,02. 02. 2022,G,148,677,142,462,0,498,447,535,324,290,,,,,,,,,,,,
573125,"CZK 9,000",50.0295549,14.4496702,"Štúrova, Prague - Krč",Studio,,19 m²,"CZK 2,000","CZK 10,000",Personal,Prefab concrete building,Unfurnished,11,No,No,No,No,No,No,No,,D,312,"1,483",0,0,761,"1,031","1,357",748,569,,,,,,,,,,,,,
708594,"CZK 14,500",50.07206,14.38986,"Plzeňská, Prague - Smíchov",3 bedroom,Excellent,55 m²,"CZK 1,000","CZK 19,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,F,194,"1,231",107,823,149,953,414,909,"1,140",247,,,,,,,,,,,,
647006,"CZK 11,500",50.020584,14.402542,"Šífařská, Prague - Hodkovičky",Studio,New build,34 m²,"CZK 3,000","CZK 30,000",Personal,Other,Unfurnished,5,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,C,452,626,"1,214",404,"1,140",,,,,,1 to 10 years years,Standard materials and solutions,Middle floor,,District heating,,,,,,,
710825,"CZK 11,000",50.0367452,14.4383286,"Pod Vrstevnicí, Prague - Krč",1 bedroom,Excellent,39 m²,"CZK 3,600","CZK 22,000",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,No,No,No,17. 03. 2022,G,217,"1,155",637,747,606,"1,024","1,387","1,084",639,833,,,,,,,,,,,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,,80 m²,"CZK 4,000","CZK 30,000",Other,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,159,379,137,87,20,155,398,847,114,372,,,,,,,,,,,,
711346,"CZK 9,800",50.135806,14.3804611,Prague - Suchdol,Studio,Good,40 m²,"CZK 3,700","CZK 13,500",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,No,No,01. 05. 2022,G,42,66,329,47,61,86,611,413,865,698,,,,,,,,,,,,
526897,"CZK 8,500",50.0558251,14.4824588,"Záběhlická, Prague - Záběhlice",Studio,,20 m²,"CZK 3,500","CZK 12,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,G,104,"1,432",451,"1,373",489,915,"1,034","1,018",502,450,,,Middle floor,Overall,,,,,,,,
435408,"CZK 18,000",50.0438375,14.5151545,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,500",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,B,170,228,295,284,"1,098",430,"1,142",123,,,10 to 30 years years,,Raised ground floor,Interior,District heating,,,,,,,
711218,"CZK 11,500",50.05614,14.29351,"Do Zahrádek Ⅰ, Prague - Třebonice",Studio,New build,37 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,Yes,No,21. 03. 2022,B,456,"1,410",262,784,592,585,"1,176",444,"1,017",,,,,,,,,,,,,
31263,CZK 1,50.1115724,14.4775255,Prague - Libeň,3 bedroom,Good,70 m²,CZK 1,"CZK 14,996",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,26. 02. 2021,,207,"1,286",438,977,150,622,756,"1,018",699,41,,Standard materials and solutions,Ground floor,,Gas boiler,,,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,,54 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,,C,107,625,744,645,878,517,517,535,716,,,,,,Gas boiler,,,,,,,
326049,"CZK 14,500",50.1022590352,14.5621077712,"Dobrovolného, Prague - Černý Most",Studio,New build,36 m²,"CZK 2,500","CZK 17,000",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,No,26. 03. 2022,C,152,618,528,902,682,628,282,763,369,,1 to 10 years years,Premium materials and solutions,Middle floor,,District heating,Yes,,,,,,
710791,"CZK 15,000",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,54 m²,CZK 550,"CZK 15,000",Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,No,No,No,01. 01. 1970,G,204,452,"1,443",518,876,531,472,763,482,,,,,,,,,,,,,
710787,"CZK 7,900",50.07281,14.39202,"Grafická, Prague - Smíchov",1 bedroom,Excellent,34 m²,CZK 750,,Other,Brick building,,1,No,No,No,No,No,No,No,01. 04. 2022,G,180,"1,022",120,713,141,840,199,908,"1,051",133,,,,,,,,,,,,
335666,"CZK 12,300",50.035375,14.5012327,"Benkova, Prague - Chodov",Studio,,30 m²,"CZK 2,600","CZK 22,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,,326,278,468,"1,034",294,473,362,445,289,184,,,Middle floor,Overall,District heating,,,,,,,
710781,"CZK 16,000",50.02145,14.45601,"V Štíhlách, Prague - Krč",3 bedroom,Excellent,55 m²,"CZK 7,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2022,G,480,635,523,361,189,770,"1,076",795,676,,,,,,,,,,,,,
697090,"CZK 18,000",50.03557,14.48806,"Koštířova, Prague - Chodov",1 bedroom with open-plan kitchen,Good,82 m²,"CZK 3,900","CZK 18,000",Personal,Brick building,Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,24. 01. 2022,C,466,767,175,601,371,567,857,962,704,346,10 to 30 years years,Standard materials and solutions,Top floor,Overall,Gas boiler,,,,,,,
426212,"CZK 17,000",50.0455069,14.4853568,"Holčovická, Prague - Záběhlice",3 bedroom,Excellent,70 m²,"CZK 3,000",,Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,G,232,292,369,305,292,377,676,"1,053",604,,,,,,,,,,,,,
711314,"CZK 12,000",50.11085,14.49635,"Nepilova, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,23. 03. 2022,C,246,448,295,198,133,133,715,707,218,259,,,,,,,,,,,,
661204,"CZK 15,000",50.08965,14.34427,"Křenova, Prague - Veleslavín",2 bedroom,Excellent,58 m²,"CZK 3,000","CZK 15,000",Cooperative,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,A,142,429,68,93,98,162,181,144,748,115,,,Top floor,,District heating,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,188,582,118,232,196,272,254,118,913,245,1 to 10 years years,Premium materials and solutions,Top floor,,Central heating,Yes,,,,,,
597290,"CZK 17,500",50.004403,14.412311,"Ke Zvonici, Prague - Modřany",2 bedroom,Excellent,56 m²,"CZK 1,000","CZK 35,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,03. 03. 2020,G,382,491,624,585,584,311,537,452,"1,088",87,,,Middle floor,Interior,Gas boiler,,,,,,,
711302,"CZK 8,600",49.9974734,14.4675387,"K Mejtu, Prague - Písnice",Small studio,Excellent,24 m²,"CZK 1,400","CZK 10,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 04. 2022,E,98,796,633,590,585,379,,,,,,,,,,,,,,,,
711297,"CZK 14,500",50.08562,14.4475,"Kostnické náměstí, Prague - Žižkov",1 bedroom,Excellent,40 m²,"CZK 3,400","CZK 29,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,23. 03. 2022,G,238,381,167,363,126,349,116,183,253,654,,,,,,,,,,,,
656143,"CZK 12,700",50.0499,14.33967,"Petržílkova, Prague - Stodůlky",1 bedroom,New build,40 m²,"CZK 3,000","CZK 24,000",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,C,215,220,230,155,90,244,254,515,680,91,,,,,,,,,,,,
263448,"CZK 10,000",50.1035108,14.4551188,Prague - Holešovice,Small studio,,20 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,,99,526,165,258,35,162,712,674,123,527,,,,,,,,,,,,
656146,"CZK 11,700",50.0499,14.33967,"Petržílkova, Prague - Stodůlky",Studio,Excellent,38 m²,"CZK 2,790","CZK 24,000",Personal,Prefab concrete building,Unfurnished,1,No,No,No,No,No,Yes,No,12. 04. 2021,C,215,220,230,155,90,244,254,515,680,91,,,Middle floor,,District heating,,,,,,,
338474,"CZK 70,000",50.0682662,14.4151719,"Na hrobci, Prague - Nové Město",4 bedroom,,150 m²,"CZK 5,000","CZK 140,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,,,72,"1,027",15,483,28,246,323,377,264,146,,,,,,,,,,,,
665222,"CZK 20,000",50.07663,14.45973,"Slezská, Prague - Vinohrady",2 bedroom,Excellent,60 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,23. 03. 2022,C,136,294,170,240,89,196,527,425,572,128,,,,,Electric boiler,,,,,,,
471218,"CZK 24,000",50.0697354,14.4846156,"U Hranic, Prague - Strašnice",3 bedroom with open-plan kitchen,,104 m²,"CZK 5,500","CZK 24,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,31. 03. 2022,,280,796,477,542,203,359,586,712,562,482,,,,,,,,,,,,
536703,"CZK 19,500",50.0651053,14.509359,Prague - Strašnice,3 bedroom with open-plan kitchen,,80 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,01. 04. 2022,G,395,"1,431",441,"1,107",223,431,396,447,590,342,,Standard materials and solutions,Top floor,Interior,District heating,,,,,,,
681507,"CZK 14,500",50.0725,14.46757,"Konopišťská, Prague - Vršovice",Studio,Excellent,43 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,01. 05. 2022,G,243,660,358,576,167,372,339,223,662,133,1 to 10 years years,Standard materials and solutions,Middle floor,Interior,District heating,,,,,,,
134337,"CZK 12,850",50.1094629,14.6228854,"Markupova, Prague - Horní Počernice",2 bedroom,Excellent,62 m²,"CZK 4,000","CZK 33,700",Personal,Other,Partially furnished,2,Yes,No,No,No,No,No,No,03. 04. 2022,,109,"1,472",646,886,840,389,"1,035",287,,,10 to 30 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,,
710730,"CZK 16,000",50.14044,14.50634,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,500","CZK 32,000",Personal,Other,Furnished,10,No,No,No,No,No,No,No,16. 03. 2022,G,194,861,170,763,356,84,389,435,542,207,,,,,,,,,,,,
711266,"CZK 11,000",50.06493,14.42897,"Jaromírova, Prague - Nusle",1 bedroom with open-plan kitchen,Good,54 m²,"CZK 3,200","CZK 22,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,E,98,438,135,627,200,164,418,556,418,315,,,,,,,,,,,,
710726,"CZK 26,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,17. 03. 2022,G,24,328,2,54,39,135,637,"1,271",291,374,,,,,,,,,,,,
710719,"CZK 29,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,17. 03. 2022,G,24,328,2,54,39,135,637,"1,271",291,374,,,,,,,,,,,,
711256,"CZK 21,000",50.07337,14.43193,"Lublaňská, Prague - Vinohrady",2 bedroom,Excellent,60 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,21. 03. 2022,G,226,449,114,164,15,91,261,368,611,677,,,,,,,,,,,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,Good,63 m²,"CZK 2,000",,Cooperative,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,G,71,334,187,202,113,9,263,225,368,177,,,Middle floor,Exterior,Other,,,,,,,
709955,"CZK 23,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 5,700","CZK 25,000",Personal,Brick building,Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,09. 03. 2022,G,127,"1,022",329,537,351,617,385,489,765,240,,,,,,,,,,,,
571874,"CZK 9,000",50.1045572,14.4543192,"V Háji, Prague - Holešovice",2 bedroom,,42 m²,CZK 370,"CZK 9,370",Personal,Brick building,Partially furnished,-1,No,No,No,No,No,No,No,24. 03. 2022,,163,626,24,321,63,231,654,729,181,382,,,,,,,,,,,,
